"domainid","siteid","plotid","subplotid","pointid","stemazimuth","stemdistance","taxonid","individualid","growthform","stemdiameter","templateSize","springLength"
"D17","TEAK","TEAK_045",NA,43,254.6,5.6,"ABCOL","NEON.PLA.D17.TEAK.00421","single bole tree",36.7,"md","long_0.26"
"D17","TEAK","TEAK_045",NA,25,344.4,13.8,"ABCOL","NEON.PLA.D17.TEAK.00408","single bole tree",36,"md","long_0.26"
"D17","TEAK","TEAK_045",NA,49,48.4,10.9,"ABCOL","NEON.PLA.D17.TEAK.00373","single bole tree",35,"md","long_0.26"
"D17","TEAK","TEAK_045",NA,49,39.6,10,"ABCOL","NEON.PLA.D17.TEAK.00372","single bole tree",34.4,"md","long_0.26"
"D17","TEAK","TEAK_045",NA,43,226.8,1,"ABCOL","NEON.PLA.D17.TEAK.00402","single bole tree",31.8,"md","long_0.26"
"D17","TEAK","TEAK_045",NA,49,202.7,3.4,"ABMA","NEON.PLA.D17.TEAK.00329","single bole tree",31.1,"md","long_0.26"
"D17","TEAK","TEAK_045",NA,49,76.9,8.6,"ABCOL","NEON.PLA.D17.TEAK.00367","single bole tree",27.7,"md","long_0.26"
"D17","TEAK","TEAK_045",NA,49,282.2,7.2,"ABCOL","NEON.PLA.D17.TEAK.00322","single bole tree",26.8,"md","long_0.26"
"D17","TEAK","TEAK_046",NA,57,175.1,2.6,"PIJE","NEON.PLA.D17.TEAK.02042","single bole tree",101.2,"lg","long_0.31"
"D17","TEAK","TEAK_046",NA,59,218.9,10.7,"ABCOL","NEON.PLA.D17.TEAK.01994","multi-bole tree",82.7,"lg","long_0.31"
"D17","TEAK","TEAK_046",NA,59,225.4,8.4,"ABCOL","NEON.PLA.D17.TEAK.01996","single bole tree",70.5,"lg","long_0.31"
"D17","TEAK","TEAK_046",NA,43,305.8,7.1,"ABCOL","NEON.PLA.D17.TEAK.02136","single bole tree",69.4,"lg","long_0.31"
"D17","TEAK","TEAK_046",NA,59,189.7,12.2,"ABCOL","NEON.PLA.D17.TEAK.02001","single bole tree",64.2,"lg","long_0.31"
"D17","TEAK","TEAK_046",NA,43,270.1,18,"ABCOL","NEON.PLA.D17.TEAK.02146","single bole tree",57.5,"lg","long_0.31"
"D17","TEAK","TEAK_046",NA,39,61.5,16.6,"ABMA","NEON.PLA.D17.TEAK.02005","single bole tree",52.2,"lg","long_0.31"
"D17","TEAK","TEAK_046",NA,39,72.6,10.2,"PIJE","NEON.PLA.D17.TEAK.02054","single bole tree",50.3,"lg","long_0.31"
"D17","TEAK","TEAK_046",NA,59,193.7,9.6,"ABCOL","NEON.PLA.D17.TEAK.01989","single bole tree",46.7,"md","long_0.26"
"D17","TEAK","TEAK_046",NA,59,203.3,12.8,"ABCOL","NEON.PLA.D17.TEAK.02006","single bole tree",44.6,"md","long_0.26"
"D17","TEAK","TEAK_046",NA,43,287.4,18.5,"ABMA","NEON.PLA.D17.TEAK.02148","single bole tree",43.3,"md","long_0.26"
"D17","TEAK","TEAK_046",NA,39,55.1,15.9,"ABCOL","NEON.PLA.D17.TEAK.02011","single bole tree",41.6,"md","long_0.26"
"D17","TEAK","TEAK_046",NA,43,331.1,5.7,"ABCOL","NEON.PLA.D17.TEAK.02133","single bole tree",41,"md","long_0.26"
"D17","TEAK","TEAK_046",NA,39,59.3,16.9,"ABCOL","NEON.PLA.D17.TEAK.02004","single bole tree",39.3,"md","long_0.26"
"D17","TEAK","TEAK_046",NA,41,310.7,8,"PIJE","NEON.PLA.D17.TEAK.02008","single bole tree",38.4,"md","long_0.26"
"D17","TEAK","TEAK_046",NA,59,223.6,11,"ABCOL","NEON.PLA.D17.TEAK.01995","single bole tree",36,"md","long_0.26"
"D17","TEAK","TEAK_046",NA,59,204,7.5,"ABCOL","NEON.PLA.D17.TEAK.01990","single bole tree",35.4,"md","long_0.26"
"D17","TEAK","TEAK_046",NA,59,213.8,9,"ABCOL","NEON.PLA.D17.TEAK.01992","single bole tree",31.3,"md","long_0.26"
"D17","TEAK","TEAK_046",NA,43,346.5,9.8,"ABCOL","NEON.PLA.D17.TEAK.02132","single bole tree",26.8,"md","long_0.26"
"D17","TEAK","TEAK_047",NA,21,28.2,7.1,"PICO","NEON.PLA.D17.TEAK.01883","single bole tree",105.1,"lg","long_0.31"
"D17","TEAK","TEAK_047",NA,21,37.7,15.9,"ABCOL","NEON.PLA.D17.TEAK.01874","single bole tree",65.8,"lg","long_0.31"
"D17","TEAK","TEAK_047",NA,21,39.9,14.2,"ABMA","NEON.PLA.D17.TEAK.01875","single bole tree",58.6,"lg","long_0.31"
"D17","TEAK","TEAK_047",NA,59,157.6,19.6,"PIJE","NEON.PLA.D17.TEAK.01894","single bole tree",52.3,"lg","long_0.31"
"D17","TEAK","TEAK_047",NA,43,289.7,16.4,"PICO","NEON.PLA.D17.TEAK.01897","single bole tree",46.9,"md","long_0.26"
"D17","TEAK","TEAK_047",NA,23,348.5,7.6,"PICO","NEON.PLA.D17.TEAK.01843","single bole tree",43.3,"md","long_0.26"
"D17","TEAK","TEAK_047",NA,39,125.3,15.4,"PICO","NEON.PLA.D17.TEAK.01850","single bole tree",41.4,"md","long_0.26"
"D17","TEAK","TEAK_047",NA,59,173.5,6.6,"PIJE","NEON.PLA.D17.TEAK.01902","single bole tree",41,"md","long_0.26"
"D17","TEAK","TEAK_047",NA,59,185.7,22.1,"PIJE","NEON.PLA.D17.TEAK.01824","single bole tree",40.1,"md","long_0.26"
"D17","TEAK","TEAK_047",NA,21,19.9,12.9,"ABCOL","NEON.PLA.D17.TEAK.01884","single bole tree",39.4,"md","long_0.26"
"D17","TEAK","TEAK_047",NA,59,164.9,8.1,"PIJE","NEON.PLA.D17.TEAK.01901","multi-bole tree",39.1,"md","long_0.26"
"D17","TEAK","TEAK_047",NA,39,102.2,9.8,"PIJE","NEON.PLA.D17.TEAK.01873","single bole tree",35.3,"md","long_0.26"
"D17","TEAK","TEAK_047",NA,39,112.5,15.7,"PICO","NEON.PLA.D17.TEAK.01849","single bole tree",32.8,"md","long_0.26"
"D17","TEAK","TEAK_047",NA,39,139.7,10.8,"PICO","NEON.PLA.D17.TEAK.01876","single bole tree",31.3,"md","long_0.26"
"D17","TEAK","TEAK_047",NA,59,160.4,11.6,"PIJE","NEON.PLA.D17.TEAK.01898","single bole tree",30.6,"md","long_0.26"
"D17","TEAK","TEAK_048",NA,21,8,7.2,"PIJE","NEON.PLA.D17.TEAK.00567","single bole tree",89.7,"lg","long_0.31"
"D17","TEAK","TEAK_048",NA,21,33.7,10.7,"PIJE","NEON.PLA.D17.TEAK.00565","single bole tree",82.3,"lg","long_0.31"
"D17","TEAK","TEAK_048",NA,59,115.3,9.1,"ABCOL","NEON.PLA.D17.TEAK.00533","single bole tree",64.4,"lg","long_0.31"
"D17","TEAK","TEAK_048",NA,NA,NA,NA,"ABCOL","NEON.PLA.D17.TEAK.00548","single bole tree",63,"lg","long_0.31"
"D17","TEAK","TEAK_050",NA,41,195,5.7,"ABCOL","NEON.PLA.D17.TEAK.03142","single bole tree",139.6,"lg","long_0.31"
"D17","TEAK","TEAK_050",NA,23,327.6,8.7,"ABMA","NEON.PLA.D17.TEAK.03147","single bole tree",127.8,"lg","long_0.31"
"D17","TEAK","TEAK_050",NA,21,24.7,21.2,"ABMA","NEON.PLA.D17.TEAK.03169","single bole tree",106.4,"lg","long_0.31"
"D17","TEAK","TEAK_050",NA,21,54.9,12.3,"ABMA","NEON.PLA.D17.TEAK.03163","single bole tree",95.2,"lg","long_0.31"
"D17","TEAK","TEAK_050",NA,21,40.4,20.9,"ABMA","NEON.PLA.D17.TEAK.03168","single bole tree",72.1,"lg","long_0.31"
"D17","TEAK","TEAK_051",NA,23,282.9,4.8,"PICO","NEON.PLA.D17.TEAK.01917","multi-bole tree",85,"lg","long_0.31"
"D17","TEAK","TEAK_051",NA,NA,NA,NA,"PICO","NEON.PLA.D17.TEAK.01920","single bole tree",76.4,"lg","long_0.31"
"D17","TEAK","TEAK_051",NA,59,160.3,10.5,"PICO","NEON.PLA.D17.TEAK.01980","single bole tree",71.9,"lg","long_0.31"
"D17","TEAK","TEAK_051",NA,NA,NA,NA,"PICO","NEON.PLA.D17.TEAK.01928","single bole tree",71.8,"lg","long_0.31"
"D17","TEAK","TEAK_051",NA,43,297,9.2,"PICO","NEON.PLA.D17.TEAK.01969","single bole tree",63.8,"lg","long_0.31"
"D17","TEAK","TEAK_051",NA,43,287.9,8,"PICO","NEON.PLA.D17.TEAK.01967","single bole tree",63.7,"lg","long_0.31"
"D17","TEAK","TEAK_052",NA,43,312.7,12.6,"ABCOL","NEON.PLA.D17.TEAK.02270","single bole tree",83.1,"lg","long_0.31"
"D17","TEAK","TEAK_052",NA,43,334.8,4.3,"ABCOL","NEON.PLA.D17.TEAK.02269","single bole tree",71.4,"lg","long_0.31"
"D17","TEAK","TEAK_052",NA,43,261.3,9.6,"ABCOL","NEON.PLA.D17.TEAK.03017","multi-bole tree",64.9,"lg","long_0.31"
"D17","TEAK","TEAK_053",NA,61,219.4,15.1,"PICO","NEON.PLA.D17.TEAK.01691","single bole tree",132.1,"lg","long_0.31"
"D17","TEAK","TEAK_053",NA,21,35.1,7.2,"PICO","NEON.PLA.D17.TEAK.01681","single bole tree",82,"lg","long_0.31"
"D17","TEAK","TEAK_053",NA,39,99.5,3,"PICO","NEON.PLA.D17.TEAK.01687","single bole tree",75.1,"lg","long_0.31"
"D17","TEAK","TEAK_054",NA,61,179.1,15.2,"PIJE","NEON.PLA.D17.TEAK.00382","single bole tree",98.3,"lg","long_0.31"
"D17","TEAK","TEAK_054",NA,61,239.3,7.8,"ABCOL","NEON.PLA.D17.TEAK.00378","single bole tree",67.8,"lg","long_0.31"
"D17","TEAK","TEAK_054",NA,43,192.5,5.6,"PICO","NEON.PLA.D17.TEAK.00510","single bole tree",66.2,"lg","long_0.31"
"D17","TEAK","TEAK_054",NA,43,187.2,9.1,"PICO","NEON.PLA.D17.TEAK.00513","single bole tree",64.9,"lg","long_0.31"
"D17","TEAK","TEAK_054",NA,61,193.8,16.1,"PIJE","NEON.PLA.D17.TEAK.00386","single bole tree",61.6,"lg","long_0.31"
"D17","TEAK","TEAK_054",NA,NA,NA,NA,"ABCOL","NEON.PLA.D17.TEAK.00505","single bole tree",60.4,"lg","long_0.31"
"D17","TEAK","TEAK_055",NA,25,328.8,17.2,"PIJE","NEON.PLA.D17.TEAK.01205","single bole tree",121,"lg","long_0.31"
"D17","TEAK","TEAK_055",NA,23,46.5,2,"PIJE","NEON.PLA.D17.TEAK.01211","single bole tree",119.2,"lg","long_0.31"
"D17","TEAK","TEAK_055",NA,43,224.9,4.8,"ABCOL","NEON.PLA.D17.TEAK.01202","single bole tree",60.4,"lg","long_0.31"
"D17","TEAK","TEAK_055",NA,43,264.4,10,"ABCOL","NEON.PLA.D17.TEAK.01206","single bole tree",58.8,"lg","long_0.31"
"D17","TEAK","TEAK_056",NA,23,356.8,14.9,"ABMA","NEON.PLA.D17.TEAK.01280","single bole tree",76.8,"lg","long_0.31"
"D17","TEAK","TEAK_056",NA,NA,NA,NA,"ABMA","NEON.PLA.D17.TEAK.01279","single bole tree",72.6,"lg","long_0.31"
"D17","TEAK","TEAK_056",NA,39,120.5,8.1,"ABMA","NEON.PLA.D17.TEAK.01293","single bole tree",61.9,"lg","long_0.31"
"D17","TEAK","TEAK_057",NA,23,319.1,7.2,"ABMA","NEON.PLA.D17.TEAK.01723","single bole tree",75.6,"lg","long_0.31"
"D17","TEAK","TEAK_057",NA,NA,NA,NA,"ABMA","NEON.PLA.D17.TEAK.01732","single bole tree",74.1,"lg","long_0.31"
"D17","TEAK","TEAK_057",NA,39,139.8,8.5,"PICO","NEON.PLA.D17.TEAK.01737","single bole tree",66.3,"lg","long_0.31"
"D17","TEAK","TEAK_057",NA,39,153.5,11.8,"PICO","NEON.PLA.D17.TEAK.01742","single bole tree",61.6,"lg","long_0.31"
"D17","TEAK","TEAK_058",NA,21,61,1.4,"ABCOL","NEON.PLA.D17.TEAK.02186","single bole tree",79,"lg","long_0.31"
"D17","TEAK","TEAK_058",NA,41,255.3,1.9,"ABMA","NEON.PLA.D17.TEAK.02175","single bole tree",66.2,"lg","long_0.31"
"D17","TEAK","TEAK_059",NA,23,289.6,5,"ABMA","NEON.PLA.D17.TEAK.00430","single bole tree",130.7,"lg","long_0.31"
"D17","TEAK","TEAK_059",NA,43,280,19.8,"ABMA","NEON.PLA.D17.TEAK.00746","single bole tree",98.4,"lg","long_0.31"
"D17","TEAK","TEAK_059",NA,43,285.5,16.3,"ABMA","NEON.PLA.D17.TEAK.00749","single bole tree",83.5,"lg","long_0.31"
"D17","TEAK","TEAK_059",NA,23,357.5,14,"ABMA","NEON.PLA.D17.TEAK.00428","single bole tree",65.9,"lg","long_0.31"
"D17","TEAK","TEAK_060",NA,23,57.1,3.4,"PICO","NEON.PLA.D17.TEAK.01199","single bole tree",70.4,"lg","long_0.31"
"D17","TEAK","TEAK_060",NA,23,19.5,6,"ABCOL","NEON.PLA.D17.TEAK.01196","single bole tree",58.4,"lg","long_0.31"
"D17","TEAK","TEAK_061",NA,39,112.4,9.7,"PICO","NEON.PLA.D17.TEAK.00684","single bole tree",89.5,"lg","long_0.31"
"D17","TEAK","TEAK_062",NA,21,10.6,14.6,"ABMA","NEON.PLA.D17.TEAK.01375","single bole tree",108.2,"lg","long_0.31"
"D17","TEAK","TEAK_062",NA,39,115.7,11.2,"ABMA","NEON.PLA.D17.TEAK.01327","single bole tree",78.1,"lg","long_0.31"
"D17","TEAK","TEAK_062",NA,21,3,13.4,"ABMA","NEON.PLA.D17.TEAK.01376","single bole tree",70.4,"lg","long_0.31"
