"domainid","siteid","plotid","subplotid","pointid","stemazimuth","stemdistance","taxonid","individualid","growthform","stemdiameter","templateSize","springLength"
"D10/13","NIWO","NIWO_040",40,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00496","sbt",18.8,"md","long_0.26"
"D10/13","NIWO","NIWO_040",40,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00499","sbt",15.8,"md","long_0.26"
"D10/13","NIWO","NIWO_040",40,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00491","sbt",15.5,"md","long_0.26"
"D10/13","NIWO","NIWO_040",40,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00492","sbt",15.3,"md","long_0.26"
"D10/13","NIWO","NIWO_040",40,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00494","sbt",14.6,"md","long_0.26"
"D10/13","NIWO","NIWO_040",41,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00519","sbt",26,"md","long_0.26"
"D10/13","NIWO","NIWO_040",41,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00517","sbt",25.5,"md","long_0.26"
"D10/13","NIWO","NIWO_040",41,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00512","sbt",24.6,"md","long_0.26"
"D10/13","NIWO","NIWO_040",41,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00511","sbt",17.5,"md","long_0.26"
"D10/13","NIWO","NIWO_040",41,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00502","sbt",16.7,"md","long_0.26"
"D10/13","NIWO","NIWO_040",41,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00516","sbt",16.1,"md","long_0.26"
"D10/13","NIWO","NIWO_040",41,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00503","sbt",15.4,"md","long_0.26"
"D10/13","NIWO","NIWO_040",41,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00510","sbt",15.4,"md","long_0.26"
"D10/13","NIWO","NIWO_040",41,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00513","sbt",15.3,"md","long_0.26"
"D10/13","NIWO","NIWO_040",41,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00508","sbt",15.1,"md","long_0.26"
"D10/13","NIWO","NIWO_041",32,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.01001","sbt",15.9,"md","long_0.26"
"D10/13","NIWO","NIWO_045",32,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00733","sbt",18.5,"md","long_0.26"
"D10/13","NIWO","NIWO_046",31,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00856","mbt",21.4,"md","long_0.26"
"D10/13","NIWO","NIWO_046",31,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00856D","mbt",20.2,"md","long_0.26"
"D10/13","NIWO","NIWO_046",31,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00856C","mbt",15.4,"md","long_0.26"
"D10/13","NIWO","NIWO_046",32,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00877","mbt",18.6,"md","long_0.26"
"D10/13","NIWO","NIWO_046",32,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00900","mbt",18.2,"md","long_0.26"
"D10/13","NIWO","NIWO_046",40,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00891","sbt",24,"md","long_0.26"
"D10/13","NIWO","NIWO_046",40,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00885","sbt",18,"md","long_0.26"
"D10/13","NIWO","NIWO_046",41,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00895","mbt",24.2,"md","long_0.26"
"D10/13","NIWO","NIWO_046",41,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00893","sbt",20.5,"md","long_0.26"
"D10/13","NIWO","NIWO_046",41,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00895A","mbt",19.2,"md","long_0.26"
"D10/13","NIWO","NIWO_046",41,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00890","sbt",18,"md","long_0.26"
"D10/13","NIWO","NIWO_046",41,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00888","sbt",16.6,"md","long_0.26"
"D10/13","NIWO","NIWO_046",41,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00892","sbt",15.8,"md","long_0.26"
"D10/13","NIWO","NIWO_051",40,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00784","sbt",20.9,"md","long_0.26"
"D10/13","NIWO","NIWO_051",40,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00790","sbt",20,"md","long_0.26"
"D10/13","NIWO","NIWO_051",41,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00795","mbt",19.5,"md","long_0.26"
"D10/13","NIWO","NIWO_051",41,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00794","sbt",17.5,"md","long_0.26"
"D10/13","NIWO","NIWO_057",31,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00375","sbt",29.8,"md","long_0.26"
"D10/13","NIWO","NIWO_057",31,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00366","sbt",26.1,"md","long_0.26"
"D10/13","NIWO","NIWO_057",32,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00382","mbt",28.9,"md","long_0.26"
"D10/13","NIWO","NIWO_057",40,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00386","sbt",28.2,"md","long_0.26"
"D10/13","NIWO","NIWO_057",40,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00387","sbt",26.4,"md","long_0.26"
"D10/13","NIWO","NIWO_057",41,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00393","sbt",26.2,"md","long_0.26"
"D10/13","NIWO","NIWO_057",41,41,89.4,1,"ABLAL","NEON.PLA.D13.NIWO.00396A","mbt",26.2,"md","long_0.26"
"D10/13","NIWO","NIWO_061",31,NA,NA,NA,"ABLAL","NEON.PLA.D13.NIWO.00594B","mbt",29.2,"md","long_0.26"
"D10/13","NIWO","NIWO_061",32,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00609","sbt",35.7,"md","long_0.26"
"D10/13","NIWO","NIWO_061",32,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00612","sbt",27.5,"md","long_0.26"
"D10/13","NIWO","NIWO_061",32,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00610","sbt",26.3,"md","long_0.26"
"D10/13","NIWO","NIWO_061",41,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00623","mbt",26.8,"md","long_0.26"
"D10/13","NIWO","NIWO_064",32,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00690","sbt",30.8,"md","long_0.26"
"D10/13","NIWO","NIWO_064",32,NA,NA,NA,"PICOL","NEON.PLA.D13.NIWO.00691","sbt",25.1,"md","long_0.26"
"D10/13","NIWO","NIWO_064",40,NA,NA,NA,"PIEN","NEON.PLA.D13.NIWO.00678","mbt",30.7,"md","long_0.26"
