"domainid","siteid","plotid","subplotid","pointid","stemazimuth","stemdistance","taxonid","individualid","growthform","stemdiameter","templateSize","springLength"
"D18/19","DEJU","DEJU_055",41,NA,NA,NA,"PIMA","NEON.PLA.D19.DEJU.02797","sbt",17.6,"md","long_0.26"
"D18/19","DEJU","DEJU_058",21,21,21.5,8,"PIGL","NEON.PLA.D19.DEJU.01551","sbt",17.2,"md","long_0.26"
"D18/19","DEJU","DEJU_058",21,41,227.3,2.7,"PIGL","NEON.PLA.D19.DEJU.01566","sbt",16.9,"md","long_0.26"
"D18/19","DEJU","DEJU_058",21,41,187.7,5.8,"PIGL","NEON.PLA.D19.DEJU.01565","sbt",16.9,"md","long_0.26"
"D18/19","DEJU","DEJU_058",41,43,311,6.2,"PIGL","NEON.PLA.D19.DEJU.01589","sbt",20.8,"md","long_0.26"
"D18/19","DEJU","DEJU_058",41,59,120.9,4.1,"PIGL","NEON.PLA.D19.DEJU.01594","sbt",18.5,"md","long_0.26"
"D18/19","DEJU","DEJU_061",31,NA,NA,NA,"PIMA","NEON.PLA.D19.DEJU.00404","sbt",17.8,"md","long_0.26"
"D18/19","DEJU","DEJU_061",31,NA,NA,NA,"PIMA","NEON.PLA.D19.DEJU.00565","sbt",16.3,"md","long_0.26"
"D18/19","DEJU","DEJU_062",23,NA,NA,NA,"PIMA","NEON.PLA.D19.DEJU.00998","sbt",22.9,"md","long_0.26"
"D18/19","DEJU","DEJU_062",23,39,3,2.9,"PIGL","NEON.PLA.D19.DEJU.02194","sbt",18.5,"md","long_0.26"
"D18/19","DEJU","DEJU_062",23,NA,NA,NA,"PIMA","NEON.PLA.D19.DEJU.01000","sbt",17.3,"md","long_0.26"
"D18/19","DEJU","DEJU_062",23,NA,NA,NA,"PIMA","NEON.PLA.D19.DEJU.00999","sbt",16.2,"md","long_0.26"
"D18/19","DEJU","DEJU_064",21,NA,NA,NA,"PIMA","NEON.PLA.D19.DEJU.02507","sbt",20.3,"md","long_0.26"
"D18/19","DEJU","DEJU_064",21,NA,NA,NA,"PIMA","NEON.PLA.D19.DEJU.02505","sbt",19.4,"md","long_0.26"
"D18/19","DEJU","DEJU_064",21,41,184.4,4.4,"PIGL","NEON.PLA.D19.DEJU.02488","sbt",18.6,"md","long_0.26"
"D18/19","DEJU","DEJU_064",39,NA,NA,NA,"PIMA","NEON.PLA.D19.DEJU.02534","sbt",21.4,"md","long_0.26"
"D18/19","DEJU","DEJU_064",39,NA,NA,NA,"PIMA","NEON.PLA.D19.DEJU.02523","sbt",18.5,"md","long_0.26"
"D18/19","DEJU","DEJU_064",39,NA,NA,NA,"PIMA","NEON.PLA.D19.DEJU.02528","sbt",18,"md","long_0.26"
