domainid,siteid,plotid,subplotid,pointid,stemazimuth,stemdistance,taxonid,individualid,growthform,stemdiameter,templateSize,springLength
D18/19,BONA,BONA_079,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00175,single bole tree,26.2,md,long_0.26
D18/19,BONA,BONA_079,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00184,multi-bole tree,26.3,md,long_0.26
D18/19,BONA,BONA_079,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00192,single bole tree,25.4,md,long_0.26
D18/19,BONA,BONA_079,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00233,single bole tree,25.3,md,long_0.26
D18/19,BONA,BONA_078,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00395,single bole tree,24.7,md,long_0.26
D18/19,BONA,BONA_078,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00435,single bole tree,28.7,md,long_0.26
D18/19,BONA,BONA_078,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00439,single bole tree,25.2,md,long_0.26
D18/19,BONA,BONA_078,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00453,single bole tree,28.5,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00457,single bole tree,18.4,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00459,single bole tree,26.6,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00460,single bole tree,16.8,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00461,single bole tree,26.2,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00464,single bole tree,23.5,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00465,single bole tree,26.6,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00467,single bole tree,17.7,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00468,single bole tree,26.3,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00469,single bole tree,17.4,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00470,single bole tree,19.9,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00472,single bole tree,16.5,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00473,single bole tree,20,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00474,single bole tree,23.2,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00475,single bole tree,28.8,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00476,single bole tree,17.2,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00477,single bole tree,21,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00478,single bole tree,19.9,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00531,multi-bole tree,24,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00532,single bole tree,33.9,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00539,single bole tree,21.8,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00541,single bole tree,17,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00542,single bole tree,19.3,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00543,single bole tree,17.1,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00545,single bole tree,29.5,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00553,single bole tree,23.6,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00558,single bole tree,27.1,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00559,single bole tree,20.6,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00562,single bole tree,21.1,md,long_0.26
D18/19,BONA,BONA_075,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00563,single bole tree,26.3,md,long_0.26
D18/19,BONA,BONA_079,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00656,single bole tree,24.4,md,long_0.26
D18/19,BONA,BONA_079,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00693,NA,26.4,md,long_0.26
D18/19,BONA,BONA_079,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00700,single bole tree,26.3,md,long_0.26
D18/19,BONA,BONA_078,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00702,single bole tree,27.2,md,long_0.26
D18/19,BONA,BONA_078,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00729,single bole tree,25.9,md,long_0.26
D18/19,BONA,BONA_071,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00785,single bole tree,120,lg,long_0.31
D18/19,BONA,BONA_076,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00810,single bole tree,19.3,md,long_0.26
D18/19,BONA,BONA_076,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00811,single bole tree,16.8,md,long_0.26
D18/19,BONA,BONA_076,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00817,single bole tree,17.1,md,long_0.26
D18/19,BONA,BONA_076,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00823,single bole tree,16.7,md,long_0.26
D18/19,BONA,BONA_076,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00828,single bole tree,16.4,md,long_0.26
D18/19,BONA,BONA_076,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00829,single bole tree,19.2,md,long_0.26
D18/19,BONA,BONA_076,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00842,single bole tree,18.9,md,long_0.26
D18/19,BONA,BONA_076,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00851,single bole tree,20.6,md,long_0.26
D18/19,BONA,BONA_076,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00854,single bole tree,21.8,md,long_0.26
D18/19,BONA,BONA_076,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00878,single bole tree,18.3,md,long_0.26
D18/19,BONA,BONA_084,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00988,multi-bole tree,25.9,md,long_0.26
D18/19,BONA,BONA_084,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00990,single bole tree,28.7,md,long_0.26
D18/19,BONA,BONA_084,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.00994,multi-bole tree,27.5,md,long_0.26
D18/19,BONA,BONA_087,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.01075,single bole tree,25.8,md,long_0.26
D18/19,BONA,BONA_082,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.01122,single bole tree,25.2,md,long_0.26
D18/19,BONA,BONA_082,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.01131,single bole tree,26.2,md,long_0.26
D18/19,BONA,BONA_082,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.01136,single bole tree,33.1,md,long_0.26
D18/19,BONA,BONA_082,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.01138,single bole tree,27.9,md,long_0.26
D18/19,BONA,BONA_084,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.01207,single bole tree,25.3,md,long_0.26
D18/19,BONA,BONA_087,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.01636,single bole tree,27.3,md,long_0.26
D18/19,BONA,BONA_077,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.01835,single bole tree,24.3,md,long_0.26
D18/19,BONA,BONA_077,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.01837,single bole tree,16.4,md,long_0.26
D18/19,BONA,BONA_089,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.02014,single bole tree,52,lg,long_0.31
D18/19,BONA,BONA_089,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.02019,single bole tree,28.5,md,long_0.26
D18/19,BONA,BONA_089,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.02021,single bole tree,24.1,md,long_0.26
D18/19,BONA,BONA_089,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.02025,single bole tree,29.7,md,long_0.26
D18/19,BONA,BONA_089,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.02125,single bole tree,28.4,md,long_0.26
D18/19,BONA,BONA_089,NA,NA,NA,NA,NA,NEON.PLA.D19.BONA.02144,single bole tree,23.6,md,long_0.26
D18/19,BONA,BONA_093,39,39,33,8,BENE4,NEON.PLA.D19.BONA.04570,mbt,28.1,md,long_0.26
D18/19,BONA,BONA_093,39,39,30.9,8.1,BENE4,NEON.PLA.D19.BONA.04570A,mbt,26.2,md,long_0.26
D18/19,BONA,BONA_093,39,59,205.6,11,PIMA,NEON.PLA.D19.BONA.04574,sbt,27,md,long_0.26
D18/19,BONA,BONA_093,39,59,192.8,2.9,PIMA,NEON.PLA.D19.BONA.04576,sbt,32.3,md,long_0.26
D18/19,BONA,BONA_093,39,57,106.6,8.8,BENE4,NEON.PLA.D19.BONA.04579,mbt,29.6,md,long_0.26
D18/19,BONA,BONA_093,39,57,107.7,2,BENE4,NEON.PLA.D19.BONA.04586,sbt,31.7,md,long_0.26
