"","domainid","siteid","plotid_parent","tallydate","volumefactor_ingest","particle_count","lidsazimuth","logmaxdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"44","D08","DELA","DELA_019","2016-07-07T00:00:00.000Z",5,NA,110,75,"2PLANT-H","4 - Rotten throughout","156",18.8,12.9,"2PLANT-H","Y",">=10cm","4"
"45","D08","DELA","DELA_006","2016-07-07T00:00:00.000Z",5,NA,260,65.3,"2PLANT-H","3 - Heartwood sound","155",48.4,16.6,"2PLANT-H","Y",">=10cm","3"
"46","D08","DELA","DELA_006","2016-07-07T00:00:00.000Z",5,NA,20,106.2,"QUNI","1 - Fresh fallen","154",124.6,24.3,"QUNI","Y",">=10cm","1"
"47","D08","DELA","DELA_006","2016-07-07T00:00:00.000Z",5,NA,140,58.4,"2PLANT-H","3 - Heartwood sound","153",143.7,14,"2PLANT-H","Y",">=10cm","3"
"48","D08","DELA","DELA_046","2016-04-11T00:00:00.000Z",NA,NA,140,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"49","D08","DELA","DELA_046","2016-04-11T00:00:00.000Z",5,NA,260,30.1,"PITA","3 - Heartwood sound","38",31,5.5,"PITA","Y",">=10cm","3"
"50","D08","DELA","DELA_046","2016-04-11T00:00:00.000Z",5,NA,260,20.7,"LIST2","2 - Sound round","37",34.1,9.7,"LIST2","Y",">=10cm","2"
"51","D08","DELA","DELA_046","2016-04-11T00:00:00.000Z",5,NA,20,10.3,"LIST2","2 - Sound round","192",6.1,8.3,"LIST2","Y",">=10cm","2"
"52","D08","DELA","DELA_046","2016-04-11T00:00:00.000Z",5,NA,20,12,"2PLANT-H","3 - Heartwood sound","39",20.5,1.4,"2PLANT-H","Y",">=10cm","3"
"53","D08","DELA","DELA_046","2016-04-11T00:00:00.000Z",5,NA,20,12.7,"2PLANT-H","3 - Heartwood sound","39",20.5,3.9,"2PLANT-H","Y",">=10cm","3"
"54","D08","DELA","DELA_055","2016-07-06T00:00:00.000Z",5,NA,210,42.8,"2PLANT-H","4 - Rotten throughout","169",123.3,3.3,"2PLANT-H","Y",">=10cm","4"
"55","D08","DELA","DELA_055","2016-07-06T00:00:00.000Z",5,NA,90,23,"2PLANT-H","5 - No structural integrity","168",13.9,5.3,"2PLANT-H","Y",">=10cm","5"
"56","D08","DELA","DELA_055","2016-07-06T00:00:00.000Z",5,NA,90,30,"2PLANT-H","5 - No structural integrity","167",24.9,1.9,"2PLANT-H","Y",">=10cm","5"
"57","D08","DELA","DELA_055","2016-07-06T00:00:00.000Z",5,NA,90,52,"2PLANT-H","5 - No structural integrity","166",25.3,11.2,"2PLANT-H","Y",">=10cm","5"
"58","D08","DELA","DELA_055","2016-07-06T00:00:00.000Z",5,NA,90,26.3,"2PLANT-H","3 - Heartwood sound","165",38.2,1.8,"2PLANT-H","Y",">=10cm","3"
"59","D08","DELA","DELA_055","2016-07-06T00:00:00.000Z",5,NA,90,52,"CARYA","2 - Sound round","164",188.7,25,"CARYA","Y",">=10cm","2"
"60","D08","DELA","DELA_055","2016-07-06T00:00:00.000Z",5,NA,310,25,"2PLANT-H","4 - Rotten throughout","163",10,2.1,"2PLANT-H","Y",">=10cm","4"
"61","D08","DELA","DELA_055","2016-07-06T00:00:00.000Z",5,NA,310,28.9,"2PLANT-H","4 - Rotten throughout","162",67.2,3.7,"2PLANT-H","Y",">=10cm","4"
"62","D08","DELA","DELA_055","2016-07-06T00:00:00.000Z",5,NA,310,50,"2PLANT-H","4 - Rotten throughout","161",85.2,10,"2PLANT-H","Y",">=10cm","4"
"63","D08","DELA","DELA_055","2016-07-06T00:00:00.000Z",5,NA,310,93.2,"2PLANT-H","4 - Rotten throughout","160",108.2,8,"2PLANT-H","Y",">=10cm","4"
"64","D08","DELA","DELA_055","2016-07-06T00:00:00.000Z",5,NA,310,76,"QUNI","4 - Rotten throughout","151",111.2,14,"QUNI","Y",">=10cm","4"
"65","D08","DELA","DELA_020","2016-07-11T00:00:00.000Z",5,NA,50,25,"2PLANT-H","3 - Heartwood sound","329",6.4,3.7,"2PLANT-H","Y",">=10cm","3"
"66","D08","DELA","DELA_020","2016-07-11T00:00:00.000Z",5,NA,50,18.2,"2PLANT-H","3 - Heartwood sound","330",8.4,4.4,"2PLANT-H","Y",">=10cm","3"
"67","D08","DELA","DELA_020","2016-07-11T00:00:00.000Z",5,NA,50,14.9,"2PLANT-H","3 - Heartwood sound","332",13.5,4.8,"2PLANT-H","Y",">=10cm","3"
"68","D08","DELA","DELA_020","2016-07-11T00:00:00.000Z",5,NA,50,19.4,"2PLANT-H","4 - Rotten throughout","331",27.1,2.8,"2PLANT-H","Y",">=10cm","4"
"69","D08","DELA","DELA_020","2016-07-11T00:00:00.000Z",5,NA,50,38.6,"CELA","1 - Fresh fallen","333",38.1,10.9,"CELA","Y",">=10cm","1"
"70","D08","DELA","DELA_020","2016-07-11T00:00:00.000Z",5,NA,170,38.6,"PLOC","2 - Sound round","334",88.1,15.3,"PLOC","Y",">=10cm","2"
"71","D08","DELA","DELA_020","2016-07-11T00:00:00.000Z",NA,NA,290,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"72","D08","DELA","DELA_011","2016-07-07T00:00:00.000Z",NA,NA,90,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"73","D08","DELA","DELA_011","2016-07-07T00:00:00.000Z",NA,NA,270,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"74","D08","DELA","DELA_011","2016-07-07T00:00:00.000Z",NA,NA,330,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"75","D08","DELA","DELA_004","2016-07-06T00:00:00.000Z",5,NA,50,16.7,"2PLANT-H","3 - Heartwood sound","211",15,3.2,"2PLANT-H","Y",">=10cm","3"
"76","D08","DELA","DELA_004","2016-07-06T00:00:00.000Z",5,NA,50,21,"2PLANT-H","3 - Heartwood sound","212",18.1,2,"2PLANT-H","Y",">=10cm","3"
"77","D08","DELA","DELA_004","2016-07-06T00:00:00.000Z",5,NA,50,20.5,"2PLANT-H","3 - Heartwood sound","213",19.5,8.1,"2PLANT-H","Y",">=10cm","3"
"78","D08","DELA","DELA_004","2016-07-06T00:00:00.000Z",5,NA,170,24.2,"2PLANT-H","3 - Heartwood sound","214",18.2,1.6,"2PLANT-H","Y",">=10cm","3"
"79","D08","DELA","DELA_004","2016-07-06T00:00:00.000Z",5,NA,170,29,"2PLANT-H","3 - Heartwood sound","215",22,3.2,"2PLANT-H","Y",">=10cm","3"
"80","D08","DELA","DELA_004","2016-07-06T00:00:00.000Z",5,NA,170,29.9,"PITA","2 - Sound round","216",44,13.4,"PITA","Y",">=10cm","2"
"81","D08","DELA","DELA_004","2016-07-06T00:00:00.000Z",NA,NA,290,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"82","D08","DELA","DELA_007","2016-10-10T00:00:00.000Z",5,NA,70,11.6,"2PLANT-H","3 - Heartwood sound","335",8.8,2.4,"2PLANT-H","Y",">=10cm","3"
"83","D08","DELA","DELA_007","2016-10-10T00:00:00.000Z",5,NA,70,11.9,"PLOC","2 - Sound round","336",14.5,7.5,"PLOC","Y",">=10cm","2"
"84","D08","DELA","DELA_007","2016-10-10T00:00:00.000Z",5,NA,190,17.6,"2PLANT-H","3 - Heartwood sound","337",13.8,6.9,"2PLANT-H","Y",">=10cm","3"
"85","D08","DELA","DELA_007","2016-10-10T00:00:00.000Z",5,NA,190,18.8,"2PLANT-H","2 - Sound round","338",28.1,13.9,"2PLANT-H","Y",">=10cm","2"
"86","D08","DELA","DELA_007","2016-10-10T00:00:00.000Z",NA,NA,310,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"87","D08","DELA","DELA_054","2016-07-05T00:00:00.000Z",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"88","D08","DELA","DELA_054","2016-07-05T00:00:00.000Z",NA,NA,240,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"89","D08","DELA","DELA_054","2016-07-05T00:00:00.000Z",5,NA,120,31.6,"QUERC","3 - Heartwood sound","181",24.3,11.7,"QUERC","Y",">=10cm","3"
"90","D08","DELA","DELA_054","2016-07-05T00:00:00.000Z",5,NA,120,19.7,"2PLANT-H","4 - Rotten throughout","180",27.3,1.1,"2PLANT-H","Y",">=10cm","4"
"91","D08","DELA","DELA_054","2016-07-05T00:00:00.000Z",5,NA,120,28.4,"QUERC","3 - Heartwood sound","179",27.4,1.9,"QUERC","Y",">=10cm","3"
"92","D08","DELA","DELA_054","2016-07-05T00:00:00.000Z",5,NA,120,22.1,"QUERC","3 - Heartwood sound","178",29.9,2.1,"QUERC","Y",">=10cm","3"
"93","D08","DELA","DELA_054","2016-07-05T00:00:00.000Z",5,NA,120,23.7,"QUNI","2 - Sound round","177",32.1,3.4,"QUNI","Y",">=10cm","2"
"94","D08","DELA","DELA_054","2016-07-05T00:00:00.000Z",5,NA,120,29,"QUERC","4 - Rotten throughout","176",32.1,17.3,"QUERC","Y",">=10cm","4"
"95","D08","DELA","DELA_054","2016-07-05T00:00:00.000Z",5,NA,120,37.6,"QUERC","3 - Heartwood sound","175",32.2,10.3,"QUERC","Y",">=10cm","3"
"96","D08","DELA","DELA_054","2016-07-05T00:00:00.000Z",5,NA,120,48.8,"QUERC","4 - Rotten throughout","174",39.6,9.7,"QUERC","Y",">=10cm","4"
"97","D08","DELA","DELA_054","2016-07-05T00:00:00.000Z",5,NA,120,37.6,"QUERC","3 - Heartwood sound","201",119.8,10.2,"QUERC","Y",">=10cm","3"
"98","D08","DELA","DELA_040","2016-07-14T00:00:00.000Z",NA,NA,120,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"99","D08","DELA","DELA_040","2016-07-14T00:00:00.000Z",NA,NA,240,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"100","D08","DELA","DELA_040","2016-07-14T00:00:00.000Z",5,NA,0,35.8,"2PLANT-H","4 - Rotten throughout","298",72.9,1.8,"2PLANT-H","Y",">=10cm","4"
"101","D08","DELA","DELA_008","2016-07-11T00:00:00.000Z",5,NA,210,14.6,"2PLANT-H","2 - Sound round","141",11.2,4.1,"2PLANT-H","Y",">=10cm","2"
"102","D08","DELA","DELA_008","2016-07-11T00:00:00.000Z",5,NA,210,23.7,"2PLANT-H","3 - Heartwood sound","140",35.6,7.6,"2PLANT-H","Y",">=10cm","3"
"103","D08","DELA","DELA_008","2016-07-11T00:00:00.000Z",5,NA,330,24.7,"2PLANT-H","3 - Heartwood sound","139",6.8,16.3,"2PLANT-H","Y",">=10cm","3"
"104","D08","DELA","DELA_008","2016-07-11T00:00:00.000Z",5,NA,330,25.2,"2PLANT-H","3 - Heartwood sound","139",7,16.3,"2PLANT-H","Y",">=10cm","3"
"105","D08","DELA","DELA_008","2016-07-11T00:00:00.000Z",5,NA,90,24.7,"2PLANT-H","4 - Rotten throughout","138",8.2,5.6,"2PLANT-H","Y",">=10cm","4"
"106","D08","DELA","DELA_008","2016-07-11T00:00:00.000Z",5,NA,90,34.1,"2PLANT-H","3 - Heartwood sound","137",40.9,16.1,"2PLANT-H","Y",">=10cm","3"
"107","D08","DELA","DELA_008","2016-07-11T00:00:00.000Z",5,NA,90,39.9,"2PLANT-H","3 - Heartwood sound","136",44.9,18.7,"2PLANT-H","Y",">=10cm","3"
"108","D08","DELA","DELA_008","2016-07-11T00:00:00.000Z",5,NA,90,38.4,"2PLANT-H","3 - Heartwood sound","135",114.7,13.5,"2PLANT-H","Y",">=10cm","3"
"109","D08","DELA","DELA_014","2016-07-06T00:00:00.000Z",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"110","D08","DELA","DELA_014","2016-07-06T00:00:00.000Z",5,NA,240,20.2,"2PLANT-H","3 - Heartwood sound","217",1,2.3,"2PLANT-H","Y",">=10cm","3"
"111","D08","DELA","DELA_014","2016-07-06T00:00:00.000Z",5,NA,240,22,"PITA","4 - Rotten throughout","218",24.6,1.4,"PITA","Y",">=10cm","4"
"112","D08","DELA","DELA_014","2016-07-06T00:00:00.000Z",5,NA,120,30,"PITA","5 - No structural integrity","219",24.9,1.8,"PITA","Y",">=10cm","5"
"113","D08","DELA","DELA_014","2016-07-06T00:00:00.000Z",5,NA,120,29.8,"PITA","4 - Rotten throughout","220",49.7,9,"PITA","Y",">=10cm","4"
"114","D08","DELA","DELA_013","2016-07-11T00:00:00.000Z",NA,NA,230,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"115","D08","DELA","DELA_013","2016-07-11T00:00:00.000Z",5,NA,350,28.5,"2PLANT-H","3 - Heartwood sound","144",10.6,4.4,"2PLANT-H","Y",">=10cm","3"
"116","D08","DELA","DELA_013","2016-07-11T00:00:00.000Z",5,NA,350,24.8,"2PLANT-H","5 - No structural integrity","143",32,1.2,"2PLANT-H","Y",">=10cm","5"
"117","D08","DELA","DELA_013","2016-07-11T00:00:00.000Z",5,NA,110,48,"2PLANT-H","3 - Heartwood sound","142",199.9,11,"2PLANT-H","Y",">=10cm","3"
"118","D08","DELA","DELA_039","2016-07-14T00:00:00.000Z",5,NA,70,31.5,"2PLANT-H","2 - Sound round","297",0.8,16.4,"2PLANT-H","Y",">=10cm","2"
"119","D08","DELA","DELA_039","2016-07-14T00:00:00.000Z",5,NA,70,19.3,"2PLANT-H","3 - Heartwood sound","296",8.9,7.9,"2PLANT-H","Y",">=10cm","3"
"120","D08","DELA","DELA_039","2016-07-14T00:00:00.000Z",5,NA,70,37.1,"2PLANT-H","3 - Heartwood sound","295",10.8,12.3,"2PLANT-H","Y",">=10cm","3"
"121","D08","DELA","DELA_039","2016-07-14T00:00:00.000Z",5,NA,310,49.1,"2PLANT-H","4 - Rotten throughout","294",48,9.6,"2PLANT-H","Y",">=10cm","4"
"122","D08","DELA","DELA_039","2016-07-14T00:00:00.000Z",5,NA,310,49.2,"PINUS","3 - Heartwood sound","293",75.8,22.8,"PINUS","Y",">=10cm","3"
"123","D08","DELA","DELA_039","2016-07-14T00:00:00.000Z",5,NA,310,49.2,"PINUS","3 - Heartwood sound","293",173.7,22.8,"PINUS","Y",">=10cm","3"
"124","D08","DELA","DELA_039","2016-07-14T00:00:00.000Z",5,NA,190,47.4,"2PLANT-H","3 - Heartwood sound","292",46.6,17.5,"2PLANT-H","Y",">=10cm","3"
"125","D08","DELA","DELA_039","2016-07-14T00:00:00.000Z",5,NA,190,71.9,"PINUS","3 - Heartwood sound","291",145.2,19.5,"PINUS","Y",">=10cm","3"
"126","D08","DELA","DELA_010","2016-07-08T00:00:00.000Z",5,NA,70,134.3,"2PLANT-H","5 - No structural integrity","324",97.4,3,"2PLANT-H","Y",">=10cm","5"
"127","D08","DELA","DELA_010","2016-07-08T00:00:00.000Z",5,NA,70,69.9,"2PLANT-H","1 - Fresh fallen","323",90.4,20.4,"2PLANT-H","Y",">=10cm","1"
"128","D08","DELA","DELA_010","2016-07-08T00:00:00.000Z",5,NA,70,63.4,"2PLANT-H","1 - Fresh fallen","322",83,18.2,"2PLANT-H","Y",">=10cm","1"
"129","D08","DELA","DELA_010","2016-07-08T00:00:00.000Z",5,NA,190,40.1,"2PLANT-H","3 - Heartwood sound","321",18,14.7,"2PLANT-H","Y",">=10cm","3"
"130","D08","DELA","DELA_010","2016-07-08T00:00:00.000Z",5,NA,310,28,"2PLANT-H","3 - Heartwood sound","325",54.5,5.2,"2PLANT-H","Y",">=10cm","3"
"131","D08","DELA","DELA_018","2016-07-08T00:00:00.000Z",NA,NA,50,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"132","D08","DELA","DELA_018","2016-07-08T00:00:00.000Z",5,NA,170,18.4,"2PLANT-H","4 - Rotten throughout","326",7.6,2.2,"2PLANT-H","Y",">=10cm","4"
"133","D08","DELA","DELA_018","2016-07-08T00:00:00.000Z",5,NA,290,20.7,"CAGL8","1 - Fresh fallen","327",23,17.1,"CAGL8","Y",">=10cm","1"
"134","D08","DELA","DELA_018","2016-07-08T00:00:00.000Z",5,NA,290,58.2,"2PLANT-H","4 - Rotten throughout","328",199.7,19,"2PLANT-H","Y",">=10cm","4"
"135","D08","DELA","DELA_001","2016-07-08T00:00:00.000Z",5,NA,160,38,"2PLANT-H","3 - Heartwood sound","149",82,2.8,"2PLANT-H","Y",">=10cm","3"
"136","D08","DELA","DELA_001","2016-07-08T00:00:00.000Z",5,NA,280,26,"2PLANT-H","3 - Heartwood sound","148",49.8,5.8,"2PLANT-H","Y",">=10cm","3"
"137","D08","DELA","DELA_001","2016-07-08T00:00:00.000Z",5,NA,40,43,"2PLANT-H","4 - Rotten throughout","146",69.3,9.2,"2PLANT-H","Y",">=10cm","4"
"138","D08","DELA","DELA_001","2016-07-08T00:00:00.000Z",5,NA,280,98,"QUVE","1 - Fresh fallen","147",79.8,9,"QUVE","Y",">=10cm","1"
"139","D08","DELA","DELA_017","2016-10-17T00:00:00.000Z",5,NA,170,50,"ACNE2","1 - Fresh fallen","152",73.1,9.5,"ACNE2","Y",">=10cm","1"
"140","D08","DELA","DELA_017","2016-10-17T00:00:00.000Z",5,NA,290,16.5,"2PLANT-H","3 - Heartwood sound","151",15.5,1.3,"2PLANT-H","Y",">=10cm","3"
"141","D08","DELA","DELA_017","2016-10-17T00:00:00.000Z",5,NA,290,25,"2PLANT-H","4 - Rotten throughout","150",17.5,3.6,"2PLANT-H","Y",">=10cm","4"
"142","D08","DELA","DELA_017","2016-10-17T00:00:00.000Z",NA,NA,50,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"143","D08","DELA","DELA_003","2016-07-20T00:00:00.000Z",NA,NA,310,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"144","D08","DELA","DELA_003","2016-07-20T00:00:00.000Z",NA,NA,190,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"145","D08","DELA","DELA_003","2016-07-20T00:00:00.000Z",5,NA,70,11.6,"2PLANT-H","2 - Sound round","145",7.1,4.8,"2PLANT-H","Y",">=10cm","2"
"146","D08","DELA","DELA_048","2016-07-11T00:00:00.000Z",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"147","D08","DELA","DELA_048","2016-07-11T00:00:00.000Z",5,NA,150,40.9,"2PLANT-H","3 - Heartwood sound","233",37.8,6.7,"2PLANT-H","Y",">=10cm","3"
"148","D08","DELA","DELA_048","2016-07-11T00:00:00.000Z",5,NA,270,24.1,"2PLANT-H","5 - No structural integrity","234",17,1,"2PLANT-H","Y",">=10cm","5"
"149","D08","DELA","DELA_048","2016-07-11T00:00:00.000Z",5,NA,270,39.4,"2PLANT-H","3 - Heartwood sound","235",78.2,10.8,"2PLANT-H","Y",">=10cm","3"
"150","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,270,27.6,"2PLANT-H","4 - Rotten throughout","108",13,3.8,"2PLANT-H","Y",">=10cm","4"
"151","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,270,25.6,"2PLANT-H","4 - Rotten throughout","109",23.3,23.3,"2PLANT-H","Y",">=10cm","4"
"152","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,270,18.7,"2PLANT-H","4 - Rotten throughout","110",25,2,"2PLANT-H","Y",">=10cm","4"
"153","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,270,26.6,"2PLANT-H","4 - Rotten throughout","111",25.2,5.2,"2PLANT-H","Y",">=10cm","4"
"154","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,270,48.5,"2PLANT-H","4 - Rotten throughout","112",35.4,12.5,"2PLANT-H","Y",">=10cm","4"
"155","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,270,36,"2PLANT-H","4 - Rotten throughout","113",63.4,21.1,"2PLANT-H","Y",">=10cm","4"
"156","D08","DELA","DELA_043","2016-06-15T00:00:00.000Z",5,NA,150,67,"2PLANT-H","5 - No structural integrity","120",53,4.4,"2PLANT-H","Y",">=10cm","5"
