"","domainID","siteID","plotID","date","eventID","volumeFactor","samplingProtocolVersion","lidsAzimuth","targetTaxaPresent","logDistance","logMaxDiameter","logMinorDiameter","logID","logLength","taxonID","scientificName","diameterClass","decayClass","decayClassNum","plotType"
"227","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",1.5,21,9,"00224",1.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"228","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",1.6,13.5,13.5,"00225",1.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"229","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",2.6,27,17,"00226",3.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"230","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",24.3,54.5,39,"00227",11.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"231","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",31.3,36,36,"00228",7.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"232","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",33.1,26.7,26.7,"00229",10.3,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"233","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",37.5,23,23,"00230",9.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"234","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",42.5,30,30,"00231",5.9,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"235","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",50,37,37,"00232",11.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"236","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",54.2,47.5,47.5,"00233",16,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"237","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",60.1,31.5,31.5,"00234",12.7,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"238","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",74.5,40.5,40.5,"00235",14,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"239","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",92.3,37,37,"02026",8.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"240","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",68.5,29.7,29.7,"02027",10.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"241","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",65.2,37.3,37.3,"02028",12.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"242","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",9.9,16.5,16.5,"02029",5.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"243","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",18.7,39,30,"02031",3.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","5 - No structural integrity",5,"tower"
"244","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",8.8,70.3,38.5,"02032",8.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"245","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",60,"Y",15.5,20.8,15.3,"02033",6.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"246","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",60,"Y",14.5,27.6,27.6,"02034",14.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"247","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",60,"Y",6.7,56.9,56.9,"02035",12.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"248","D12","YELL","YELL_055",2023-09-19,"CDW.2023.YELL",5,"NEON.DOC.001711vG",60,"Y",0.3,23.5,23.5,"02036",8.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"249","D12","YELL","YELL_056",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",60,"Y",6,16.2,16.2,"00250",3.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"250","D12","YELL","YELL_056",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",60,"Y",10,15.4,15.4,"00251",6.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"251","D12","YELL","YELL_056",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",51.1,25.5,25.5,"00335",10.2,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"252","D12","YELL","YELL_056",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",54,28,28,"00336",6,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"253","D12","YELL","YELL_056",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",56.5,29,29,"00337",9.4,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"254","D12","YELL","YELL_056",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",59.6,38,38,"00338",11,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"255","D12","YELL","YELL_056",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tower"
"256","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",12.6,33.5,20.3,"00325",2.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","5 - No structural integrity",5,"tower"
"257","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",25.5,82.8,82.8,"00327",10,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"258","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",38.3,39.8,39.8,"00328",17.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"259","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",41.5,48.8,48.8,"00329",12,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"260","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",43.3,31.4,31.4,"00330",14,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"261","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",45.6,28.5,28.5,"00331",14,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"262","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",60,"Y",4.3,16.8,16.8,"00332",13.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"263","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",60,"Y",6.6,23.1,23.1,"00333",17.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"264","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",3.1,16.1,16.1,"00334",4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"265","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",0.2,4.1,4.1,"L01",4.2,"PINACE","Pinaceae sp.","2-5cm","2 - Sound round",2,"tower"
"266","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",0.6,3.9,3.9,"L02",1.5,"PINACE","Pinaceae sp.","2-5cm","2 - Sound round",2,"tower"
"267","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",0.1,3.8,3.8,"L03",2,"PSME","Pseudotsuga menziesii (Mirb.) Franco","2-5cm","2 - Sound round",2,"tower"
"268","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",0.3,9.7,9.7,"L04",2.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco","5-10cm","1 - Fresh fallen",1,"tower"
"269","D12","YELL","YELL_057",2023-09-20,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",1.2,6.3,6.3,"L05",1.9,"PSME","Pseudotsuga menziesii (Mirb.) Franco","5-10cm","2 - Sound round",2,"tower"
"270","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",11.7,25,25,"00110",12.1,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","2 - Sound round",2,"tower"
"271","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",0.5,16.5,16.5,"00186",17.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"272","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",6,42,36.5,"00186",17.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"273","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",26.8,35,35,"00302",10,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"274","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",28,19,19,"00400",8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"275","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",8.1,28,28,"02014",13,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"276","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",16.8,33.5,33.5,"02015",13,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"277","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",94,36,36,"02040",13,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","1 - Fresh fallen",1,"tower"
"278","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",43.3,30.3,30.3,"02041",7.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"279","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",31,23,23,"02042",15,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"280","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",15.6,22,22,"02043",10.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"281","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",15.5,18,11.5,"02044",4.5,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","4 - Rotten throughout",4,"tower"
"282","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",200,"Y",6,9.7,9.7,"02045",2,"PSME","Pseudotsuga menziesii (Mirb.) Franco","5-10cm","2 - Sound round",2,"tower"
"283","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",0.1,4.4,4.4,"L01",2,"PSME","Pseudotsuga menziesii (Mirb.) Franco","2-5cm","2 - Sound round",2,"tower"
"284","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",0.1,3.9,3.9,"L02",2.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco","2-5cm","2 - Sound round",2,"tower"
"285","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",0.2,4,4,"L03",2.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco","2-5cm","2 - Sound round",2,"tower"
"286","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",80,"Y",0.3,3.1,3.1,"L04",1.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco","2-5cm","2 - Sound round",2,"tower"
"287","D12","YELL","YELL_058",2023-09-05,"CDW.2023.YELL",5,"NEON.DOC.001711vG",320,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tower"
"288","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",50,"Y",2.65,11.04,11.04,"00047",3.2,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","4 - Rotten throughout",4,"tower"
"289","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",50,"Y",7,36.4,36.4,"00048",24.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"290","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",50,"Y",8.7,32,32,"00049",1,"PINACE","Pinaceae sp.",">=10cm","5 - No structural integrity",5,"tower"
"291","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",50,"Y",11,21.5,21.5,"00050",12.6,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","4 - Rotten throughout",4,"tower"
"292","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",50,"Y",13.3,42.3,42.3,"00051",9,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"293","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",50,"Y",18.5,30.3,30.3,"00052",20.3,"PICO","Pinus contorta Douglas ex Loudon",">=10cm","3 - Heartwood sound",3,"tower"
"294","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",60.9,33,33,"00057",15.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"295","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",147.6,43,43,"00067",24.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","1 - Fresh fallen",1,"tower"
"296","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",132.6,50,50,"00068",8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"297","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",120,63.5,63.5,"00070",25.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"298","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",150.6,46,46,"00071",8.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"299","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",31.1,36,32,"00073",8.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"300","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",35.7,24.5,24.5,"00074",2.9,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"301","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",51.6,30,26,"00075",9.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"302","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",61.3,41,34.5,"00076",9.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"303","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",57.6,44.5,42.5,"00078",12.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"304","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",77.2,39.5,39.5,"00079",9.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"305","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",54.6,37.5,37.5,"00080",13.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"306","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",66,31,27.5,"00084",7.9,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"307","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",76.3,30.5,30.5,"00085",9.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"308","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",40.1,26,26,"00094",8.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"309","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",50.1,32.5,32.5,"00095",15.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"310","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",67.4,35,35,"00096",16.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"311","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",38.6,38,38,"00097",18.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"312","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",34.3,47,47,"00098",7.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"313","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",104.9,36,36,"00099",13.2,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"314","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",4.3,19.5,19.5,"00119",4.9,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"315","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",33,28,28,"00120",7.7,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"316","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",14.5,26,26,"00121",3,"PINACE","Pinaceae sp.",">=10cm","4 - Rotten throughout",4,"tower"
"317","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",17.3,23,23,"00122",20,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"318","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",19,22,22,"00123",12.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"319","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",187,43,43,"00187",19.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"320","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",28.5,36.5,36.5,"00188",16.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"321","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",32.1,39,39,"00189",7.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"322","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",24,22.5,22.5,"00190",8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"323","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",30,25.5,25.5,"00191",5.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"324","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",29.8,21,21,"00192",2.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"325","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",17.2,32.5,32.5,"00193",11.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"326","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",15,17.5,17.5,"00194",5.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"327","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",7,30.5,30.5,"00195",22,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"328","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",290,"Y",2,24.6,20,"00196",3.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"329","D12","YELL","YELL_059",2023-09-04,"CDW.2023.YELL",5,"NEON.DOC.001711vG",170,"Y",0.8,4,4,"L01",1.3,"PINACE","Pinaceae sp.","2-5cm","2 - Sound round",2,"tower"
"330","D12","YELL","YELL_060",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",39.1,54.8,48.6,"00041",4.9,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"331","D12","YELL","YELL_060",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",39.6,25.2,25.2,"00042",11.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"332","D12","YELL","YELL_060",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",46.4,32.1,32.1,"00043",11.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"333","D12","YELL","YELL_060",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",50.8,40.7,40.7,"00044",6.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"334","D12","YELL","YELL_060",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",53.6,28.7,28.7,"00045",16,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"335","D12","YELL","YELL_060",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",54.3,47.9,27.4,"00046",16,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
"336","D12","YELL","YELL_060",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",180,"Y",23.1,18.9,18.9,"00100",8.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","2 - Sound round",2,"tower"
"337","D12","YELL","YELL_060",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",300,"Y",7.6,21.5,21.5,"00117",3.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","4 - Rotten throughout",4,"tower"
"338","D12","YELL","YELL_060",2023-08-29,"CDW.2023.YELL",5,"NEON.DOC.001711vG",60,"Y",6.3,37,37,"00117",8.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco",">=10cm","3 - Heartwood sound",3,"tower"
