"","domainID","siteID","plotID","date","eventID","volumeFactor","samplingProtocolVersion","lidsAzimuth","targetTaxaPresent","logDistance","logMaxDiameter","logMinorDiameter","logID","logLength","taxonID","scientificName","decayClass","plotType","diameterClass","decayClassNum"
"119","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",230,"Y",66,93,17.1,"02354",11.9,"2PLANT-S","Unknown Softwood","5 - No structural integrity","distributed",">=10cm","5"
"120","D12","YELL","YELL_012",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",260,"Y",48,37,NA,"02363",1.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco","4 - Rotten throughout","distributed",">=10cm","4"
"121","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",140,"Y",26.6,21.9,NA,"02325",9.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"122","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",300,"Y",62.5,30.6,NA,"02310",12.5,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"123","D12","YELL","YELL_016",2019-09-19,"CDW.2019.YELL",5,"NEON.DOC.001711vF",260,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"124","D12","YELL","YELL_004",2019-09-18,"CDW.2019.YELL",5,"NEON.DOC.001711vF",100,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"125","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",200,"Y",19.7,32.4,NA,"02090",18.9,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"126","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",140,"Y",2,5.9,NA,"L02",3.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed","5-10cm","3"
"127","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",260,"Y",45.4,38.7,8.4,"02335",17.8,"2PLANT-S","Unknown Softwood","5 - No structural integrity","distributed",">=10cm","5"
"128","D12","YELL","YELL_002",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",330,"Y",22.6,37,16,"02293",11.9,"2PLANT-S","Unknown plant","4 - Rotten throughout","distributed",">=10cm","4"
"129","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",260,"Y",27.25,18.4,NA,"02337",10,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"130","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",230,"Y",136.2,44.5,NA,"02353",15.9,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"131","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",320,"Y",50,30.3,NA,"02077",11.2,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"132","D12","YELL","YELL_013",2019-10-01,"CDW.2019.YELL",5,"NEON.DOC.001711vF",160,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"133","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",300,"Y",4.9,10.5,NA,"02309",5.5,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"134","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",230,"Y",17.7,17.2,NA,"02355",12,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"135","D12","YELL","YELL_013",2019-10-01,"CDW.2019.YELL",5,"NEON.DOC.001711vF",40,"Y",116.7,44.7,NA,"02067",15.6,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"136","D12","YELL","YELL_002",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",90,"Y",39.8,31.5,18,"02295",6.3,"2PLANT-S","Unknown plant","4 - Rotten throughout","distributed",">=10cm","4"
"137","D12","YELL","YELL_006",2019-10-01,"CDW.2019.YELL",5,"NEON.DOC.001711vF",120,"Y",16.3,26.8,NA,"02069",12.1,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"138","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",320,"Y",20.7,23.1,NA,"02080",18.9,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"139","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",230,"Y",10.2,25.8,NA,"02357",15.3,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"140","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",140,"Y",1.5,7.5,NA,"L01",4.1,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed","5-10cm","3"
"141","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",80,"Y",176.4,68.9,NA,"02093",11.5,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"142","D12","YELL","YELL_004",2019-09-18,"CDW.2019.YELL",5,"NEON.DOC.001711vF",220,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"143","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",60,"Y",118.8,45.8,NA,"02315",12.6,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"144","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",320,"Y",8.3,20.9,NA,"02084",15.8,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"145","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",350,"Y",11.5,29.3,NA,"02351",16.3,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"146","D12","YELL","YELL_012",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"Y",23.2,23.5,NA,"02369",2.03,"PSME","Pseudotsuga menziesii (Mirb.) Franco","4 - Rotten throughout","distributed",">=10cm","4"
"147","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",320,"Y",134.7,46.3,NA,"02072",15.6,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"148","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",350,"Y",42.2,40.7,NA,"02349",20.8,"PICO","Pinus contorta Douglas ex Loudon","3 - Heartwood sound","distributed",">=10cm","3"
"149","D12","YELL","YELL_007",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",280,"Y",27.7,35.5,NA,"02371",2.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco","4 - Rotten throughout","distributed",">=10cm","4"
"150","D12","YELL","YELL_008",2019-09-26,"CDW.2019.YELL",5,"NEON.DOC.001711vF",70,"Y",24.4,26.3,NA,"02321",1.2,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"151","D12","YELL","YELL_016",2019-09-19,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"152","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",60,"Y",7.9,11.7,NA,"02320",3.8,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"153","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",210,"Y",3.7,14.9,NA,"02386",8.8,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"154","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",300,"Y",4.6,7.5,NA,"L02",1.5,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed","5-10cm","3"
"155","D12","YELL","YELL_002",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",90,"Y",38,26.5,NA,"02098",12.8,"2PLANT-S","Unknown plant","4 - Rotten throughout","distributed",">=10cm","4"
"156","D12","YELL","YELL_020",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",180,"Y",5.4,23.9,NA,"02312",3.9,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"157","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",210,"Y",7,27.8,NA,"02385",9.7,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"158","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",210,"Y",1,7.7,NA,"L02",8.6,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed","5-10cm","3"
"159","D12","YELL","YELL_008",2019-09-26,"CDW.2019.YELL",5,"NEON.DOC.001711vF",190,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"160","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",260,"Y",46.7,45.1,NA,"02334",19.4,"PICO","Pinus contorta Douglas ex Loudon","2 - Sound round","distributed",">=10cm","2"
"161","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",80,"Y",8,31.1,NA,"02303",11.8,"PSME","Pseudotsuga menziesii (Mirb.) Franco","2 - Sound round","distributed",">=10cm","2"
"162","D12","YELL","YELL_022",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",350,"Y",29.5,24.9,NA,"02350",16.7,"PICO","Pinus contorta Douglas ex Loudon","3 - Heartwood sound","distributed",">=10cm","3"
"163","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",320,"Y",15.1,18.9,NA,"02081",3,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"164","D12","YELL","YELL_007",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",160,"Y",6.6,46.3,NA,"02378",12.25,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"165","D12","YELL","YELL_002",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",90,"Y",66.7,51,NA,"02097",9.3,"2PLANT-S","Unknown plant","3 - Heartwood sound","distributed",">=10cm","3"
"166","D12","YELL","YELL_006",2019-10-01,"CDW.2019.YELL",5,"NEON.DOC.001711vF",0,"Y",6.7,11.3,NA,"02075",13.5,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"167","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",140,"Y",0.4,16,NA,"02331",9.4,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"168","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",320,"Y",5.1,18.8,NA,"02085",11.5,"2PLANT-S","Unknown Softwood","2 - Sound round","distributed",">=10cm","2"
"169","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",330,"Y",27.4,27.1,NA,"02381",13.5,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"170","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",320,"Y",141,53,NA,"02071",15.5,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"171","D12","YELL","YELL_014",2019-09-26,"CDW.2019.YELL",5,"NEON.DOC.001711vF",80,"Y",40.6,39.5,20.6,"02324",8.9,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"172","D12","YELL","YELL_014",2019-09-26,"CDW.2019.YELL",5,"NEON.DOC.001711vF",80,"Y",9.3,10.9,NA,"02332",1.85,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed",">=10cm","4"
"173","D12","YELL","YELL_005",2019-09-18,"CDW.2019.YELL",5,"NEON.DOC.001711vF",350,"Y",181,55,NA,"02395",2.8,"2PLANT-S","Unknown plant","4 - Rotten throughout","distributed",">=10cm","4"
"174","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",330,"Y",41.5,23.5,NA,"02380",15,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"175","D12","YELL","YELL_012",2019-09-24,"CDW.2019.YELL",5,"NEON.DOC.001711vF",20,"Y",4.4,8.8,NA,"L01",5.8,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed","5-10cm","4"
"176","D12","YELL","YELL_023",2019-09-30,"CDW.2019.YELL",5,"NEON.DOC.001711vF",320,"Y",33.3,22.7,NA,"02079",18.5,"2PLANT-S","Unknown Softwood","3 - Heartwood sound","distributed",">=10cm","3"
"177","D12","YELL","YELL_002",2019-09-17,"CDW.2019.YELL",5,"NEON.DOC.001711vF",90,"Y",46.5,35,24,"02296",12.2,"2PLANT-S","Unknown plant","4 - Rotten throughout","distributed",">=10cm","4"
"178","D12","YELL","YELL_010",2019-09-19,"CDW.2019.YELL",NA,"NEON.DOC.001711vF",160,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"179","D12","YELL","YELL_011",2019-09-19,"CDW.2019.YELL",5,"NEON.DOC.001711vF",190,"N",NA,NA,NA,NA,NA,NA,NA,NA,"distributed",NA,NA
"180","D12","YELL","YELL_009",2019-09-25,"CDW.2019.YELL",5,"NEON.DOC.001711vF",260,"Y",64.5,31.7,NA,"02333",6.3,"PSME","Pseudotsuga menziesii (Mirb.) Franco","3 - Heartwood sound","distributed",">=10cm","3"
"181","D12","YELL","YELL_021",2019-09-23,"CDW.2019.YELL",5,"NEON.DOC.001711vF",330,"Y",3.4,9.7,NA,"L07",2.4,"2PLANT-S","Unknown Softwood","4 - Rotten throughout","distributed","5-10cm","4"
