"siteID","eventID","date","plotID","plotType","individualID","taxonID","growthForm","stemDiameter","basalStemDiameter","plantStatus"
"YELL","vst_YELL_2019",2019-08-26,"YELL_007","distributed","NEON.PLA.D12.YELL.00422","PSME","single bole tree",31.6,NA,"Dead, broken bole"
"YELL","vst_YELL_2019",2019-08-26,"YELL_007","distributed","NEON.PLA.D12.YELL.00413","PSME","single bole tree",32.1,NA,"Live"
"YELL","vst_YELL_2019",2019-08-26,"YELL_007","distributed","NEON.PLA.D12.YELL.00416","PSME","single bole tree",23.2,NA,"Live"
"YELL","vst_YELL_2019",2019-08-26,"YELL_007","distributed","NEON.PLA.D12.YELL.00405","PSME","single bole tree",13.8,NA,"Live"
"YELL","vst_YELL_2019",2019-08-26,"YELL_007","distributed","NEON.PLA.D12.YELL.00417","PSME","single bole tree",21.8,NA,"Live"
"YELL","vst_YELL_2019",2019-08-26,"YELL_007","distributed","NEON.PLA.D12.YELL.00415","PSME","single bole tree",15.4,NA,"Live"
"YELL","vst_YELL_2019",2019-08-26,"YELL_007","distributed","NEON.PLA.D12.YELL.00414","PSME","single bole tree",35.6,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00683","PSME","single bole tree",32.5,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00682","2PLANT","single bole tree",21.4,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00560","PSME","single bole tree",18.3,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00561","PSME","single bole tree",16.9,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00680","2PLANT","multi-bole tree",18.4,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00698","PSME","single bole tree",32,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00558","PICO","multi-bole tree",23.5,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00691","PSME","multi-bole tree",25,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00681","2PLANT","single bole tree",11.8,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00667","PSME","single bole tree",37.6,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00668","PSME","single bole tree",28.6,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00554","PICO","single bole tree",30,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00555","PSME","single bole tree",29.4,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00557","PICO","single bole tree",32,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00558","PICO","multi-bole tree",12.1,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00558","PICO","multi-bole tree",25.4,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00700","2PLANT","single bole tree",17.1,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00680","2PLANT","multi-bole tree",23.8,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00678","PSME","single bole tree",30.1,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00559","PSME","single bole tree",23.2,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00679","2PLANT","single bole tree",19,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00556","PSME","single bole tree",28.5,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00691","PSME","multi-bole tree",25.8,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00666","PSME","single bole tree",57,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00691","PSME","multi-bole tree",25.3,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00665","2PLANT","single bole tree",24.5,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00677","PSME","single bole tree",33.7,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00699","PSME","single bole tree",20.5,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00664","2PLANT","single bole tree",26.6,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00562","PSME","single bole tree",24.5,NA,"Live"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00676","2PLANT","single bole tree",17.1,NA,"Live,  other damage"
"YELL","vst_YELL_2019",2019-07-30,"YELL_009","distributed","NEON.PLA.D12.YELL.00663","PSME","single bole tree",21.9,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00508","PSME","single bole tree",11.4,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00512","PSME","multi-bole tree",25.4,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00509","PSME","single bole tree",34.8,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00501","PSME","single bole tree",13.1,NA,"Dead, broken bole"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00514","PSME","single bole tree",11.7,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00519A","PSME","multi-bole tree",7.5,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00511","PSME","single bole tree",27.1,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00521","PSME","single bole tree",14.8,NA,"Dead, broken bole"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00515","PSME","single bole tree",34.1,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00522","PSME","single bole tree",21,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00510","PICO","single bole tree",29.1,NA,"Live,  other damage"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00512A","PSME","multi-bole tree",22.6,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00502","PSME","multi-bole tree",28.2,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00502A","PSME","multi-bole tree",22.5,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00500","PSME","single bole tree",14.2,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00519","PSME","multi-bole tree",11.3,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00507","PSME","single bole tree",19.6,NA,"Dead, broken bole"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00513","PSME","single bole tree",35.8,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00499","PSME","single bole tree",36.8,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00516","PSME","single bole tree",16.7,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00503","PSME","single bole tree",20.9,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00520","PSME","single bole tree",20.6,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00518","PSME","single bole tree",24.6,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00523","PSME","single bole tree",38.8,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00517","PSME","single bole tree",26.9,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00504","PSME","single bole tree",26.6,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00505","PSME","single bole tree",30.2,NA,"Live"
"YELL","vst_YELL_2019",2019-08-13,"YELL_012","distributed","NEON.PLA.D12.YELL.00506","PSME","single bole tree",11.8,NA,"Standing dead"
"YELL","vst_YELL_2018",2018-05-17,"YELL_013","distributed","NEON.PLA.D12.YELL.00090","ARTR2","single shrub",2.1,2.1,"Standing dead"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00123","PICO","single bole tree",12.3,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00125","PICO","single bole tree",13.5,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00762","PICO","small tree",1.3,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00152","PICO","single bole tree",10.7,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00136","PICO","single bole tree",12.6,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00126","PICO","single bole tree",11.8,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00151","PICO","multi-bole tree",15.4,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00762","PICO","small tree",8.3,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00150","PICO","single bole tree",13.4,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00151","PICO","single bole tree",26.7,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00761","PICO","small tree",6.5,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00764","PICO","small tree",2.1,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00137","PICO","single bole tree",14.8,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00129","PICO","single bole tree",14.2,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00763","PICO","small tree",9.4,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00153","PICO","single bole tree",11.8,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00765","PICO","small tree",8.7,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00137","PICO","multi-bole tree",15.8,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00153","PICO","single bole tree",12.5,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00760","PICO","single bole tree",10.4,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00115","PICO","single bole tree",11.5,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00152","PICO","single bole tree",10,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00123","PICO","single bole tree",11.3,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00124","PICO","single bole tree",15.7,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00122","PICO","single bole tree",10.6,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00143","PICO","single bole tree",13.5,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00767","PICO","small tree",6.5,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00768","PICO","small tree",9.1,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00124","PICO","single bole tree",14.9,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00766","PICO","small tree",8.1,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00127","PICO","single bole tree",13.2,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00128","PICO","single bole tree",11,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00128","PICO","single bole tree",12,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00129","PICO","single bole tree",12.5,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00746","PICO","small tree",9.3,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00747","PICO","small tree",6.3,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00750","PSME","small tree",1.2,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00751","PSME","small tree",2.6,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00752","PSME","small tree",2.4,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00753","PICO","small tree",6.3,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00136","PICO","single bole tree",12.8,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00154","PICO","single bole tree",31.6,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00758","PICO","small tree",6,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00757","PICO","small tree",5.6,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00121","PICO","single bole tree",10.8,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00115","PICO","single bole tree",12.9,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00116","PICO","single bole tree",11.6,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00116","PICO","single bole tree",11.6,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00117","PICO","single bole tree",10.7,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00117","PICO","single bole tree",11.3,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00118","PICO","single bole tree",13.3,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00118","PICO","single bole tree",14.7,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00119","PICO","single bole tree",14.3,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00755","PICO","small tree",5.1,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00120","PICO","single bole tree",13.4,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00120","PICO","single bole tree",14.2,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00121","PICO","single bole tree",11.6,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00147","PICO","single bole tree",15,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00122","PICO","single bole tree",10.4,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00142","PICO","single bole tree",13.9,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00142","PICO","single bole tree",13.2,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00143","PICO","single bole tree",12.2,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00149","PICO","single bole tree",11.3,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00125","PICO","single bole tree",14.4,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00137A","PICO","multi-bole tree",6.1,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00144","PICO","single bole tree",12.1,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00126","PICO","single bole tree",12.5,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00127","PICO","single bole tree",13.1,NA,"Live, insect damaged"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00146","PICO","single bole tree",18,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00147","PICO","single bole tree",16,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00140","PICO","single bole tree",12.7,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00148","PICO","single bole tree",11.7,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00141","PICO","single bole tree",11.5,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00148","PICO","single bole tree",11.1,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00149","PICO","single bole tree",10.8,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00138","PICO","single bole tree",17.6,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00150","PICO","single bole tree",12.6,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00139","PICO","single bole tree",16.7,NA,"Standing dead"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00138","PICO","single bole tree",17.9,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00146","PICO","single bole tree",17,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00119","PICO","single bole tree",13,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00144","PICO","single bole tree",12.1,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00154","PICO","single bole tree",31.5,NA,"Standing dead"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00140","PICO","single bole tree",11.8,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00141","PICO","single bole tree",12.3,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00139","PICO","single bole tree",14.7,NA,"Live"
"YELL","vst_YELL_2018",2018-05-22,"YELL_020","distributed","NEON.PLA.D12.YELL.00145","PICO","multi-bole tree",15.3,NA,"Live"
"YELL","vst_YELL_2019",2019-08-14,"YELL_020","distributed","NEON.PLA.D12.YELL.00756","PICO","small tree",6.7,NA,"Live"
