"plotID","plotType","lidsAngle1","lidsAngle2","lidsAngle3"
"DCFS_083","tower",30,150,270
"DCFS_084","tower",200,320,80
"DCFS_085","tower",210,330,90
"DCFS_086","tower",260,20,140
"DCFS_087","tower",40,160,280
"DCFS_088","tower",70,190,310
"DCFS_089","tower",280,40,160
"DCFS_090","tower",40,160,280
"DEJU_001","distributed",160,280,40
"DEJU_002","distributed",200,320,80
"DEJU_003","distributed",180,300,60
"DEJU_004","distributed",90,210,330
"DEJU_005","distributed",200,320,80
"DEJU_006","distributed",120,240,0
"DEJU_007","distributed",230,350,110
"DEJU_008","distributed",320,80,200
"DEJU_009","distributed",190,310,70
"DEJU_010","distributed",230,350,110
"DEJU_014","distributed",310,70,190
"DEJU_015","distributed",190,310,70
"DEJU_016","distributed",40,160,280
"DEJU_017","distributed",20,140,260
"DEJU_018","distributed",250,10,130
"DEJU_019","distributed",310,70,190
"DEJU_020","distributed",20,140,260
"DEJU_021","distributed",250,10,130
"DEJU_023","distributed",60,180,300
"DEJU_024","distributed",100,220,340
"DEJU_045","tower",290,50,170
"DEJU_046","tower",240,0,120
"DEJU_047","tower",270,30,150
"DEJU_048","tower",150,270,30
"DEJU_049","tower",180,300,60
"DEJU_050","tower",270,30,150
"DEJU_051","tower",150,270,30
"DEJU_052","tower",180,300,60
"DEJU_053","tower",90,210,330
"DEJU_054","tower",290,50,170
"DEJU_055","tower",260,20,140
"DEJU_056","tower",320,80,200
"DEJU_057","tower",20,140,260
"DEJU_058","tower",310,70,190
"DEJU_059","tower",20,140,260
"DEJU_060","tower",20,140,260
"DEJU_061","tower",310,70,190
"DEJU_062","tower",20,140,260
"DEJU_063","tower",60,180,300
"DEJU_064","tower",310,70,190
"DELA_001","distributed",320,80,200
"DELA_002","distributed",240,0,120
"DELA_003","distributed",80,200,320
"DELA_004","distributed",130,250,10
"DELA_005","distributed",100,220,340
"DELA_006","distributed",280,40,160
"DELA_008","distributed",10,130,250
"DELA_009","distributed",70,190,310
"DELA_011","distributed",10,130,250
"DELA_012","distributed",70,190,310
"DELA_013","distributed",10,130,250
"DELA_014","distributed",50,170,290
"DELA_015","distributed",220,340,100
"DELA_016","distributed",0,120,240
"DELA_017","distributed",150,270,30
"DELA_018","distributed",150,270,30
"DELA_020","distributed",150,270,30
"DELA_021","distributed",150,270,30
"DELA_022","distributed",50,170,290
"DELA_023","distributed",80,200,320
"DELA_037","tower",250,10,130
"DELA_038","tower",120,240,0
"DELA_039","tower",50,170,290
"DELA_040","tower",250,10,130
"DELA_041","tower",120,240,0
"DELA_042","tower",50,170,290
"DELA_043","tower",130,250,10
"DELA_044","tower",300,60,180
"DELA_045","tower",80,200,320
"DELA_046","tower",330,90,210
"DELA_047","tower",30,150,270
"DELA_048","tower",350,110,230
"DELA_050","tower",30,150,270
"DELA_051","tower",350,110,230
"DELA_052","tower",90,210,330
"DELA_053","tower",350,110,230
"DELA_054","tower",60,180,300
"DELA_055","tower",140,260,20
"DELA_056","tower",120,240,0
"DELA_059","tower",100,220,340
"DSNY_001","distributed",220,340,100
"DSNY_002","distributed",210,330,90
"DSNY_003","distributed",270,30,150
"DSNY_004","distributed",310,70,190
"DSNY_005","distributed",210,330,90
"DSNY_006","distributed",240,0,120
"DSNY_007","distributed",80,200,320
"DSNY_008","distributed",0,120,240
"DSNY_009","distributed",320,80,200
"DSNY_010","distributed",80,200,320
"DSNY_011","distributed",0,120,240
"DSNY_012","distributed",320,80,200
"DSNY_013","distributed",260,20,140
"DSNY_014","distributed",40,160,280
"DSNY_015","distributed",220,340,100
"DSNY_016","distributed",150,270,30
"DSNY_017","distributed",50,170,290
"DSNY_018","distributed",230,350,110
"DSNY_019","distributed",30,150,270
"DSNY_020","distributed",50,170,290
"DSNY_041","tower",280,40,160
"DSNY_042","tower",230,350,110
"DSNY_043","tower",150,270,30
"DSNY_044","tower",200,320,80
"DSNY_045","tower",210,330,90
"DSNY_046","tower",210,330,90
"DSNY_047","tower",70,190,310
"DSNY_048","tower",150,270,30
"DSNY_049","tower",100,220,340
"DSNY_050","tower",70,190,310
"DSNY_051","tower",150,270,30
"DSNY_052","tower",100,220,340
"DSNY_053","tower",240,0,120
"DSNY_054","tower",350,110,230
"DSNY_055","tower",0,120,240
"DSNY_056","tower",260,20,140
"DSNY_057","tower",150,270,30
"DSNY_058","tower",50,170,290
"DSNY_059","tower",160,280,40
"DSNY_060","tower",150,270,30
"DSNY_061","tower",50,170,290
"DSNY_062","tower",160,280,40
"DSNY_063","tower",50,170,290
"DSNY_064","tower",300,60,180
"DSNY_065","tower",200,320,80
"DSNY_066","tower",190,310,70
"DSNY_067","tower",30,150,270
"DSNY_068","tower",280,40,160
"DSNY_069","tower",260,20,140
"DSNY_070","tower",30,150,270
"GRSM_001","distributed",250,10,130
"GRSM_002","distributed",20,140,260
"GRSM_003","distributed",350,110,230
"GRSM_004","distributed",260,20,140
"GRSM_005","distributed",110,230,350
"GRSM_006","distributed",130,250,10
"GRSM_007","distributed",300,60,180
"GRSM_008","distributed",80,200,320
"GRSM_009","distributed",320,80,200
"GRSM_010","distributed",300,60,180
"GRSM_011","distributed",80,200,320
"GRSM_012","distributed",320,80,200
"GRSM_013","distributed",270,30,150
"GRSM_014","distributed",350,110,230
"GRSM_015","distributed",240,0,120
"GRSM_016","distributed",260,20,140
"GRSM_017","distributed",280,40,160
"GRSM_018","distributed",330,90,210
"GRSM_019","distributed",320,80,200
"GRSM_025","distributed",100,220,340
"GRSM_047","tower",340,100,220
"GRSM_048","tower",170,290,50
"GRSM_049","tower",170,290,50
"GRSM_050","tower",340,100,220
"GRSM_051","tower",170,290,50
"GRSM_052","tower",170,290,50
"GRSM_053","tower",240,0,120
"GRSM_054","tower",120,240,0
"GRSM_055","tower",230,350,110
"GRSM_056","tower",60,180,300
"GRSM_057","tower",160,280,40
"GRSM_058","tower",190,310,70
"GRSM_059","tower",160,280,40
"GRSM_060","tower",160,280,40
"GRSM_061","tower",190,310,70
"GRSM_062","tower",160,280,40
"GRSM_063","tower",220,340,100
"GRSM_064","tower",60,180,300
"GRSM_065","tower",140,260,20
"GRSM_066","tower",230,350,110
"GUAN_001","distributed",270,30,150
"GUAN_002","distributed",270,30,150
"GUAN_003","distributed",340,100,220
"GUAN_004","distributed",160,280,40
"GUAN_005","distributed",100,220,340
"GUAN_006","distributed",50,170,290
"GUAN_007","distributed",240,0,120
"GUAN_008","distributed",240,0,120
"GUAN_009","distributed",120,240,0
"GUAN_010","distributed",240,0,120
"GUAN_011","distributed",240,0,120
"GUAN_012","distributed",120,240,0
"GUAN_013","distributed",200,320,80
"GUAN_014","distributed",230,350,110
"GUAN_015","distributed",0,120,240
"GUAN_016","distributed",270,30,150
"GUAN_017","distributed",260,20,140
"GUAN_018","distributed",90,210,330
"GUAN_019","distributed",240,0,120
"GUAN_020","distributed",260,20,140
"GUAN_042","tower",160,280,40
"GUAN_043","tower",200,320,80
"GUAN_044","tower",160,280,40
"GUAN_045","tower",330,90,210
"GUAN_046","tower",280,40,160
"GUAN_047","tower",50,170,290
"GUAN_048","tower",280,40,160
"GUAN_049","tower",150,270,30
"GUAN_050","tower",50,170,290
"GUAN_051","tower",280,40,160
"GUAN_052","tower",150,270,30
"GUAN_053","tower",100,220,340
"GUAN_054","tower",120,240,0
"GUAN_055","tower",90,210,330
"GUAN_056","tower",230,350,110
"GUAN_057","tower",300,60,180
"GUAN_058","tower",130,250,10
"GUAN_059","tower",290,50,170
"GUAN_060","tower",300,60,180
"GUAN_061","tower",130,250,10
"HARV_001","distributed",280,40,160
"HARV_002","distributed",120,240,0
"HARV_004","distributed",90,210,330
"HARV_005","distributed",220,340,100
"HARV_006","distributed",150,270,30
"HARV_008","distributed",350,110,230
"HARV_010","distributed",170,290,50
"HARV_011","distributed",350,110,230
"HARV_012","distributed",280,40,160
"HARV_013","distributed",280,40,160
"HARV_014","distributed",250,10,130
"HARV_015","distributed",230,350,110
"HARV_016","distributed",250,10,130
"HARV_017","distributed",250,10,130
"HARV_021","distributed",130,250,10
"HARV_022","distributed",0,120,240
"HARV_023","distributed",320,80,200
"HARV_025","distributed",50,170,290
"HARV_026","distributed",170,290,50
"HARV_027","distributed",90,210,330
"HARV_033","tower",350,110,230
"HARV_034","tower",110,230,350
"HARV_035","tower",180,300,60
"HARV_036","tower",60,180,300
"HARV_037","tower",230,350,110
"HARV_038","tower",310,70,190
"HARV_039","tower",150,270,30
"HARV_040","tower",230,350,110
"HARV_041","tower",310,70,190
"HARV_042","tower",150,270,30
"HARV_043","tower",270,30,150
"HARV_044","tower",80,200,320
"HARV_045","tower",30,150,270
"HARV_046","tower",240,0,120
"HARV_047","tower",190,310,70
"HARV_048","tower",250,10,130
"HARV_049","tower",100,220,340
"HARV_050","tower",190,310,70
"HARV_051","tower",250,10,130
"HARV_052","tower",100,220,340
"HEAL_001","distributed",320,80,200
"HEAL_002","distributed",310,70,190
"HEAL_003","distributed",0,120,240
"HEAL_004","distributed",30,150,270
"HEAL_005","distributed",180,300,60
"HEAL_006","distributed",200,320,80
"HEAL_010","distributed",280,40,160
"HEAL_011","distributed",290,50,170
"HEAL_014","distributed",70,190,310
"HEAL_015","distributed",180,300,60
"HEAL_016","distributed",10,130,250
"HEAL_017","distributed",270,30,150
"HEAL_018","distributed",180,300,60
"HEAL_019","distributed",30,150,270
"HEAL_020","distributed",270,30,150
"HEAL_021","distributed",180,300,60
"HEAL_022","distributed",30,150,270
"HEAL_023","distributed",10,130,250
"HEAL_024","distributed",10,130,250
"HEAL_025","distributed",120,240,0
"HEAL_045","tower",260,20,140
"HEAL_046","tower",340,100,220
"HEAL_047","tower",120,240,0
"HEAL_048","tower",160,280,40
"HEAL_049","tower",160,280,40
"HEAL_050","tower",120,240,0
"HEAL_051","tower",160,280,40
"HEAL_052","tower",160,280,40
"HEAL_053","tower",290,50,170
"HEAL_054","tower",130,250,10
"HEAL_055","tower",340,100,220
"HEAL_056","tower",160,280,40
"HEAL_057","tower",30,150,270
"HEAL_058","tower",220,340,100
"HEAL_059","tower",30,150,270
"HEAL_060","tower",30,150,270
"HEAL_061","tower",220,340,100
"HEAL_062","tower",30,150,270
"HEAL_063","tower",80,200,320
"HEAL_064","tower",210,330,90
"HEAL_065","tower",20,140,260
"HEAL_066","tower",180,300,60
"HEAL_067","tower",0,120,240
"HEAL_068","tower",190,310,70
"HEAL_069","tower",250,10,130
"HEAL_070","tower",0,120,240
"HEAL_071","tower",190,310,70
"HEAL_072","tower",250,10,130
"HEAL_073","tower",330,90,210
"HEAL_074","tower",320,80,200
"JERC_001","distributed",330,90,210
"JERC_002","distributed",220,340,100
"JERC_003","distributed",220,340,100
"JERC_004","distributed",320,80,200
"JERC_005","distributed",60,180,300
"JERC_006","distributed",110,230,350
"JERC_007","distributed",70,190,310
"JERC_008","distributed",50,170,290
"JERC_009","distributed",260,20,140
"JERC_010","distributed",70,190,310
"JERC_011","distributed",50,170,290
"JERC_012","distributed",260,20,140
"JERC_013","distributed",120,240,0
"JERC_014","distributed",280,40,160
"JERC_015","distributed",110,230,350
"JERC_016","distributed",110,230,350
"JERC_019","distributed",140,260,20
"JERC_028","distributed",40,160,280
"JERC_029","distributed",190,310,70
"JERC_030","distributed",10,130,250
"JERC_047","tower",60,180,300
"JERC_048","tower",130,250,10
"JERC_049","tower",290,50,170
"JERC_050","tower",60,180,300
"JERC_051","tower",130,250,10
"JERC_052","tower",290,50,170
"JERC_053","tower",40,160,280
"JERC_054","tower",80,200,320
"JERC_055","tower",170,290,50
"JERC_056","tower",20,140,260
"JERC_057","tower",320,80,200
"JERC_058","tower",100,220,340
"JERC_059","tower",290,50,170
"JERC_060","tower",320,80,200
"JERC_061","tower",100,220,340
"JERC_062","tower",290,50,170
"JERC_063","tower",250,10,130
"JERC_064","tower",260,20,140
"JERC_065","tower",280,40,160
"JERC_066","tower",270,30,150
"JORN_001","distributed",220,340,100
"JORN_002","distributed",70,190,310
"JORN_003","distributed",10,130,250
"JORN_004","distributed",150,270,30
"JORN_005","distributed",260,20,140
"JORN_006","distributed",350,110,230
"JORN_007","distributed",60,180,300
"JORN_008","distributed",350,110,230
"JORN_009","distributed",30,150,270
"JORN_010","distributed",60,180,300
"JORN_011","distributed",350,110,230
"JORN_012","distributed",30,150,270
"JORN_013","distributed",90,210,330
"JORN_014","distributed",60,180,300
"JORN_015","distributed",100,220,340
"JORN_016","distributed",210,330,90
"JORN_017","distributed",110,230,350
"JORN_018","distributed",80,200,320
"JORN_019","distributed",300,60,180
"JORN_020","distributed",110,230,350
"JORN_042","tower",340,100,220
"JORN_043","tower",260,20,140
"JORN_044","tower",150,270,30
"JORN_045","tower",80,200,320
"JORN_046","tower",160,280,40
"JORN_047","tower",20,140,260
"JORN_048","tower",200,320,80
"JORN_049","tower",230,350,110
"JORN_050","tower",20,140,260
"JORN_051","tower",200,320,80
"JORN_052","tower",230,350,110
"JORN_053","tower",70,190,310
"JORN_054","tower",250,10,130
"JORN_055","tower",300,60,180
"JORN_056","tower",90,210,330
"JORN_057","tower",40,160,280
"JORN_058","tower",90,210,330
"JORN_059","tower",90,210,330
"JORN_060","tower",40,160,280
"JORN_061","tower",90,210,330
"JORN_062","tower",90,210,330
"JORN_063","tower",200,320,80
"JORN_064","tower",70,190,310
"JORN_065","tower",240,0,120
"JORN_066","tower",330,90,210
"JORN_067","tower",270,30,150
"JORN_068","tower",130,250,10
"JORN_069","tower",230,350,110
"JORN_070","tower",270,30,150
"JORN_071","tower",130,250,10
"KONA_001","distributed",230,350,110
"KONA_002","distributed",230,350,110
"KONA_003","distributed",80,200,320
"KONA_004","distributed",300,60,180
"KONA_005","distributed",340,100,220
"KONA_006","distributed",210,330,90
"KONA_007","distributed",60,180,300
"KONA_008","distributed",230,350,110
"KONA_009","distributed",320,80,200
"KONA_010","distributed",60,180,300
"KONA_011","distributed",230,350,110
"KONA_012","distributed",320,80,200
"KONA_013","distributed",290,50,170
"KONA_014","distributed",50,170,290
"KONA_015","distributed",280,40,160
"KONA_016","distributed",170,290,50
"KONA_017","distributed",10,130,250
"KONA_018","distributed",120,240,0
"KONA_019","distributed",270,30,150
"KONA_020","distributed",10,130,250
"KONA_048","tower",30,150,270
"KONA_049","tower",280,40,160
"KONA_050","tower",110,230,350
"KONA_051","tower",30,150,270
"KONA_052","tower",280,40,160
"KONA_053","tower",30,150,270
"KONA_054","tower",90,210,330
"KONA_055","tower",140,260,20
"KONA_056","tower",270,30,150
"KONA_057","tower",130,250,10
"KONA_058","tower",90,210,330
"KONA_059","tower",40,160,280
"KONA_060","tower",130,250,10
"KONA_061","tower",90,210,330
"KONA_062","tower",40,160,280
"KONA_063","tower",250,10,130
"KONA_064","tower",10,130,250
"KONA_065","tower",250,10,130
"KONA_066","tower",190,310,70
"KONA_067","tower",300,60,180
"KONA_068","tower",350,110,230
"KONA_069","tower",30,150,270
"KONA_070","tower",300,60,180
"KONA_071","tower",350,110,230
"KONA_072","tower",30,150,270
"KONA_073","tower",180,300,60
"KONA_074","tower",130,250,10
"KONA_075","tower",160,280,40
"KONA_076","tower",350,110,230
"KONA_077","tower",50,170,290
"KONZ_001","distributed",340,100,220
"KONZ_002","distributed",240,0,120
"KONZ_003","distributed",130,250,10
"KONZ_004","distributed",170,290,50
"KONZ_005","distributed",230,350,110
"KONZ_006","distributed",10,130,250
"KONZ_007","distributed",30,150,270
"KONZ_008","distributed",340,100,220
"KONZ_009","distributed",140,260,20
"KONZ_010","distributed",30,150,270
"KONZ_011","distributed",340,100,220
"KONZ_012","distributed",140,260,20
"KONZ_013","distributed",30,150,270
"KONZ_014","distributed",350,110,230
"KONZ_015","distributed",200,320,80
"KONZ_016","distributed",10,130,250
"KONZ_017","distributed",110,230,350
