"plotID","plotType","lidsAngle1","lidsAngle2","lidsAngle3"
"BART_012","distributed",340,100,220
"BART_013","distributed",120,240,0
"BART_015","distributed",320,80,200
"BART_016","distributed",340,100,220
"BART_018","distributed",40,160,280
"BART_019","distributed",260,20,140
"BART_023","distributed",10,130,250
"BART_024","distributed",280,40,160
"BART_025","distributed",20,140,260
"BART_026","distributed",270,30,150
"BART_027","distributed",170,290,50
"BART_032","tower",240,0,120
"BART_033","tower",290,50,170
"BART_034","tower",190,310,70
"BART_036","tower",20,140,260
"BART_037","tower",290,50,170
"BART_039","tower",310,70,190
"BART_040","tower",290,50,170
"BART_041","tower",150,270,30
"BART_042","tower",310,70,190
"BART_044","tower",190,310,70
"BART_046","tower",330,90,210
"BART_047","tower",50,170,290
"BART_050","tower",50,170,290
"BART_051","tower",330,90,210
"BART_070","tower",210,330,90
"BART_071","tower",120,240,0
"BART_072","tower",260,20,140
"BART_073","tower",120,240,0
"BART_074","tower",240,0,120
"BART_075","tower",150,270,30
"BLAN_001","distributed",210,330,90
"BLAN_003","distributed",220,340,100
"BLAN_004","distributed",310,70,190
"BLAN_005","distributed",130,250,10
"BLAN_006","distributed",120,240,0
"BLAN_007","distributed",200,320,80
"BLAN_008","distributed",50,170,290
"BLAN_009","distributed",200,320,80
"BLAN_010","distributed",200,320,80
"BLAN_011","distributed",50,170,290
"BLAN_012","distributed",200,320,80
"BLAN_013","distributed",60,180,300
"BLAN_014","distributed",50,170,290
"BLAN_015","distributed",270,30,150
"BLAN_016","distributed",50,170,290
"BLAN_017","distributed",130,250,10
"BLAN_018","distributed",260,20,140
"BLAN_019","distributed",140,260,20
"BLAN_020","distributed",130,250,10
"BLAN_068","distributed",80,200,320
"BLAN_031","tower",30,150,270
"BLAN_032","tower",300,60,180
"BLAN_033","tower",190,310,70
"BLAN_034","tower",240,0,120
"BLAN_035","tower",320,80,200
"BLAN_036","tower",210,330,90
"BLAN_037","tower",200,320,80
"BLAN_038","tower",270,30,150
"BLAN_039","tower",250,10,130
"BLAN_040","tower",200,320,80
"BLAN_042","tower",250,10,130
"BLAN_043","tower",20,140,260
"BLAN_044","tower",310,70,190
"BLAN_045","tower",200,320,80
"BLAN_046","tower",60,180,300
"BLAN_047","tower",290,50,170
"BLAN_048","tower",260,20,140
"BLAN_049","tower",10,130,250
"BLAN_050","tower",290,50,170
"BLAN_051","tower",260,20,140
"BLAN_052","tower",10,130,250
"BLAN_053","tower",0,120,240
"BLAN_054","tower",130,250,10
"BLAN_055","tower",50,170,290
"BLAN_056","tower",20,140,260
"BLAN_057","tower",200,320,80
"BLAN_059","tower",310,70,190
"BLAN_060","tower",200,320,80
"BLAN_063","tower",280,40,160
"BLAN_064","tower",300,60,180
"BONA_001","distributed",100,220,340
"BONA_002","distributed",20,140,260
"BONA_003","distributed",310,70,190
"BONA_004","distributed",180,300,60
"BONA_005","distributed",260,20,140
"BONA_006","distributed",220,340,100
"BONA_007","distributed",40,160,280
"BONA_008","distributed",260,20,140
"BONA_009","distributed",220,340,100
"BONA_010","distributed",40,160,280
"BONA_011","distributed",260,20,140
"BONA_012","distributed",220,340,100
"BONA_013","distributed",0,120,240
"BONA_014","distributed",340,100,220
"BONA_016","distributed",290,50,170
"BONA_018","distributed",240,0,120
"BONA_021","distributed",240,0,120
"BONA_022","distributed",0,120,240
"BONA_023","distributed",350,110,230
"BONA_026","distributed",70,190,310
"BONA_070","tower",160,280,40
"BONA_071","tower",190,310,70
"BONA_072","tower",260,20,140
"BONA_073","tower",170,290,50
"BONA_074","tower",40,160,280
"BONA_075","tower",330,90,210
"BONA_076","tower",140,260,20
"BONA_077","tower",90,210,330
"BONA_078","tower",250,10,130
"BONA_079","tower",330,90,210
"BONA_080","tower",90,210,330
"BONA_081","tower",250,10,130
"BONA_082","tower",330,90,210
"BONA_083","tower",40,160,280
"BONA_084","tower",260,20,140
"BONA_086","tower",160,280,40
"BONA_087","tower",80,200,320
"BONA_088","tower",300,60,180
"BONA_089","tower",260,20,140
"BONA_093","tower",220,340,100
"CLBJ_031","distributed",110,230,350
"CLBJ_032","distributed",100,220,340
"CLBJ_033","distributed",100,220,340
"CLBJ_034","distributed",130,250,10
"CLBJ_035","distributed",70,190,310
"CLBJ_036","distributed",160,280,40
"CLBJ_037","distributed",280,40,160
"CLBJ_038","distributed",250,10,130
"CLBJ_039","distributed",0,120,240
"CLBJ_040","distributed",280,40,160
"CLBJ_041","distributed",250,10,130
"CLBJ_042","distributed",0,120,240
"CLBJ_043","distributed",210,330,90
"CLBJ_044","distributed",50,170,290
"CLBJ_045","distributed",270,30,150
"CLBJ_046","distributed",240,0,120
"CLBJ_047","distributed",120,240,0
"CLBJ_049","distributed",280,40,160
"CLBJ_051","distributed",60,180,300
"CLBJ_052","distributed",280,40,160
"CLBJ_001","tower",180,300,60
"CLBJ_002","tower",330,90,210
"CLBJ_003","tower",80,200,320
"CLBJ_004","tower",100,220,340
"CLBJ_005","tower",160,280,40
"CLBJ_006","tower",290,50,170
"CLBJ_007","tower",110,230,350
"CLBJ_008","tower",40,160,280
"CLBJ_009","tower",210,330,90
"CLBJ_010","tower",110,230,350
"CLBJ_011","tower",40,160,280
"CLBJ_012","tower",210,330,90
"CLBJ_013","tower",250,10,130
"CLBJ_014","tower",300,60,180
"CLBJ_015","tower",190,310,70
"CLBJ_016","tower",160,280,40
"CLBJ_017","tower",130,250,10
"CLBJ_018","tower",140,260,20
"CLBJ_019","tower",10,130,250
"CLBJ_020","tower",130,250,10
"CLBJ_021","tower",140,260,20
"CLBJ_022","tower",10,130,250
"CLBJ_023","tower",310,70,190
"CLBJ_024","tower",10,130,250
"CLBJ_025","tower",120,240,0
"CLBJ_026","tower",20,140,260
"CLBJ_027","tower",330,90,210
"CLBJ_028","tower",110,230,350
"CLBJ_029","tower",100,220,340
"CLBJ_030","tower",330,90,210
"CPER_001","distributed",140,260,20
"CPER_002","distributed",120,240,0
"CPER_003","distributed",350,110,230
"CPER_004","distributed",250,10,130
"CPER_005","distributed",40,160,280
"CPER_006","distributed",80,200,320
"CPER_007","distributed",20,140,260
"CPER_008","distributed",140,260,20
"CPER_009","distributed",280,40,160
"CPER_010","distributed",20,140,260
"CPER_011","distributed",140,260,20
"CPER_012","distributed",280,40,160
"CPER_013","distributed",30,150,270
"CPER_014","distributed",340,100,220
"CPER_015","distributed",280,40,160
"CPER_016","distributed",350,110,230
"CPER_017","distributed",190,310,70
"CPER_018","distributed",240,0,120
"CPER_019","distributed",330,90,210
"CPER_020","distributed",190,310,70
"CPER_045","tower",0,120,240
"CPER_046","tower",290,50,170
"CPER_047","tower",20,140,260
"CPER_048","tower",340,100,220
"CPER_049","tower",150,270,30
"CPER_050","tower",20,140,260
"CPER_051","tower",340,100,220
"CPER_052","tower",150,270,30
"CPER_053","tower",310,70,190
"CPER_054","tower",150,270,30
"CPER_055","tower",320,80,200
"CPER_056","tower",100,220,340
"CPER_057","tower",200,320,80
"CPER_058","tower",260,20,140
"CPER_059","tower",190,310,70
"CPER_060","tower",200,320,80
"CPER_061","tower",260,20,140
"CPER_062","tower",190,310,70
"CPER_063","tower",270,30,150
"CPER_064","tower",280,40,160
"CPER_065","tower",140,260,20
"CPER_066","tower",250,10,130
"CPER_067","tower",230,350,110
"CPER_068","tower",330,90,210
"CPER_069","tower",80,200,320
"CPER_070","tower",230,350,110
"CPER_071","tower",330,90,210
"CPER_072","tower",80,200,320
"CPER_073","tower",110,230,350
"CPER_074","tower",0,120,240
"DCFS_001","distributed",350,110,230
"DCFS_002","distributed",70,190,310
"DCFS_003","distributed",300,60,180
"DCFS_004","distributed",250,10,130
"DCFS_005","distributed",300,60,180
"DCFS_006","distributed",210,330,90
"DCFS_007","distributed",140,260,20
"DCFS_008","distributed",230,350,110
"DCFS_009","distributed",120,240,0
"DCFS_010","distributed",140,260,20
"DCFS_011","distributed",230,350,110
"DCFS_012","distributed",120,240,0
"DCFS_013","distributed",180,300,60
"DCFS_014","distributed",130,250,10
"DCFS_015","distributed",340,100,220
"DCFS_016","distributed",270,30,150
"DCFS_017","distributed",150,270,30
"DCFS_018","distributed",70,190,310
"DCFS_019","distributed",250,10,130
"DCFS_020","distributed",150,270,30
"DCFS_061","tower",200,320,80
"DCFS_062","tower",290,50,170
"DCFS_063","tower",10,130,250
"DCFS_064","tower",200,320,80
"DCFS_065","tower",60,180,300
"DCFS_066","tower",140,260,20
"DCFS_067","tower",20,140,260
"DCFS_068","tower",130,250,10
"DCFS_069","tower",130,250,10
"DCFS_070","tower",20,140,260
"DCFS_071","tower",130,250,10
"DCFS_072","tower",130,250,10
"DCFS_073","tower",340,100,220
"DCFS_074","tower",270,30,150
"DCFS_075","tower",270,30,150
"DCFS_076","tower",20,140,260
"DCFS_077","tower",220,340,100
"DCFS_078","tower",120,240,0
"DCFS_079","tower",230,350,110
"DCFS_080","tower",220,340,100
"DCFS_081","tower",120,240,0
"DCFS_082","tower",230,350,110
"DCFS_083","tower",330,90,210
"DCFS_084","tower",160,280,40
"DCFS_085","tower",70,190,310
"DCFS_086","tower",60,180,300
"DCFS_087","tower",70,190,310
"DCFS_088","tower",290,50,170
"DCFS_089","tower",120,240,0
"DCFS_090","tower",70,190,310
"DEJU_001","distributed",170,290,50
"DEJU_002","distributed",310,70,190
"DEJU_003","distributed",100,220,340
"DEJU_004","distributed",50,170,290
"DEJU_005","distributed",300,60,180
"DEJU_006","distributed",120,240,0
"DEJU_007","distributed",150,270,30
"DEJU_008","distributed",280,40,160
"DEJU_009","distributed",240,0,120
"DEJU_010","distributed",150,270,30
"DEJU_014","distributed",80,200,320
"DEJU_015","distributed",210,330,90
"DEJU_016","distributed",40,160,280
"DEJU_017","distributed",60,180,300
"DEJU_018","distributed",210,330,90
"DEJU_019","distributed",280,40,160
"DEJU_020","distributed",60,180,300
"DEJU_021","distributed",210,330,90
"DEJU_023","distributed",130,250,10
"DEJU_024","distributed",240,0,120
"DEJU_045","tower",160,280,40
"DEJU_046","tower",110,230,350
"DEJU_047","tower",40,160,280
"DEJU_048","tower",10,130,250
"DEJU_049","tower",30,150,270
"DEJU_050","tower",40,160,280
"DEJU_051","tower",10,130,250
"DEJU_052","tower",30,150,270
"DEJU_053","tower",300,60,180
"DEJU_054","tower",310,70,190
"DEJU_055","tower",130,250,10
"DEJU_056","tower",210,330,90
"DEJU_057","tower",70,190,310
"DEJU_058","tower",300,60,180
"DEJU_059","tower",120,240,0
"DEJU_060","tower",70,190,310
"DEJU_061","tower",300,60,180
"DEJU_062","tower",120,240,0
"DEJU_063","tower",180,300,60
"DEJU_064","tower",50,170,290
"DELA_001","distributed",40,160,280
"DELA_002","distributed",90,210,330
"DELA_003","distributed",190,310,70
"DELA_004","distributed",170,290,50
"DELA_005","distributed",210,330,90
"DELA_006","distributed",260,20,140
"DELA_008","distributed",330,90,210
"DELA_009","distributed",160,280,40
"DELA_011","distributed",330,90,210
"DELA_012","distributed",160,280,40
"DELA_013","distributed",230,350,110
"DELA_014","distributed",240,0,120
"DELA_015","distributed",180,300,60
"DELA_016","distributed",280,40,160
"DELA_017","distributed",170,290,50
"DELA_018","distributed",290,50,170
"DELA_020","distributed",170,290,50
"DELA_021","distributed",290,50,170
"DELA_022","distributed",230,350,110
"DELA_023","distributed",100,220,340
"DELA_037","tower",120,240,0
"DELA_038","tower",220,340,100
"DELA_039","tower",190,310,70
"DELA_040","tower",120,240,0
"DELA_041","tower",220,340,100
"DELA_042","tower",190,310,70
"DELA_043","tower",150,270,30
"DELA_044","tower",270,30,150
"DELA_045","tower",90,210,330
"DELA_046","tower",20,140,260
"DELA_047","tower",250,10,130
"DELA_048","tower",270,30,150
"DELA_050","tower",250,10,130
"DELA_051","tower",270,30,150
"DELA_052","tower",110,230,350
"DELA_053","tower",220,340,100
"DELA_054","tower",240,0,120
"DELA_055","tower",330,90,210
"DELA_056","tower",290,50,170
"DELA_059","tower",220,340,100
"DSNY_001","distributed",250,10,130
"DSNY_002","distributed",140,260,20
"DSNY_003","distributed",230,350,110
"DSNY_004","distributed",240,0,120
"DSNY_005","distributed",310,70,190
"DSNY_006","distributed",250,10,130
"DSNY_007","distributed",20,140,260
"DSNY_008","distributed",0,120,240
"DSNY_009","distributed",10,130,250
"DSNY_010","distributed",20,140,260
"DSNY_011","distributed",0,120,240
"DSNY_012","distributed",10,130,250
"DSNY_013","distributed",110,230,350
"DSNY_014","distributed",80,200,320
"DSNY_015","distributed",10,130,250
"DSNY_016","distributed",30,150,270
"DSNY_017","distributed",280,40,160
"DSNY_018","distributed",10,130,250
"DSNY_019","distributed",170,290,50
"DSNY_020","distributed",280,40,160
"DSNY_041","tower",10,130,250
"DSNY_042","tower",340,100,220
"DSNY_043","tower",80,200,320
"DSNY_044","tower",190,310,70
"DSNY_045","tower",210,330,90
"DSNY_046","tower",100,220,340
"DSNY_047","tower",210,330,90
"DSNY_048","tower",70,190,310
"DSNY_049","tower",100,220,340
"DSNY_050","tower",210,330,90
"DSNY_051","tower",70,190,310
"DSNY_052","tower",100,220,340
"DSNY_053","tower",310,70,190
"DSNY_054","tower",150,270,30
"DSNY_055","tower",180,300,60
"DSNY_056","tower",210,330,90
"DSNY_057","tower",280,40,160
"DSNY_058","tower",20,140,260
"DSNY_059","tower",170,290,50
"DSNY_060","tower",280,40,160
"DSNY_061","tower",20,140,260
"DSNY_062","tower",170,290,50
"DSNY_063","tower",320,80,200
"DSNY_064","tower",260,20,140
"DSNY_065","tower",290,50,170
"DSNY_066","tower",260,20,140
"DSNY_067","tower",90,210,330
"DSNY_068","tower",230,350,110
"DSNY_069","tower",110,230,350
"DSNY_070","tower",90,210,330
"GRSM_001","distributed",290,50,170
"GRSM_002","distributed",200,320,80
"GRSM_003","distributed",310,70,190
"GRSM_004","distributed",350,110,230
"GRSM_005","distributed",20,140,260
"GRSM_006","distributed",220,340,100
"GRSM_007","distributed",0,120,240
"GRSM_008","distributed",80,200,320
"GRSM_009","distributed",260,20,140
"GRSM_010","distributed",0,120,240
"GRSM_011","distributed",80,200,320
"GRSM_012","distributed",260,20,140
"GRSM_013","distributed",50,170,290
"GRSM_014","distributed",290,50,170
"GRSM_015","distributed",280,40,160
"GRSM_016","distributed",40,160,280
"GRSM_017","distributed",280,40,160
"GRSM_018","distributed",130,250,10
"GRSM_019","distributed",40,160,280
"GRSM_025","distributed",60,180,300
"GRSM_047","tower",240,0,120
"GRSM_048","tower",170,290,50
"GRSM_049","tower",210,330,90
"GRSM_050","tower",240,0,120
"GRSM_051","tower",170,290,50
"GRSM_052","tower",210,330,90
"GRSM_053","tower",350,110,230
"GRSM_054","tower",20,140,260
"GRSM_055","tower",170,290,50
"GRSM_056","tower",220,340,100
"GRSM_057","tower",310,70,190
"GRSM_058","tower",160,280,40
"GRSM_059","tower",80,200,320
"GRSM_060","tower",310,70,190
"GRSM_061","tower",160,280,40
"GRSM_062","tower",80,200,320
"GRSM_063","tower",220,340,100
"GRSM_064","tower",150,270,30
"GRSM_065","tower",150,270,30
"GRSM_066","tower",60,180,300
"GUAN_001","distributed",300,60,180
"GUAN_002","distributed",10,130,250
"GUAN_003","distributed",120,240,0
"GUAN_004","distributed",60,180,300
"GUAN_005","distributed",270,30,150
"GUAN_006","distributed",10,130,250
"GUAN_007","distributed",80,200,320
"GUAN_008","distributed",10,130,250
"GUAN_009","distributed",210,330,90
"GUAN_010","distributed",80,200,320
"GUAN_011","distributed",10,130,250
"GUAN_012","distributed",210,330,90
"GUAN_013","distributed",200,320,80
"GUAN_014","distributed",310,70,190
"GUAN_015","distributed",190,310,70
"GUAN_016","distributed",310,70,190
"GUAN_017","distributed",100,220,340
"GUAN_018","distributed",310,70,190
"GUAN_019","distributed",200,320,80
"GUAN_020","distributed",100,220,340
"GUAN_042","tower",250,10,130
"GUAN_043","tower",270,30,150
"GUAN_044","tower",200,320,80
"GUAN_045","tower",300,60,180
"GUAN_046","tower",20,140,260
"GUAN_047","tower",340,100,220
"GUAN_048","tower",300,60,180
"GUAN_049","tower",100,220,340
"GUAN_050","tower",340,100,220
"GUAN_051","tower",300,60,180
"GUAN_052","tower",100,220,340
"GUAN_053","tower",190,310,70
"GUAN_054","tower",220,340,100
"GUAN_055","tower",140,260,20
"GUAN_056","tower",190,310,70
"GUAN_057","tower",220,340,100
"GUAN_058","tower",50,170,290
"GUAN_059","tower",170,290,50
"GUAN_060","tower",220,340,100
"GUAN_061","tower",50,170,290
"HARV_001","distributed",70,190,310
"HARV_002","distributed",20,140,260
"HARV_004","distributed",320,80,200
"HARV_005","distributed",10,130,250
"HARV_006","distributed",290,50,170
"HARV_008","distributed",90,210,330
"HARV_010","distributed",250,10,130
"HARV_011","distributed",90,210,330
"HARV_012","distributed",160,280,40
"HARV_013","distributed",140,260,20
"HARV_014","distributed",330,90,210
"HARV_015","distributed",20,140,260
"HARV_016","distributed",260,20,140
"HARV_017","distributed",140,260,20
"HARV_021","distributed",180,300,60
"HARV_022","distributed",290,50,170
"HARV_023","distributed",210,330,90
"HARV_025","distributed",10,130,250
"HARV_026","distributed",110,230,350
"HARV_027","distributed",110,230,350
"HARV_033","tower",0,120,240
"HARV_034","tower",140,260,20
"HARV_035","tower",160,280,40
"HARV_036","tower",70,190,310
"HARV_037","tower",140,260,20
"HARV_038","tower",250,10,130
"HARV_039","tower",270,30,150
"HARV_040","tower",140,260,20
"HARV_041","tower",250,10,130
"HARV_042","tower",270,30,150
"HARV_043","tower",180,300,60
"HARV_044","tower",20,140,260
"HARV_045","tower",40,160,280
"HARV_046","tower",340,100,220
"HARV_047","tower",50,170,290
"HARV_048","tower",90,210,330
"HARV_049","tower",100,220,340
"HARV_050","tower",50,170,290
"HARV_051","tower",90,210,330
"HARV_052","tower",100,220,340
"HEAL_001","distributed",190,310,70
"HEAL_002","distributed",90,210,330
"HEAL_003","distributed",340,100,220
"HEAL_004","distributed",120,240,0
"HEAL_005","distributed",110,230,350
"HEAL_006","distributed",40,160,280
"HEAL_010","distributed",100,220,340
"HEAL_011","distributed",320,80,200
"HEAL_014","distributed",140,260,20
"HEAL_015","distributed",290,50,170
"HEAL_016","distributed",30,150,270
"HEAL_017","distributed",230,350,110
"HEAL_018","distributed",170,290,50
"HEAL_019","distributed",300,60,180
"HEAL_020","distributed",230,350,110
"HEAL_021","distributed",170,290,50
"HEAL_022","distributed",300,60,180
"HEAL_023","distributed",320,80,200
"HEAL_024","distributed",100,220,340
"HEAL_025","distributed",250,10,130
"HEAL_045","tower",160,280,40
"HEAL_046","tower",110,230,350
"HEAL_047","tower",170,290,50
"HEAL_048","tower",290,50,170
"HEAL_049","tower",50,170,290
"HEAL_050","tower",170,290,50
"HEAL_051","tower",290,50,170
"HEAL_052","tower",50,170,290
"HEAL_053","tower",300,60,180
"HEAL_054","tower",100,220,340
"HEAL_055","tower",310,70,190
"HEAL_056","tower",190,310,70
"HEAL_057","tower",60,180,300
"HEAL_058","tower",300,60,180
"HEAL_059","tower",150,270,30
"HEAL_060","tower",60,180,300
"HEAL_061","tower",300,60,180
"HEAL_062","tower",150,270,30
"HEAL_063","tower",110,230,350
"HEAL_064","tower",280,40,160
"HEAL_065","tower",310,70,190
"HEAL_066","tower",10,130,250
"HEAL_067","tower",50,170,290
"HEAL_068","tower",260,20,140
"HEAL_069","tower",120,240,0
"HEAL_070","tower",50,170,290
"HEAL_071","tower",260,20,140
"HEAL_072","tower",120,240,0
"HEAL_073","tower",230,350,110
"HEAL_074","tower",190,310,70
"JERC_001","distributed",120,240,0
"JERC_002","distributed",330,90,210
"JERC_003","distributed",300,60,180
"JERC_004","distributed",270,30,150
"JERC_005","distributed",180,300,60
"JERC_006","distributed",350,110,230
"JERC_007","distributed",80,200,320
"JERC_008","distributed",110,230,350
"JERC_009","distributed",160,280,40
"JERC_010","distributed",80,200,320
"JERC_011","distributed",110,230,350
"JERC_012","distributed",160,280,40
"JERC_013","distributed",160,280,40
"JERC_014","distributed",160,280,40
"JERC_015","distributed",50,170,290
"JERC_016","distributed",200,320,80
"JERC_019","distributed",140,260,20
"JERC_028","distributed",60,180,300
"JERC_029","distributed",270,30,150
"JERC_030","distributed",160,280,40
"JERC_047","tower",100,220,340
"JERC_048","tower",30,150,270
"JERC_049","tower",40,160,280
"JERC_050","tower",100,220,340
"JERC_051","tower",30,150,270
"JERC_052","tower",40,160,280
"JERC_053","tower",70,190,310
"JERC_054","tower",30,150,270
"JERC_055","tower",200,320,80
"JERC_056","tower",260,20,140
"JERC_057","tower",150,270,30
"JERC_058","tower",110,230,350
"JERC_059","tower",230,350,110
"JERC_060","tower",150,270,30
"JERC_061","tower",110,230,350
"JERC_062","tower",230,350,110
"JERC_063","tower",10,130,250
"JERC_064","tower",260,20,140
"JERC_065","tower",170,290,50
"JERC_066","tower",180,300,60
"JORN_001","distributed",200,320,80
"JORN_002","distributed",220,340,100
"JORN_003","distributed",100,220,340
"JORN_004","distributed",30,150,270
"JORN_005","distributed",290,50,170
"JORN_006","distributed",90,210,330
"JORN_007","distributed",110,230,350
"JORN_008","distributed",90,210,330
"JORN_009","distributed",190,310,70
"JORN_010","distributed",110,230,350
"JORN_011","distributed",90,210,330
"JORN_012","distributed",190,310,70
"JORN_013","distributed",250,10,130
"JORN_014","distributed",340,100,220
"JORN_015","distributed",310,70,190
"JORN_016","distributed",320,80,200
"JORN_017","distributed",330,90,210
"JORN_018","distributed",310,70,190
"JORN_019","distributed",220,340,100
"JORN_020","distributed",330,90,210
"JORN_042","tower",90,210,330
"JORN_043","tower",220,340,100
"JORN_044","tower",50,170,290
"JORN_045","tower",60,180,300
"JORN_046","tower",130,250,10
"JORN_047","tower",60,180,300
"JORN_048","tower",120,240,0
"JORN_049","tower",0,120,240
"JORN_050","tower",60,180,300
"JORN_051","tower",120,240,0
"JORN_052","tower",0,120,240
"JORN_053","tower",280,40,160
"JORN_054","tower",340,100,220
"JORN_055","tower",200,320,80
"JORN_056","tower",60,180,300
"JORN_057","tower",340,100,220
"JORN_058","tower",10,130,250
"JORN_059","tower",270,30,150
"JORN_060","tower",340,100,220
"JORN_061","tower",10,130,250
"JORN_062","tower",270,30,150
"JORN_063","tower",130,250,10
"JORN_064","tower",220,340,100
"JORN_065","tower",190,310,70
"JORN_066","tower",230,350,110
"JORN_067","tower",300,60,180
"JORN_068","tower",300,60,180
"JORN_069","tower",230,350,110
"JORN_070","tower",300,60,180
"JORN_071","tower",300,60,180
"KONA_001","distributed",250,10,130
"KONA_002","distributed",230,350,110
"KONA_003","distributed",340,100,220
"KONA_004","distributed",350,110,230
"KONA_005","distributed",140,260,20
"KONA_006","distributed",180,300,60
"KONA_007","distributed",250,10,130
"KONA_008","distributed",30,150,270
"KONA_009","distributed",350,110,230
"KONA_010","distributed",250,10,130
"KONA_011","distributed",30,150,270
"KONA_012","distributed",350,110,230
"KONA_013","distributed",110,230,350
"KONA_014","distributed",280,40,160
"KONA_015","distributed",260,20,140
"KONA_016","distributed",340,100,220
"KONA_017","distributed",50,170,290
"KONA_018","distributed",70,190,310
"KONA_019","distributed",50,170,290
"KONA_020","distributed",50,170,290
"KONA_048","tower",90,210,330
"KONA_049","tower",280,40,160
"KONA_050","tower",100,220,340
"KONA_051","tower",90,210,330
"KONA_052","tower",280,40,160
"KONA_053","tower",20,140,260
"KONA_054","tower",330,90,210
"KONA_055","tower",10,130,250
"KONA_056","tower",100,220,340
"KONA_057","tower",0,120,240
"KONA_058","tower",0,120,240
"KONA_059","tower",170,290,50
"KONA_060","tower",0,120,240
"KONA_061","tower",0,120,240
"KONA_062","tower",170,290,50
"KONA_063","tower",220,340,100
"KONA_064","tower",190,310,70
"KONA_065","tower",180,300,60
"KONA_066","tower",300,60,180
"KONA_067","tower",150,270,30
"KONA_068","tower",240,0,120
"KONA_069","tower",10,130,250
"KONA_070","tower",150,270,30
"KONA_071","tower",240,0,120
"KONA_072","tower",10,130,250
"KONA_073","tower",200,320,80
"KONA_074","tower",60,180,300
"KONA_075","tower",50,170,290
"KONA_076","tower",190,310,70
"KONA_077","tower",190,310,70
"KONZ_001","distributed",40,160,280
"KONZ_002","distributed",80,200,320
"KONZ_003","distributed",30,150,270
"KONZ_004","distributed",20,140,260
"KONZ_005","distributed",40,160,280
"KONZ_006","distributed",290,50,170
"KONZ_007","distributed",110,230,350
"KONZ_008","distributed",40,160,280
"KONZ_009","distributed",250,10,130
"KONZ_010","distributed",110,230,350
"KONZ_011","distributed",40,160,280
"KONZ_012","distributed",250,10,130
"KONZ_013","distributed",240,0,120
"KONZ_014","distributed",200,320,80
"KONZ_015","distributed",20,140,260
"KONZ_016","distributed",300,60,180
"KONZ_017","distributed",100,220,340
