"_record_id","cdw_lidsList"
"f256f6d6-6529-4723-b8b1-85732b012980","120|240|0"
"2a0a277c-b63b-403f-8f78-d70d1e961d50","320|80|200"
"aabf7124-fa48-420c-ab9b-24c23d1b7a93","340|100|220"
"dae06821-e796-47e4-8ed0-22e0e92cfc01","40|160|280"
"918727a7-efb8-4db4-9e1d-149bf0f151a1","10|130|250"
"81953dcb-b3a8-4a37-b45a-ca66995271ed","280|40|160"
"9dcaa856-5420-4912-b6e7-9b5053d7a6a5","20|140|260"
"c39c391b-1dbd-4b57-bd44-1cf150058552","270|30|150"
"7d60a002-fab2-48cd-9c4d-697a47d2f0dc","170|290|50"
"6c0a26a0-2252-4314-a6e9-ba16e23a3100","170|290|50"
"483acfba-558b-46be-8645-165d85c84807","240|0|120"
"08f44e6c-13ef-49ce-8c69-254153767141","290|50|170"
"fe42134a-56c6-47cd-8286-65a5a2065090","190|310|70"
"6a4f97c8-7dfc-423d-bcd4-bcc73869776d","20|140|260"
"7119e8dc-8d9d-42cc-8df5-21f6dd1943e6","290|50|170"
"43df19c2-a2d4-4ec3-8f3d-e63f0e027d99","310|70|190"
"baa29764-40cd-4aa4-acc1-1cbe98d48468","290|50|170"
"b85f30b3-d2e2-489b-8d57-5ce6318b1243","150|270|30"
"ab17182a-7e82-41f4-94fe-42e325910a52","310|70|190"
"b66d35c5-6d20-4ed4-9125-8333d21cef1f","190|310|70"
"11bbe28a-2397-46b1-b41f-4785f7c11ac1","330|90|210"
"e4f29389-82d3-4322-9c9b-2262606bb5d8","50|170|290"
"a91c106e-4e34-4739-98df-6d3732543f44","50|170|290"
"cdd356e4-81cb-4544-9f81-ab00053d063e","330|90|210"
"85376a1c-244a-4690-acd3-d219779a283f","210|330|90"
"edc7d660-6ded-47d9-8ef2-f69349efd651","120|240|0"
"6de22ef3-2965-4f5a-8418-1c0eff5c8a26","260|20|140"
"db2dff98-52f6-417f-9003-533822869636","120|240|0"
"4a22fae9-ad68-422e-a3df-6ec929593551","240|0|120"
"ed0019e0-0853-4492-8293-04e2463edeb1","150|270|30"
"27581f3d-d90b-4f8d-8684-3b2d1760433f","210|330|90"
"b67c0178-7892-4444-8eed-23508f7527f2","220|340|100"
"d2df4786-5a93-4ccf-b914-65eb7288ee5e","310|70|190"
"c103ef5f-2dc4-4248-b2ae-d1ab1f26541f","130|250|10"
"c51d73e0-56e0-45fe-b1df-5bb649804713","120|240|0"
"d473f5c0-cd4f-4255-adb3-f2f57160f691","200|320|80"
"b09fc2d6-774f-43d5-9d37-b489b3968eb4","50|170|290"
"7204c76f-d351-498e-aa8d-3e6ef4daf95b","200|320|80"
"1b11dc90-6c15-4869-99bf-69366365d420","200|320|80"
"a9b67496-f305-4b32-9b67-a6701a06cd11","50|170|290"
"72c77f96-4783-4480-a70f-76b5324bc9f6","200|320|80"
"a0213417-3350-42f7-a761-17c5b20160f0","60|180|300"
"8707db3d-d979-4160-8782-30e26c9fb676","50|170|290"
"632089ca-6c98-40aa-a6ea-a3d0363f3488","270|30|150"
"2f43ab76-881b-45ac-a893-f89d9e629539","50|170|290"
"6d9fd303-1430-460d-bac2-4fb96707d2a5","130|250|10"
"14b11150-9b74-417e-b53d-29da20eed79d","260|20|140"
"a19988ce-1297-4ab9-b231-4272917fb829","140|260|20"
"6cf67049-4d00-412a-a990-56e8f1bd599d","130|250|10"
"771bc078-e2a5-45a0-b91e-5c693ead771d","30|150|270"
"276eb4c7-c979-4d8d-ab14-2460f58d67b9","300|60|180"
"e4845ecd-72f8-49b2-a867-6aa01f9db5f1","190|310|70"
"1908de4e-352c-44a6-b91c-018dbfa47759","240|0|120"
"65ac4c11-707e-49e5-9ea4-c4b0480e9b1b","320|80|200"
"8e825ce5-6eca-4e42-af83-afbf3e82ea79","210|330|90"
"51b291ff-8b00-4a51-a174-eca1617e409d","200|320|80"
"a599c75b-6845-4d9f-97eb-63faf2d4f1e9","270|30|150"
"734d95c0-baa9-4085-b291-8db7e93c9f47","250|10|130"
"ba76a7b3-763c-44d1-843f-4aad23c3084b","200|320|80"
"3e14fae1-8acf-4a53-b9d4-c922bae667ad","250|10|130"
"8a7afa21-13f3-4b82-ba2a-903b8626b902","20|140|260"
"89ae2cfc-5fcb-4a89-a84b-95543f5ca239","310|70|190"
"2089a6aa-ec3c-40cf-8c28-c0daba658ce6","200|320|80"
"96f10446-e761-4182-8afa-4a7175a686b3","60|180|300"
"5bea588d-3b9b-4295-bc00-53f558895321","290|50|170"
"47a0fff5-6df4-4844-b2ab-e5efb4ad2431","260|20|140"
"6333e09a-33ea-4123-9687-a4824aeb5a2e","10|130|250"
"4b9fa0b1-b1da-4deb-a50a-ba8ff3ad23c1","290|50|170"
"8902404b-a5a5-4f31-81c6-ff06b5cd49c5","260|20|140"
"9e2510bb-2778-4f66-80a3-c176a00c01bd","10|130|250"
"243c9f21-a44d-417a-a4d5-60a92352ea3f","0|120|240"
"21775330-cc92-47aa-8026-0791a953374c","130|250|10"
"4704bf2b-6db1-4e3b-8f8c-0ebd1805b971","50|170|290"
"dffa6781-9be2-4b75-891d-162e59287ca5","20|140|260"
"7796e68d-7559-4fac-a11f-304036fa1a38","200|320|80"
"366e7291-fa5a-4e39-a780-61a9eef06977","310|70|190"
"ddc31873-57db-41d6-ab99-5fcf4a65f587","200|320|80"
"8ab14950-6ee9-4cce-a714-90299205bee8","280|40|160"
"8335bc5a-1c54-48e6-8799-6d6b3e4a3656","300|60|180"
"fc18d739-25f7-4edb-9dff-610960021c96","80|200|320"
"b6e44c6d-8f08-4bf7-8d0f-b7098f823dda","100|220|340"
"24f63901-bc9e-4bea-a847-7e1bfd4d2341","20|140|260"
"c5bfedae-a382-4b97-9866-820f017ba11c","310|70|190"
"b670937f-37c9-4553-9868-e83f3f6dffcb","180|300|60"
"061804cf-7ea3-44da-bcf2-beb1ead1b22d","260|20|140"
"7bb5fb31-8bd3-4673-9b5d-c2ff1fa02b94","220|340|100"
"16229927-9ceb-4feb-98a7-dbec0797540d","40|160|280"
"4334b3eb-674a-4cdb-9f99-24bee99c9279","260|20|140"
"7e525280-a2ec-4dba-b19a-40a5356509d6","220|340|100"
"52c976c3-939c-4dc4-816e-7d4b5762df4a","40|160|280"
"01ec2ac3-7194-49aa-b10d-a973e4fd0de6","260|20|140"
"b85d4cf6-ea47-43dd-a51e-6a5d06a6a02c","220|340|100"
"5eb2696a-de66-46c5-8753-fe7ca3dc30fd","0|120|240"
"f414738d-ff2e-418b-a25a-f19f6ca746d9","340|100|220"
"4b56b9d5-176c-4d9d-881f-4f89368bc0e6","290|50|170"
"665cdd1b-2427-4968-9601-62a54c6071b4","240|0|120"
"7a1f6f85-826b-43b4-ba6a-f4d007cae849","240|0|120"
"ec9fbd05-bdb1-4337-bb7b-f5ed7e94225d","0|120|240"
"11f0382f-c1e5-4be0-a052-ce56a6f199dc","350|110|230"
"e72b25f9-8eef-4725-a0bb-75a15b0908fc","70|190|310"
"d7a62a38-c3d6-480d-ac6e-a30476aeb247","160|280|40"
"e5afdbac-ea40-47c7-a68b-0857269c776e","190|310|70"
"04d99e5e-7393-465a-b49d-7e85bf918551","260|20|140"
"0fb51c53-171b-4283-9544-2ba4dd18c1d4","170|290|50"
"c7655489-4285-467c-ba69-c06d6c09bf70","40|160|280"
"ad9be45b-3d1b-4d6b-88b5-2370690b8f50","330|90|210"
"0d4f9fa2-ea1e-40ba-bef5-6f47d2b9a468","140|260|20"
"21d1eabf-25d9-4842-be3e-6374abbde9b4","90|210|330"
"0f8dfb25-ec9f-4b36-bf04-97eec050e5b5","250|10|130"
"7de0e9dd-40b6-4d30-8e72-f15039d054fa","330|90|210"
"20fa48df-e4f7-45a9-87f8-7b198cd35f9d","90|210|330"
"cbf27285-ebcc-46db-bdb8-05814948556a","250|10|130"
"0ca82e4f-ff96-441b-bae6-e0730b07e74e","330|90|210"
"334c80d6-de2e-4e1e-a6f2-f3e3c28ba3fe","40|160|280"
"298b26bf-6290-4e20-96b6-1a9ee1d5cdac","260|20|140"
"7a0bbeac-bd7a-48ac-89eb-10971acfd853","160|280|40"
"fb09a0c3-56fb-486d-b262-21e093e759c4","80|200|320"
"38873ce1-d9f7-42a9-9cfc-b24ed7d9c41a","300|60|180"
"cc1b25df-4791-44d8-927e-a0ef6b1c4175","260|20|140"
"d99c782a-b94c-433f-b40e-262ccb1033f4","220|340|100"
"cccbab56-993d-4be9-a85d-01cc49e85fc1","180|300|60"
"88b10fce-f760-498c-99b4-6690eab6c857","330|90|210"
"64bea142-a7b4-422f-a0e6-ff2b9f2d7e1e","80|200|320"
"800cda6b-78ad-4b9a-8128-1bcf6566ee05","100|220|340"
"94a11c85-daea-4ca3-8727-cc60c1d60943","160|280|40"
"2c7cb0fb-f7b6-45df-b6ef-60f1c17f044c","290|50|170"
"55893e9a-3ef7-4bc3-9fb4-67943c44a4a3","110|230|350"
"eb955cfc-3873-494d-ae1a-6fa92d13af74","40|160|280"
"f8982f4a-e0fc-4e24-bfdb-7c02274b8941","210|330|90"
"ee28c7c1-9804-4f3f-a662-5e5e63fe3703","110|230|350"
"7a8abbc6-ebd9-4992-bb82-2e10703fa0eb","40|160|280"
"f3500eb9-1c86-4542-afdc-f37ce24c62ca","210|330|90"
"7197ad73-8c42-4d84-b7b9-742a04b9e2a5","250|10|130"
"f23f0ff6-d8d5-4143-b29e-e965646d719b","300|60|180"
"18f925dd-030d-4c64-9ef3-e28e01fdf70d","190|310|70"
"bdd8856b-8b76-4d74-a89e-0e53d3c9abaf","160|280|40"
"3e58a373-341a-41be-bb69-e9a69e01456c","130|250|10"
"c26cc8c0-6415-4621-a6b6-f6b231d80c8f","140|260|20"
"d9277b03-7ef4-47c4-881e-6607cc33c9a5","10|130|250"
"7753a6de-e7d5-4d24-b09e-e11051b95717","130|250|10"
"694debe1-7c9b-4450-939f-9e7cd716cfed","140|260|20"
"138013c9-6fc3-4fc0-8404-433e97539a04","10|130|250"
"5daa3bbc-0efc-4c41-93ff-b7f0b59fbcf6","310|70|190"
"82010d92-ec52-4aa2-a70c-c26dc40dfe8f","10|130|250"
"f446dcde-ad30-478f-a713-2905c57b7126","120|240|0"
"e02ae763-40c7-4fd2-b711-636f2e3d4c7a","20|140|260"
"c5c38452-3164-46e6-afba-499bcb146de0","330|90|210"
"f3caac8a-da2b-43c4-bb6a-bea0a861c447","110|230|350"
"83e0a1ec-f9bc-4eca-90af-3ff6e1ba39f7","100|220|340"
"3de74b5f-9c0e-4323-81e1-37e41b1bcb9d","330|90|210"
"4f282ca8-6f55-4742-9c95-0c0e853a7f8a","110|230|350"
"446a8e4b-3024-4c6d-8189-8e916dfb3174","100|220|340"
"8eb5d24a-1068-4633-9de5-c40d72ee5a72","100|220|340"
"d5f26c47-4580-4d35-a76a-59e596256129","130|250|10"
"c605638f-a3b2-4058-a995-20f626bdb092","70|190|310"
"1fc42a7b-0b86-446a-b656-39d66ce556ff","160|280|40"
"9c39c500-4a2d-45fb-8e0e-5c90ffa3522f","280|40|160"
"d679ae76-941d-4974-b103-e1ef8d716bec","250|10|130"
"360d5e39-2797-484d-86a8-e15c7f19dbb4","0|120|240"
"e4bdb047-b830-49d5-b339-a1fb0d4e9f7b","280|40|160"
"48852c83-7f44-487b-a481-a05df2d0d45e","250|10|130"
"63bed7f1-146d-40fb-81b0-5803b690f1e0","0|120|240"
"c4b09fdd-ac81-47f5-832b-3666feb37092","210|330|90"
"55def572-cb86-44f2-95d4-5294d9adb9fe","50|170|290"
"b3392c3f-ad4f-4914-aa9e-d930da1e3dfa","270|30|150"
"9de14f48-82a8-4432-979b-acaea0b448f9","240|0|120"
"553260f2-5a31-4835-87d2-a3fcd0d0b110","120|240|0"
"836f3b2a-ceb9-4a71-a3ae-17df99a8ec73","280|40|160"
"2cdb8b36-c5a0-434a-b3fc-2d82b0a38ae9","60|180|300"
"77f3cc13-a424-4846-80e0-88953c267a28","280|40|160"
"4f80548f-b37b-4149-bf1f-159ab0bf4385","140|260|20"
"e02476f2-3364-40a5-a88a-7a32756e649e","120|240|0"
"490946f4-d7ab-461b-a55d-3abe7dd6d91f","350|110|230"
"add21549-e821-4603-be0b-17e5eea4e01a","250|10|130"
"115f190b-72f4-4969-9623-e9a12fbf7517","40|160|280"
"852809a5-7b91-426e-ab82-291e0fd060d7","80|200|320"
"d4343ffb-6041-43bd-9a4a-3395d7cc6837","20|140|260"
"f4bcae72-2ef1-4b27-9206-40696f9509dd","140|260|20"
"ed2b3816-c267-4b77-83c7-41656b5819d3","280|40|160"
"25bf11fe-22d0-4e30-9036-02cb2fb34f92","20|140|260"
"2ccc5760-ed15-4e63-8ddb-0f1f284f5718","140|260|20"
"3b0641b2-27b2-4972-b7d3-7292c9dfb2f0","280|40|160"
"d8e45958-d47f-459e-af36-ffaada96551a","30|150|270"
"fd6e0e1d-08e6-4379-ae09-817431ace3a2","340|100|220"
"456094ce-e563-4be1-ad4f-b28c60664e37","280|40|160"
"09b331c2-962c-4e24-b8ec-76a5c0a17604","350|110|230"
"b30386df-a62a-4d04-9a4c-961aa69d5048","190|310|70"
"1a9b3f5c-4abd-4595-862c-611b254e7311","240|0|120"
"989ff7d0-d039-4e05-9607-2c2a35a8fb2c","330|90|210"
"3af188fa-b1de-485e-9e21-6c4ef5d7d136","190|310|70"
"c34df67d-0357-4267-a28b-7d9d86f6fbd0","0|120|240"
"814f4d99-99df-4c21-ba41-159d1142347a","290|50|170"
"3ea31cfc-5b4e-4673-b563-18a69caadda0","20|140|260"
"dbf11f1e-5cbb-48e4-800e-e142d409c7c7","340|100|220"
"0d314de7-cab0-4cbd-936b-c86704c07d5f","150|270|30"
"3d72f94e-2b29-4a66-81e9-0634314c9f49","20|140|260"
"92fad6a1-4608-4c48-bf87-c40d4a2b96e9","340|100|220"
"66bf93b5-1d46-4b8f-8388-3a2e9adaf2c7","150|270|30"
"7f9a3fa8-2a45-4961-b1ea-8fd462c39d5d","310|70|190"
"f012a77f-d22c-4ae8-a0e0-15b654837f9e","150|270|30"
"4631e900-d1ec-4baa-9b06-418f81871f34","320|80|200"
"8efabe72-f597-44f4-ac33-b1eaf7719b82","100|220|340"
"91f82819-18e4-427c-b929-89d296c2144a","200|320|80"
"99a0524d-3ca5-4547-a0e0-9951637e051c","260|20|140"
"e0bbfdca-f7f6-45cd-8c61-3766c0bc6a0c","190|310|70"
"1940390d-a92b-4549-ba58-2b2cf02a7e61","200|320|80"
"d2c1e6bf-4b28-46f0-b6e6-170133b5e789","260|20|140"
"b78440f0-d865-4aea-82c7-103f8f69dcb2","190|310|70"
"ef8b9db7-3bfd-4193-9331-c4793246a358","270|30|150"
"b31abd9d-b8ee-4b11-93b4-cbe0c3621099","280|40|160"
"e05b8581-94fb-482c-a50f-8718b3b409fb","140|260|20"
"877b6a39-37e5-4860-8995-04fbbd044366","250|10|130"
"951fa8a2-996a-4f90-9d00-b374c73a2cdf","230|350|110"
"533740ec-8c2f-4d03-b892-0f899434c02e","330|90|210"
"efcf934c-9b56-4d4a-8e9e-0cf9565a2405","80|200|320"
"0e07f378-a673-442c-b289-40e5bd9f0530","230|350|110"
"c6f7936f-3a95-4f3c-9df1-4740cf071a6e","330|90|210"
"27771e73-87c8-41fa-864c-ba66a23cfe47","80|200|320"
"ab32eb1d-6268-4568-9311-77758e3a452a","110|230|350"
"78f9140d-2cab-454f-a7b5-388b7be04ad4","0|120|240"
"b178d0c5-0ebb-46cc-8442-bcee0812361d","170|290|50"
"cc8a7ec4-a0f4-4b05-898a-1858b45f0307","310|70|190"
"4ba9a2fb-3f8e-47e7-8a9e-c42c49293d23","100|220|340"
"4b112a54-a283-4c63-ae0a-0c5cf3a9c812","50|170|290"
"58d1c45e-b085-4e3a-b718-188cd9db8a8a","300|60|180"
"64ad5823-c176-497d-9c4d-bfea91e1a224","120|240|0"
"1c5693bd-b130-453f-9584-9dc2363becff","150|270|30"
"5fe2f39b-da97-4d68-9555-571657827265","280|40|160"
"ce030cdb-c9da-4857-9a21-173f22b9ca26","240|0|120"
"b8e45b19-f8a5-4183-bd29-c5b9f3ec65a3","150|270|30"
"562f5034-2a81-4011-b852-20de478f3375","80|200|320"
"a2b403d9-bd93-4d0c-9cb1-b9c8bf5d9eea","210|330|90"
"3ca8b814-5bc6-4bc2-b8c3-e0935d1ecb55","40|160|280"
"b6976e59-a4f0-4712-8e6f-3a87d1674ecc","60|180|300"
"bc3fd247-6b69-4aaf-91b3-ef130fe57c92","210|330|90"
"eacec1c5-8f95-4b3a-86fa-291000670c36","280|40|160"
"66f72118-3e7a-4450-ad19-4bf56f12837a","60|180|300"
"a65230ef-b959-4026-a135-6b1a722d32cc","210|330|90"
"b5ca8bfa-9d57-40d4-bcee-080c66aca564","130|250|10"
"7fb57162-7e93-44ff-bbf5-f3f0aa86207b","240|0|120"
"8a51352f-1fb2-4dcd-99a7-959b70f5a5ff","160|280|40"
"0bd06e4a-ca49-46ad-a045-dda1af237e11","110|230|350"
"e246727f-8dfb-4ac3-bccc-ff6d6e1910dc","40|160|280"
"add40234-e30c-45a7-8222-8964bca3a162","10|130|250"
"2cc92140-8d91-42d6-acae-349f0a135ab4","30|150|270"
"ce3f279c-abef-4c82-a03a-d59a14cb0afc","40|160|280"
"ce18956a-cc2f-4b60-aa63-b7c35e473145","10|130|250"
"d912de17-20e7-4d37-a6f5-931d2a18fa49","30|150|270"
"22a798e4-e76d-454a-88b6-eee0c9ab0d33","300|60|180"
"7f2674b5-1c5c-4d7a-99ce-f32492d2c102","310|70|190"
"79954d52-b851-4686-898b-5607dd2805e2","130|250|10"
"0f18d7e9-ea68-4708-a67a-c7ef6cd1e250","210|330|90"
"5dc0008d-11d0-4c82-8151-287f36709eb3","70|190|310"
"bbc0729e-2c97-4ec4-8023-35bbe39bb0dc","300|60|180"
"af4a11fd-b9ba-4669-a899-6426ebfa4a7e","120|240|0"
"5b696554-4482-4abd-8960-01feae5b96aa","70|190|310"
"aaa6ba84-703e-4c28-a164-d5d97d893ec5","300|60|180"
"2c549c67-a8f8-438c-94cd-7d6f391b48fc","120|240|0"
"ce1688f8-c4d5-4d88-8095-3a06770fa9e9","180|300|60"
"cc5cea0b-e217-4fc2-badf-2e50a7c6f642","50|170|290"
"408cc74b-c48b-4faa-b6b6-f565c9b9f6d8","40|160|280"
"1f6b16a4-ff48-482f-a9b5-010a15ef593c","90|210|330"
"6a77eb40-fbb2-4b07-bd5b-01f67335ee1b","190|310|70"
"d0baeeca-387d-4304-a21f-d71f0980aba4","170|290|50"
"5bf2494e-2bc1-4135-9fd0-54915ce6a4b9","210|330|90"
"36c28470-d1ba-44cb-a1ed-c259e256d860","260|20|140"
"7dfe3086-dfe6-4b4d-b72c-5dfcf1ec8d4b","310|70|190"
"6bbd787e-3269-4c52-8714-ebb07df83568","330|90|210"
"77c022b3-995c-4f25-8ad6-f5329f568463","160|280|40"
"8274faf9-6424-4745-a492-d5b4eca5c3a6","310|70|190"
"f5d3d939-c6cb-40e1-b5f7-13f000528e1a","330|90|210"
"13a65156-4e7a-4323-a661-7e00e3cacc09","160|280|40"
"4acdc4e3-4c4b-41bf-afb3-02841f276aa0","230|350|110"
"0f11fe55-0874-4edc-b293-4f9cab171db3","240|0|120"
"6f46e006-6afa-482e-b1cc-dc04162ba1ac","180|300|60"
"0b3f2192-ddb0-4ea3-bdb1-06e996ce3163","280|40|160"
"964b28cb-8123-4170-8cad-1e310fede917","170|290|50"
"4f753859-53ee-46af-88f2-f03182e5480f","290|50|170"
"3f5a8a86-8cf7-40b8-b428-76edf537283f","170|290|50"
"251956d9-cd3a-4b54-83ce-4a1cb5957b5f","120|240|0"
"d8953f47-e80c-4765-8bf3-01ef176d5367","220|340|100"
"dd7d3c1c-8ac0-40f0-bc51-11a173ec07e9","190|310|70"
"b6fc9e7b-bdb1-4711-aa3f-89b0baa90479","120|240|0"
"cf15f961-e789-4b95-b844-aaab8b7f4e2b","220|340|100"
"aa576882-95a7-4aac-aa6c-4495b03337b8","190|310|70"
"5a7f3b1d-56e3-46fa-9ae9-19d95e742a7f","150|270|30"
"323c88e4-22a8-4088-83e8-fe40952e44e8","270|30|150"
"72b5f8e3-5cdc-4434-8dce-27468af69366","90|210|330"
"0c7250d5-7785-4f30-8ef2-3037ba621f21","20|140|260"
"505ae3fa-098a-4ae9-9a15-c25c35b0a723","250|10|130"
"b32847e1-a994-4ba9-8c4e-4e1f469a444f","270|30|150"
"90815c98-56eb-451e-a2b7-20aafb81e4e9","250|10|130"
"8e254003-cee2-46c6-a3ef-8ac6d8941760","270|30|150"
"6b73c253-f4a7-4337-9c1a-7e77191c777b","110|230|350"
"da1490e8-c248-4f88-8e78-c1fd0182a0bc","220|340|100"
"289a959f-f1f7-4f55-b5f4-dd6bdde3a140","240|0|120"
"45490732-c833-4a92-b2fd-39bb3e72d89d","330|90|210"
"6aa0309e-8a60-4ad2-b14d-0eb47dd6ea55","290|50|170"
"d9bee8d2-d077-481c-8987-d41b9852f011","250|10|130"
"b4195032-c1fc-443e-9cb3-5c56a9d075bb","140|260|20"
"5802b586-fb3e-4ae7-abb2-f4f27f3eea69","230|350|110"
"71586a3a-c39b-407d-ad79-d3199bde6a8c","240|0|120"
"a9e7e1ec-4f1f-411c-9cb0-fdbbae19ea2a","310|70|190"
"7570f813-4e71-45df-94f1-431f8f7e7fca","250|10|130"
"082ca737-afa1-4935-bc08-781e2810db89","20|140|260"
"3ca2a61d-8b0a-48da-8ec4-6cdcc066d7c7","0|120|240"
"d2c52c0b-4158-4bda-a81f-42a7290ff9d8","10|130|250"
"e3fc1c09-5de3-4df1-ad1f-d55da00dd896","20|140|260"
"6ebae2cc-8850-4206-9ccc-7fa2bdd0ed46","0|120|240"
"9ef25dd2-a1f4-4b68-8d15-a7dc9ef7232c","10|130|250"
"32dd186e-2e3a-4725-ad77-f8bb9bfd818b","110|230|350"
"8f239001-17c4-4e3a-852a-282e73cf0368","80|200|320"
"e0c28e3b-4188-4d5f-b55b-83a1487f7486","10|130|250"
"e38f1483-393c-46df-bced-b50dca9e016a","30|150|270"
"0663ac53-b86e-464f-9acf-a03a38e432ea","280|40|160"
"5c4b0369-2a4d-4cd3-8ff2-73a47f6ea41f","10|130|250"
"e87bfb2a-f507-46e3-ae11-ffb2c9641009","210|330|90"
"076fd2f9-5197-4cf1-8907-474c53fef7c8","140|260|20"
"366b9fbd-4ec7-4807-b5c4-4ebc40c12c20","10|130|250"
"ec4711e3-461b-4bd7-a840-2772af621150","340|100|220"
"bb3a3326-4199-4cc5-8f63-335976a9cfc3","80|200|320"
"70583995-2970-4a20-957a-503722a03601","190|310|70"
"76f72aa3-a347-4f80-83e2-146b700b8c2e","210|330|90"
"e0f39c1d-18be-48a2-b2cd-4af1df1a7017","100|220|340"
"c917e74c-6c0d-4619-8cca-bf6d9992fbc6","210|330|90"
"60aab34a-7524-42f2-b4ed-8aed17a16e35","70|190|310"
"053324f3-409d-4469-becb-a76948981e28","100|220|340"
"165923b0-5314-429a-9341-be0892444b9a","210|330|90"
"775db0a0-1637-49c9-ac79-a96f1f9fd4d6","70|190|310"
"5e94453f-5fe1-4aeb-b73d-1a0306801032","100|220|340"
"0e593817-9346-40a2-a295-94ad0925a9b5","310|70|190"
"9b805459-8f1b-48ff-a8da-3e98aba2ccfe","150|270|30"
"6013641e-7eb1-453f-85a8-88fd03aba6fd","180|300|60"
"df5175a8-e67e-4f71-a768-740a660bf68d","210|330|90"
"de74e37b-383c-4642-b08c-2f0afbaef4c0","280|40|160"
"fc3466d2-cc62-4d31-8e59-b80f3327e472","20|140|260"
"37c352a3-863d-4f96-addc-5ee9ce29a59d","170|290|50"
"95e2c485-25f3-412a-b8c7-8ed90f578895","280|40|160"
"cbc3a51d-68bc-45a3-bca7-8c5078968bfa","20|140|260"
"90b36ade-15fa-4f8c-b5cd-aab876e2f332","170|290|50"
"5619b32d-c04f-4883-aa75-a8a81a04479c","320|80|200"
"33fabe90-3101-49dd-8eb5-2863af10b553","260|20|140"
"f5fca565-ab9a-4500-8d19-2c5ab2adb8f0","290|50|170"
"cb91f03e-876a-4d73-b4c7-3d1a13204142","260|20|140"
"b4a93a46-9158-46b7-8d25-3dd45cdaf9bd","90|210|330"
"ae6ea452-e011-4a7b-ac8f-54faaeab03c4","230|350|110"
"6888134c-c340-4692-abfd-ea1ea5b669cc","110|230|350"
"89091817-3796-401e-91ba-78d219bbf0bb","90|210|330"
"5a8edf5f-4e4c-484d-99a3-6f9817b9bf3d","290|50|170"
"c31e0b64-d915-44ce-ba6c-ffcc6842bb05","200|320|80"
"92f5bcbb-e0d6-477f-b6aa-3b8a53c80a56","310|70|190"
"6cd55ef0-a4bb-4391-b828-1cda98ab999c","350|110|230"
