"","taxonID","acceptedTaxonID","family.x","genus.x","species","pathway","scientificName.y","commonName","reference","nativeStatusCode"
"34","ACEM4","ACEM4","Poaceae","Achnatherum","eminens","unknown","Achnatherum eminens (Cav.) Barkworth","southwestern needlegrass","","N"
"35","STEM2","ACEM4","","Stipa","eminens","unknown","Stipa eminens Cav."," ","","N"
"36","ACHE10","ACHE10","Poaceae","Achnatherum","hendersonii","unknown","Achnatherum hendersonii (Vasey) Barkworth","Henderson's needlegrass","","N"
"37","ORHE","ACHE10","","Oryzopsis","hendersonii","unknown","Oryzopsis hendersonii Vasey"," ","","N"
"38","STHE5","ACHE10","","Stipa","hendersonii","unknown","Stipa hendersonii (Vasey) Muhl."," ","","N"
"39","ACHNA","ACHNA","Poaceae","Achnatherum","Beauv.","","Achnatherum Beauv.","needlegrass","","UNK"
"40","ACHNE","ACHNE","Poaceae","Achnella","Barkworth","","Achnella Barkworth","ricegrass","","I"
"41","STHY6","ACHY","","Stipa","hymenoides","unknown","Stipa hymenoides Roemer & J.A. Schultes"," ","","N"
"42","ACHY","ACHY","Poaceae","Achnatherum","hymenoides","unknown","Achnatherum hymenoides (Roemer & J.A. Schultes) Barkworth","Indian ricegrass","","N"
"43","ERCU9","ACHY","","Eriocoma","cuspidata","unknown","Eriocoma cuspidata Nutt."," ","","N"
"44","ORHY","ACHY","","Oryzopsis","hymenoides","C3","Oryzopsis hymenoides (Roemer & J.A. Schultes) Ricker ex Piper"," ","7,34,65,120,170,179,299,385,634","N"
"45","STLA2","ACLA8","","Stipa","latiglumis","unknown","Stipa latiglumis Swallen"," ","","N"
"46","ACLA8","ACLA8","Poaceae","Achnatherum","latiglume","unknown","Achnatherum latiglume (Swallen) Barkworth","Sierra needlegrass","","N"
"47","ACLE8","ACLE8","Poaceae","Achnatherum","lemmonii","unknown","Achnatherum lemmonii (Swallen) Barkworth","Lemmon's needlegrass","","N"
"48","ACLE9","ACLE9","Poaceae","Achnatherum","lettermanii","unknown","Achnatherum lettermanii (Vasey) Barkworth","Letterman's needlegrass","","N"
"49","STLE4","ACLE9","","Stipa","lettermanii","unknown","Stipa lettermanii Vasey"," ","","N"
"50","STLEJ","ACLEL","","Stipa","lemmonii","unknown","Stipa lemmonii (Vasey) Scribn. var. jonesii Scribn."," ","","N"
"51","ACLEL","ACLEL","Poaceae","Achnatherum","lemmonii","unknown","Achnatherum lemmonii (Swallen) Barkworth var. lemmonii","Lemmon's needlegrass","","N"
"52","STLE2","ACLEL","","Stipa","lemmonii","unknown","Stipa lemmonii (Vasey) Scribn."," ","","N"
"53","STLEP","ACLEP","","Stipa","lemmonii","unknown","Stipa lemmonii (Vasey) Scribn. var. pubescens Crampton"," ","","N"
"54","ACLEP","ACLEP","Poaceae","Achnatherum","lemmonii","unknown","Achnatherum lemmonii (Swallen) Barkworth var. pubescens (Crampton) Barkworth","pubescent Lemmon's needlegrass","","N"
"55","STLO3","ACLO7","","Stipa","lobata","unknown","Stipa lobata Swallen"," ","","N"
"56","ACLO7","ACLO7","Poaceae","Achnatherum","lobatum","unknown","Achnatherum lobatum (Swallen) Barkworth","littleawn needlegrass","","N"
"57","ACNE10","ACNE10","Poaceae","Achnatherum","nevadense","unknown","Achnatherum nevadense (B.L. Johnston) Barkworth","Nevada needlegrass","","N"
"58","STNE4","ACNE10","","Stipa","nevadensis","unknown","Stipa nevadensis B.L. Johnson"," ","","N"
"59","ACNE9","ACNE9","Poaceae","Achnatherum","nelsonii","unknown","Achnatherum nelsonii (Scribn.) Barkworth","Columbia needlegrass","","N"
"60","STMI6","ACNED","","Stipa","minor","unknown","Stipa minor (Vasey) Scribn."," ","","N"
"61","STNED2","ACNED","","Stipa","nelsonii","unknown","Stipa nelsonii Scribn. var. dorei (Barkworth & Maze) Dorn"," ","","N"
"62","STOCM","ACNED","","Stipa","occidentalis","unknown","Stipa occidentalis Thurb. ex S. Wats. var. minor sensu C.L. Hitchc., non (Vasey) C.L. Hitchc."," ","","N"
"63","STCO3","ACNED","","Stipa","columbiana","C3","Stipa columbiana auct. non Macoun"," ","7,90,99","N"
"64","STNED","ACNED","","Stipa","nelsonii","unknown","Stipa nelsonii Scribn. ssp. dorei Barkworth & Maze"," ","","N"
"65","ACNED","ACNED","Poaceae","Achnatherum","nelsonii","unknown","Achnatherum nelsonii (Scribn.) Barkworth ssp. dorei (Barkworth & Maze) Barkworth","Dore's needlegrass","","N"
"66","STOCN","ACNEN2","","Stipa","occidentalis","unknown","Stipa occidentalis Thurb. ex S. Wats. var. nelsonii (Scribn.) C.L. Hitchc."," ","","N"
"67","STCON2","ACNEN2","","Stipa","columbiana","unknown","Stipa columbiana Macoun var. nelsonii (Scribn.) St. John"," ","","N"
"68","ACNEN2","ACNEN2","Poaceae","Achnatherum","nelsonii","unknown","Achnatherum nelsonii (Scribn.) Barkworth ssp. nelsonii","Columbia needlegrass","","N"
"69","STNE3","ACNEN2","","Stipa","nelsonii","unknown","Stipa nelsonii Scribn."," ","","N"
"70","STWI","ACNEN2","","Stipa","williamsii","unknown","Stipa williamsii Scribn."," ","","N"
"71","ACOC3","ACOC3","Poaceae","Achnatherum","occidentale","unknown","Achnatherum occidentale (Thurb. ex S. Wats.) Barkworth","western needlegrass","","N"
"72","STCA2","ACOCC","","Stipa","californica","unknown","Stipa californica Merr. & Burtt-Davy ex Hall"," ","","N"
"73","ACNEL2","ACOCC","","Achnatherum","nelsonii","unknown","Achnatherum nelsonii (Scribn.) Barkworth ssp. longiaristatum (Barkworth & Maze) Barkworth"," ","","N"
"74","STOCC","ACOCC","","Stipa","occidentalis","unknown","Stipa occidentalis Thurb. ex S. Wats. var. californica (Merr. & Burtt-Davy ex Hall) C.L. Hitchc."," ","","N"
"75","STNEL3","ACOCC","","Stipa","nelsonii","unknown","Stipa nelsonii Scribn. var. longiaristata Barkworth & Maze"," ","","N"
"76","ACOCC","ACOCC","Poaceae","Achnatherum","occidentale","unknown","Achnatherum occidentale (Thurb. ex S. Wats.) Barkworth ssp. californicum (Merr. & Burtt-Davey ex Hall) Barkworth","California needlegrass","","N"
"77","ACOCO","ACOCO","Poaceae","Achnatherum","occidentale","unknown","Achnatherum occidentale (Thurb. ex S. Wats.) Barkworth ssp. occidentale","western needlegrass","","N"
"78","STOC2","ACOCO","","Stipa","occidentalis","C3","Stipa occidentalis Thurb. ex S. Wats."," ","410","N"
"79","STEL2","ACOCP","","Stipa","elmeri","unknown","Stipa elmeri Piper & Brodie ex Scribn."," ","","N"
"80","ACOCP","ACOCP","Poaceae","Achnatherum","occidentale","unknown","Achnatherum occidentale (Thurb. ex S. Wats.) Barkworth ssp. pubescens (Vasey) Barkworth","pubescent western needlegrass","","N"
"81","STOCP","ACOCP","","Stipa","occidentalis","unknown","Stipa occidentalis Thurb. ex S. Wats. var. pubescens (Vasey) Maze, Taylor & MacBryde"," ","","N"
"82","ACPA13","ACPA13","Poaceae","Achnatherum","parishii","unknown","Achnatherum parishii (Vasey) Barkworth","Parish's needlegrass","","N"
"83","STCOD","ACPAD","","Stipa","coronata","unknown","Stipa coronata Thurb. var. depauperata (M.E. Jones) A.S. Hitchc."," ","","N"
"84","ACPAD","ACPAD","Poaceae","Achnatherum","parishii","unknown","Achnatherum parishii (Vasey) Barkworth var. depauperatum (M.E. Jones) Barkworth","little Parish's needlegrass","","N"
"85","STCOP2","ACPAP","","Stipa","coronata","unknown","Stipa coronata Thurb. var. parishii (Vasey) A.S. Hitchc."," ","","N"
"86","STPA17","ACPAP","","Stipa","parishii","unknown","Stipa parishii Vasey"," ","","N"
"87","ACPAP","ACPAP","Poaceae","Achnatherum","parishii","unknown","Achnatherum parishii (Vasey) Barkworth var. parishii","Parish's needlegrass","","N"
"88","STPE10","ACPE13","","Stipa","perplexa","unknown","Stipa perplexa (Hoge & Barkworth) J. Wipff  & S.D. Jones"," ","","N"
"89","ACPE13","ACPE13","Poaceae","Achnatherum","perplexum","unknown","Achnatherum perplexum Hoge & Barkworth","New Mexico needlegrass","","N"
"90","ACPI2","ACPI2","Poaceae","Achnatherum","pinetorum","unknown","Achnatherum pinetorum (M.E. Jones) Barkworth","pine needlegrass","","N"
"91","STPI2","ACPI2","","Stipa","pinetorum","unknown","Stipa pinetorum M.E. Jones"," ","","N"
"92","ELRA5","ACRA6","","Eleusine","racemosa","unknown","Eleusine racemosa Roemer & J.A. Schultes"," ","","I"
"93","ACRA6","ACRA6","Poaceae","Acrachne","racemosa","C4","Acrachne racemosa (Roemer & J.A. Schultes) Ohwi","goosegrass","199,379,563","I"
"94","ACRAC","ACRAC","Poaceae","Acrachne","Chiov.","","Acrachne Chiov.","goosegrass","","I"
"95","ACRI8","ACRI8","Poaceae","Achnatherum","richardsonii","unknown","Achnatherum richardsonii (Link) Barkworth","Richardson's needlegrass","","N"
"96","STRI2","ACRI8","","Stipa","richardsonii","unknown","Stipa richardsonii Link"," ","","N"
"97","STRO3","ACRO7","","Stipa","robusta","C3","Stipa robusta (Vasey) Scribn."," ","7,90,179","N"
"98","ACRO7","ACRO7","Poaceae","Achnatherum","robustum","unknown","Achnatherum robustum (Vasey) Barkworth","sleepygrass","","N"
"99","STVA4","ACRO7","","Stipa","vaseyi","unknown","Stipa vaseyi Scribn."," ","","N"
"100","ACSC11","ACSC11","Poaceae","Achnatherum","scribneri","unknown","Achnatherum scribneri (Vasey) Barkworth","Scribner needlegrass","","N"
"101","STSC2","ACSC11","","Stipa","scribneri","unknown","Stipa scribneri Vasey"," ","","N"
"102","STSP3","ACSP12","","Stipa","speciosa","unknown","Stipa speciosa Trin. & Rupr."," ","","N"
"103","ACSP12","ACSP12","Poaceae","Achnatherum","speciosum","unknown","Achnatherum speciosum (Trin. & Rupr.) Barkworth","desert needlegrass","","N"
"104","STST2","ACST7","","Stipa","stillmanii","unknown","Stipa stillmanii Boland."," ","","N"
"105","ACST7","ACST7","Poaceae","Achnatherum","stillmanii","unknown","Achnatherum stillmanii (Bolander) Barkworth","Stillman's needlegrass","","N"
"106","ACSW3","ACSW3","Poaceae","Achnatherum","swallenii","unknown","Achnatherum swallenii (C.L. Hitchc. & Spellenberg) Barkworth","Swallen's needlegrass","","N"
"107","ORSW","ACSW3","","Oryzopsis","swallenii","unknown","Oryzopsis swallenii C.L. Hitchc. & Spellenberg"," ","","N"
"108","STTH2","ACTH7","","Stipa","thurberiana","unknown","Stipa thurberiana Piper"," ","","N"
"109","ACTH7","ACTH7","Poaceae","Achnatherum","thurberianum","unknown","Achnatherum thurberianum (Piper) Barkworth","Thurber's needlegrass","","N"
"110","ACWA4","ACWA4","Poaceae","Achnatherum","wallowaensis","unknown","Achnatherum wallowaensis Maze & K.A. Robson","Wallowa needlegrass","","N"
"111","ORWE","ACWE3","","Oryzopsis","webberi","unknown","Oryzopsis webberi (Thurb.) Benth. ex Vasey"," ","","N"
"112","STWE","ACWE3","","Stipa","webberi","unknown","Stipa webberi (Thurb.) B.L. Johnson"," ","","N"
"113","ACWE3","ACWE3","Poaceae","Achnatherum","webberi","unknown","Achnatherum webberi (Thurb.) Barkworth","Webber needlegrass","","N"
"114","AECE","AECE","Poaceae","Aegopogon","cenchroides","C4","Aegopogon cenchroides Humb. & Bonpl.","relaxgrass","47,340","I"
"115","AECR","AECR","Poaceae","Aegilops","crassa","C3","Aegilops crassa Boiss.","Persian goatgrass","7,181,563","I"
"116","AETA3","AECY","","Aegilops","tauschii","unknown","Aegilops tauschii auct. non Coss."," ","","I"
"117","TRCY3","AECY","","Triticum","cylindricum","unknown","Triticum cylindricum (Host) Ces., Pass. & Gib."," ","","I"
"118","AECY","AECY","Poaceae","Aegilops","cylindrica","C3","Aegilops cylindrica Host","jointed goatgrass","7,90","I"
"119","CYCY5","AECY","","Cylindropyrum","cylindricum","unknown","Cylindropyrum cylindricum (Host) A. Löve"," ","","I"
"120","AECYR","AECY","","Aegilops","cylindrica","unknown","Aegilops cylindrica Host var. rubiginosa Popova"," ","","I"
"121","AEGE","AEGE","Poaceae","Aegilops","geniculata","unknown","Aegilops geniculata Roth","ovate goatgrass","","I"
"122","AEOV2","AEGE","","Aegilops","ovata","C3","Aegilops ovata L. p.p."," ","7,30,563","I"
"123","TROV4","AEGE","","Triticum","ovatum","unknown","Triticum ovatum (L.) Gren. & Godr. p.p."," ","","I"
"124","AEGIL","AEGIL","Poaceae","Aegilops","L.","","Aegilops L.","goatgrass","","I"
"125","AEGOP2","AEGOP2","Poaceae","Aegopogon","Humb.","","Aegopogon Humb. & Bonpl. ex Willd.","relaxgrass","","UNK"
"126","AESQ2","AETA2","","Aegilops","squarrosa","unknown","Aegilops squarrosa of authors"," ","","I"
"127","AETA2","AETA2","Poaceae","Aegilops","tauschii","unknown","Aegilops tauschii Coss.","Tausch's goatgrass","","I"
"128","AETE","AETE","Poaceae","Aegopogon","tenellus","unknown","Aegopogon tenellus (DC.) Trin.","fragilegrass","","N"
"129","AETEA","AETE","","Aegopogon","tenellus","unknown","Aegopogon tenellus (DC.) Trin. var. abortivus (Fourn.) Beetle"," ","","N"
"130","LATE4","AETE","","Lamarckia","tenella","unknown","Lamarckia tenella DC."," ","","N"
"131","AESQ","AETR","","Aegilops","squarrosa","C3","Aegilops squarrosa L."," ","7","I"
"132","TRPE19","AETR","","Triticum","persicum","C3","Triticum persicum (Boiss.) Aitch. & Hemsley"," ","7","I"
"133","AETR","AETR","Poaceae","Aegilops","triuncialis","C3","Aegilops triuncialis L.","barbed goatgrass","7","I"
"134","TRTR5","AETR","","Triticum","triunciale","unknown","Triticum triunciale (L.) Raspail"," ","","I"
"135","POAE","AGAE","","Podagrostis","aequivalvis","unknown","Podagrostis aequivalvis (Trin.) Scribn. & Merr."," ","","N"
"136","AGAE","AGAE","Poaceae","Agrostis","aequivalvis","unknown","Agrostis aequivalvis (Trin.) Trin.","arctic bentgrass","","N"
"137","AGAV","AGAV","Poaceae","Agrostis","avenacea","unknown","Agrostis avenacea J.F. Gmel.","Pacific bentgrass","","I"
"138","AGRE5","AGAV","","Agrostis","retrofracta","unknown","Agrostis retrofracta Willd."," ","","I"
"139","AGBR3","AGBL","","Agrostis","breviculmis","C3","Agrostis breviculmis auct. non A.S. Hitchc."," ","472","N"
"140","AGBL","AGBL","Poaceae","Agrostis","blasdalei","unknown","Agrostis blasdalei A.S. Hitchc.","Blasdale bentgrass","","N"
"141","AGBLM","AGBL","","Agrostis","blasdalei","unknown","Agrostis blasdalei A.S. Hitchc. var. marinensis Crampton"," ","","N"
"142","AGCA11","AGCA11","Poaceae","Agrostis","castellana","C3","Agrostis castellana Boiss. & Reuter","bentgrass","7,90","UNK"
"143","AGCA4","AGCA4","Poaceae","Agrostis","canina","unknown","Agrostis canina L.","velvet bentgrass","","N"
"144","AGCAV","AGCA4","","Agrostis","canina","unknown","Agrostis canina L. var. varians (Thuill.) Ducomm."," ","","N"
"145","AGCA5","AGCA5","Poaceae","Agrostis","capillaris","C3","Agrostis capillaris L.","colonial bentgrass","57,129,149,171,410,400,000","I"
"146","AGTEP","AGCA5","","Agrostis","tenuis","unknown","Agrostis tenuis Sibthorp var. pumila (L.) Druce"," ","","I"
"147","AGTEH","AGCA5","","Agrostis","tenuis","unknown","Agrostis tenuis Sibthorp var. hispida (Willd.) Philipson"," ","","I"
"148","AGTEA","AGCA5","","Agrostis","tenuis","unknown","Agrostis tenuis Sibthorp var. aristata (Parnell) Druce"," ","","I"
"149","AGVU2","AGCA5","","Agrostis","vulgaris","unknown","Agrostis vulgaris With."," ","","I"
"150","AGSY2","AGCA5","","Agrostis","sylvatica","unknown","Agrostis sylvatica Huds."," ","","I"
"151","AGTE","AGCA5","","Agrostis","tenuis","C3","Agrostis tenuis Sibthorp"," ","7,90","I"
"152","AGCL2","AGCL2","Poaceae","Agrostis","clivicola","unknown","Agrostis clivicola Crampton","coastalbluff bentgrass","","N"
"153","AGCLC","AGCLC","Poaceae","Agrostis","clivicola","unknown","Agrostis clivicola Crampton var. clivicola","coastalbluff bentgrass","","N"
"154","AGCLP","AGCLP","Poaceae","Agrostis","clivicola","unknown","Agrostis clivicola Crampton var. punta-reyesensis Crampton","Point Reyes bentgrass","","N"
"155","AGCR","AGCR","Poaceae","Agropyron","cristatum","C3","Agropyron cristatum (L.) Gaertn.","crested wheatgrass","10,28,90,120,156,157,158,250,268,269,400","I"
"156","AGCRP8","AGCRP8","Poaceae","Agropyron","cristatum","unknown","Agropyron cristatum (L.) Gaertn. ssp. pectinatum (Bieb.) Tzvelev","crested wheatgrass","","I"
"157","AGPE5","AGCRP8","","Agropyron","pectiniforme","C3","Agropyron pectiniforme Roemer & J.A. Schultes"," ","7","I"
"158","AGCR3","AGCRP8","","Agropyron","cristatiforme","unknown","Agropyron cristatiforme Sarkar"," ","","I"
"159","AGDE2","AGDE2","Poaceae","Agropyron","desertorum","C3","Agropyron desertorum (Fisch. ex Link) J.A. Schultes","desert wheatgrass","129,156,250,269,409,000","I"
"160","AGCRD2","AGDE2","","Agropyron","cristatum","unknown","Agropyron cristatum (L.) Gaertn. var. desertorum (Fisch. ex Link) Dorn"," ","","I"
"161","AGCRD","AGDE2","","Agropyron","cristatum","unknown","Agropyron cristatum (L.) Gaertn. ssp. desertorum (Fisch. ex Link) A. Löve"," ","","I"
"162","AGCA3","AGDE7","","Agrostis","californica","unknown","Agrostis californica Trin."," ","","N"
"163","AGDE7","AGDE7","Poaceae","Agrostis","densiflora","unknown","Agrostis densiflora Vasey","California bentgrass","","N"
"164","AGGL3","AGDE7","","Agrostis","glomerata","unknown","Agrostis glomerata auct. non (J. Presl) Kunth"," ","","N"
"165","AGEL4","AGEL4","Poaceae","Agrostis","elliottiana","unknown","Agrostis elliottiana J.A. Schultes","Elliott's bentgrass","","N"
"166","AGEX2","AGEL4","","Agrostis","exigua","unknown","Agrostis exigua Thurb."," ","","N"
"167","AGEX","AGEX","Poaceae","Agrostis","exarata","unknown","Agrostis exarata Trin.","spike bentgrass","","N"
"168","AGAM2","AGEX","","Agrostis","ampla","unknown","Agrostis ampla A.S. Hitchc."," ","","N"
"169","AGMIM","AGEX","","Agrostis","microphylla","unknown","Agrostis microphylla Steud. var. major Vasey"," ","","N"
"170","AGEXM","AGEX","","Agrostis","exarata","unknown","Agrostis exarata Trin. var. minor Hook."," ","","N"
"171","AGEXM2","AGEX","","Agrostis","exarata","unknown","Agrostis exarata Trin. var. monolepis (Torr.) A.S. Hitchc."," ","","N"
"172","AGEXP","AGEX","","Agrostis","exarata","unknown","Agrostis exarata Trin. var. purpurascens Hultén"," ","","N"
"173","AGLOA","AGEX","","Agrostis","longiligula","unknown","Agrostis longiligula A.S. Hitchc. var. australis J.T. Howell"," ","","N"
"174","AGLO2","AGEX","","Agrostis","longiligula","unknown","Agrostis longiligula A.S. Hitchc."," ","","N"
"175","AGEXM3","AGEX","","Agrostis","exarata","unknown","Agrostis exarata Trin. ssp. minor (Hook.) C.L. Hitchc."," ","","N"
"176","AGME","AGEX","","Agrostis","melaleuca","unknown","Agrostis melaleuca (Trin.) A.S. Hitchc."," ","","N"
"177","AGAS4","AGEX","","Agrostis","asperifolia","unknown","Agrostis asperifolia Trin."," ","","N"
"178","AGEXP2","AGEX","","Agrostis","exarata","unknown","Agrostis exarata Trin. var. pacifica Vasey"," ","","N"
"179","AGAL2","AGEX","","Agrostis","alaskana","unknown","Agrostis alaskana Hultén"," ","","N"
"180","AGAE2","AGEX","","Agrostis","aenea","unknown","Agrostis aenea Trin."," ","","N"
"181","AGSI","AGFR","","Agropyron","sibiricum","C3","Agropyron sibiricum (Willd.) Beauv."," ","7","I"
"182","AGCRF","AGFR","","Agropyron","cristatum","unknown","Agropyron cristatum (L.) Gaertn. ssp. fragile (Roth) A. Löve"," ","","I"
"183","AGFRS2","AGFR","","Agropyron","fragile","unknown","Agropyron fragile (Roth) P. Candargy var. sibiricum (Willd.) Tzvelev"," ","","I"
"184","AGCRF2","AGFR","","Agropyron","cristatum","unknown","Agropyron cristatum (L.) Gaertn. var. fragile (Roth) Dorn"," ","","I"
"185","AGFR","AGFR","Poaceae","Agropyron","fragile","unknown","Agropyron fragile (Roth) P. Candargy","Siberian wheatgrass","","I"
"186","AGFRS","AGFR","","Agropyron","fragile","unknown","Agropyron fragile (Roth) P. Candargy ssp. sibiricum (Willd.) Melderis"," ","","I"
"187","AGNI","AGGI2","","Agrostis","nigra","unknown","Agrostis nigra With."," ","","I"
"188","AGSTM","AGGI2","","Agrostis","stolonifera","unknown","Agrostis stolonifera L. var. major (Gaudin) Farw."," ","","I"
"189","AGAL3","AGGI2","","Agrostis","alba","C3","Agrostis alba auct. non L."," ","90,120,156,179","I"
"190","AGGID","AGGI2","","Agrostis","gigantea","unknown","Agrostis gigantea Roth var. dispar (Michx.) Philipson"," ","","I"
"191","AGSTG","AGGI2","","Agrostis","stolonifera","unknown","Agrostis stolonifera L. ssp. gigantea (Roth) Schuebl. & Martens"," ","","I"
"192","AGGI2","AGGI2","Poaceae","Agrostis","gigantea","unknown","Agrostis gigantea Roth","redtop","","I"
"193","AGHA2","AGHA2","Poaceae","Agrostis","hallii","unknown","Agrostis hallii Vasey","Hall's bentgrass","","N"
"194","AGHAP","AGHA2","","Agrostis","hallii","unknown","Agrostis hallii Vasey var. pringlei (Scribn.) A.S. Hitchc."," ","","N"
"195","AGMIH","AGHE3","","Agrostis","microphylla","unknown","Agrostis microphylla Steud. var. hendersonii (A.S. Hitchc.) Beetle"," ","","N"
"196","AGAR2","AGHE3","","Agrostis","aristiglumis","unknown","Agrostis aristiglumis Swallen"," ","","N"
"197","AGHE3","AGHE3","Poaceae","Agrostis","hendersonii","unknown","Agrostis hendersonii A.S. Hitchc.","Henderson's bentgrass","","N"
"198","AGHO","AGHO","Poaceae","Agrostis","hooveri","unknown","Agrostis hooveri Swallen","Hoover's bentgrass","","N"
"199","AGHO2","AGHO2","Poaceae","Agrostis","howellii","unknown","Agrostis howellii Scribn.","Howell's bentgrass","","N"
"200","AGTH2","AGHU","","Agrostis","thurberiana","unknown","Agrostis thurberiana A.S. Hitchc."," ","","N"
"201","POTH3","AGHU","","Podagrostis","thurberiana","unknown","Podagrostis thurberiana (A.S. Hitchc.) Hultén"," ","","N"
"202","AGHU","AGHU","Poaceae","Agrostis","humilis","unknown","Agrostis humilis Vasey","alpine bentgrass","","N"
"203","POHU","AGHU","","Podagrostis","humilis","unknown","Podagrostis humilis (Vasey) Björkman"," ","","N"
"204","AGHY","AGHY","Poaceae","Agrostis","hyemalis","C3","Agrostis hyemalis (Walt.) B.S.P.","winter bentgrass","7,278","N"
"205","AGAN2","AGHY","","Agrostis","antecedens","unknown","Agrostis antecedens Bickn."," ","","N"
"206","COHY2","AGHY","","Cornucopiae","hyemalis","unknown","Cornucopiae hyemalis Walt."," ","","N"
"207","AGID","AGID","Poaceae","Agrostis","idahoensis","unknown","Agrostis idahoensis Nash","Idaho bentgrass","","N"
"208","AGBOR","AGID","","Agrostis","borealis","unknown","Agrostis borealis Hartman var. recta (Hartman) Boivin"," ","","N"
"209","AGCL4","AGID","","Agrostis","clavata","unknown","Agrostis clavata auct. non Trin."," ","","N"
"210","AGFI3","AGID","","Agrostis","filicumis","unknown","Agrostis filicumis M.E. Jones"," ","","N"
"211","AGLI","AGLI","Poaceae","Agropogon","littoralis","unknown","Agropogon littoralis (Sm.) C.E. Hubbard","coast agropogon","","I"
"212","POLI5","AGLI","","Polypogon","littoralis","unknown","Polypogon littoralis Sm."," ","","I"
