"siteid","taxonid","decayClass","sizeCategory","relativeAbundance","cumulativeAbundance","sampledDiskNum","cumulativeDiskNum"
"ORNL","ACSA3","3","2-5cm",0.27,95.22,5,685
"ORNL","PIST","3","2-5cm",0.27,95.49,5,690
"ORNL","ACSA3",NA,"2-5cm",0.27,95.76,5,695
"ORNL","JUVI",NA,"2-5cm",0.27,96.03,5,700
"ORNL","QUERC","1","5-10cm",0.27,96.3,5,705
"ORNL","CATO6","2","5-10cm",0.27,96.57,5,710
"ORNL","PITA","2","5-10cm",0.27,96.84,5,715
"ORNL","QUVE","2","5-10cm",0.27,97.11,5,720
"ORNL","ACRU","3","5-10cm",0.27,97.38,5,725
"ORNL","ACSA3","3","5-10cm",0.27,97.65,5,730
"ORNL","COFL2","3","5-10cm",0.27,97.92,5,735
"ORNL","JUVI","3","5-10cm",0.27,98.19,5,740
"ORNL","OXAR","3","5-10cm",0.27,98.46,5,745
"ORNL","QUERC","3","5-10cm",0.27,98.73,5,750
"ORNL","PIST","4","5-10cm",0.27,99,5,755
"ORNL","QURU","4","5-10cm",0.27,99.27,5,760
"ORNL","PINUS","5","5-10cm",0.27,99.54,5,765
"ORNL","ACSA3",NA,"5-10cm",0.27,99.81,5,770
"ORNL","CECA4",NA,"5-10cm",0.27,100.08,5,775
