"","domainid","siteid","plotid_parent","tallydate","volumefactor","particle_count","lidsazimuth","logdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"305","D02","SCBI","SCBI_055","2017-04-13T00:00:00.000Z","8",NA,260,44.5,"2PLANT-H","4 - Rotten throughout","339",85.5,16,"2PLANT-H","Y",">=10cm","4"
"306","D02","SCBI","SCBI_055","2017-04-13T00:00:00.000Z","8",NA,260,22.4,"2PLANT-H","4 - Rotten throughout","339",85.5,16,"2PLANT-H","Y",">=10cm","4"
"307","D02","SCBI","SCBI_055","2017-04-13T00:00:00.000Z","8",NA,20,45,"QUMO4","3 - Heartwood sound","129",7.3,20.9,"QUMO4","Y",">=10cm","3"
"308","D02","SCBI","SCBI_055","2017-04-13T00:00:00.000Z","8",NA,20,44.9,"CARYA","3 - Heartwood sound","130",62.8,21.6,"CARYA","Y",">=10cm","3"
"309","D02","SCBI","SCBI_049","2017-04-14T00:00:00.000Z","8",NA,160,13,"2PLANT-H","3 - Heartwood sound","752",7.1,3,"2PLANT-H","Y",">=10cm","3"
"310","D02","SCBI","SCBI_049","2017-04-14T00:00:00.000Z","8",NA,160,52.3,"QURUR","4 - Rotten throughout","751",84.7,1.3,"QURUR","Y",">=10cm","4"
"311","D02","SCBI","SCBI_049","2017-04-13T00:00:00.000Z","8",NA,280,5.3,"2PLANT-H","3 - Heartwood sound","L01",1.1,2.5,"2PLANT-H","Y","5-10cm","3"
"312","D02","SCBI","SCBI_004","2017-05-03T00:00:00.000Z","8",NA,350,9.6,"2PLANT-H","3 - Heartwood sound","L02",4.7,2.5,"2PLANT-H","Y","5-10cm","3"
"313","D02","SCBI","SCBI_004","2017-05-03T00:00:00.000Z","8",NA,350,12.4,"CARYA","4 - Rotten throughout","43",6.1,3.3,"CARYA","Y",">=10cm","4"
"314","D02","SCBI","SCBI_004","2017-05-03T00:00:00.000Z","8",NA,350,11,"2PLANT-H","3 - Heartwood sound","42",6.5,2.8,"2PLANT-H","Y",">=10cm","3"
"315","D02","SCBI","SCBI_004","2017-05-03T00:00:00.000Z","8",NA,350,17.3,"2PLANT-H","3 - Heartwood sound","41",9.8,4.2,"2PLANT-H","Y",">=10cm","3"
"316","D02","SCBI","SCBI_004","2017-05-03T00:00:00.000Z","8",NA,350,31.4,"FRAM2","2 - Sound round","40",32.3,19.2,"FRAM2","Y",">=10cm","2"
"317","D02","SCBI","SCBI_004","2017-05-03T00:00:00.000Z","8",NA,350,46.4,"FRAM2","2 - Sound round","40",32.3,19.2,"FRAM2","Y",">=10cm","2"
"318","D02","SCBI","SCBI_004","2017-05-03T00:00:00.000Z","8",NA,350,27.1,"FRAM2","2 - Sound round","39",34.9,2,"FRAM2","Y",">=10cm","2"
"319","D02","SCBI","SCBI_004","2017-05-03T00:00:00.000Z","8",NA,230,9.5,"2PLANT-H","3 - Heartwood sound","L03",2.6,2,"2PLANT-H","Y","5-10cm","3"
"320","D02","SCBI","SCBI_004","2017-05-03T00:00:00.000Z","8",NA,230,36.4,"2PLANT-H","3 - Heartwood sound","44",67.6,24.6,"2PLANT-H","Y",">=10cm","3"
"321","D02","SCBI","SCBI_013","2017-05-09T00:00:00.000Z","8",NA,280,14.9,"2PLANT-H","3 - Heartwood sound","17",0.9,8.5,"2PLANT-H","Y",">=10cm","3"
"322","D02","SCBI","SCBI_013","2017-05-09T00:00:00.000Z","8",NA,280,30.1,"ULMUS","3 - Heartwood sound","15",33.9,999,"ULMUS","Y",">=10cm","3"
"323","D02","SCBI","SCBI_013","2017-05-09T00:00:00.000Z","8",NA,280,62.5,"QUERC","4 - Rotten throughout","321",195.9,16,"QUERC","Y",">=10cm","4"
"324","D02","SCBI","SCBI_013","2017-05-09T00:00:00.000Z","8",NA,160,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"325","D02","SCBI","SCBI_013","2017-05-09T00:00:00.000Z","8",NA,40,23.5,"2PLANT-H","3 - Heartwood sound","13",4.5,8.7,"2PLANT-H","Y",">=10cm","3"
