"","domainid","siteid","plotid_parent","tallydate","volumefactor","particle_count","lidsazimuth","logdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"15","D02","SCBI","SCBI_067","2017-03-27T00:00:00.000Z","8",NA,200,12,"2PLANT-H","3 - Heartwood sound","144",0,21.3,"2PLANT-H","Y",">=10cm","3"
"16","D02","SCBI","SCBI_067","2017-03-27T00:00:00.000Z","8",NA,200,13.1,"LITU","3 - Heartwood sound","145",3.7,5.8,"LITU","Y",">=10cm","3"
"17","D02","SCBI","SCBI_067","2017-03-27T00:00:00.000Z","8",NA,200,20,"SAAL5","3 - Heartwood sound","146",5.4,5.9,"SAAL5","Y",">=10cm","3"
"18","D02","SCBI","SCBI_067","2017-03-27T00:00:00.000Z","8",NA,200,12.3,"SAAL5","3 - Heartwood sound","147",7.4,10.5,"SAAL5","Y",">=10cm","3"
"19","D02","SCBI","SCBI_067","2017-03-27T00:00:00.000Z","8",NA,200,18.5,"CATO6","3 - Heartwood sound","700",36.7,16.7,"CATO6","Y",">=10cm","3"
"20","D02","SCBI","SCBI_067","2017-03-27T00:00:00.000Z","8",NA,200,40.5,"CATO6","3 - Heartwood sound","700",36.7,16.7,"CATO6","Y",">=10cm","3"
"21","D02","SCBI","SCBI_067","2017-03-27T00:00:00.000Z","8",NA,200,18.5,"CATO6","3 - Heartwood sound","700",36.7,16.7,"CATO6","Y",">=10cm","3"
"22","D02","SCBI","SCBI_067","2017-03-27T00:00:00.000Z","8",NA,200,17,"CATO6","3 - Heartwood sound","700",36.7,16.7,"CATO6","Y",">=10cm","3"
"23","D02","SCBI","SCBI_061","2017-03-30T00:00:00.000Z","8",NA,220,22.5,"ROPS","3 - Heartwood sound","58",16.3,3.9,"ROPS","Y",">=10cm","3"
"24","D02","SCBI","SCBI_061","2017-04-03T00:00:00.000Z","8",NA,340,7.4,"2PLANT-H","3 - Heartwood sound","L01",0.6,2.4,"2PLANT-H","Y","5-10cm","3"
"25","D02","SCBI","SCBI_061","2017-04-03T00:00:00.000Z","8",NA,340,37.6,"2PLANT-H","3 - Heartwood sound","60",35.8,18,"2PLANT-H","Y",">=10cm","3"
"26","D02","SCBI","SCBI_061","2017-04-03T00:00:00.000Z","8",NA,340,36.1,"2PLANT-H","4 - Rotten throughout","59",46.4,4.1,"2PLANT-H","Y",">=10cm","4"
"27","D02","SCBI","SCBI_061","2017-04-03T00:00:00.000Z","8",NA,340,46.5,"2PLANT-H","4 - Rotten throughout","768",98.7,9.2,"2PLANT-H","Y",">=10cm","4"
"28","D02","SCBI","SCBI_056","2017-04-03T00:00:00.000Z","8",NA,270,15.5,"2PLANT-H","4 - Rotten throughout","69",8.9,6.8,"2PLANT-H","Y",">=10cm","4"
"29","D02","SCBI","SCBI_061","2017-03-30T00:00:00.000Z","8",NA,220,31.9,"2PLANT-H","4 - Rotten throughout","57",21.1,8.7,"2PLANT-H","Y",">=10cm","4"
"30","D02","SCBI","SCBI_061","2017-03-30T00:00:00.000Z","8",NA,100,13.4,"2PLANT-H","3 - Heartwood sound","61",6.8,11.8,"2PLANT-H","Y",">=10cm","3"
"31","D02","SCBI","SCBI_061","2017-03-30T00:00:00.000Z","8",NA,100,29.3,"SAAL5","2 - Sound round","62",5.5,4.1,"SAAL5","Y",">=10cm","2"
"32","D02","SCBI","SCBI_051","2017-04-04T00:00:00.000Z","8",NA,350,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"33","D02","SCBI","SCBI_051","2017-04-04T00:00:00.000Z","8",NA,110,31.2,"QUERC","4 - Rotten throughout","113",11.7,24.3,"QUERC","Y",">=10cm","4"
"34","D02","SCBI","SCBI_051","2017-04-04T00:00:00.000Z","8",NA,110,52.3,"QUERC","4 - Rotten throughout","113",11.7,24.3,"QUERC","Y",">=10cm","4"
"35","D02","SCBI","SCBI_051","2017-04-04T00:00:00.000Z","8",NA,110,26.2,"2PLANT-H","3 - Heartwood sound","114",14.8,9,"2PLANT-H","Y",">=10cm","3"
"36","D02","SCBI","SCBI_051","2017-04-04T00:00:00.000Z","8",NA,110,32.3,"2PLANT-H","3 - Heartwood sound","767",18.3,7.1,"2PLANT-H","Y",">=10cm","3"
"37","D02","SCBI","SCBI_050","2017-04-05T00:00:00.000Z","8",NA,110,7.2,"2PLANT-H","3 - Heartwood sound","L01",0.1,7.6,"2PLANT-H","Y","5-10cm","3"
"38","D02","SCBI","SCBI_050","2017-04-05T00:00:00.000Z","8",NA,110,26.9,"2PLANT-H","3 - Heartwood sound","766",35.1,8.2,"2PLANT-H","Y",">=10cm","3"
"39","D02","SCBI","SCBI_050","2017-04-05T00:00:00.000Z","8",NA,110,43.6,"LITU","1 - Fresh fallen","765",79.2,15.2,"LITU","Y",">=10cm","1"
"40","D02","SCBI","SCBI_050","2017-04-05T00:00:00.000Z","8",NA,350,24.1,"PLOC","3 - Heartwood sound","46",23.5,2.1,"PLOC","Y",">=10cm","3"
"41","D02","SCBI","SCBI_050","2017-04-05T00:00:00.000Z","8",NA,350,22.8,"PLOC","3 - Heartwood sound","45",24.5,5,"PLOC","Y",">=10cm","3"
"42","D02","SCBI","SCBI_014","2017-04-17T00:00:00.000Z","8",NA,120,41.4,"ROPS","3 - Heartwood sound","334",12.2,16.4,"ROPS","Y",">=10cm","3"
"43","D02","SCBI","SCBI_010","2017-04-30T00:00:00.000Z","8",NA,110,16.5,"2PLANT-H","4 - Rotten throughout","736",12.2,6.3,"2PLANT-H","Y",">=10cm","4"
"44","D02","SCBI","SCBI_014","2017-04-17T00:00:00.000Z","8",NA,120,36.5,"2PLANT-H","3 - Heartwood sound","335",12.3,3.9,"2PLANT-H","Y",">=10cm","3"
"45","D02","SCBI","SCBI_014","2017-04-17T00:00:00.000Z","8",NA,120,23.3,"2PLANT-H","3 - Heartwood sound","196",14.9,9.5,"2PLANT-H","Y",">=10cm","3"
"46","D02","SCBI","SCBI_014","2017-04-17T00:00:00.000Z","8",NA,120,23.4,"ROPS","3 - Heartwood sound","197",21,13.7,"ROPS","Y",">=10cm","3"
"47","D02","SCBI","SCBI_014","2017-04-17T00:00:00.000Z","8",NA,120,28.9,"PRSES","3 - Heartwood sound","333",32,5.8,"PRSES","Y",">=10cm","3"
"48","D02","SCBI","SCBI_014","2017-04-17T00:00:00.000Z","8",NA,120,29,"ROPS","3 - Heartwood sound","198",39.2,17.5,"ROPS","Y",">=10cm","3"
"49","D02","SCBI","SCBI_014","2017-04-17T00:00:00.000Z","8",NA,120,56.9,"SAAL5","3 - Heartwood sound","199",73.7,12.3,"SAAL5","Y",">=10cm","3"
"50","D02","SCBI","SCBI_014","2017-04-17T00:00:00.000Z","8",NA,120,64.1,"QURUR","2 - Sound round","200",112.4,23.7,"QURUR","Y",">=10cm","2"
"51","D02","SCBI","SCBI_003","2017-04-19T00:00:00.000Z","8",NA,70,35.2,"QUERC","3 - Heartwood sound","739",16.8,14.5,"QUERC","Y",">=10cm","3"
"52","D02","SCBI","SCBI_003","2017-04-19T00:00:00.000Z","8",NA,70,32.7,"QURUR","3 - Heartwood sound","183",52.1,5.5,"QURUR","Y",">=10cm","3"
"53","D02","SCBI","SCBI_010","2017-04-30T00:00:00.000Z","8",NA,110,31.4,"SAAL5","2 - Sound round","735",46.9,7.2,"SAAL5","Y",">=10cm","2"
"54","D02","SCBI","SCBI_003","2017-04-19T00:00:00.000Z","8",NA,310,5.5,"2PLANT-H","3 - Heartwood sound","L02",0.1,1.2,"2PLANT-H","Y","5-10cm","3"
"55","D02","SCBI","SCBI_003","2017-04-19T00:00:00.000Z","8",NA,310,16.1,"2PLANT-H","3 - Heartwood sound","167",0.8,6.4,"2PLANT-H","Y",">=10cm","3"
"56","D02","SCBI","SCBI_003","2017-04-19T00:00:00.000Z","8",NA,310,22.2,"FRAM2","2 - Sound round","738",10.7,8.8,"FRAM2","Y",">=10cm","2"
"57","D02","SCBI","SCBI_003","2017-04-19T00:00:00.000Z","8",NA,310,30.5,"2PLANT-H","3 - Heartwood sound","168",43.1,9.1,"2PLANT-H","Y",">=10cm","3"
"58","D02","SCBI","SCBI_003","2017-04-19T00:00:00.000Z","8",NA,310,46.3,"2PLANT-H","3 - Heartwood sound","169",68.5,17.8,"2PLANT-H","Y",">=10cm","3"
"59","D02","SCBI","SCBI_003","2017-04-19T00:00:00.000Z","8",NA,310,51.5,"QUERC","3 - Heartwood sound","170",83.8,20.1,"QUERC","Y",">=10cm","3"
"60","D02","SCBI","SCBI_003","2017-04-19T00:00:00.000Z","8",NA,310,34.6,"QUERC","3 - Heartwood sound","170",83.8,20.1,"QUERC","Y",">=10cm","3"
"61","D02","SCBI","SCBI_003","2017-04-19T00:00:00.000Z","8",NA,310,44.3,"QUERC","3 - Heartwood sound","737",95.7,16.5,"QUERC","Y",">=10cm","3"
"62","D02","SCBI","SCBI_014","2017-04-18T00:00:00.000Z","8",NA,0,40.2,"2PLANT-H","3 - Heartwood sound","331",80.6,5,"2PLANT-H","Y",">=10cm","3"
"63","D02","SCBI","SCBI_017","2017-04-27T00:00:00.000Z","8",NA,170,10.5,"ACNEN","2 - Sound round","18",3.7,3.1,"ACNEN","Y",">=10cm","2"
"64","D02","SCBI","SCBI_017","2017-04-27T00:00:00.000Z","8",NA,290,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"65","D02","SCBI","SCBI_017","2017-04-27T00:00:00.000Z","8",NA,50,34.3,"ACNEN","2 - Sound round","325",0,11.1,"ACNEN","Y",">=10cm","2"
"66","D02","SCBI","SCBI_017","2017-04-27T00:00:00.000Z","8",NA,50,11.3,"ACNEN","2 - Sound round","324",4.6,1.9,"ACNEN","Y",">=10cm","2"
"67","D02","SCBI","SCBI_005","2017-04-27T00:00:00.000Z","8",NA,30,14.2,"CAGL8","2 - Sound round","287",7.9,9.6,"CAGL8","Y",">=10cm","2"
"68","D02","SCBI","SCBI_005","2017-04-27T00:00:00.000Z","8",NA,30,12.6,"CAGL8","2 - Sound round","287",7.9,9.6,"CAGL8","Y",">=10cm","2"
"69","D02","SCBI","SCBI_005","2017-04-27T00:00:00.000Z","8",NA,30,36.2,"QUVE","3 - Heartwood sound","323",22.3,14.6,"QUVE","Y",">=10cm","3"
"70","D02","SCBI","SCBI_052","2017-04-07T00:00:00.000Z","8",NA,160,19.5,"SAAL5","3 - Heartwood sound","300",0,10.5,"SAAL5","Y",">=10cm","3"
"71","D02","SCBI","SCBI_057","2017-04-10T00:00:00.000Z","8",NA,270,10,"2PLANT-H","3 - Heartwood sound","51",1,2.6,"2PLANT-H","Y",">=10cm","3"
"72","D02","SCBI","SCBI_057","2017-04-10T00:00:00.000Z","8",NA,270,44,"QURUR","3 - Heartwood sound","50",1.9,17.4,"QURUR","Y",">=10cm","3"
"73","D02","SCBI","SCBI_057","2017-04-10T00:00:00.000Z","8",NA,270,18.1,"QURUR","3 - Heartwood sound","49",2.9,2.6,"QURUR","Y",">=10cm","3"
"74","D02","SCBI","SCBI_045","2017-04-11T00:00:00.000Z","8",NA,340,51.4,"2PLANT-H","4 - Rotten throughout","71",86.1,5.2,"2PLANT-H","Y",">=10cm","4"
"75","D02","SCBI","SCBI_057","2017-04-10T00:00:00.000Z","8",NA,270,22,"LITU","3 - Heartwood sound","762",5.6,8.5,"LITU","Y",">=10cm","3"
"76","D02","SCBI","SCBI_050","2017-04-10T00:00:00.000Z","8",NA,230,16,"2PLANT-H","4 - Rotten throughout","761",0.3,10,"2PLANT-H","Y",">=10cm","4"
"77","D02","SCBI","SCBI_050","2017-04-10T00:00:00.000Z","8",NA,230,20.4,"2PLANT-H","4 - Rotten throughout","153",3,2.6,"2PLANT-H","Y",">=10cm","4"
"78","D02","SCBI","SCBI_050","2017-04-10T00:00:00.000Z","8",NA,230,18.9,"ROPS","3 - Heartwood sound","154",12.4,14.2,"ROPS","Y",">=10cm","3"
"79","D02","SCBI","SCBI_050","2017-04-10T00:00:00.000Z","8",NA,230,16.4,"ROPS","3 - Heartwood sound","154",12.4,14.2,"ROPS","Y",">=10cm","3"
"80","D02","SCBI","SCBI_050","2017-04-10T00:00:00.000Z","8",NA,230,25,"FRAM2","1 - Fresh fallen","760",26.5,9.9,"FRAM2","Y",">=10cm","1"
"81","D02","SCBI","SCBI_045","2017-04-11T00:00:00.000Z","8",NA,220,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"82","D02","SCBI","SCBI_045","2017-04-11T00:00:00.000Z","8",NA,340,10.7,"2PLANT-H","4 - Rotten throughout","75",0.4,2,"2PLANT-H","Y",">=10cm","4"
"83","D02","SCBI","SCBI_045","2017-04-11T00:00:00.000Z","8",NA,340,13.3,"PIVI2","4 - Rotten throughout","74",1.3,1.9,"PIVI2","Y",">=10cm","4"
"84","D02","SCBI","SCBI_045","2017-04-11T00:00:00.000Z","8",NA,340,11.6,"ROPS","3 - Heartwood sound","73",6.5,7.5,"ROPS","Y",">=10cm","3"
"85","D02","SCBI","SCBI_045","2017-04-11T00:00:00.000Z","8",NA,340,21.2,"2PLANT-H","3 - Heartwood sound","72",10.4,12.2,"2PLANT-H","Y",">=10cm","3"
"86","D02","SCBI","SCBI_045","2017-04-11T00:00:00.000Z","8",NA,100,6.7,"ULMUS","2 - Sound round","L01",1.8,1.3,"ULMUS","Y","5-10cm","2"
"87","D02","SCBI","SCBI_045","2017-04-11T00:00:00.000Z","8",NA,100,7.5,"ROPS","3 - Heartwood sound","L02",2.7,3.9,"ROPS","Y","5-10cm","3"
"88","D02","SCBI","SCBI_047","2017-04-12T00:00:00.000Z","8",NA,110,12.1,"2PLANT-H","3 - Heartwood sound","78",3.5,7.5,"2PLANT-H","Y",">=10cm","3"
"89","D02","SCBI","SCBI_047","2017-04-12T00:00:00.000Z","8",NA,230,10.9,"2PLANT-H","4 - Rotten throughout","132",0.2,3.5,"2PLANT-H","Y",">=10cm","4"
"90","D02","SCBI","SCBI_011","2017-04-17T00:00:00.000Z","8",NA,0,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"91","D02","SCBI","SCBI_047","2017-04-12T00:00:00.000Z","8",NA,230,8.9,"SAAL5","3 - Heartwood sound","L01",1.7,1.4,"SAAL5","Y","5-10cm","3"
"92","D02","SCBI","SCBI_047","2017-04-12T00:00:00.000Z","8",NA,230,12.5,"SAAL5","5 - No structural integrity","757",2.5,1.4,"SAAL5","Y",">=10cm","5"
"93","D02","SCBI","SCBI_047","2017-04-12T00:00:00.000Z","8",NA,230,11.5,"SAAL5","3 - Heartwood sound","134",3.7,2.9,"SAAL5","Y",">=10cm","3"
"94","D02","SCBI","SCBI_047","2017-04-12T00:00:00.000Z","8",NA,350,25.3,"SAAL5","2 - Sound round","756",28.1,10.9,"SAAL5","Y",">=10cm","2"
"95","D02","SCBI","SCBI_052","2017-04-11T00:00:00.000Z","8",NA,160,19.3,"2PLANT-H","3 - Heartwood sound","300",0.1,10.1,"2PLANT-H","Y",">=10cm","3"
"96","D02","SCBI","SCBI_052","2017-04-11T00:00:00.000Z","8",NA,160,8.6,"2PLANT-H","3 - Heartwood sound","L01",6.2,3,"2PLANT-H","Y","5-10cm","3"
"97","D02","SCBI","SCBI_052","2017-04-11T00:00:00.000Z","8",NA,160,8.3,"2PLANT-H","3 - Heartwood sound","L01",6.2,3,"2PLANT-H","Y","5-10cm","3"
"98","D02","SCBI","SCBI_052","2017-04-11T00:00:00.000Z","8",NA,40,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"99","D02","SCBI","SCBI_052","2017-04-11T00:00:00.000Z","8",NA,280,10.6,"2PLANT-H","3 - Heartwood sound","298",1.5,3.7,"2PLANT-H","Y",">=10cm","3"
"100","D02","SCBI","SCBI_054","2017-04-11T00:00:00.000Z","8",NA,230,26.9,"FRAM2","3 - Heartwood sound","343",27,10.4,"FRAM2","Y",">=10cm","3"
"101","D02","SCBI","SCBI_066","2017-04-17T00:00:00.000Z","8",NA,130,18,"2PLANT-H","4 - Rotten throughout","109",2.6,4.5,"2PLANT-H","Y",">=10cm","4"
"102","D02","SCBI","SCBI_066","2017-04-17T00:00:00.000Z","8",NA,130,25.5,"QUERC","3 - Heartwood sound","111",24,8.4,"QUERC","Y",">=10cm","3"
"103","D02","SCBI","SCBI_011","2017-04-18T00:00:00.000Z","8",NA,120,4,"LITU","2 - Sound round","L01",0.3,2.7,"LITU","Y","2-5cm","2"
"104","D02","SCBI","SCBI_011","2017-04-18T00:00:00.000Z","8",NA,120,69.7,"QURUR","3 - Heartwood sound","743",209.7,11.1,"QURUR","Y",">=10cm","3"
"105","D02","SCBI","SCBI_011","2017-04-18T00:00:00.000Z","8",NA,240,9.4,"2PLANT-H","3 - Heartwood sound","L02",3,5.5,"2PLANT-H","Y","5-10cm","3"
"106","D02","SCBI","SCBI_014","2017-04-18T00:00:00.000Z","8",NA,0,52,"2PLANT-H","3 - Heartwood sound","184",1.6,14.8,"2PLANT-H","Y",">=10cm","3"
"107","D02","SCBI","SCBI_014","2017-04-18T00:00:00.000Z","8",NA,0,30,"FRAM2","3 - Heartwood sound","185",22.5,5.2,"FRAM2","Y",">=10cm","3"
"108","D02","SCBI","SCBI_014","2017-04-18T00:00:00.000Z","8",NA,0,22.5,"2PLANT-H","3 - Heartwood sound","332",26.4,8.3,"2PLANT-H","Y",">=10cm","3"
"109","D02","SCBI","SCBI_014","2017-04-18T00:00:00.000Z","8",NA,240,19.6,"2PLANT-H","3 - Heartwood sound","192",5.7,7.4,"2PLANT-H","Y",">=10cm","3"
"110","D02","SCBI","SCBI_014","2017-04-18T00:00:00.000Z","8",NA,240,13.7,"2PLANT-H","3 - Heartwood sound","193",5.8,3.2,"2PLANT-H","Y",">=10cm","3"
"111","D02","SCBI","SCBI_014","2017-04-18T00:00:00.000Z","8",NA,240,32.1,"PRSES","3 - Heartwood sound","194",38.4,14.2,"PRSES","Y",">=10cm","3"
"112","D02","SCBI","SCBI_016","2017-05-03T00:00:00.000Z","8",NA,340,14.8,"PIVI2","4 - Rotten throughout","187",2.1,8.4,"PIVI2","Y",">=10cm","4"
"113","D02","SCBI","SCBI_016","2017-05-03T00:00:00.000Z","8",NA,340,15.7,"PIVI2","3 - Heartwood sound","188",3.4,9,"PIVI2","Y",">=10cm","3"
"114","D02","SCBI","SCBI_016","2017-05-03T00:00:00.000Z","8",NA,340,26.5,"PIVI2","3 - Heartwood sound","322",9.6,19,"PIVI2","Y",">=10cm","3"
"115","D02","SCBI","SCBI_016","2017-05-03T00:00:00.000Z","8",NA,340,23.8,"PIVI2","3 - Heartwood sound","322",9.6,19,"PIVI2","Y",">=10cm","3"
"116","D02","SCBI","SCBI_016","2017-05-03T00:00:00.000Z","8",NA,340,26.6,"PIVI2","3 - Heartwood sound","190",23.7,20,"PIVI2","Y",">=10cm","3"
"117","D02","SCBI","SCBI_016","2017-05-03T00:00:00.000Z","8",NA,100,14.6,"PIVI2","3 - Heartwood sound","186",3.9,16.3,"PIVI2","Y",">=10cm","3"
"118","D02","SCBI","SCBI_016","2017-05-03T00:00:00.000Z","8",NA,220,3.2,"PIVI2","3 - Heartwood sound","L01",0.3,1.4,"PIVI2","Y","2-5cm","3"
"119","D02","SCBI","SCBI_007","2017-04-26T00:00:00.000Z","8",NA,110,18.4,"2PLANT-H","4 - Rotten throughout","23",9.6,2.5,"2PLANT-H","Y",">=10cm","4"
"120","D02","SCBI","SCBI_016","2017-05-03T00:00:00.000Z","8",NA,220,31.6,"PIVI2","3 - Heartwood sound","191",27.2,18.3,"PIVI2","Y",">=10cm","3"
"121","D02","SCBI","SCBI_002","2017-05-03T00:00:00.000Z","8",NA,40,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"122","D02","SCBI","SCBI_008","2017-05-02T00:00:00.000Z","8",NA,240,49,"ROPS","3 - Heartwood sound","163",8.2,10.2,"ROPS","Y",">=10cm","3"
"123","D02","SCBI","SCBI_008","2017-05-02T00:00:00.000Z","8",NA,240,26,"2PLANT-H","4 - Rotten throughout","730",28.2,18.7,"2PLANT-H","Y",">=10cm","4"
"124","D02","SCBI","SCBI_008","2017-05-02T00:00:00.000Z","8",NA,0,36,"LITU","4 - Rotten throughout","729",93.4,23.6,"LITU","Y",">=10cm","4"
"125","D02","SCBI","SCBI_008","2017-05-02T00:00:00.000Z","8",NA,0,26,"LITU","4 - Rotten throughout","729",93.4,23.6,"LITU","Y",">=10cm","4"
"126","D02","SCBI","SCBI_008","2017-05-02T00:00:00.000Z","8",NA,0,52,"QURUR","3 - Heartwood sound","728",113.9,18.7,"QURUR","Y",">=10cm","3"
"127","D02","SCBI","SCBI_008","2017-05-02T00:00:00.000Z","8",NA,120,24,"2PLANT-H","3 - Heartwood sound","727",22,22.1,"2PLANT-H","Y",">=10cm","3"
"128","D02","SCBI","SCBI_008","2017-05-02T00:00:00.000Z","8",NA,120,75.5,"QUMO4","1 - Fresh fallen","726",151,32.6,"QUMO4","Y",">=10cm","1"
"129","D02","SCBI","SCBI_002","2017-05-04T00:00:00.000Z","8",NA,280,6.1,"2PLANT-H","3 - Heartwood sound","L02",0.5,1.3,"2PLANT-H","Y","5-10cm","3"
"130","D02","SCBI","SCBI_002","2017-05-04T00:00:00.000Z","8",NA,280,19.2,"QUERC","3 - Heartwood sound","725",13.8,10.8,"QUERC","Y",">=10cm","3"
"131","D02","SCBI","SCBI_002","2017-05-04T00:00:00.000Z","8",NA,280,60.8,"QUERC","3 - Heartwood sound","34",14.6,9.6,"QUERC","Y",">=10cm","3"
"132","D02","SCBI","SCBI_002","2017-05-04T00:00:00.000Z","8",NA,280,66,"FRAM2","3 - Heartwood sound","724",19.3,5.2,"FRAM2","Y",">=10cm","3"
"133","D02","SCBI","SCBI_002","2017-05-04T00:00:00.000Z","8",NA,280,48.1,"FRAM2","3 - Heartwood sound","33",20.6,9.5,"FRAM2","Y",">=10cm","3"
"134","D02","SCBI","SCBI_002","2017-05-04T00:00:00.000Z","8",NA,280,38.4,"2PLANT-H","3 - Heartwood sound","32",29.2,18.1,"2PLANT-H","Y",">=10cm","3"
"135","D02","SCBI","SCBI_002","2017-05-08T00:00:00.000Z","8",NA,160,24.5,"ULMUS","3 - Heartwood sound","31",3.1,21.5,"ULMUS","Y",">=10cm","3"
"136","D02","SCBI","SCBI_002","2017-05-08T00:00:00.000Z","8",NA,160,24.5,"LITU","2 - Sound round","30",9.1,9.3,"LITU","Y",">=10cm","2"
"137","D02","SCBI","SCBI_002","2017-05-08T00:00:00.000Z","8",NA,160,21,"QUERC","4 - Rotten throughout","29",48.9,18.3,"QUERC","Y",">=10cm","4"
"138","D02","SCBI","SCBI_002","2017-05-08T00:00:00.000Z","8",NA,160,29.5,"QUERC","4 - Rotten throughout","29",48.9,18.3,"QUERC","Y",">=10cm","4"
"139","D02","SCBI","SCBI_002","2017-05-08T00:00:00.000Z","8",NA,160,58.5,"FRAM2","3 - Heartwood sound","28",126.5,24.9,"FRAM2","Y",">=10cm","3"
"140","D02","SCBI","SCBI_066","2017-04-14T00:00:00.000Z","8",NA,10,11.9,"QURUR","4 - Rotten throughout","750",3.5,2.2,"QURUR","Y",">=10cm","4"
"141","D02","SCBI","SCBI_066","2017-04-14T00:00:00.000Z","8",NA,10,16.1,"2PLANT-H","4 - Rotten throughout","749",7.5,2.1,"2PLANT-H","Y",">=10cm","4"
"142","D02","SCBI","SCBI_066","2017-04-14T00:00:00.000Z","8",NA,10,26.9,"CAGL8","3 - Heartwood sound","748",17.1,13.3,"CAGL8","Y",">=10cm","3"
"143","D02","SCBI","SCBI_066","2017-04-14T00:00:00.000Z","8",NA,10,25.2,"QUERC","3 - Heartwood sound","108",19.3,18.1,"QUERC","Y",">=10cm","3"
"144","D02","SCBI","SCBI_066","2017-04-14T00:00:00.000Z","8",NA,10,25,"CATO6","3 - Heartwood sound","747",21.1,16.9,"CATO6","Y",">=10cm","3"
"145","D02","SCBI","SCBI_066","2017-04-14T00:00:00.000Z","8",NA,250,21,"FRAM2","3 - Heartwood sound","746",14.1,5.8,"FRAM2","Y",">=10cm","3"
"146","D02","SCBI","SCBI_066","2017-04-14T00:00:00.000Z","8",NA,250,55.3,"QURUR","2 - Sound round","745",162,20.3,"QURUR","Y",">=10cm","2"
"147","D02","SCBI","SCBI_066","2017-04-14T00:00:00.000Z","8",NA,250,38.5,"QURUR","2 - Sound round","745",162,20.3,"QURUR","Y",">=10cm","2"
"148","D02","SCBI","SCBI_066","2017-04-14T00:00:00.000Z","8",NA,250,108.5,"QURUR","3 - Heartwood sound","744",186.6,19.6,"QURUR","Y",">=10cm","3"
"149","D02","SCBI","SCBI_006","2017-05-10T00:00:00.000Z","8",NA,100,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"150","D02","SCBI","SCBI_062","2017-04-12T00:00:00.000Z","8",NA,100,7.8,"2PLANT-H","3 - Heartwood sound","L01",0.9,2,"2PLANT-H","Y","5-10cm","3"
"151","D02","SCBI","SCBI_062","2017-04-12T00:00:00.000Z","8",NA,100,11.6,"JUNI","3 - Heartwood sound","755",4.2,4.7,"JUNI","Y",">=10cm","3"
