"country","stateProvince","county","domainName","domainID","siteName","siteID","plotType","subtype","subtypeSpecification","plotID","plotSize","plotDimensions","referencePointPosition","decimalLatitude","decimalLongitude","geodeticDatum","utmZone","easting","northing","coordinateUncertainty","elevation","elevationUncertainty","minimumElevation","maximumElevation","slopeGradient","slopeAspect","nlcdClass","soilTypeOrder","inclusionProbability","coordinateSource","recordedDate","filteredPositions","plotPdop","plotHdop","applicableModules"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","tickPlot","","OSBS_004","1600","40m x 40m","41","29.683402","-81.960449","WGS84","17N","407072.08","3284090.3","0.27","42.42","0.44","40.52","42.42","2","8","evergreenForest","Entisols","","GeoXH 6000","20130618","122","3","1.6","tck"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","mammalGrid","diversity","OSBS_004","8100","90m x 90m","E5","29.682962","-81.958186","WGS84","17N","407290.597","3284039.752","0.1","34.71","0.11","34.71","41","3","108","evergreenForest","Entisols","","GeoXH 6000","20130614","121","6.2","2.1","mam"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_004","1600","40m x 40m","41","29.684073","-81.959108","WGS84","17N","407202.405","3284163.583","0.23","36.84","0.6","36.84","39.04","2.86","26","evergreenForest","Entisols","","GeoXH 6000","20130619","128","5.2","1.7","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","mammalGrid","diversity","OSBS_005","8100","90m x 90m","E5","29.69516","-82.026036","WGS84","17N","400737.473","3285447.681","0.2","28.83","0.33","28.83","37.78","1","63","woodyWetlands","Entisols","","GeoXH 6000","20131024","122","4.1","1.5","mam"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_005","1600","40m x 40m","41","29.696569","-82.025578","WGS84","17N","400783.13","3285603.465","0.26","30.25","0.64","26.1","30.44","1.43","350","woodyWetlands","Entisols","","GeoXH 6000","20130723","123","4.8","1.6","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","mosquitoPoint","","OSBS_054","0","0m","41","29.68552","-81.939573","WGS84","17N","409093.877","3284308.358","10.44","33.3","0.68","33.3","33.3","5","273","evergreenForest","Entisols","","GeoXH 6000","20140318","252","4.3","1.9","mos|mpt"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","birdGrid","ninePoints","OSBS_006","250000","500m x 500m","B2","29.686868","-81.982996","WGS84","17N","404893.717","3284492.647","0.23","32.98","0.38","32.98","43.43","2","56","evergreenForest","Entisols","","GeoXH 6000","20131028","123","2.3","1.3","brd"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_006","1600","40m x 40m","41","29.686609","-81.983","WGS84","17N","404893.014","3284464.009","0.12","33.02","0.13","32.64","33.6","1.43","25","evergreenForest","Entisols","","GeoXH 6000","20130620","121","5.4","2.6","all|bet|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_007","1600","40m x 40m","41","29.690276","-81.962572","WGS84","17N","406873.007","3284853.757","0.1","34.31","0.12","31.36","35.83","3.21","90","deciduousForest","Entisols","","GeoXH 6000","20130619","143","4.2","2.2","all|bet|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","birdGrid","ninePoints","OSBS_008","250000","500m x 500m","B2","29.683644","-82.007091","WGS84","17N","402559.271","3284155.521","0.21","48.18","0.34","33.25","48.18","1","63","evergreenForest","Entisols","","GeoXH 6000","20131028","124","2.3","1.2","brd"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_008","1600","40m x 40m","41","29.685058","-82.007162","WGS84","17N","402553.71","3284312.214","0.1","45.2","0.11","44.15","46.37","1.72","330","evergreenForest","Entisols","","GeoXH 6000","20130620","124","1.9","1.1","all|bet|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","mosquitoPoint","","OSBS_055","0","0m","41","29.703835","-81.954643","WGS84","17N","407652.528","3286349.801","10.35","31.97","0.66","31.97","31.97","3","141","evergreenForest","Entisols","","GeoXH 6000","20140318","301","5.1","1.5","mos|mpt"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_009","1600","40m x 40m","41","29.698798","-82.017543","WGS84","17N","401562.68","3285843.578","0.2","31.45","0.37","25.72","31.45","1.15","180","woodyWetlands","Entisols","","GeoXH 6000","20130621","258","2.6","1.9","all|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_010","1600","40m x 40m","41","29.691763","-81.941829","WGS84","17N","408881.308","3285001.999","0.16","40.06","0.16","38.79","41.7","1.43","6","mixedForest","Entisols","","GeoXH 6000","20140916",,"2.7","1.7","all|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_048","1600","40m x 40m","41","29.679299","-81.946352","WGS84","17N","408432.349","3283624.435",,"34.62",,"34.08","40.09","0","0","deciduousForest","Entisols","","GIS",,,,,"all|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_025","1600","40m x 40m","41","29.691867","-81.996384","WGS84","17N","403603.111","3285057.753","0.1","45.12","0.1","43.84","45.64","0.86","90","evergreenForest","Entisols","","GeoXH 6000","20130703","121","3.3","1.6","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_026","1600","40m x 40m","41","29.693584","-81.992057","WGS84","17N","404023.395","3285244.408","0.1","42.96","0.14","41.16","45.67","2.06","100","evergreenForest","Entisols","","GeoXH 6000","20130328","135","3","1.4","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_013","1600","40m x 40m","41","29.682159","-81.961565","WGS84","17N","406962.935","3283953.463","0.11","42.25","0.16","41.04","43.71","1.72","10","evergreenForest","Entisols","","GeoXH 6000","20130620","123","3.6","1.9","all|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","mosquitoPoint","","OSBS_056","0","0m","41","29.707942","-81.985398","WGS84","17N","404681.18","3286829.943","10.19","31.72","0.89","31.72","31.72","2","67","deciduousForest","Entisols","","GeoXH 6000","20140318","138","6.2","1.7","mos|mpt"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_014","1600","40m x 40m","41","29.692721","-81.95826","WGS84","17N","407292.432","3285121.142","0.21","33.1","0.98","30.44","34.06","1.72","88","mixedForest","Entisols","","GeoXH 6000","20130619","121","6.2","2.7","all|div"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","mosquitoPoint","","OSBS_057","0","0m","41","29.725194","-81.987658","WGS84","17N","404478.898","3288743.526","10.89","35.27","1.24","35.27","35.27","2","135","deciduousForest","Entisols","","GeoXH 6000","20140318","301","4.7","2.8","mos|mpt"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_027","1600","40m x 40m","41","29.691969","-81.992063","WGS84","17N","404021.276","3285065.468","0.12","41.27","0.21","40.59","43.92","0","217","evergreenForest","Entisols","","GeoXH 6000","20130328","121","2.6","1.2","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_028","1600","40m x 40m","41","29.685933","-81.995718","WGS84","17N","403661.842","3284399.561","0.1","45","0.1","44.22","46.11","0.74","0","evergreenForest","Entisols","","GeoXH 6000","20130703","130","1.9","1","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_029","1600","40m x 40m","41","29.692504","-81.989891","WGS84","17N","404231.908","3285122.946","0.1","44.29","0.1","43.88","44.9","0","0","evergreenForest","Entisols","","GeoXH 6000","20130709","120","1.6","0.8","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_030","1600","40m x 40m","41","29.689424","-81.997606","WGS84","17N","403482.556","3284788.07","0.1","46.1","0.11","44.23","47.93","0.57","9","evergreenForest","Entisols","","GeoXH 6000","20130708","124","2","1","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_031","1600","40m x 40m","41","29.688968","-81.991105","WGS84","17N","404111.075","3284732.076",,"49.21",,"44.19","49.21","0.46","268","evergreenForest","Entisols","","GIS",,,,,"all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_032","1600","40m x 40m","41","29.690033","-81.99111","WGS84","17N","404111.565","3284850.091","0.1","46.41","0.12","45.71","46.41","0","0","evergreenForest","Entisols","","GeoXH 6000","20130708","121","5.3","1.7","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_033","1600","40m x 40m","41","29.690061","-81.989562","WGS84","17N","404261.453","3284851.886","0.11","44.13","0.21","42.47","46.52","1.72","90","evergreenForest","Entisols","","GeoXH 6000","20130709","123","2.6","1.3","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","mosquitoPoint","","OSBS_060","0","0m","41","29.68469","-82.017693","WGS84","17N","401534.449","3284280.387","10.66","34.42","0.69","34.42","34.42","2","315","woodyWetlands","Entisols","","GeoXH 6000","20140318","304","6.7","4.3","mos|mpt"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_034","1600","40m x 40m","41","29.68872","-81.988299","WGS84","17N","404382.301","3284702.319","0.11","41.54","0.15","40.87","42.62","0","0","evergreenForest","Entisols","","GeoXH 6000","20130709","122","3.5","1.6","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_035","1600","40m x 40m","41","29.687529","-81.997576","WGS84","17N","403483.638","3284577.985","0.14","43.6","0.34","42.87","44.19","0","0","evergreenForest","Entisols","","GeoXH 6000","20130709","121","2.3","1.3","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_036","1600","40m x 40m","41","29.691429","-81.990504","WGS84","17N","404171.617","3285004.277","0.15","43.88","0.19","43.35","45.49","0.29","90","evergreenForest","Entisols","","GeoXH 6000","20130709","123","3.3","1.5","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_037","1600","40m x 40m","41","29.686474","-81.994473","WGS84","17N","403782.858","3284458.576","0.1","45.34","0.1","44.44","45.85","0","0","evergreenForest","Entisols","","GeoXH 6000","20130701","124","2.1","1","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_038","1600","40m x 40m","41","29.690777","-81.997627","WGS84","17N","403481.778","3284937.945","0.17","46.03","0.18","45.05","47.12","0.57","0","evergreenForest","Entisols","","GeoXH 6000","20141008","735","2.5","1","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_039","1600","40m x 40m","41","29.6933","-81.990822","WGS84","17N","404142.609","3285211.938","0.1","47.43","0.1","46.1","47.76","0","0","evergreenForest","Entisols","","GeoXH 6000","20130709","121","2.1","1.1","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_040","1600","40m x 40m","41","29.688978","-81.989556","WGS84","17N","404260.999","3284731.96","0.11","42.94","0.16","42.41","47.1","1.15","290","evergreenForest","Entisols","","GeoXH 6000","20130708","121","2.1","1.2","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_041","1600","40m x 40m","41","29.687527","-81.996333","WGS84","17N","403603.882","3284576.719","0.1","44.66","0.16","44.62","45.49","0","0","evergreenForest","Entisols","","GeoXH 6000","20130709","123","2.8","1.4","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_042","1600","40m x 40m","41","29.692959","-81.996398","WGS84","17N","403602.758","3285178.774","0.3","36.61","0.52","31.95","39.2","4.57","15","evergreenForest","Entisols","","GeoXH 6000","20130704","142","4","2","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_043","1600","40m x 40m","41","29.69143","-81.988956","WGS84","17N","404321.315","3285003.145","0.11","47.55","0.4","42.59","47.55","1.15","0","evergreenForest","Entisols","","GeoXH 6000","20130709","137","5.6","2.2","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","basePlot","","OSBS_044","1600","40m x 40m","41","29.690847","-81.992034","WGS84","17N","404022.955","3284941.112","0.1","44.22","0.11","43.11","45.54","1.43","80","evergreenForest","Entisols","","GeoXH 6000","20130708","120","4.4","2.3","all|bbc|cdw|cfc|dhp|hbp|ltr|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","phenology","primary","OSBS_045","40000","200m x 200m","C","29.689683","-81.990336","WGS84","17N","404186.167","3284810.678",,"46.61",,"42.56","46.61","1","90","","Entisols","","GIS",,,,,"phe"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","birdGrid","ninePoints","OSBS_001","250000","500m x 500m","B2","29.702706","-82.00745","WGS84","17N","402542.846","3286268.041","0.32","30.59","0.27","30.59","43.11","1","162","woodyWetlands","Histosols","","GeoXH 6000","20180508","131","4.7","2.4","brd"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_001","1600","40m x 40m","41","29.702914","-82.008881","WGS84","17N","402404.659","3286292.352","0.14","31","0.23","27.49","34.04","0.29","5","woodyWetlands","Histosols","","GeoXH 6000","20141002","314","8.1","4","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","birdGrid","ninePoints","OSBS_003","250000","500m x 500m","B2","29.694201","-81.945199","WGS84","17N","408557.411","3285274.775","0.78","29.14","1.65","29.14","32.68","2","135","deciduousForest","Histosols","","GeoXH 6000","20131028","124","5.6","1.6","brd"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","birdGrid","ninePoints","OSBS_005","250000","500m x 500m","B2","29.69522","-82.024463","WGS84","17N","400889.669","3285453","0.11","27.73","0.14","27.73","39.7","0","0","woodyWetlands","Histosols","","GeoXH 6000","20131113","122","2.4","1.2","brd"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_011","1600","40m x 40m","41","29.721507","-81.987042","WGS84","17N","404534.97","3288334.429","0.24","27.17","0.34","26.58","31.79","1.15","118","woodyWetlands","Histosols","","GeoXH 6000","20130725","122","3.1","1.5","all|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_016","1600","40m x 40m","41","29.682391","-81.967449","WGS84","17N","406393.811","3283983.863","0.19","26.13","0.24","24.33","32.86","1.49","96","woodyWetlands","Histosols","","GeoXH 6000","20141001","819","3.2","1.7","all|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_017","1600","40m x 40m","41","29.703873","-81.991843","WGS84","17N","404053.834","3286384.353","0.16","29.29","0.16","25.1","32.67","0","0","woodyWetlands","Histosols","","GeoXH 6000","20130723",,"3.8","2","all|div"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_020","1600","40m x 40m","41","29.68685","-81.950763","WGS84","17N","408012.454","3284464.641","0.21","25.52","0.31","23.67","27.4","0","0","woodyWetlands","Inceptisols","","GeoXH 6000","20130619","304","4.8","3.1","all|div"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","tickPlot","","OSBS_048","1600","40m x 40m","41","29.678818","-81.94779","WGS84","17N","408292.729","3283572.259","0.24","36.84","0.37","32.29","36.84","2.76","327.04","deciduousForest","Entisols","","Geo 7X (H-Star)","20180405","312","6.8","3.2","tck"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","tower","phenology","phenocam","OSBS_062","40000","200m x 200m","C","29.690467","-81.993456","WGS84","17N","403885.024","3284900.179",,"47.37",,"46.36","48.34","1.19","307.54","","Entisols","","GIS",,,,,"phe"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","tickPlot","","OSBS_063","1600","40m x 40m","41","29.688556","-81.970004","WGS84","17N","406152.303","3284669.131","0.11","38.63","0.12","37.97","39.38","1.58","90.42","mixedForest","Entisols","","GeoXH 6000","20200213","389","6.6","3.2","tck"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","tickPlot","","OSBS_077","1600","40m x 40m","41","29.678312","-82.015674","WGS84","17N","401723.554","3283571.857","0.12","29.66","0.18","29.12","32.75","2.98","228.35","woodyWetlands","Entisols","","Geo 7X (H-Star)","20200219","343","5.2","1.9","tck"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","mosquitoPoint","","OSBS_079","0","0m","41","29.706016","-81.988987","WGS84","17N","404332.173","3286619.435","10.1","37.74","0.1","37.74","37.74","2.8","143.43","mixedForest","Entisols","","Geo 7X (H-Star)","20200210","307","2.7","1","mos|mpt"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_066","1600","40m x 40m","41","29.711309","-81.971145","WGS84","17N","406063.1","3287191.391","0.1","27.95","0.1","27.74","28.67","0.01","61.64","deciduousForest","Entisols","","Geo 7X (H-Star)","20200211","325","2.9","1.3","all|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_076","1600","40m x 40m","41","29.725563","-81.982768","WGS84","17N","404952.222","3288780.371","0.11","28.95","0.14","27.29","30.1","1.03","187.2","deciduousForest","Entisols","","Geo 7X (H-Star)","20200213","383","6.6","3.1","all|div"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_067","1600","40m x 40m","41","29.690932","-81.975904","WGS84","17N","405583.684","3284937.269","0.1","28.48","0.1","27.89","29.27","1.97","162.04","mixedForest","Entisols","","Geo 7X (H-Star)","20200213","305","2.7","1.2","all|bet|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_063","1600","40m x 40m","41","29.687219","-81.969684","WGS84","17N","406181.988","3284520.742","0.1","39.2","0.11","37.85","40.14","3.24","104.42","mixedForest","Entisols","","GeoXH 6000","20200213","335","2.8","1.2","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_065","1600","40m x 40m","41","29.698957","-81.991804","WGS84","17N","404052.917","3285839.567","0.1","33.7","0.12","33.31","34.47","1.67","293.15","mixedForest","Entisols","","Geo 7X (H-Star)","20200217","400","4.4","1.3","all|div"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_068","1600","40m x 40m","41","29.69225","-81.983366","WGS84","17N","404862.972","3285089.423","0.1","38.83","0.1","37.8","40.96","3.16","109.74","evergreenForest","Entisols","","GeoXH 6000","20200211","316","2.6","1.2","all|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_069","1600","40m x 40m","41","29.675147","-82.022278","WGS84","17N","401081.42","3283226.847","0.28","31.98","0.48","28.38","33.55","0.01","157.76","woodyWetlands","Ultisols","","GeoXH 6000","20200227","321","8.7","3.9","all|div"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_070","1600","40m x 40m","41","29.687872","-81.98983","WGS84","17N","404233.451","3284609.605","0.1","43.11","0.1","42.78","43.21","0.29","88.72","evergreenForest","Entisols","","GeoXH 6000","20200212","339","2.7","1.1","all|cdw|cfc|dhp|div|hbp|vst"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_071","1600","40m x 40m","41","29.709218","-81.956222","WGS84","17N","407504.676","3286947.624","0.14","38.54","0.15","36.22","38.54","0.19","219.8","evergreenForest","Entisols","","Geo 7X (H-Star)","20200218","306","4.7","1.9","all|div"
"unitedStates","FL","Putnam","Southeast","D03","Ordway-Swisher Biological Station","OSBS","distributed","basePlot","","OSBS_072","1600","40m x 40m","41","29.69229","-82.010953","WGS84","17N","402193.894","3285116.856","0.11","50.2","0.12","49.93","51.28","0.28","59.31","evergreenForest","Entisols","","GeoXH 6000","20200218","742","2.9","1.4","all|div"
