"domainid","siteid","plotid","subplotid","pointid","stemazimuth","stemdistance","taxonid","individualid","tempstemid","growthform","stemdiameter","existing_band","addDBH","bandLength","springSize"
"D17","TEAK","TEAK_047","41_400",59,164.9,8.1,"PIJE","NEON.PLA.D17.TEAK.01901",1,"multi-bole tree",39.8,"Y",4.5,45,"76mm"
"D17","TEAK","TEAK_047","41_400",59,173.5,6.6,"PIJE","NEON.PLA.D17.TEAK.01902",1,"single bole tree",38.4,"N",4.5,43,"76mm"
"D17","TEAK","TEAK_047","41_400",59,160.4,11.6,"PIJE","NEON.PLA.D17.TEAK.01898",1,"single bole tree",32.4,"Y",4.5,37,"76mm"
"D17","TEAK","TEAK_047","41_400",61,265.6,3.4,"PICO","NEON.PLA.D17.TEAK.01890",1,"single bole tree",27.9,"N",4.5,33,"76mm"
"D17","TEAK","TEAK_047","41_400",61,214.2,7.3,"PICO","NEON.PLA.D17.TEAK.01892",1,"single bole tree",26.2,"N",4.5,31,"76mm"
"D17","TEAK","TEAK_048","21_400",21,8,7.2,"PIJE","NEON.PLA.D17.TEAK.00567",NA,"single bole tree",89.7,"N",8,98,"127mm"
"D17","TEAK","TEAK_048","21_400",21,33.7,10.7,"PIJE","NEON.PLA.D17.TEAK.00565",NA,"single bole tree",82.3,"N",8,91,"127mm"
"D17","TEAK","TEAK_048","21_400",41,237.6,4.3,"ABCOL","NEON.PLA.D17.TEAK.00548",NA,"single bole tree",63,"N",8,71,"127mm"
"D17","TEAK","TEAK_048","41_400",59,115.3,9.1,"ABCOL","NEON.PLA.D17.TEAK.00533",NA,"single bole tree",64.4,"N",8,73,"127mm"
"D17","TEAK","TEAK_050","21_400",41,195,5.7,"ABCOL","NEON.PLA.D17.TEAK.03142",NA,"single bole tree",139.6,"N",8,148,"127mm"
"D17","TEAK","TEAK_050","21_400",23,327.6,8.7,"ABMA","NEON.PLA.D17.TEAK.03147",NA,"single bole tree",127.8,"N",8,136,"127mm"
"D17","TEAK","TEAK_050","21_400",21,24.7,21.2,"ABMA","NEON.PLA.D17.TEAK.03169",NA,"single bole tree",106.4,"N",8,115,"127mm"
"D17","TEAK","TEAK_050","21_400",21,54.9,12.3,"ABMA","NEON.PLA.D17.TEAK.03163",NA,"single bole tree",95.2,"N",8,104,"127mm"
"D17","TEAK","TEAK_050","21_400",21,40.4,20.9,"ABMA","NEON.PLA.D17.TEAK.03168",NA,"single bole tree",72.1,"N",8,81,"127mm"
"D17","TEAK","TEAK_051","21_400",23,282.9,4.8,"PICO","NEON.PLA.D17.TEAK.01917",NA,"multi-bole tree",85,"N",8,93,"127mm"
"D17","TEAK","TEAK_051","21_400",41,214.3,18.1,"PICO","NEON.PLA.D17.TEAK.01920",NA,"single bole tree",76.4,"N",8,85,"127mm"
"D17","TEAK","TEAK_051","21_400",41,240,23,"PICO","NEON.PLA.D17.TEAK.01928",NA,"single bole tree",71.8,"N",8,80,"127mm"
"D17","TEAK","TEAK_051","41_400",59,160.3,10.5,"PICO","NEON.PLA.D17.TEAK.01980",NA,"single bole tree",71.9,"N",8,80,"127mm"
"D17","TEAK","TEAK_051","41_400",43,297,9.2,"PICO","NEON.PLA.D17.TEAK.01969",NA,"single bole tree",63.8,"N",8,72,"127mm"
"D17","TEAK","TEAK_051","41_400",43,287.9,8,"PICO","NEON.PLA.D17.TEAK.01967",NA,"single bole tree",63.7,"N",8,72,"127mm"
"D17","TEAK","TEAK_052","41_400",43,312.7,12.6,"ABCOL","NEON.PLA.D17.TEAK.02270",NA,"single bole tree",83.1,"N",8,92,"127mm"
"D17","TEAK","TEAK_052","41_400",43,334.8,4.3,"ABCOL","NEON.PLA.D17.TEAK.02269",NA,"single bole tree",71.4,"N",8,80,"127mm"
"D17","TEAK","TEAK_052","unknown_unknown",NA,NA,NA,"ARPA6","NEON.PLA.D17.TEAK.03017",NA,"multi-bole tree",64.9,"N",8,73,"127mm"
"D17","TEAK","TEAK_053","21_400",21,35.1,7.2,"PICO","NEON.PLA.D17.TEAK.01681",NA,"single bole tree",82,"N",8,90,"127mm"
"D17","TEAK","TEAK_053","21_400",39,99.5,3,"PICO","NEON.PLA.D17.TEAK.01687",NA,"single bole tree",75.1,"N",8,84,"127mm"
"D17","TEAK","TEAK_053","41_400",61,219.4,15.1,"PICO","NEON.PLA.D17.TEAK.01691",NA,"single bole tree",132.1,"N",8,141,"127mm"
"D17","TEAK","TEAK_054","23_400",43,192.5,5.6,"PICO","NEON.PLA.D17.TEAK.00510",NA,"single bole tree",66.2,"N",8,75,"127mm"
"D17","TEAK","TEAK_054","23_400",43,187.2,9.1,"PICO","NEON.PLA.D17.TEAK.00513",NA,"single bole tree",64.9,"N",8,73,"127mm"
"D17","TEAK","TEAK_054","41_400",61,179.1,15.2,"PIJE","NEON.PLA.D17.TEAK.00382",NA,"single bole tree",98.3,"N",8,107,"127mm"
"D17","TEAK","TEAK_054","41_400",61,239.3,7.8,"ABCOL","NEON.PLA.D17.TEAK.00378",NA,"single bole tree",67.8,"N",8,76,"127mm"
"D17","TEAK","TEAK_054","41_400",61,193.8,16.1,"PIJE","NEON.PLA.D17.TEAK.00386",NA,"single bole tree",61.6,"N",8,70,"127mm"
"D17","TEAK","TEAK_054","41_400",61,250.6,13.7,"ABCOL","NEON.PLA.D17.TEAK.00505",NA,"single bole tree",60.4,"N",8,69,"127mm"
"D17","TEAK","TEAK_054","41_400",61,221.6,14.9,"PIJE","NEON.PLA.D17.TEAK.00381",NA,"single bole tree",57.7,"N",8,66,"127mm"
"D17","TEAK","TEAK_055","23_400",25,328.8,17.2,"PIJE","NEON.PLA.D17.TEAK.01205",NA,"single bole tree",121,"N",8,129,"127mm"
"D17","TEAK","TEAK_055","23_400",23,46.5,2,"PIJE","NEON.PLA.D17.TEAK.01211",NA,"single bole tree",119.2,"N",8,128,"127mm"
"D17","TEAK","TEAK_055","23_400",43,224.9,4.8,"ABCOL","NEON.PLA.D17.TEAK.01202",NA,"single bole tree",60.4,"N",8,69,"127mm"
"D17","TEAK","TEAK_055","23_400",43,264.4,10,"ABCOL","NEON.PLA.D17.TEAK.01206",NA,"single bole tree",58.8,"N",8,67,"127mm"
"D17","TEAK","TEAK_056","21_400",23,356.8,14.9,"ABMA","NEON.PLA.D17.TEAK.01280",NA,"single bole tree",76.8,"N",8,85,"127mm"
"D17","TEAK","TEAK_056","21_400",NA,NA,NA,"ABMA","NEON.PLA.D17.TEAK.01279",NA,"single bole tree",72.6,"N",8,81,"127mm"
"D17","TEAK","TEAK_056","21_400",39,120.5,8.1,"ABMA","NEON.PLA.D17.TEAK.01293",NA,"single bole tree",61.9,"N",8,70,"127mm"
"D17","TEAK","TEAK_057","21_400",23,319.1,7.2,"ABMA","NEON.PLA.D17.TEAK.01723",NA,"single bole tree",75.6,"N",8,84,"127mm"
"D17","TEAK","TEAK_057","21_400",39,139.8,8.5,"PICO","NEON.PLA.D17.TEAK.01737",NA,"single bole tree",66.3,"N",8,75,"127mm"
"D17","TEAK","TEAK_057","21_400",39,153.5,11.8,"PICO","NEON.PLA.D17.TEAK.01742",NA,"single bole tree",61.6,"N",8,70,"127mm"
"D17","TEAK","TEAK_057","21_400",39,157,13.2,"PICO","NEON.PLA.D17.TEAK.01745",NA,"single bole tree",58.3,"N",8,67,"127mm"
"D17","TEAK","TEAK_057","21_400",21,21.4,11.1,"ABMA","NEON.PLA.D17.TEAK.01741",NA,"single bole tree",56.9,"N",8,65,"127mm"
"D17","TEAK","TEAK_057","unknown_400",NA,NA,NA,"ABMA","NEON.PLA.D17.TEAK.01732",NA,"single bole tree",74.1,"N",8,83,"127mm"
"D17","TEAK","TEAK_058","21_400",21,61,1.4,"ABCOL","NEON.PLA.D17.TEAK.02186",NA,"single bole tree",79,"N",8,87,"127mm"
"D17","TEAK","TEAK_058","21_400",41,255.3,1.9,"ABMA","NEON.PLA.D17.TEAK.02175",NA,"single bole tree",66.2,"N",8,75,"127mm"
"D17","TEAK","TEAK_059","21_400",23,289.6,5,"ABMA","NEON.PLA.D17.TEAK.00430",NA,"single bole tree",130.7,"N",8,139,"127mm"
"D17","TEAK","TEAK_059","21_400",23,357.5,14,"ABMA","NEON.PLA.D17.TEAK.00428",NA,"single bole tree",65.9,"N",8,74,"127mm"
"D17","TEAK","TEAK_059","41_400",43,280,19.8,"ABMA","NEON.PLA.D17.TEAK.00746",NA,"single bole tree",98.4,"N",8,107,"127mm"
"D17","TEAK","TEAK_059","41_400",43,285.5,16.3,"ABMA","NEON.PLA.D17.TEAK.00749",NA,"single bole tree",83.5,"N",8,92,"127mm"
"D17","TEAK","TEAK_060","23_400",23,57.1,3.4,"PICO","NEON.PLA.D17.TEAK.01199",NA,"single bole tree",70.4,"N",8,79,"127mm"
"D17","TEAK","TEAK_060","23_400",23,19.5,6,"ABCOL","NEON.PLA.D17.TEAK.01196",NA,"single bole tree",58.4,"N",8,67,"127mm"
"D17","TEAK","TEAK_061","21_400",39,112.4,9.7,"PICO","NEON.PLA.D17.TEAK.00684",NA,"single bole tree",89.5,"N",8,98,"127mm"
"D17","TEAK","TEAK_062","21_400",21,10.6,14.6,"ABMA","NEON.PLA.D17.TEAK.01375",NA,"single bole tree",108.2,"N",8,117,"127mm"
"D17","TEAK","TEAK_062","21_400",39,115.7,11.2,"ABMA","NEON.PLA.D17.TEAK.01327",NA,"single bole tree",78.1,"N",8,87,"127mm"
"D17","TEAK","TEAK_062","21_400",21,3,13.4,"ABMA","NEON.PLA.D17.TEAK.01376",NA,"single bole tree",70.4,"N",8,79,"127mm"
