"domainID","siteID","plotID","subplotID","pointID","stemAzimuth","stemDistance","taxonID","individualID","growthForm","stemDiameter"
"D17","SJER","SJER_045",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00207F","multi-bole tree",15.6
"D17","SJER","SJER_045",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00207E","multi-bole tree",15.4
"D17","SJER","SJER_045",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00207J","multi-bole tree",14
"D17","SJER","SJER_045",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00207I","multi-bole tree",12.8
"D17","SJER","SJER_045",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00207A","multi-bole tree",12.6
"D17","SJER","SJER_045",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00207B","multi-bole tree",11.1
"D17","SJER","SJER_046",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00239","single bole tree",60.9
"D17","SJER","SJER_046",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00238","single bole tree",47.7
"D17","SJER","SJER_046",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00149","single bole tree",24.9
"D17","SJER","SJER_046",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00240","single bole tree",24.7
"D17","SJER","SJER_046",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00148","multi-bole tree",22.8
"D17","SJER","SJER_046",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00148A","multi-bole tree",21.6
"D17","SJER","SJER_046",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00146","multi-bole tree",17.3
"D17","SJER","SJER_046",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00148B","multi-bole tree",16.3
"D17","SJER","SJER_046",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00146A","multi-bole tree",14.2
"D17","SJER","SJER_047",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00155","single bole tree",65.4
"D17","SJER","SJER_047",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00289","single bole tree",47.7
"D17","SJER","SJER_047",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00290","single bole tree",34.1
"D17","SJER","SJER_047",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00291","single bole tree",10
"D17","SJER","SJER_049",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00233","single bole tree",48.6
"D17","SJER","SJER_049",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00232","multi-bole tree",47.6
"D17","SJER","SJER_049",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00234","single bole tree",46.5
"D17","SJER","SJER_049",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00232B","multi-bole tree",29.7
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00246","single bole tree",58.1
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00255","single bole tree",50.7
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00256","single bole tree",46.2
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00267","multi-bole tree",27
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00267E","multi-bole tree",24.8
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00266","multi-bole tree",19.4
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00248","multi-bole tree",19
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00266A","multi-bole tree",19
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00264","single bole tree",18.7
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00249","multi-bole tree",17.3
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00267A","multi-bole tree",17.3
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00248A","multi-bole tree",16.9
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00249B","multi-bole tree",14.5
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00249A","multi-bole tree",13.7
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00267D","multi-bole tree",12.9
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00249C","multi-bole tree",11.9
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00248B","multi-bole tree",11.3
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00267F","multi-bole tree",10.7
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00267C","multi-bole tree",10.4
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00266B","multi-bole tree",10.4
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00267B","multi-bole tree",9.9
"D17","SJER","SJER_050",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00265","sapling",NA
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00272","single bole tree",63.9
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00268","multi-bole tree",39
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00268C","multi-bole tree",33
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00268D","multi-bole tree",30.6
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00268G","multi-bole tree",29.9
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00268A","multi-bole tree",23.4
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00268E","multi-bole tree",22.8
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00268B","multi-bole tree",19.3
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00271","multi-bole tree",17
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00268F","multi-bole tree",16.4
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00271C","multi-bole tree",12.8
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00271A","multi-bole tree",12.7
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00271B","multi-bole tree",12
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00271D","multi-bole tree",10.7
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00271E","multi-bole tree",10
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00271F","multi-bole tree",8.8
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00271G","multi-bole tree",7.7
"D17","SJER","SJER_051",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00269","small tree",1
"D17","SJER","SJER_052",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00217","single bole tree",46
"D17","SJER","SJER_052",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00216","multi-bole tree",17.2
"D17","SJER","SJER_052",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00216A","multi-bole tree",15.2
"D17","SJER","SJER_052",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00215","multi-bole tree",10
"D17","SJER","SJER_052",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00215A","multi-bole tree",8.2
"D17","SJER","SJER_052",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04180","liana",1
"D17","SJER","SJER_053",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00070","single bole tree",44.4
"D17","SJER","SJER_053",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00065","multi-bole tree",33.2
"D17","SJER","SJER_053",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00061","single bole tree",32.9
"D17","SJER","SJER_053",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00065A","multi-bole tree",21.9
"D17","SJER","SJER_053",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00069","single bole tree",21.7
"D17","SJER","SJER_053",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00067","single bole tree",20.6
"D17","SJER","SJER_053",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00064","multi-bole tree",20.5
"D17","SJER","SJER_053",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00062","single bole tree",19.1
"D17","SJER","SJER_053",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00066","multi-bole tree",17.3
"D17","SJER","SJER_053",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00064A","multi-bole tree",17
"D17","SJER","SJER_053",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00066A","multi-bole tree",11.9
"D17","SJER","SJER_054",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00004","multi-bole tree",32
"D17","SJER","SJER_054",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00004A","multi-bole tree",30.2
"D17","SJER","SJER_054",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00201","single bole tree",29.8
"D17","SJER","SJER_054",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00001","single bole tree",28.5
"D17","SJER","SJER_054",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00005","multi-bole tree",23.4
"D17","SJER","SJER_054",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00005A","multi-bole tree",19.4
"D17","SJER","SJER_054",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00202","single bole tree",11.2
"D17","SJER","SJER_055",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00017","single bole tree",42.6
"D17","SJER","SJER_055",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00094","single bole tree",32.6
"D17","SJER","SJER_055",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00014","single bole tree",32.3
"D17","SJER","SJER_055",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00229","multi-bole tree",21.2
"D17","SJER","SJER_055",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00219B","single bole tree",19.1
"D17","SJER","SJER_055",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00275A","multi-bole tree",15.9
"D17","SJER","SJER_055",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00229A","multi-bole tree",11
"D17","SJER","SJER_055",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04004","liana",2
"D17","SJER","SJER_055",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04002","liana",1.7
"D17","SJER","SJER_055",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04003","liana",1.4
"D17","SJER","SJER_056",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00205","single bole tree",20.7
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00040","single bole tree",40.3
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00235","multi-bole tree",33.8
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00235A","multi-bole tree",33.7
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00043","single bole tree",25.2
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00051","single bole tree",22.4
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00049","single bole tree",22.2
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00046","single bole tree",21.1
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00051A","single bole tree",21
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00236A","multi-bole tree",20
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00041","single bole tree",17.7
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00050","single bole tree",14.8
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00047","single bole tree",13.3
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00042","single bole tree",12.4
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00045","single bole tree",12.1
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00048","single bole tree",12
"D17","SJER","SJER_057",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00058","small tree",2.5
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04035","multi-bole tree",50.5
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04035A","multi-bole tree",48
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00277","multi-bole tree",40.8
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00278","multi-bole tree",40.7
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04035C","multi-bole tree",39.6
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00276","single bole tree",38.5
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04035D","multi-bole tree",35.9
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00281","single bole tree",34.7
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00284","single bole tree",32.4
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00278B","multi-bole tree",32.4
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00277A","multi-bole tree",28.3
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04035B","multi-bole tree",22.2
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00277G","multi-bole tree",20.1
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00278A","multi-bole tree",19.2
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00278C","multi-bole tree",17
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00277D","multi-bole tree",14.7
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00278I","multi-bole tree",14.6
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00277E","multi-bole tree",13.1
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00278D","multi-bole tree",11.3
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00277B","multi-bole tree",10.7
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00278H","multi-bole tree",10.1
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00277H","multi-bole tree",8.7
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00278E","multi-bole tree",7.9
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00278G","multi-bole tree",7
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00278F","multi-bole tree",6.3
"D17","SJER","SJER_058",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00277F","multi-bole tree",3.6
"D17","SJER","SJER_059",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04115","single bole tree",60.8
"D17","SJER","SJER_059",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04116","multi-bole tree",24.7
"D17","SJER","SJER_059",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04116A","multi-bole tree",21.4
"D17","SJER","SJER_059",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04116B","multi-bole tree",19.5
"D17","SJER","SJER_059",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.04116C","multi-bole tree",10.1
"D17","SJER","SJER_061",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00245","multi-bole tree",28.2
"D17","SJER","SJER_061",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00245B","multi-bole tree",20.7
"D17","SJER","SJER_063",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00071","multi-bole tree",41.4
"D17","SJER","SJER_063",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00071A","multi-bole tree",35.6
"D17","SJER","SJER_063",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00073","single bole tree",32.5
"D17","SJER","SJER_063",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00074","single bole tree",25.2
"D17","SJER","SJER_063",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00077","multi-bole tree",21.5
"D17","SJER","SJER_063",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00072","single bole tree",19.4
"D17","SJER","SJER_063",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00075","single bole tree",18.4
"D17","SJER","SJER_063",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00077A","multi-bole tree",10.3
"D17","SJER","SJER_064",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00029","multi-bole tree",29.3
"D17","SJER","SJER_064",NA,NA,NA,NA,NA,"NEON.PLA.D17.SJER.00029A","multi-bole tree",25.5
