"mortonOrder","plotID","siteID","nlcdClass","plotType","subtype","applicableModules","plotSize","subtypeSpecification"
"550","BART_024","BART","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"591","BART_025","BART","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"591","BART_025","BART","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"1359","BART_026","BART","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"4070","BART_027","BART","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"4467","BART_028","BART","evergreenForest","distributed","basePlot","all|bet|div","1600",
"5255","BART_029","BART","evergreenForest","distributed","basePlot","all|div","1600",
"5255","BART_029","BART","evergreenForest","distributed","tickPlot","tck","1600",
"14707","BART_030","BART","evergreenForest","distributed","basePlot","all|div","1600",
"17459","BART_031","BART","evergreenForest","distributed","basePlot","all|bet|div","1600",
"75","BART_032","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"267","BART_033","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"331","BART_034","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"651","BART_036","BART","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"779","BART_037","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"1163","BART_039","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"2043","BART_040","BART","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"2379","BART_041","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"2443","BART_042","BART","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","1600",
"2827","BART_044","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"3467","BART_046","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"3659","BART_047","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"20875","BART_050","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"40587","BART_051","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"15435","BART_053","BART","","tower","phenology","phe","40000","primary"
"86","BART_054","BART","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"231","BART_055","BART","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"531","BART_056","BART","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"719","BART_057","BART","mixedForest","distributed","mosquitoPoint","mos|mpt","0",
"1415","BART_058","BART","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"2006","BART_059","BART","mixedForest","distributed","mosquitoPoint","mos|mpt","0",
"2950","BART_060","BART","mixedForest","distributed","mosquitoPoint","mos|mpt","0",
"3379","BART_061","BART","mixedForest","distributed","mosquitoPoint","mos|mpt","0",
"307","BART_062","BART","deciduousForest","distributed","basePlot","all|div","1600",
"307","BART_062","BART","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"435","BART_066","BART","mixedForest","distributed","basePlot","all|bet|div","1600",
"499","BART_068","BART","mixedForest","distributed","basePlot","all|bet|div","1600",
"203","BART_070","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"843","BART_071","BART","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"5515","BART_072","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"5707","BART_073","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"20235","BART_074","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"35719","BART_075","BART","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","1600",
"739","BART_079","BART","deciduousForest","distributed","basePlot","all|bet|div","1600",
"931","BART_080","BART","deciduousForest","distributed","basePlot","all|bet|div","1600",
"1450","BART_081","BART","mixedForest","distributed","basePlot","all|bet|div","1600",
"391","BART_082","BART","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"3927","BART_084","BART","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"41779","BART_085","BART","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"42587","BART_086","BART","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"5451","BART_087","BART","","tower","phenology","phe","40000","phenocam"
"0","BONA_001","BONA","deciduousForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"3","BONA_002","BONA","deciduousForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"3","BONA_002","BONA","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"3","BONA_002","BONA","deciduousForest","distributed","birdGrid","brd","250000","ninePoints"
"3","BONA_002","BONA","deciduousForest","distributed","tickPlot","tck","1600",
"40","BONA_003","BONA","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"40","BONA_003","BONA","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"51","BONA_004","BONA","evergreenForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"51","BONA_004","BONA","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"51","BONA_004","BONA","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"51","BONA_004","BONA","evergreenForest","distributed","tickPlot","tck","1600",
"83","BONA_005","BONA","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"83","BONA_005","BONA","deciduousForest","distributed","birdGrid","brd","250000","ninePoints"
"115","BONA_006","BONA","evergreenForest","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"115","BONA_006","BONA","evergreenForest","distributed","birdGrid","brd","250000","ninePoints"
"120","BONA_007","BONA","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"120","BONA_007","BONA","deciduousForest","distributed","birdGrid","brd","250000","ninePoints"
"122","BONA_008","BONA","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"122","BONA_008","BONA","deciduousForest","distributed","birdGrid","brd","250000","ninePoints"
"131","BONA_009","BONA","shrubScrub","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"137","BONA_010","BONA","woodyWetlands","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"139","BONA_011","BONA","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"154","BONA_012","BONA","deciduousForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"154","BONA_012","BONA","deciduousForest","distributed","tickPlot","tck","1600",
"163","BONA_013","BONA","mixedForest","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"163","BONA_013","BONA","mixedForest","distributed","birdGrid","brd","250000","ninePoints"
"163","BONA_013","BONA","mixedForest","distributed","tickPlot","tck","1600",
"208","BONA_014","BONA","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"208","BONA_014","BONA","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"224","BONA_015","BONA","deciduousForest","distributed","basePlot","all|bet|div","1600",
"232","BONA_016","BONA","evergreenForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"250","BONA_017","BONA","deciduousForest","distributed","basePlot","all|div","1600",
"267","BONA_018","BONA","evergreenForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"296","BONA_019","BONA","evergreenForest","distributed","basePlot","all|div","1600",
"307","BONA_020","BONA","evergreenForest","distributed","basePlot","all|div","1600",
"307","BONA_020","BONA","evergreenForest","distributed","mammalGrid","mam","8100","diversity"
"307","BONA_020","BONA","evergreenForest","distributed","tickPlot","tck","1600",
"393","BONA_021","BONA","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"473","BONA_022","BONA","woodyWetlands","distributed","birdGrid","brd","250000","ninePoints"
"473","BONA_022","BONA","woodyWetlands","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"576","BONA_023","BONA","shrubScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"576","BONA_023","BONA","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"576","BONA_023","BONA","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"643","BONA_024","BONA","shrubScrub","distributed","basePlot","all|div","1600",
"649","BONA_025","BONA","shrubScrub","distributed","basePlot","all|div","1600",
"800","BONA_026","BONA","mixedForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"851","BONA_027","BONA","mixedForest","distributed","basePlot","all|div","1600",
"1232","BONA_028","BONA","mixedForest","distributed","basePlot","all|div","1600",
"1305","BONA_029","BONA","woodyWetlands","distributed","basePlot","all|div","1600",
"1920","BONA_030","BONA","woodyWetlands","distributed","basePlot","all|div","1600",
"282","BONA_033","BONA","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"512","BONA_034","BONA","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"1344","BONA_035","BONA","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"1715","BONA_036","BONA","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"2368","BONA_037","BONA","shrubScrub","distributed","mosquitoPoint","mos|mpt","0",
"3968","BONA_038","BONA","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"3979","BONA_039","BONA","evergreenForest","distributed","mosquitoPoint","mos|mpt","0",
"4736","BONA_040","BONA","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"5216","BONA_041","BONA","deciduousForest","distributed","mosquitoPoint","mos|mpt","0",
"7129","BONA_042","BONA","woodyWetlands","distributed","mosquitoPoint","mos|mpt","0",
"64794","BONA_043","BONA","mixedForest","distributed","mosquitoPoint","mos|mpt","0",
"567","BONA_044","BONA","shrubScrub","distributed","tickPlot","tck","1600",
"93","HEAL_004","HEAL","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"93","HEAL_004","HEAL","shrubScrub","distributed","tickPlot","tck","1600",
"117","HEAL_005","HEAL","shrubScrub","distributed","basePlot","all|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"117","HEAL_005","HEAL","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"125","HEAL_006","HEAL","dwarfScrub","distributed","birdGrid","brd","250000","ninePoints"
"125","HEAL_006","HEAL","dwarfScrub","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"145","HEAL_007","HEAL","dwarfScrub","distributed","basePlot","all|div","1600",
"161","HEAL_008","HEAL","dwarfScrub","distributed","basePlot","all|div","1600",
"169","HEAL_009","HEAL","dwarfScrub","distributed","basePlot","all|div","1600",
"177","HEAL_010","HEAL","shrubScrub","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"177","HEAL_010","HEAL","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"177","HEAL_010","HEAL","shrubScrub","distributed","mammalGrid","mam","8100","diversity"
"177","HEAL_010","HEAL","shrubScrub","distributed","tickPlot","tck","1600",
"209","HEAL_011","HEAL","shrubScrub","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"209","HEAL_011","HEAL","shrubScrub","distributed","birdGrid","brd","250000","ninePoints"
"209","HEAL_011","HEAL","shrubScrub","distributed","tickPlot","tck","1600",
"221","HEAL_012","HEAL","dwarfScrub","distributed","basePlot","all|div","1600",
"233","HEAL_013","HEAL","dwarfScrub","distributed","basePlot","all|div","1600",
"40601","BONA_090","BONA","","tower","phenology","phe","40000","phenocam"
"162201","BONA_092","BONA","","tower","phenology","phe","40000","primary"
"241","HEAL_014","HEAL","shrubScrub","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"4992","BONA_094","BONA","mixedForest","distributed","mammalGrid","mam","8100","diversity"
"4688","CLBJ_001","CLBJ","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"8384","CLBJ_002","CLBJ","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"12480","CLBJ_003","CLBJ","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst","1600",
"21072","CLBJ_004","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"24768","CLBJ_005","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"37456","CLBJ_006","CLBJ","","tower","basePlot","all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst","1600",
"40784","CLBJ_007","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"44880","CLBJ_008","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"45248","CLBJ_009","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"45648","CLBJ_010","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"48976","CLBJ_011","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"49344","CLBJ_012","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"53840","CLBJ_013","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"56512","CLBJ_014","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"57168","CLBJ_015","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"57536","CLBJ_016","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"61632","CLBJ_017","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"64704","CLBJ_018","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"68432","CLBJ_019","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"73296","CLBJ_020","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"73552","CLBJ_021","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"81088","CLBJ_022","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"86608","CLBJ_023","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"89680","CLBJ_024","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"89936","CLBJ_025","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"90304","CLBJ_026","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"94032","CLBJ_027","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"98496","CLBJ_028","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"98896","CLBJ_029","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"102992","CLBJ_030","CLBJ","","tower","basePlot","all|bbc|cdw|cfc|dhp|hbp|ltr|vst","400",
"160","CLBJ_031","CLBJ","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"160","CLBJ_031","CLBJ","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"240","CLBJ_032","CLBJ","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"240","CLBJ_032","CLBJ","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"288","CLBJ_033","CLBJ","deciduousForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"288","CLBJ_033","CLBJ","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"288","CLBJ_033","CLBJ","deciduousForest","distributed","tickPlot","tck","1600",
"328","CLBJ_034","CLBJ","grasslandHerbaceous","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"328","CLBJ_034","CLBJ","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"328","CLBJ_034","CLBJ","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"328","CLBJ_034","CLBJ","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"584","CLBJ_035","CLBJ","grasslandHerbaceous","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"608","CLBJ_036","CLBJ","grasslandHerbaceous","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"608","CLBJ_036","CLBJ","grasslandHerbaceous","distributed","birdGrid","brd","250000","ninePoints"
"608","CLBJ_036","CLBJ","grasslandHerbaceous","distributed","tickPlot","tck","1600",
"696","CLBJ_037","CLBJ","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"696","CLBJ_037","CLBJ","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"752","CLBJ_038","CLBJ","deciduousForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"752","CLBJ_038","CLBJ","deciduousForest","distributed","birdGrid","brd","250000","ninePoints"
"952","CLBJ_039","CLBJ","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"952","CLBJ_039","CLBJ","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"987","CLBJ_040","CLBJ","deciduousForest","distributed","basePlot","all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst","1600",
"987","CLBJ_040","CLBJ","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"987","CLBJ_040","CLBJ","deciduousForest","distributed","tickPlot","tck","1600",
"1035","CLBJ_041","CLBJ","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1035","CLBJ_041","CLBJ","grasslandHerbaceous","distributed","mammalGrid","mam","8100","diversity"
"1184","CLBJ_042","CLBJ","deciduousForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"1184","CLBJ_042","CLBJ","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"1264","CLBJ_043","CLBJ","deciduousForest","distributed","basePlot","all|bet|cdw|cfc|dhp|div|hbp|vst","1600",
"1264","CLBJ_043","CLBJ","deciduousForest","distributed","tickPlot","tck","1600",
"1451","CLBJ_044","CLBJ","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1472","CLBJ_045","CLBJ","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1520","CLBJ_046","CLBJ","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1568","CLBJ_047","CLBJ","grasslandHerbaceous","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1872","CLBJ_048","CLBJ","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"1899","CLBJ_049","CLBJ","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"1947","CLBJ_050","CLBJ","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"2208","CLBJ_051","CLBJ","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"2272","CLBJ_052","CLBJ","deciduousForest","distributed","basePlot","all|cdw|cfc|dhp|div|hbp|vst","1600",
"2667","CLBJ_053","CLBJ","deciduousForest","distributed","basePlot","all|div","1600",
"2352","CLBJ_054","CLBJ","deciduousForest","distributed","basePlot","all|div","1600",
"2376","CLBJ_055","CLBJ","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"2427","CLBJ_056","CLBJ","deciduousForest","distributed","basePlot","all|div","1600",
"2459","CLBJ_057","CLBJ","deciduousForest","distributed","basePlot","all|div","1600",
"2459","CLBJ_057","CLBJ","deciduousForest","distributed","mammalGrid","mam","8100","diversity"
"2512","CLBJ_058","CLBJ","deciduousForest","distributed","basePlot","all|div","1600",
"3483","CLBJ_059","CLBJ","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"3739","CLBJ_060","CLBJ","grasslandHerbaceous","distributed","basePlot","all|div","1600",
"27","CLBJ_061","CLBJ","deciduousForest","distributed","birdGrid","brd","250000","ninePoints"
