siteID,namedLocation,subplotID,targetTaxaPresent,easting,northing,utmZone,E_add,N_add,easting_calc,northing_calc,plotArea,CHM_area,CHM_percent,Year,startDate,endDate
YELL,YELL_049.basePlot.ltr,21,Y,536369.269,4977672.295,12N,-10,-10,536359,4977662,400,0,0,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_050.basePlot.ltr,23,Y,536040.4931,4978061.915,12N,10,-10,536050,4978051,400,72,18,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_050.basePlot.ltr,21,Y,536040.4931,4978061.915,12N,-10,-10,536030,4978051,400,76,19,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_051.basePlot.ltr,21,N,536159.9437,4977973.384,12N,-10,-10,536149,4977963,400,0,0,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_051.basePlot.ltr,23,N,536159.9437,4977973.384,12N,10,-10,536169,4977963,400,12,3,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_051.basePlot.ltr,23,Y,536159.9437,4977973.384,12N,10,-10,536169,4977963,400,12,3,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_051.basePlot.ltr,21,Y,536159.9437,4977973.384,12N,-10,-10,536149,4977963,400,0,0,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_052.basePlot.ltr,41,Y,536339.8504,4978032.393,12N,10,10,536349,4978042,400,244,61,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_052.basePlot.ltr,21,Y,536339.8504,4978032.393,12N,-10,-10,536329,4978022,400,242,60.5,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_053.basePlot.ltr,23,Y,536459.8305,4977491.956,12N,10,-10,536469,4977481,400,108,27,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_053.basePlot.ltr,21,Y,536459.8305,4977491.956,12N,-10,-10,536449,4977481,400,0,0,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_054.basePlot.ltr,39,Y,536518.5041,4977881.994,12N,-10,10,536508,4977891,400,285,71.25,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_054.basePlot.ltr,41,Y,536518.5041,4977881.994,12N,10,10,536528,4977891,400,228,57,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_055.basePlot.ltr,39,Y,536459.2068,4978002.744,12N,-10,10,536449,4978012,400,250,62.5,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_055.basePlot.ltr,41,Y,536459.2068,4978002.744,12N,10,10,536469,4978012,400,193,48.25,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_056.basePlot.ltr,39,Y,536731.5197,4977642.371,12N,-10,10,536721,4977652,400,72,18,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_056.basePlot.ltr,21,Y,536731.5197,4977642.371,12N,-10,-10,536721,4977632,400,40,10,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_057.basePlot.ltr,41,Y,535919.6368,4978092.341,12N,10,10,535929,4978102,400,54,13.5,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_057.basePlot.ltr,21,Y,535919.6368,4978092.341,12N,-10,-10,535909,4978082,400,227,56.75,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_058.basePlot.ltr,21,Y,536609.5678,4977972.498,12N,-10,-10,536599,4977962,400,269,67.25,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_058.basePlot.ltr,41,Y,536609.5678,4977972.498,12N,10,10,536619,4977982,400,0,0,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_059.basePlot.ltr,23,Y,536279.9322,4977762.77,12N,10,-10,536289,4977752,400,241,60.25,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_059.basePlot.ltr,21,Y,536279.9322,4977762.77,12N,-10,-10,536269,4977752,400,206,51.5,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_060.basePlot.ltr,21,Y,536040.2157,4977943.158,12N,-10,-10,536030,4977933,400,60,15,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_060.basePlot.ltr,41,Y,536040.2157,4977943.158,12N,10,10,536050,4977953,400,170,42.5,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_061.basePlot.ltr,41,Y,536249.597,4977881.909,12N,10,10,536259,4977891,400,180,45,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_061.basePlot.ltr,21,Y,536249.597,4977881.909,12N,-10,-10,536239,4977871,400,13,3.25,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_062.basePlot.ltr,21,Y,536520.1337,4977762.36,12N,-10,-10,536510,4977752,400,51,12.75,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
YELL,YELL_062.basePlot.ltr,23,Y,536520.1337,4977762.36,12N,10,-10,536530,4977752,400,79,19.75,2018,2018-07-04T14:00:00.000Z,2018-07-20T14:00:00.000Z
NIWO,NIWO_040.basePlot.ltr,31,Y,450123.0828,4433086.919,13N,0,0,450123,4433086,400,370,92.5,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_041.basePlot.ltr,31,Y,450274.7866,4433508.379,13N,0,0,450274,4433508,400,126,31.5,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_041.basePlot.ltr,31,Y,450274.7866,4433508.379,13N,0,0,450274,4433508,400,126,31.5,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_046.basePlot.ltr,31,Y,450003.3883,4433266.855,13N,0,0,450003,4433266,400,194,48.5,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_046.basePlot.ltr,31,Y,450003.3883,4433266.855,13N,0,0,450003,4433266,400,194,48.5,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_047.basePlot.ltr,31,Y,450155.6073,4433987.224,13N,0,0,450155,4433987,400,0,0,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_051.basePlot.ltr,31,Y,450064.1567,4433297.645,13N,0,0,450064,4433297,400,97,24.25,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_051.basePlot.ltr,31,Y,450064.1567,4433297.645,13N,0,0,450064,4433297,400,97,24.25,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_057.basePlot.ltr,31,Y,450093.106,4433146.61,13N,0,0,450093,4433146,400,300,75,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_057.basePlot.ltr,31,Y,450093.106,4433146.61,13N,0,0,450093,4433146,400,300,75,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_058.basePlot.ltr,31,Y,449913.9775,4433329.713,13N,0,0,449913,4433329,400,57,14.25,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_058.basePlot.ltr,31,Y,449913.9775,4433329.713,13N,0,0,449913,4433329,400,57,14.25,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_061.basePlot.ltr,31,Y,450004.955,4433206.795,13N,0,0,450004,4433206,400,233,58.25,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_061.basePlot.ltr,31,Y,450004.955,4433206.795,13N,0,0,450004,4433206,400,233,58.25,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_062.basePlot.ltr,31,Y,450034.568,4433597.643,13N,0,0,450034,4433597,400,0,0,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_062.basePlot.ltr,31,Y,450034.568,4433597.643,13N,0,0,450034,4433597,400,0,0,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_063.basePlot.ltr,31,Y,450095.174,4433357.491,13N,0,0,450095,4433357,400,103,25.75,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_063.basePlot.ltr,31,Y,450095.174,4433357.491,13N,0,0,450095,4433357,400,103,25.75,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_064.basePlot.ltr,31,Y,450184.5047,4433178.199,13N,0,0,450184,4433178,400,134,33.5,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_064.basePlot.ltr,31,Y,450184.5047,4433178.199,13N,0,0,450184,4433178,400,134,33.5,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
NIWO,NIWO_067.basePlot.ltr,31,Y,450096.7883,4433447.388,13N,0,0,450096,4433447,400,143,35.75,2018,2018-07-31T15:00:00.000Z,2018-08-13T15:00:00.000Z
SRER,SRER_042.basePlot.ltr,39,Y,515696.2185,3530779.77,12N,-10,10,515686,3530789,400,17,4.25,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_042.basePlot.ltr,23,Y,515696.2185,3530779.77,12N,10,-10,515706,3530769,400,18,4.5,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_043.basePlot.ltr,39,Y,515394.6882,3530482.479,12N,-10,10,515384,3530492,400,0,0,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_043.basePlot.ltr,21,Y,515394.6882,3530482.479,12N,-10,-10,515384,3530472,400,0,0,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_044.basePlot.ltr,39,Y,515394.5235,3530780.975,12N,-10,10,515384,3530790,400,0,0,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_044.basePlot.ltr,41,Y,515394.5235,3530780.975,12N,10,10,515404,3530790,400,0,0,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_045.basePlot.ltr,23,Y,515756.1539,3530660.818,12N,10,-10,515766,3530650,400,0,0,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_045.basePlot.ltr,21,Y,515756.1539,3530660.818,12N,-10,-10,515746,3530650,400,10,2.5,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_046.basePlot.ltr,41,Y,515365.2535,3530628.856,12N,10,10,515375,3530638,400,0,0,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_046.basePlot.ltr,23,Y,515365.2535,3530628.856,12N,10,-10,515375,3530618,400,1,0.25,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_047.basePlot.ltr,39,Y,515275.5155,3530511.009,12N,-10,10,515265,3530521,400,2,0.5,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_047.basePlot.ltr,41,Y,515275.5155,3530511.009,12N,10,10,515285,3530521,400,0,0,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_048.basePlot.ltr,41,Y,515517.3986,3530802.996,12N,10,10,515527,3530812,400,2,0.5,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_048.basePlot.ltr,23,Y,515517.3986,3530802.996,12N,10,-10,515527,3530792,400,0,0,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_049.basePlot.ltr,21,Y,515427.6726,3530302.522,12N,-10,-10,515417,3530292,400,4,1,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_049.basePlot.ltr,39,Y,515427.6726,3530302.522,12N,-10,10,515417,3530312,400,1,0.25,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_050.basePlot.ltr,41,Y,515696.1977,3530299.494,12N,10,10,515706,3530309,400,2,0.5,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_050.basePlot.ltr,39,Y,515696.1977,3530299.494,12N,-10,10,515686,3530309,400,11,2.75,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_051.basePlot.ltr,41,Y,515305.0066,3530389.571,12N,10,10,515315,3530399,400,8,2,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_051.basePlot.ltr,23,Y,515305.0066,3530389.571,12N,10,-10,515315,3530379,400,7,1.75,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_052.basePlot.ltr,21,Y,515755.5785,3530420.07,12N,-10,-10,515745,3530410,400,0,0,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_052.basePlot.ltr,39,Y,515755.5785,3530420.07,12N,-10,10,515745,3530430,400,0,0,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_053.basePlot.ltr,39,Y,515514.1479,3530452.178,12N,-10,10,515504,3530462,400,1,0.25,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_053.basePlot.ltr,41,Y,515514.1479,3530452.178,12N,10,10,515524,3530462,400,1,0.25,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_054.basePlot.ltr,39,Y,515635.2301,3530660.3,12N,-10,10,515625,3530670,400,1,0.25,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_054.basePlot.ltr,41,Y,515635.2301,3530660.3,12N,10,10,515645,3530670,400,12,3,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_055.basePlot.ltr,39,Y,515546.5751,3530329.415,12N,-10,10,515536,3530339,400,35,8.75,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_055.basePlot.ltr,41,Y,515546.5751,3530329.415,12N,10,10,515556,3530339,400,13,3.25,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_056.basePlot.ltr,41,Y,515636.067,3530421.66,12N,10,10,515646,3530431,400,1,0.25,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_056.basePlot.ltr,39,Y,515636.067,3530421.66,12N,-10,10,515626,3530431,400,0,0,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_057.basePlot.ltr,23,Y,515516.5961,3530646.154,12N,10,-10,515526,3530636,400,0,0,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_057.basePlot.ltr,41,Y,515516.5961,3530646.154,12N,10,10,515526,3530656,400,0,0,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_058.basePlot.ltr,41,Y,515816.047,3530570.131,12N,10,10,515826,3530580,400,17,4.25,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_058.basePlot.ltr,23,Y,515816.047,3530570.131,12N,10,-10,515826,3530560,400,3,0.75,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_059.basePlot.ltr,21,Y,515695.542,3530542.457,12N,-10,-10,515685,3530532,400,4,1,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
SRER,SRER_059.basePlot.ltr,41,Y,515695.542,3530542.457,12N,10,10,515705,3530552,400,3,0.75,2018,2018-08-24T15:00:00.000Z,2018-08-29T15:00:00.000Z
ABBY,ABBY_061.basePlot.ltr,21,Y,552011.1354,5067872.223,10N,-10,-10,552001,5067862,400,389,97.25,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_061.basePlot.ltr,39,Y,552011.1354,5067872.223,10N,-10,10,552001,5067882,400,397,99.25,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_062.basePlot.ltr,41,Y,552250.388,5067988.116,10N,10,10,552260,5067998,400,400,100,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_062.basePlot.ltr,39,Y,552250.388,5067988.116,10N,-10,10,552240,5067998,400,400,100,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_063.basePlot.ltr,39,Y,552099.9559,5067657.636,10N,-10,10,552089,5067667,400,201,50.25,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_063.basePlot.ltr,21,Y,552099.9559,5067657.636,10N,-10,-10,552089,5067647,400,241,60.25,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_064.basePlot.ltr,23,Y,552220.4158,5067871.533,10N,10,-10,552230,5067861,400,400,100,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_064.basePlot.ltr,21,Y,552220.4158,5067871.533,10N,-10,-10,552210,5067861,400,391,97.75,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_065.basePlot.ltr,41,Y,551861.6004,5067842.641,10N,10,10,551871,5067852,400,389,97.25,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_065.basePlot.ltr,23,Y,551861.6004,5067842.641,10N,10,-10,551871,5067832,400,369,92.25,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_067.basePlot.ltr,21,Y,551981.7836,5067662.202,10N,-10,-10,551971,5067652,400,390,97.5,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_067.basePlot.ltr,39,Y,551981.7836,5067662.202,10N,-10,10,551971,5067672,400,397,99.25,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_068.basePlot.ltr,39,Y,552220.1843,5067658.311,10N,-10,10,552210,5067668,400,400,100,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_068.basePlot.ltr,21,Y,552220.1843,5067658.311,10N,-10,-10,552210,5067648,400,400,100,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_069.basePlot.ltr,21,Y,552310.3218,5067778.4,10N,-10,-10,552300,5067768,400,400,100,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_069.basePlot.ltr,41,Y,552310.3218,5067778.4,10N,10,10,552320,5067788,400,376,94,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_070.basePlot.ltr,39,Y,552040.5574,5067748.36,10N,-10,10,552030,5067758,400,400,100,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_070.basePlot.ltr,21,Y,552040.5574,5067748.36,10N,-10,-10,552030,5067738,400,400,100,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_073.basePlot.ltr,23,Y,552520.5639,5067931.282,10N,10,-10,552530,5067921,400,400,100,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_073.basePlot.ltr,39,Y,552520.5639,5067931.282,10N,-10,10,552510,5067941,400,400,100,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_074.basePlot.ltr,21,Y,552488.8993,5067748.572,10N,-10,-10,552478,5067738,400,400,100,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_074.basePlot.ltr,23,Y,552488.8993,5067748.572,10N,10,-10,552498,5067738,400,400,100,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_075.basePlot.ltr,21,Y,552609.8271,5067841.037,10N,-10,-10,552599,5067831,400,384,96,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_075.basePlot.ltr,39,Y,552609.8271,5067841.037,10N,-10,10,552599,5067851,400,373,93.25,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_076.basePlot.ltr,21,Y,552099.6264,5068021.851,10N,-10,-10,552089,5068011,400,385,96.25,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
ABBY,ABBY_076.basePlot.ltr,23,Y,552099.6264,5068021.851,10N,10,-10,552109,5068011,400,345,86.25,2018,2018-07-14T15:00:00.000Z,2018-07-16T21:00:00.000Z
WREF,WREF_070.basePlot.ltr,39,Y,581129.4364,5075043.911,10N,-10,10,581119,5075053,400,399,99.75,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_070.basePlot.ltr,21,Y,581129.4364,5075043.911,10N,-10,-10,581119,5075033,400,400,100,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_071.basePlot.ltr,23,Y,580890.4516,5075580.954,10N,10,-10,580900,5075570,400,395,98.75,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_071.basePlot.ltr,21,Y,580890.4516,5075580.954,10N,-10,-10,580880,5075570,400,378,94.5,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_072.basePlot.ltr,41,Y,580291.486,5075042.901,10N,10,10,580301,5075052,400,397,99.25,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_072.basePlot.ltr,39,Y,580291.486,5075042.901,10N,-10,10,580281,5075052,400,394,98.5,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_073.basePlot.ltr,23,Y,580772.0566,5075223.377,10N,10,-10,580782,5075213,400,400,100,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_073.basePlot.ltr,39,Y,580772.0566,5075223.377,10N,-10,10,580762,5075233,400,400,100,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_074.basePlot.ltr,39,Y,580860.8667,5075788.589,10N,-10,10,580850,5075798,400,388,97,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_074.basePlot.ltr,23,Y,580860.8667,5075788.589,10N,10,-10,580870,5075778,400,400,100,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_075.basePlot.ltr,21,Y,580918.1037,5075342.958,10N,-10,-10,580908,5075332,400,380,95,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_075.basePlot.ltr,23,Y,580918.1037,5075342.958,10N,10,-10,580928,5075332,400,392,98,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_076.basePlot.ltr,21,Y,580383.7743,5074893.526,10N,-10,-10,580373,5074883,400,386,96.5,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_076.basePlot.ltr,23,Y,580383.7743,5074893.526,10N,10,-10,580393,5074883,400,361,90.25,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_077.basePlot.ltr,39,Y,580889.2399,5074923.097,10N,-10,10,580879,5074933,400,378,94.5,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_077.basePlot.ltr,21,Y,580889.2399,5074923.097,10N,-10,-10,580879,5074913,400,397,99.25,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_078.basePlot.ltr,41,Y,581188.9803,5075670.64,10N,10,10,581198,5075680,400,389,97.25,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_078.basePlot.ltr,23,Y,581188.9803,5075670.64,10N,10,-10,581198,5075660,400,396,99,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_079.basePlot.ltr,41,Y,580528.6956,5075160.875,10N,10,10,580538,5075170,400,387,96.75,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_079.basePlot.ltr,21,Y,580528.6956,5075160.875,10N,-10,-10,580518,5075150,400,400,100,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_080.basePlot.ltr,21,Y,580741.1501,5075102.963,10N,-10,-10,580731,5075092,400,383,95.75,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_080.basePlot.ltr,39,Y,580741.1501,5075102.963,10N,-10,10,580731,5075112,400,369,92.25,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_081.basePlot.ltr,41,Y,581310.3627,5074920.489,10N,10,10,581320,5074930,400,400,100,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_081.basePlot.ltr,23,Y,581310.3627,5074920.489,10N,10,-10,581320,5074910,400,399,99.75,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_082.basePlot.ltr,41,Y,581009.6693,5075850.647,10N,10,10,581019,5075860,400,391,97.75,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_082.basePlot.ltr,21,Y,581009.6693,5075850.647,10N,-10,-10,580999,5075840,400,377,94.25,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_083.basePlot.ltr,23,Y,580563.9069,5074890.195,10N,10,-10,580573,5074880,400,400,100,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_083.basePlot.ltr,21,Y,580563.9069,5074890.195,10N,-10,-10,580553,5074880,400,400,100,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_084.basePlot.ltr,41,Y,580769.3444,5075610.713,10N,10,10,580779,5075620,400,391,97.75,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_084.basePlot.ltr,23,Y,580769.3444,5075610.713,10N,10,-10,580779,5075600,400,382,95.5,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_085.basePlot.ltr,41,Y,580679.9188,5075761.008,10N,10,10,580689,5075771,400,398,99.5,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_085.basePlot.ltr,39,Y,580679.9188,5075761.008,10N,-10,10,580669,5075771,400,395,98.75,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
WREF,WREF_086.basePlot.ltr,21,Y,581011.0253,5074830.566,10N,-10,-10,581001,5074820,400,346,86.5,2018,2018-07-08T16:00:00.000Z,2018-07-12T15:00:00.000Z
