transectID,site,group,position.m,pos.bin,easting,northing,lai,lai.quant
DT06,DT,upper,330,300,387020.232,3293273.379,2.73,1.0
DT06,DT,upper,340,300,387015.475,3293282.175,2.63,1.0
DT06,DT,upper,350,350,387010.120,3293292.080,2.63,1.0
DT06,DT,upper,360,350,387005.637,3293301.019,2.12,1.0
DT06,DT,upper,370,350,387001.154,3293309.958,1.92,1.0
DT06,DT,upper,380,350,386996.672,3293318.897,3.95,1.0
DT06,DT,upper,390,350,386992.189,3293327.836,1.35,1.0
DT06,DT,upper,400,400,386987.828,3293336.531,1.09,0.8
DT06,DT,upper,410,400,386982.879,3293345.221,0.74,0.6
DT06,DT,upper,420,400,386977.931,3293353.910,1.06,0.8
DT06,DT,upper,430,400,386972.982,3293362.600,0.74,0.6
DT06,DT,upper,440,400,386968.034,3293371.290,1.18,1.0
DT06,DT,upper,450,450,386963.081,3293379.987,0.9,0.8
DT06,DT,upper,460,450,386958.073,3293388.643,0.8,0.6
DT06,DT,upper,470,450,386953.065,3293397.298,1.53,1.0
DT06,DT,upper,480,450,386948.056,3293405.954,1.14,0.8
DT06,DT,upper,490,450,386943.048,3293414.609,1.04,0.8
DT06,DT,upper,500,500,386938.302,3293422.812,1.57,1.0
OS01,OS,tower,0,0,403835.042,3285052.236,0.46,0.4
OS01,OS,tower,10,0,403843.334,3285057.825,1.16,0.8
OS01,OS,tower,20,0,403851.626,3285063.415,0.36,0.2
OS01,OS,tower,30,0,403859.919,3285069.004,0.57,0.4
OS01,OS,tower,40,0,403868.211,3285074.593,1.41,1.0
OS01,OS,tower,50,50,403876.802,3285080.384,0.65,0.4
OS01,OS,tower,60,50,403885.546,3285085.235,0.96,0.8
OS01,OS,tower,70,50,403894.291,3285090.087,1.15,0.8
OS01,OS,tower,80,50,403903.035,3285094.938,1.51,1.0
OS01,OS,tower,90,50,403911.779,3285099.790,0.93,0.8
OS01,OS,tower,100,100,403919.409,3285104.023,0.89,0.6
OS01,OS,tower,110,100,403928.093,3285108.982,0.21,0.2
OS01,OS,tower,120,100,403936.777,3285113.941,0.17,0.2
OS01,OS,tower,130,100,403945.461,3285118.900,0.13,0.2
OS01,OS,tower,140,100,403954.144,3285123.859,1.47,1.0
OS01,OS,tower,150,150,403963.862,3285129.408,1.13,0.8
OS01,OS,tower,160,150,403972.476,3285134.487,0.67,0.6
OS01,OS,tower,170,150,403981.090,3285139.566,0.77,0.6
OS01,OS,tower,180,150,403989.704,3285144.646,1,0.8
OS01,OS,tower,190,150,403998.318,3285149.725,0.48,0.4
OS01,OS,tower,200,200,404007.080,3285154.891,0.57,0.4
OS01,OS,tower,210,200,404015.847,3285159.701,1.02,0.8
OS01,OS,tower,220,200,404024.615,3285164.510,0.37,0.2
OS01,OS,tower,230,200,404033.382,3285169.320,0.12,0.2
OS01,OS,tower,240,200,404042.150,3285174.130,1.17,1.0
OS01,OS,tower,250,250,404050.904,3285178.932,0.93,0.8
OS01,OS,tower,260,250,404059.277,3285184.399,0.86,0.6
OS01,OS,tower,270,250,404067.650,3285189.866,1.43,1.0
OS01,OS,tower,280,250,404076.024,3285195.333,0.71,0.6
OS01,OS,tower,290,250,404084.397,3285200.801,0.57,0.4
OS01,OS,tower,300,300,404092.671,3285206.203,1.01,0.8
OS01,OS,tower,310,300,404101.277,3285211.296,0.48,0.4
OS01,OS,tower,320,300,404109.883,3285216.388,0.45,0.4
OS01,OS,tower,330,300,404118.489,3285221.481,0.47,0.4
OS01,OS,tower,340,300,404127.095,3285226.573,1.15,0.8
OS01,OS,tower,350,350,404135.617,3285231.616,0.01,0.2
OS01,OS,tower,360,350,404144.108,3285236.898,0.53,0.4
OS01,OS,tower,370,350,404152.600,3285242.179,1.1,0.8
OS01,OS,tower,380,350,404161.091,3285247.461,0.72,0.6
OS01,OS,tower,390,350,404169.583,3285252.743,0.78,0.6
OS01,OS,tower,400,400,404178.335,3285258.187,1.11,0.8
OS01,OS,tower,410,400,404187.310,3285262.596,0.66,0.4
OS01,OS,tower,420,400,404196.286,3285267.005,1.2,1.0
OS01,OS,tower,430,400,404205.261,3285271.415,0.66,0.4
OS01,OS,tower,440,400,404214.237,3285275.824,0.95,0.8
OS01,OS,tower,450,450,404223.664,3285280.455,0.8,0.6
OS01,OS,tower,460,450,404232.446,3285285.237,1.03,0.8
OS01,OS,tower,470,450,404241.229,3285290.020,0.97,0.8
OS01,OS,tower,480,450,404250.011,3285294.802,1.01,0.8
OS01,OS,tower,490,450,404258.793,3285299.585,0.23,0.2
OS01,OS,tower,500,500,404266.960,3285304.032,0.46,0.4
OS02,OS,tower,0,0,403900.214,3284937.286,0.41,0.2
OS02,OS,tower,10,0,403908.847,3284942.334,0.51,0.4
OS02,OS,tower,20,0,403917.479,3284947.381,0.76,0.6
OS02,OS,tower,30,0,403926.112,3284952.429,0.54,0.4
OS02,OS,tower,40,0,403934.745,3284957.476,0.82,0.6
OS02,OS,tower,50,50,403943.619,3284962.665,0.94,0.8
OS02,OS,tower,60,50,403952.359,3284967.524,0.84,0.6
OS02,OS,tower,70,50,403961.099,3284972.383,0.29,0.2
OS02,OS,tower,80,50,403969.839,3284977.242,0.8,0.6
OS02,OS,tower,90,50,403978.580,3284982.101,0.99,0.8
OS02,OS,tower,100,100,403988.136,3284987.414,0.59,0.4
OS02,OS,tower,110,100,403996.777,3284992.448,0.78,0.6
OS02,OS,tower,120,100,404005.417,3284997.482,0.9,0.8
OS02,OS,tower,130,100,404014.058,3285002.516,1.1,0.8
OS02,OS,tower,140,100,404022.698,3285007.550,1.13,0.8
OS02,OS,tower,150,150,404031.139,3285012.468,0.52,0.4
OS02,OS,tower,160,150,404039.776,3285017.508,0.37,0.2
OS02,OS,tower,170,150,404048.413,3285022.547,0.46,0.4
OS02,OS,tower,180,150,404057.051,3285027.587,0.45,0.4
OS02,OS,tower,190,150,404065.688,3285032.627,1.24,1.0
OS02,OS,tower,200,200,404074.268,3285037.633,0.46,0.4
OS02,OS,tower,210,200,404082.858,3285042.753,0.94,0.8
OS02,OS,tower,220,200,404091.448,3285047.873,1.53,1.0
OS02,OS,tower,230,200,404100.037,3285052.993,0.4,0.2
OS02,OS,tower,240,200,404108.627,3285058.113,0.77,0.6
OS02,OS,tower,250,250,404117.495,3285063.399,0.42,0.2
OS02,OS,tower,260,250,404126.227,3285068.272,0.5,0.4
OS02,OS,tower,270,250,404134.959,3285073.146,0.69,0.6
OS02,OS,tower,280,250,404143.692,3285078.019,0.34,0.2
OS02,OS,tower,290,250,404152.424,3285082.892,0.28,0.2
OS02,OS,tower,300,300,404160.766,3285087.548,0.35,0.2
OS02,OS,tower,310,300,404169.435,3285092.533,0.28,0.2
OS02,OS,tower,320,300,404178.104,3285097.518,0.07,0.2
OS02,OS,tower,330,300,404186.773,3285102.503,0.07,0.2
OS02,OS,tower,340,300,404195.442,3285107.488,0.21,0.2
OS02,OS,tower,350,350,404204.892,3285112.922,0.17,0.2
OS02,OS,tower,360,350,404213.567,3285117.896,1,0.8
OS02,OS,tower,370,350,404222.242,3285122.870,1.57,1.0
OS02,OS,tower,380,350,404230.917,3285127.845,0.41,0.2
OS02,OS,tower,390,350,404239.592,3285132.819,0.68,0.6
OS02,OS,tower,400,400,404247.783,3285137.515,0.57,0.4
OS02,OS,tower,410,400,404256.420,3285142.555,0.46,0.4
OS02,OS,tower,420,400,404265.057,3285147.596,0.4,0.2
OS02,OS,tower,430,400,404273.693,3285152.636,1.41,1.0
OS02,OS,tower,440,400,404282.330,3285157.677,1.48,1.0
OS02,OS,tower,450,450,404290.540,3285162.468,0.89,0.6
OS02,OS,tower,460,450,404299.202,3285167.464,0.89,0.6
OS02,OS,tower,470,450,404307.865,3285172.461,0.92,0.8
OS02,OS,tower,480,450,404316.527,3285177.457,0.86,0.6
OS02,OS,tower,490,450,404325.189,3285182.453,0.99,0.8
OS02,OS,tower,500,500,404334.447,3285187.793,1.65,1.0
OS03,OS,tower,0,0,403968.152,3284822.200,0.24,0.2
OS03,OS,tower,10,0,403976.807,3284827.210,0.26,0.2
OS03,OS,tower,20,0,403985.461,3284832.219,0.01,0.2
OS03,OS,tower,30,0,403994.116,3284837.229,0.04,0.2
OS03,OS,tower,40,0,404002.771,3284842.238,0.51,0.4
OS03,OS,tower,50,50,404011.070,3284847.042,0.92,0.8
OS03,OS,tower,60,50,404019.789,3284851.939,0.13,0.2
OS03,OS,tower,70,50,404028.507,3284856.837,0.01,0.2
OS03,OS,tower,80,50,404037.226,3284861.734,0.05,0.2
OS03,OS,tower,90,50,404045.945,3284866.631,0.07,0.2
OS03,OS,tower,100,100,404054.588,3284871.486,0.85,0.6
OS03,OS,tower,110,100,404063.248,3284876.486,0.09,0.2
OS03,OS,tower,120,100,404071.909,3284881.486,0.02,0.2
OS03,OS,tower,130,100,404080.569,3284886.486,0.03,0.2
OS03,OS,tower,140,100,404089.229,3284891.485,0.71,0.6
OS03,OS,tower,150,150,404097.893,3284896.487,0.25,0.2
OS03,OS,tower,160,150,404106.522,3284901.541,2.36,1.0
OS03,OS,tower,170,150,404115.151,3284906.594,1.2,1.0
OS03,OS,tower,180,150,404123.780,3284911.648,0.45,0.4
OS03,OS,tower,190,150,404132.409,3284916.702,1.14,0.8
OS03,OS,tower,200,200,404140.814,3284921.624,1.66,1.0
OS03,OS,tower,210,200,404149.420,3284926.717,1.33,1.0
OS03,OS,tower,220,200,404158.025,3284931.811,0.87,0.6
OS03,OS,tower,230,200,404166.631,3284936.904,0.6,0.4
OS03,OS,tower,240,200,404175.237,3284941.997,1.13,0.8
OS03,OS,tower,250,250,404183.889,3284947.118,1.34,1.0
OS03,OS,tower,260,250,404192.569,3284952.083,2.13,1.0
OS03,OS,tower,270,250,404201.250,3284957.048,0.64,0.4
OS03,OS,tower,280,250,404209.930,3284962.013,0.59,0.4
OS03,OS,tower,290,250,404218.611,3284966.977,0.48,0.4
OS03,OS,tower,300,300,404227.228,3284971.906,0.69,0.6
OS03,OS,tower,310,300,404235.841,3284976.987,0.7,0.6
OS03,OS,tower,320,300,404244.454,3284982.068,0.91,0.8
OS03,OS,tower,330,300,404253.067,3284987.149,0.27,0.2
OS03,OS,tower,340,300,404261.680,3284992.230,0.22,0.2
OS03,OS,tower,350,350,404270.117,3284997.208,1.82,1.0
OS03,OS,tower,360,350,404278.832,3285002.112,1.07,0.8
OS03,OS,tower,370,350,404287.547,3285007.016,0.66,0.4
OS03,OS,tower,380,350,404296.262,3285011.920,0.62,0.4
OS03,OS,tower,390,350,404304.977,3285016.824,0.51,0.4
OS03,OS,tower,400,400,404313.465,3285021.600,1.01,0.8
OS03,OS,tower,410,400,404322.096,3285026.651,2.22,1.0
OS03,OS,tower,420,400,404330.727,3285031.701,1.07,0.8
OS03,OS,tower,430,400,404339.357,3285036.752,1.13,0.8
OS03,OS,tower,440,400,404347.988,3285041.803,0.77,0.6
OS03,OS,tower,450,450,404356.738,3285046.923,1.5,1.0
OS03,OS,tower,460,450,404365.436,3285051.857,0.36,0.2
OS03,OS,tower,470,450,404374.134,3285056.791,0.46,0.4
OS03,OS,tower,480,450,404382.832,3285061.725,0.44,0.2
OS03,OS,tower,490,450,404391.530,3285066.659,0.69,0.6
OS03,OS,tower,500,500,404400.000,3285071.464,0.74,0.6
OS04,OS,tower,0,0,404035.963,3284706.611,0.02,0.2
OS04,OS,tower,10,0,404044.507,3284711.808,0.04,0.2
OS04,OS,tower,20,0,404053.050,3284717.004,0.81,0.6
OS04,OS,tower,30,0,404061.594,3284722.201,0.32,0.2
OS04,OS,tower,40,0,404070.138,3284727.398,0.32,0.2
OS04,OS,tower,50,50,404078.589,3284732.538,0.52,0.4
OS04,OS,tower,60,50,404087.208,3284737.609,1.47,1.0
OS04,OS,tower,70,50,404095.827,3284742.680,0.32,0.2
OS04,OS,tower,80,50,404104.445,3284747.751,1.44,1.0
OS04,OS,tower,90,50,404113.064,3284752.822,0.44,0.2
OS04,OS,tower,100,100,404121.565,3284757.824,0.48,0.4
OS04,OS,tower,110,100,404130.268,3284762.750,1.12,0.8
OS04,OS,tower,120,100,404138.970,3284767.676,0.92,0.8
OS04,OS,tower,130,100,404147.673,3284772.602,0.29,0.2
OS04,OS,tower,140,100,404156.375,3284777.528,1.2,1.0
OS04,OS,tower,150,150,404165.422,3284782.649,1.33,1.0
OS04,OS,tower,160,150,404174.332,3284787.189,0.96,0.8
OS04,OS,tower,170,150,404183.242,3284791.729,1.08,0.8
OS04,OS,tower,180,150,404192.152,3284796.269,1.01,0.8
OS04,OS,tower,190,150,404201.062,3284800.809,0.65,0.4
OS04,OS,tower,200,200,404209.480,3284805.099,0.68,0.6
OS04,OS,tower,210,200,404218.427,3284809.566,0.69,0.6
OS04,OS,tower,220,200,404227.374,3284814.033,1.71,1.0
OS04,OS,tower,230,200,404236.320,3284818.500,0.79,0.6
OS04,OS,tower,240,200,404245.267,3284822.967,0.58,0.4
OS04,OS,tower,250,250,404254.632,3284827.643,0.85,0.6
OS04,OS,tower,260,250,404263.640,3284831.986,1.59,1.0
OS04,OS,tower,270,250,404272.647,3284836.329,0.89,0.6
OS04,OS,tower,280,250,404281.655,3284840.673,1.02,0.8
OS04,OS,tower,290,250,404290.662,3284845.016,0.81,0.6
OS04,OS,tower,300,300,404299.371,3284849.215,0.42,0.2
OS04,OS,tower,310,300,404308.330,3284853.658,0.78,0.6
OS04,OS,tower,320,300,404317.289,3284858.101,0.74,0.6
OS04,OS,tower,330,300,404326.247,3284862.544,0.25,0.2
OS04,OS,tower,340,300,404335.206,3284866.987,0.34,0.2
OS04,OS,tower,350,350,404344.796,3284871.743,0.88,0.6
OS04,OS,tower,360,350,404353.361,3284876.904,0.49,0.4
OS04,OS,tower,370,350,404361.927,3284882.065,1.01,0.8
OS04,OS,tower,380,350,404370.492,3284887.226,1.38,1.0
OS04,OS,tower,390,350,404379.057,3284892.387,1.12,0.8
OS04,OS,tower,400,400,404387.011,3284897.179,0.41,0.2
OS04,OS,tower,410,400,404395.936,3284901.689,0.86,0.6
OS04,OS,tower,420,400,404404.862,3284906.199,0.57,0.4
OS04,OS,tower,430,400,404413.787,3284910.709,1.64,1.0
OS04,OS,tower,440,400,404422.712,3284915.219,0.24,0.2
OS04,OS,tower,450,450,404431.890,3284919.856,2.34,1.0
OS04,OS,tower,460,450,404440.502,3284924.938,0.98,0.8
OS04,OS,tower,470,450,404449.115,3284930.020,0.09,0.2
OS04,OS,tower,480,450,404457.727,3284935.102,1.6,1.0
OS04,OS,tower,490,450,404466.339,3284940.184,1.77,1.0
OS04,OS,tower,500,500,404475.127,3284945.370,1.37,1.0
OS08,OS,east,0,0,404705.415,3284791.698,0.43,0.2
OS08,OS,east,10,0,404706.512,3284801.638,0.56,0.4
OS08,OS,east,20,0,404707.608,3284811.577,0.73,0.6
OS08,OS,east,30,0,404708.705,3284821.517,0.29,0.2
OS08,OS,east,40,0,404709.802,3284831.457,0.49,0.4
OS08,OS,east,50,50,404710.864,3284841.083,0.37,0.2
OS08,OS,east,60,50,404711.829,3284851.036,0.43,0.2
OS08,OS,east,70,50,404712.795,3284860.990,0.92,0.8
OS08,OS,east,80,50,404713.760,3284870.943,1.29,1.0
OS08,OS,east,90,50,404714.726,3284880.896,1.69,1.0
OS08,OS,east,100,100,404715.664,3284890.567,1.37,1.0
OS08,OS,east,110,100,404716.486,3284900.533,0.89,0.6
OS08,OS,east,120,100,404717.309,3284910.499,0.86,0.6
OS08,OS,east,130,100,404718.131,3284920.465,0.7,0.6
OS08,OS,east,140,100,404718.954,3284930.431,1.42,1.0
OS08,OS,east,150,150,404719.931,3284942.273,1.29,1.0
OS08,OS,east,160,150,404720.835,3284952.232,1,0.8
OS08,OS,east,170,150,404721.738,3284962.191,1.46,1.0
OS08,OS,east,180,150,404722.642,3284972.150,0.83,0.6
OS08,OS,east,190,150,404723.545,3284982.109,0.99,0.8
OS08,OS,east,200,200,404724.344,3284990.914,1.19,1.0
OS08,OS,east,210,200,404725.235,3285000.874,1,0.8
OS08,OS,east,220,200,404726.127,3285010.834,1.16,0.8
OS08,OS,east,230,200,404727.018,3285020.795,0.74,0.6
OS08,OS,east,240,200,404727.910,3285030.755,1.03,0.8
