"","domainid","siteid","plotid_parent","tallydate","volumefactor_ingest","particle_count","lidsazimuth","logmaxdiameter","taxonid","decayclass","logid_ingest","logdistance","loglength","acceptedtaxonid","targettaxapresent","diameterClass","decayClassNum"
"165","D05","TREE","TREE_047","2017-04-20T00:00:00.000Z",5,NA,50,27.8,"BEAL2","4 - Rotten throughout","656",38.9,2.2,"BEAL2","Y",">=10cm","4"
"166","D05","TREE","TREE_047","2017-04-20T00:00:00.000Z",5,NA,50,NA,"ZYVIV",NA,NA,NA,1,"ZYVIV","Y",NA,NA
"167","D05","TREE","TREE_047","2017-04-20T00:00:00.000Z",5,NA,170,7.2,"BEAL2","2 - Sound round","L02",1.8,2.8,"BEAL2","Y","5-10cm","2"
"168","D05","TREE","TREE_047","2017-04-20T00:00:00.000Z",5,NA,170,6.3,"BEAL2","2 - Sound round","L03",2.7,3.2,"BEAL2","Y","5-10cm","2"
"169","D05","TREE","TREE_047","2017-04-20T00:00:00.000Z",5,NA,170,23,"ACSA3","4 - Rotten throughout","655",14,9.3,"ACSA3","Y",">=10cm","4"
"170","D05","TREE","TREE_041","2017-04-12T00:00:00.000Z",NA,NA,280,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"171","D05","TREE","TREE_041","2017-04-12T00:00:00.000Z",5,NA,280,NA,"ZYVIV2",NA,NA,NA,1,"ZYVIR","Y",NA,NA
"172","D05","TREE","TREE_041","2017-04-12T00:00:00.000Z",5,NA,160,5.4,"ACER","2 - Sound round","L01",1.3,1.1,"ACER","Y","5-10cm","2"
"173","D05","TREE","TREE_041","2017-04-12T00:00:00.000Z",5,NA,160,20.5,"ACSA3","3 - Heartwood sound","401",7,1.7,"ACSA3","Y",">=10cm","3"
"174","D05","TREE","TREE_041","2017-04-12T00:00:00.000Z",5,NA,160,34,"ACER","4 - Rotten throughout","402",97.4,1.9,"ACER","Y",">=10cm","4"
"175","D05","TREE","TREE_041","2017-04-12T00:00:00.000Z",5,NA,40,20.7,"ACSA3","3 - Heartwood sound","660",4.6,9.6,"ACSA3","Y",">=10cm","3"
"176","D05","TREE","TREE_041","2017-04-12T00:00:00.000Z",5,NA,40,39.7,"ACSA3","1 - Fresh fallen","659",43.5,18.4,"ACSA3","Y",">=10cm","1"
