"","domainID","siteID","plotID","plotType","date","eventID","volumeFactor","samplingImpractical","samplingProtocolVersion","lidsAzimuth","targetTaxaPresent","logDistance","logMaxDiameter","logMinorDiameter","logID","logLength","taxonID","scientificName","decayClass","diameterClass","decayClassNum"
"321","D16","WREF","WREF_016","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",160,"Y",10.2,70,53,"00712",9.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"322","D16","WREF","WREF_016","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",160,"Y",24.9,42,22,"00715",7.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"323","D16","WREF","WREF_016","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",280,"Y",75.1,71.9,71.9,"00710",34.7,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"324","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",65.5,89.6,89.6,"00696",14.9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"325","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",11,41.8,27.2,"00700",4.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"326","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",2.9,20,20,"00687",14.9,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"327","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",14.4,30,30,"00699",1.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"328","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",300,"Y",0.3,19.1,19.1,"00695",3.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"329","D16","WREF","WREF_016","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",280,"Y",66.2,81.9,76.5,"00709",24.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"330","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",0.5,11,11,"00714",1.2,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"331","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",300,"Y",36.2,76.8,76.8,"00691",29.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"332","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",75,53.5,53.5,"00683",12,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"333","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",24.7,39.1,37,"00534",2.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"334","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",300,"Y",22.3,69,69,"00692",11.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"335","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",300,"Y",5.6,26.5,26.5,"00694",13,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"336","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",1.5,22.5,10,"00713",1.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"337","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",29.1,70.9,70.9,"00697",21.9,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"338","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",300,"Y",13.2,79,79,"00693",3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"339","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",15.4,62.3,62.3,"00533",3.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"340","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",10.7,63.5,63.5,"00685",33.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"341","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",1.6,31.3,31.3,"00688",25.7,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"342","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",22,31,31,"00684",11.1,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"343","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",60,"Y",24.6,57.6,40.8,"00698",44.4,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"344","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",85.4,58.1,58.1,"00682",16.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"345","D16","WREF","WREF_001","distributed",2022-05-03,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",180,"Y",0.1,48.4,48.4,"00689",3.2,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"346","D16","WREF","WREF_011","distributed",2022-05-04,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",0.4,11.1,11.1,"00558",2.7,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"347","D16","WREF","WREF_011","distributed",2022-05-04,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",0.4,6.4,6.4,"L01",2.3,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound","5-10cm","3"
"348","D16","WREF","WREF_011","distributed",2022-05-04,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",9.8,23,23,"00557",19.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"349","D16","WREF","WREF_003","distributed",2022-05-05,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",48.4,54.4,37.4,"00556",3.1,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"350","D16","WREF","WREF_003","distributed",2022-05-05,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",41.4,53.6,53.6,"00537",6.8,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"351","D16","WREF","WREF_003","distributed",2022-05-05,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",0.3,3.4,3.4,"L01",2.3,"ALRU2","Alnus rubra Bong.","3 - Heartwood sound","2-5cm","3"
"352","D16","WREF","WREF_003","distributed",2022-05-05,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",132.6,70.6,70.6,"00541",13.3,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"353","D16","WREF","WREF_003","distributed",2022-05-05,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",64,54,54,"00539",12.8,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"354","D16","WREF","WREF_003","distributed",2022-05-05,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",53.4,70.3,70.3,"00538",6.1,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"355","D16","WREF","WREF_003","distributed",2022-05-05,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",28.5,36.5,30.7,"00536",9.4,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"356","D16","WREF","WREF_003","distributed",2022-05-05,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",113.3,73.2,73.2,"00540",18.8,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"357","D16","WREF","WREF_016","distributed",2022-05-05,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",40,"Y",52.7,60.4,60.4,"00532",11.5,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"358","D16","WREF","WREF_016","distributed",2022-05-05,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",40,"Y",46.8,62.8,62.8,"00531",20,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"359","D16","WREF","WREF_016","distributed",2022-05-05,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",40,"Y",3.2,62.2,50,"00530",14.6,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"360","D16","WREF","WREF_005","distributed",2022-05-11,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",21.2,46.1,28.3,"00544",6.2,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"361","D16","WREF","WREF_005","distributed",2022-05-11,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",2.1,9.8,9.8,"L01",18.8,"ABIES","Abies sp.","3 - Heartwood sound","5-10cm","3"
"362","D16","WREF","WREF_005","distributed",2022-05-11,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",45.8,63,29.6,"00550",9.1,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"363","D16","WREF","WREF_005","distributed",2022-05-11,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",8.5,46.2,46.2,"00543",20.2,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"364","D16","WREF","WREF_005","distributed",2022-05-11,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",14.8,27.9,26.2,"00547",4.4,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"365","D16","WREF","WREF_005","distributed",2022-05-11,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",320,"Y",3.3,13.9,11.8,"00542",5.5,"ABIES","Abies sp.","3 - Heartwood sound",">=10cm","3"
"366","D16","WREF","WREF_005","distributed",2022-05-11,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",72.2,56,56,"00549",13.5,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"367","D16","WREF","WREF_005","distributed",2022-05-11,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",12.4,28.8,18.7,"00546",7.4,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"368","D16","WREF","WREF_005","distributed",2022-05-11,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",13.5,34.3,25,"00535",3.7,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"369","D16","WREF","WREF_005","distributed",2022-05-11,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",61.9,62.6,62.6,"00548",15.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"370","D16","WREF","WREF_005","distributed",2022-05-11,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",80,"Y",5.2,47.5,26.8,"00545",2.3,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"371","D16","WREF","WREF_005","distributed",2022-05-11,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",200,"Y",77.7,55.7,55.7,"00551",27.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"372","D16","WREF","WREF_014","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",150,"Y",9.2,20.8,20.8,"00601",10.3,"ABIES","Abies sp.","3 - Heartwood sound",">=10cm","3"
"373","D16","WREF","WREF_014","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",30,"Y",123.5,76.6,76.6,"00681",17.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"374","D16","WREF","WREF_014","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",150,"Y",42,57.9,55.1,"00602",22.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"375","D16","WREF","WREF_007","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",230,"Y",7.8,75.3,53,"00722",7.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"376","D16","WREF","WREF_007","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",110,"Y",15.1,29.3,29.3,"00555",20.2,"ABAM","Abies amabilis (Douglas ex Loudon) Douglas ex Forbes","1 - Fresh fallen",">=10cm","1"
"377","D16","WREF","WREF_014","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",270,"Y",17.9,26.7,26.7,"00604",3.7,"2PLANT-H","Unknown hardwood plant","4 - Rotten throughout",">=10cm","4"
"378","D16","WREF","WREF_007","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",350,"Y",9,26.7,26.7,"00553",4.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"379","D16","WREF","WREF_014","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",270,"Y",27.9,36,36,"00605",23.2,"2PLANT-H","Unknown hardwood plant","3 - Heartwood sound",">=10cm","3"
"380","D16","WREF","WREF_007","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",350,"Y",25.5,68.6,68.6,"00719",14.8,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"381","D16","WREF","WREF_014","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",150,"Y",49.8,72.2,27.1,"00603",9.8,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"382","D16","WREF","WREF_014","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",150,"Y",16.2,34.9,34.9,"00686",26.2,"ABIES","Abies sp.","3 - Heartwood sound",">=10cm","3"
"383","D16","WREF","WREF_007","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",230,"Y",2.1,13.6,13.6,"00721",8.2,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"384","D16","WREF","WREF_007","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",350,"Y",39.7,60.7,60.7,"00720",21.2,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"385","D16","WREF","WREF_007","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",230,"Y",14.6,30.7,30.7,"00723",5.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"386","D16","WREF","WREF_007","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",350,"Y",9.3,21.5,21.5,"00554",6.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"387","D16","WREF","WREF_007","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",230,"Y",19.2,66.6,66.6,"00724",36.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"388","D16","WREF","WREF_007","distributed",2022-05-12,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",110,"Y",2.2,28.5,28.5,"00552",15.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"389","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",240,"Y",5.2,39.2,39.2,"00608",29.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"390","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",120,"Y",42.7,61.4,61.4,"00674",18.9,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"391","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",240,"Y",10.4,19.9,19.9,"00610",8.8,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"392","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",0,"Y",11.5,56.9,40.2,"00679",2.6,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"393","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",0,"Y",7.6,35.7,35.7,"00680",35.1,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"394","D16","WREF","WREF_013","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",10,"Y",20.4,32.3,32.3,"00902",8.9,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"395","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",0,"Y",31.1,50.2,26.6,"00676",10.3,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"396","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",120,"Y",42.8,85.6,35.1,"00672",6.5,"2PLANT-S","Unknown softwood plant","3 - Heartwood sound",">=10cm","3"
"397","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",240,"Y",8.3,38.5,38.5,"00609",41.6,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"398","D16","WREF","WREF_013","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",10,"Y",0.1,50.1,50.1,"00901",5.5,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"399","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",120,"Y",115.7,90.4,90.4,"00670",30.4,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","2 - Sound round",">=10cm","2"
"400","D16","WREF","WREF_013","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",130,"Y",157.6,86.8,72.3,"00908",27.8,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"401","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",240,"Y",53.7,50.5,50.5,"00611",43.3,"TSHE","Tsuga heterophylla (Raf.) Sarg.","1 - Fresh fallen",">=10cm","1"
"402","D16","WREF","WREF_013","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",10,"Y",90.2,72.9,53.5,"00997",12.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","5 - No structural integrity",">=10cm","5"
"403","D16","WREF","WREF_013","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",130,"Y",108.4,80.4,66.5,"00907",12.2,"TSHE","Tsuga heterophylla (Raf.) Sarg.","5 - No structural integrity",">=10cm","5"
"404","D16","WREF","WREF_013","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",10,"Y",60.1,62.6,51.1,"00998",3.9,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"405","D16","WREF","WREF_013","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",10,"Y",39.4,44.8,44.8,"01000",10.8,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"406","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",0,"Y",136.9,88.8,88.8,"00675",38,"TSHE","Tsuga heterophylla (Raf.) Sarg.","2 - Sound round",">=10cm","2"
"407","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",0,"Y",17.6,30.1,23.2,"00678",6.7,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"408","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",120,"Y",75.5,55.4,55.4,"00671",5.1,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"409","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",120,"Y",74.7,57.7,57.7,"00672",1.8,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"410","D16","WREF","WREF_013","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",10,"Y",96.3,68.8,68.8,"00996",10,"2PLANT-S","Unknown softwood plant","4 - Rotten throughout",">=10cm","4"
"411","D16","WREF","WREF_013","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",10,"Y",98.5,64.2,64.2,"00905",16.1,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"412","D16","WREF","WREF_013","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",10,"Y",35.3,58,58,"00903",39.6,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"413","D16","WREF","WREF_013","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",10,"Y",14.5,55.4,55.4,"00606",26.5,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","4 - Rotten throughout",">=10cm","4"
"414","D16","WREF","WREF_013","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",10,"Y",43.9,50.8,50.8,"00999",31.7,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"415","D16","WREF","WREF_013","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",10,"Y",36.7,38.9,38.9,"00904",27.6,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"416","D16","WREF","WREF_015","distributed",2022-05-18,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",0,"Y",21,65,26.5,"00677",3.2,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"417","D16","WREF","WREF_018","distributed",2022-05-19,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",240,"Y",34.8,66.9,66.9,"00995",6.4,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"418","D16","WREF","WREF_018","distributed",2022-05-19,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",240,"Y",49.8,69.5,69.5,"00906",42.3,"PSMEM","Pseudotsuga menziesii (Mirb.) Franco var. menziesii","3 - Heartwood sound",">=10cm","3"
"419","D16","WREF","WREF_018","distributed",2022-05-19,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",0,"Y",10.7,58.2,32.6,"00909",7.4,"2PLANT-S","Unknown softwood plant","5 - No structural integrity",">=10cm","5"
"420","D16","WREF","WREF_018","distributed",2022-05-19,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",0,"Y",54.4,46.5,46.5,"00913",3.4,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"421","D16","WREF","WREF_018","distributed",2022-05-19,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",0,"Y",18.1,46.8,46.8,"00911",3.7,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"422","D16","WREF","WREF_018","distributed",2022-05-19,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",0,"Y",47.1,54.3,54.3,"00913",20.8,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"423","D16","WREF","WREF_018","distributed",2022-05-19,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",120,"Y",39.6,44.5,44.5,"00914",24.5,"TSHE","Tsuga heterophylla (Raf.) Sarg.","3 - Heartwood sound",">=10cm","3"
"424","D16","WREF","WREF_018","distributed",2022-05-19,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",120,"Y",60.6,64.6,41.4,"00915",8,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
"425","D16","WREF","WREF_018","distributed",2022-05-19,"CDW.2022.WREF",15,"OK","NEON.DOC.001711vF",0,"Y",17.2,47.9,47.9,"00910",7.9,"TSHE","Tsuga heterophylla (Raf.) Sarg.","4 - Rotten throughout",">=10cm","4"
