"domainid","siteid","plotid","subplotid","pointid","stemazimuth","stemdistance","taxonid","individualid","growthform","stemdiameter"
"D16","WREF","WREF_080","21","21",49.8,4.1,"PSMEM","NEON.PLA.D16.WREF.04020","sbt",12.2
"D16","WREF","WREF_080","21","21",14.2,7.3,"PIMO3","NEON.PLA.D16.WREF.09593","sbt",12
"D16","WREF","WREF_080","21","41",218,12,"PSMEM","NEON.PLA.D16.WREF.04004A","mbt",11.5
"D16","WREF","WREF_080","21","39",90.6,9.3,"ABAM","NEON.PLA.D16.WREF.09594","sbt",10.9
"D16","WREF","WREF_080","21","21",45.1,8,"PSMEM","NEON.PLA.D16.WREF.09590","sbt",10.4
"D16","WREF","WREF_080","21","41",224.3,11.8,"PSMEM","NEON.PLA.D16.WREF.04005A","mbt",10
"D16","WREF","WREF_080","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05798A","mbt",15.2
"D16","WREF","WREF_080","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05507B","mbt",12
"D16","WREF","WREF_080","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05507A","mbt",11.4
"D16","WREF","WREF_080","39","59",225.4,5.9,"PIMO3","NEON.PLA.D16.WREF.09589","sbt",11.2
"D16","WREF","WREF_080","39","59",185,7.4,"PIMO3","NEON.PLA.D16.WREF.09587","sbt",10.8
"D16","WREF","WREF_080","39","57",140,4.9,"TSHE","NEON.PLA.D16.WREF.05521","sbt",10.7
"D16","WREF","WREF_080","39","59",205.8,7,"PIMO3","NEON.PLA.D16.WREF.09588","sbt",10.7
"D16","WREF","WREF_081","23",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04762","smt",9.5
"D16","WREF","WREF_081","41","59",115.6,14.7,"ABAM","NEON.PLA.D16.WREF.07459","sbt",10.3
"D16","WREF","WREF_082","41","59",112.7,6.4,"TSHE","NEON.PLA.D16.WREF.04399","sbt",72.6
"D16","WREF","WREF_084","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05280","smt",2.2
"D16","WREF","WREF_084","41","59",120.9,7.4,"PSMEM","NEON.PLA.D16.WREF.09569","sbt",11.7
"D16","WREF","WREF_084","41","43",277.3,7.4,"TSHE","NEON.PLA.D16.WREF.09580","sbt",11.3
"D16","WREF","WREF_084","41","43",319,18.8,"PSMEM","NEON.PLA.D16.WREF.09568","sbt",11.3
"D16","WREF","WREF_084","41","43",287.7,12.1,"TSHE","NEON.PLA.D16.WREF.09581","sbt",10.5
"D16","WREF","WREF_084","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05123","smt",3.2
"D16","WREF","WREF_084","41",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05125","smt",1.3
"D16","WREF","WREF_086","23","43",200.1,10.1,"ACCI","NEON.PLA.D16.WREF.04389","mbt",10.2
"D16","WREF","WREF_086","23",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.08974","smt",9.4
"D16","WREF","WREF_086","23",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.08973","smt",5.5
"D16","WREF","WREF_086","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04389A","mbt",4.2
"D16","WREF","WREF_087","39","39",45.2,4,"TSHE","NEON.PLA.D16.WREF.08972","sbt",36.8
"D16","WREF","WREF_087","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05465A","mbt",20.2
"D16","WREF","WREF_088","39","59",264.3,9.2,"TSHE","NEON.PLA.D16.WREF.03417A","mbt",14
"D16","WREF","WREF_089","21","21",80.7,2.7,"THPL","NEON.PLA.D16.WREF.04890","sbt",91.7
"D16","WREF","WREF_089","21","39",160,4.7,"TSHE","NEON.PLA.D16.WREF.04949","sbt",84.7
"D16","WREF","WREF_089","21",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04863A","mbt",13
"D16","WREF","WREF_089","21","39",140.6,4.2,"TSHE","NEON.PLA.D16.WREF.09543","sbt",12.3
"D16","WREF","WREF_089","21","21",88.8,7,"TSHE","NEON.PLA.D16.WREF.04882","sbt",10.1
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04104","sbt",80.3
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04126","sbt",72
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04901","sbt",60.8
NA,"WREF","WREF_070","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04087","sbt",58.3
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04132","sbt",52.5
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04902","sbt",40.1
NA,"WREF","WREF_070","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04096","sbt",39.8
NA,"WREF","WREF_070","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04180","sbt",37.5
NA,"WREF","WREF_070","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04178","sbt",37.3
NA,"WREF","WREF_070","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04133","sbt",36
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04139","mbt",32
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04091","sbt",29.5
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04116","sbt",19.5
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04141","mbt",18.5
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04199","sbt",18
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04090","sbt",17.5
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04200","sbt",16.9
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04932","sbt",13.9
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04103","sbt",13.1
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04128","sbt",13
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04086","sbt",12
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04095","sbt",11.3
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04114","sbt",11.2
NA,"WREF","WREF_070","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04088","sbt",10.3
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04127","smt",8.3
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04122","smt",8.1
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04123","smt",7.8
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04120","smt",6.9
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04146","smt",6.2
NA,"WREF","WREF_070","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04108","smt",6
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04115","smt",5.5
NA,"WREF","WREF_070","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04102","smt",5.1
NA,"WREF","WREF_070","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04102","smt",5
NA,"WREF","WREF_070","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04102","smt",4.7
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04121","smt",4.5
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04105","smt",4.4
NA,"WREF","WREF_070","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04102","smt",4.4
NA,"WREF","WREF_070","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04107","smt",4
NA,"WREF","WREF_070","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04102","smt",4
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04143","smt",3.6
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04111","smt",3.3
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04112","smt",3.2
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04145","smt",3.1
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04140","smt",3
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04144","smt",2.8
NA,"WREF","WREF_070","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04135","smt",2.8
NA,"WREF","WREF_070","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04106","smt",2.1
NA,"WREF","WREF_070","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04109","smt",1.6
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04075","sbt",44.9
NA,"WREF","WREF_070","39",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04078","sbt",43.6
NA,"WREF","WREF_070","39",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04079","sbt",29.2
NA,"WREF","WREF_070","39",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04082","sbt",27.3
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04714","sbt",23.7
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04084","mbt",22.6
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04085","sbt",21.3
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04074","sbt",21.1
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04083","sbt",16.9
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04263","sbt",16.3
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04257","sbt",16
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04081","sbt",14.6
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04239","sbt",12.3
NA,"WREF","WREF_070","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04080","sbt",11.2
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04084A","mbt",10.7
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04704","smt",9.6
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04705","smt",9.5
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04262","smt",9.1
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04274","smt",8.8
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04269","smt",7.7
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04706","smt",6.7
NA,"WREF","WREF_070","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04258","smt",6.7
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04271","smt",6.7
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04241","smt",6.4
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04733","smt",6.1
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04053","smt",6
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05585","smt",5.9
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05586","smt",5.5
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05594","smt",5.2
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04234","smt",5
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04255","smt",4.9
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04246","smt",4.9
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04225","smt",4.8
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04205","smt",4.8
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04202","smt",4.8
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05592","smt",4.8
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04227","smt",4.6
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04730","smt",4.3
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04278","smt",3.8
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05577","smt",3.8
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04266","smt",3.6
NA,"WREF","WREF_070","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.05590","smt",3.6
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04716","smt",3.5
NA,"WREF","WREF_070","39",NA,NA,NA,"PIMO3","NEON.PLA.D16.WREF.04236","smt",3.5
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05568","smt",3.5
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04731","smt",3.4
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05595","smt",3.4
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04250","smt",3.3
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04256","smt",3.2
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04224","smt",3.2
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04206","smt",3
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05572","smt",3
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05575","smt",3
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04201","smt",2.9
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04270","smt",2.8
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05599","smt",2.7
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05576","smt",2.7
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04722","smt",2.6
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04212","smt",2.6
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05596","smt",2.6
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04715","smt",2.5
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04707","smt",2.5
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04254","smt",2.5
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05555","smt",2.5
NA,"WREF","WREF_070","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04232","smt",2.4
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05593","smt",2.3
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04226","smt",2.2
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05579","smt",2.2
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05574","smt",2.2
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04240","smt",2.1
NA,"WREF","WREF_070","39",NA,NA,NA,"ABGR","NEON.PLA.D16.WREF.04237","smt",2.1
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04233","smt",2.1
NA,"WREF","WREF_070","39",NA,NA,NA,"ABGR","NEON.PLA.D16.WREF.04247","smt",2.1
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04735","smt",2
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05558","smt",2
NA,"WREF","WREF_070","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04717","smt",1.8
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04732","smt",1.7
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04702","smt",1.7
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04265","smt",1.7
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05600","smt",1.7
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04721","smt",1.6
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04725","smt",1.6
NA,"WREF","WREF_070","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04268","smt",1.6
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04223","smt",1.6
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05562","smt",1.6
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05597","smt",1.6
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05583","smt",1.6
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04708","smt",1.5
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04273","smt",1.4
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04245","smt",1.4
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05546","smt",1.3
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05540","smt",1.3
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04252","smt",1.2
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04238","smt",1.2
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05561","smt",1.2
NA,"WREF","WREF_070","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05581","smt",1.2
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04062","smt",1.2
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04724","smt",1.1
NA,"WREF","WREF_070","39",NA,NA,NA,"VAPA","NEON.PLA.D16.WREF.04712","sis",1.1
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04211","smt",1.1
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04723","smt",1
NA,"WREF","WREF_070","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05556","smt",1
NA,"WREF","WREF_071","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02061","sbt",55.8
NA,"WREF","WREF_071","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02352","sbt",55.1
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02359","sbt",46.3
NA,"WREF","WREF_071","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02399","sbt",45.1
NA,"WREF","WREF_071","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02389","sbt",43.7
NA,"WREF","WREF_071","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02358","sbt",32.8
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02094","sbt",29.7
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02078","sbt",29.3
NA,"WREF","WREF_071","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02364","sbt",25.6
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02378","sbt",24.1
NA,"WREF","WREF_071","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02073","sbt",22.4
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02049","sbt",21.5
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02052","sbt",20.8
NA,"WREF","WREF_071","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02367","sbt",20.7
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02365","sbt",20.5
NA,"WREF","WREF_071","21",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.02362","sbt",18
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02080","sbt",17.6
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02366","sbt",17.3
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02097","mbt",16.3
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02363","sbt",15.9
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02074","sbt",14.8
NA,"WREF","WREF_071","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02075","sbt",14.2
