"domainid","siteid","plotid","subplotid","pointid","stemazimuth","stemdistance","taxonid","individualid","growthform","stemdiameter"
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03628","sbt",30.5
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03705","sbt",30
NA,"WREF","WREF_075","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03631","sbt",26.7
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03630","sbt",25.1
NA,"WREF","WREF_075","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.03638","sbt",22.6
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03625","sbt",22.3
NA,"WREF","WREF_075","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03655","sbt",22.1
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03632","sbt",21.8
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03654","sbt",21.2
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03624","sbt",20
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03650","sbt",19.5
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03633","sbt",19.4
NA,"WREF","WREF_075","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03724","sbt",19.1
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03657","sbt",18.3
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03714","sbt",18.2
NA,"WREF","WREF_075","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.03629","sbt",18
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03712","sbt",17.8
NA,"WREF","WREF_075","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03717","sbt",17
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03715","sbt",16.7
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03704","sbt",16.5
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03707","sbt",14.8
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03793","sbt",14.3
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03626","sbt",12.7
NA,"WREF","WREF_075","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.03636","sbt",12.1
NA,"WREF","WREF_075","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.03634","sbt",12.1
NA,"WREF","WREF_075","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.03637","sbt",11.4
NA,"WREF","WREF_075","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.03639","sbt",10.7
NA,"WREF","WREF_075","21",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.03716","smt",9.5
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03642","smt",7
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03711","smt",6.3
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03649","smt",6
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03644","smt",5.3
NA,"WREF","WREF_075","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.03646","smt",3.7
NA,"WREF","WREF_075","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.03721","smt",3.5
NA,"WREF","WREF_075","21",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.03701","smt",3
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03648","smt",2.7
NA,"WREF","WREF_075","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03641","smt",2.2
NA,"WREF","WREF_075","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03426","sbt",46.9
NA,"WREF","WREF_075","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05335","sbt",42.5
NA,"WREF","WREF_075","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03429","sbt",40
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03453","sbt",39.9
NA,"WREF","WREF_075","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.05331","sbt",39.7
NA,"WREF","WREF_075","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03430","sbt",34.4
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03462","sbt",32.9
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03466","sbt",32.2
NA,"WREF","WREF_075","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03435","sbt",29.4
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03459","sbt",29.2
NA,"WREF","WREF_075","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03451","sbt",28.8
NA,"WREF","WREF_075","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03456","sbt",28.6
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03458","sbt",28
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03461","sbt",27
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05329","sbt",26.9
NA,"WREF","WREF_075","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03450","sbt",21.6
NA,"WREF","WREF_075","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03452","sbt",20.2
NA,"WREF","WREF_075","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.03448","sbt",19.3
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03438","sbt",18.1
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03460","sbt",17.9
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03446","sbt",16.6
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03455","sbt",16.6
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03427","sbt",16.1
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03425","sbt",13.7
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03463","sbt",12.5
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03445","sbt",12.1
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03449","sbt",11.2
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03433","sbt",10.7
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03465","sbt",10.5
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03432","sbt",10.2
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03424","sbt",10.1
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03980","smt",9.1
NA,"WREF","WREF_075","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.03442","smt",7
NA,"WREF","WREF_075","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.03441","smt",6.6
NA,"WREF","WREF_075","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.05324","smt",5.5
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03428","smt",5
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03437","smt",5
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.03436","smt",4.6
NA,"WREF","WREF_075","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.05330","smt",3.1
NA,"WREF","WREF_075","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.05326","smt",2.8
NA,"WREF","WREF_076","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04628","sbt",124.8
NA,"WREF","WREF_076","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04630","sbt",108
NA,"WREF","WREF_076","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04620","sbt",43.1
NA,"WREF","WREF_076","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04675","sbt",38.3
NA,"WREF","WREF_076","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04636","sbt",20.2
NA,"WREF","WREF_076","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04626","sbt",18.3
NA,"WREF","WREF_076","21",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04637","mbt",17.8
NA,"WREF","WREF_076","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04627","sbt",16.9
NA,"WREF","WREF_076","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04631","sbt",16.3
NA,"WREF","WREF_076","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04635","sbt",15.4
NA,"WREF","WREF_076","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04623","sbt",15.3
NA,"WREF","WREF_076","21",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04637A","mbt",14.6
NA,"WREF","WREF_076","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04622","sbt",14.5
NA,"WREF","WREF_076","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04618","sbt",13.9
NA,"WREF","WREF_076","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04624","sbt",13.2
NA,"WREF","WREF_076","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04633","sbt",12.9
NA,"WREF","WREF_076","21",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04625","sbt",12.2
NA,"WREF","WREF_076","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04629","sbt",12
NA,"WREF","WREF_076","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04619","sbt",11.3
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04668","mbt",10.5
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04310","smt",9.3
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04310","smt",8
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04310","smt",6.4
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04668A","mbt",6.2
NA,"WREF","WREF_076","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04339","smt",5.7
NA,"WREF","WREF_076","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04312","smt",5.2
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04680","smt",5.1
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04668B","mbt",5
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04310","smt",5
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04668C","mbt",4.7
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04668D","mbt",4.7
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04310","smt",3.8
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.08892","smt",3.5
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04310","smt",3.4
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04668E","mbt",3.3
NA,"WREF","WREF_076","21",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04678","smt",1.4
NA,"WREF","WREF_076","21",NA,NA,NA,"VAPA","NEON.PLA.D16.WREF.04320","sis",1.2
NA,"WREF","WREF_076","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04648","sbt",91.3
NA,"WREF","WREF_076","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04649","sbt",38.9
NA,"WREF","WREF_076","23",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04655","sbt",34.1
NA,"WREF","WREF_076","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04638","sbt",34.1
NA,"WREF","WREF_076","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04641","sbt",30.5
NA,"WREF","WREF_076","23",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04647","sbt",22.8
NA,"WREF","WREF_076","23",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04657","sbt",21.5
NA,"WREF","WREF_076","23",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04645","sbt",20.9
NA,"WREF","WREF_076","23",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04683","sbt",16.6
NA,"WREF","WREF_076","23",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04644","sbt",14
NA,"WREF","WREF_076","23",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04689","sbt",11.2
NA,"WREF","WREF_076","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04687","mbt",10.1
NA,"WREF","WREF_076","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04685","smt",7.4
NA,"WREF","WREF_076","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04690","smt",5.4
NA,"WREF","WREF_076","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04691","smt",4
NA,"WREF","WREF_076","23",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04694","smt",4
NA,"WREF","WREF_076","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04688","smt",2.3
NA,"WREF","WREF_076","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04693","smt",1.6
NA,"WREF","WREF_076","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04684","smt",1.5
NA,"WREF","WREF_077","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04190","sbt",90.6
NA,"WREF","WREF_077","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04184","sbt",88
NA,"WREF","WREF_077","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04188","sbt",79.7
NA,"WREF","WREF_077","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04193","sbt",65.8
NA,"WREF","WREF_077","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04183","sbt",46.5
NA,"WREF","WREF_077","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04186","sbt",38.5
NA,"WREF","WREF_077","21",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04185","sbt",21.6
NA,"WREF","WREF_077","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04181","sbt",14
NA,"WREF","WREF_077","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04191","sbt",11.4
NA,"WREF","WREF_077","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04195","smt",5.5
NA,"WREF","WREF_077","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04197","smt",1.7
NA,"WREF","WREF_077","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04509","sbt",126.7
NA,"WREF","WREF_077","39",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.04506","sbt",107.2
NA,"WREF","WREF_077","39",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.04508","sbt",96.3
NA,"WREF","WREF_077","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04510","sbt",85.7
NA,"WREF","WREF_077","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04507","sbt",67
NA,"WREF","WREF_077","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04504","sbt",35.4
NA,"WREF","WREF_077","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04697","sbt",17.8
NA,"WREF","WREF_077","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04698","sbt",17.2
NA,"WREF","WREF_077","39",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.04502","sbt",15.7
NA,"WREF","WREF_077","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04501","sbt",12
NA,"WREF","WREF_077","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.07195","sbt",10.8
NA,"WREF","WREF_077","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04511","sbt",10.5
NA,"WREF","WREF_077","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04512","smt",9.8
NA,"WREF","WREF_077","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04515","smt",8.8
NA,"WREF","WREF_077","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04522","smt",8.5
NA,"WREF","WREF_077","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04513","smt",7.5
NA,"WREF","WREF_077","39",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04520","smt",6.5
NA,"WREF","WREF_077","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04513","smt",5.3
NA,"WREF","WREF_077","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04533","smt",4.8
NA,"WREF","WREF_077","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04516","smt",3.5
NA,"WREF","WREF_077","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04531","smt",3.1
NA,"WREF","WREF_077","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04528","smt",2.4
NA,"WREF","WREF_077","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04530","smt",1.9
NA,"WREF","WREF_077","39",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04514","smt",1.6
NA,"WREF","WREF_077","39",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.04521","smt",1.1
NA,"WREF","WREF_078","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02242","sbt",65.4
NA,"WREF","WREF_078","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02241","sbt",64.6
NA,"WREF","WREF_078","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02247","sbt",56.1
NA,"WREF","WREF_078","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02239","sbt",46.9
NA,"WREF","WREF_078","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02234","sbt",46.8
NA,"WREF","WREF_078","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02236","sbt",46.1
NA,"WREF","WREF_078","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02225","sbt",45.3
NA,"WREF","WREF_078","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02229","sbt",40.9
NA,"WREF","WREF_078","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02238","sbt",32.6
NA,"WREF","WREF_078","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02227","sbt",30.7
NA,"WREF","WREF_078","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02232","sbt",30.4
NA,"WREF","WREF_078","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02250","sbt",28.5
NA,"WREF","WREF_078","23",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02251","sbt",27.3
NA,"WREF","WREF_078","23",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.02240","sbt",26.4
NA,"WREF","WREF_078","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02245","sbt",20.6
NA,"WREF","WREF_078","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02226","mbt",16.4
NA,"WREF","WREF_078","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02243","sbt",16.4
NA,"WREF","WREF_078","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02235","sbt",15.8
NA,"WREF","WREF_078","23",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.02244","sbt",11
NA,"WREF","WREF_078","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02228","smt",5.4
NA,"WREF","WREF_078","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02220","smt",4.5
NA,"WREF","WREF_078","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02223","smt",4.1
NA,"WREF","WREF_078","23",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02220","smt",3.9
NA,"WREF","WREF_078","23",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02224","smt",2.3
NA,"WREF","WREF_078","41",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02454","sbt",48.4
NA,"WREF","WREF_078","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02444","sbt",47.1
NA,"WREF","WREF_078","41",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02458","sbt",43.9
NA,"WREF","WREF_078","41",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02460","sbt",40.7
NA,"WREF","WREF_078","41",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02450","sbt",39.2
NA,"WREF","WREF_078","41",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02448","sbt",35.5
NA,"WREF","WREF_078","41",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02462","sbt",33.4
NA,"WREF","WREF_078","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02453","sbt",32.9
NA,"WREF","WREF_078","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02464","sbt",30.1
NA,"WREF","WREF_078","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02455","sbt",24.6
NA,"WREF","WREF_078","41",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02451","sbt",23.2
NA,"WREF","WREF_078","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02459","sbt",20.5
NA,"WREF","WREF_078","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02452","sbt",19
NA,"WREF","WREF_078","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02457","sbt",17.8
NA,"WREF","WREF_078","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02456","sbt",16.9
NA,"WREF","WREF_078","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02463","sbt",12.6
NA,"WREF","WREF_078","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02445","sbt",11.1
NA,"WREF","WREF_078","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02443","sbt",10.7
NA,"WREF","WREF_078","41",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02495","smt",6.7
NA,"WREF","WREF_078","41",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02491","smt",4.9
NA,"WREF","WREF_078","41",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02491","smt",3.6
NA,"WREF","WREF_078","41",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02478","smt",3.1
NA,"WREF","WREF_078","41",NA,NA,NA,"ACCI","NEON.PLA.D16.WREF.02494","smt",2.3
NA,"WREF","WREF_078","41",NA,NA,NA,"THPL","NEON.PLA.D16.WREF.02492","smt",1.6
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02139","sbt",130.1
NA,"WREF","WREF_079","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02206","sbt",43.9
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04303","sbt",32.4
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02204","sbt",29.8
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04305","sbt",29.8
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02208","sbt",27.7
NA,"WREF","WREF_079","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.02153","sbt",25.2
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02154","sbt",24.2
NA,"WREF","WREF_079","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.02210","sbt",23.9
NA,"WREF","WREF_079","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.02212","sbt",20.2
NA,"WREF","WREF_079","21",NA,NA,NA,"PSMEM","NEON.PLA.D16.WREF.02202","sbt",19.9
NA,"WREF","WREF_079","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.02163","sbt",19.7
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02207","sbt",17.8
NA,"WREF","WREF_079","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.02164","sbt",16
NA,"WREF","WREF_079","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.02144","sbt",15.8
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02169","sbt",15.5
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02203","sbt",15
NA,"WREF","WREF_079","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.02156","sbt",14
NA,"WREF","WREF_079","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.02143","sbt",12.9
NA,"WREF","WREF_079","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.02159","sbt",12.9
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02174","sbt",11.2
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02140","sbt",10.2
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.04304","sbt",10.1
NA,"WREF","WREF_079","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.04301","smt",9.9
NA,"WREF","WREF_079","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.02173","smt",9.6
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02165","smt",9
NA,"WREF","WREF_079","21",NA,NA,NA,"ABAM","NEON.PLA.D16.WREF.02158","smt",8.5
NA,"WREF","WREF_079","21",NA,NA,NA,"TABR2","NEON.PLA.D16.WREF.02209","mbt",8.5
NA,"WREF","WREF_079","21",NA,NA,NA,"TSHE","NEON.PLA.D16.WREF.02170","smt",8
