eventid,siteid,plotid,subplotid,individualid,taxonid,stemdiameter,growthform,plantstatus
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00818,ABCOL,19.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00819,ABCOL,52.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00823,ABMA,4.8,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00824,ABCOL,29,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00825,PIJE,46.6,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00827,PIJE,4.3,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00828,ABMA,4.1,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00830,PIJE,8.4,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00831,PIJE,7.8,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00832,ABCOL,6.8,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00833,ABCOL,12.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00834,PIJE,44.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00835,ABCOL,7.4,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00836,ABCOL,2.2,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00839,ABMA,25.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00840,ABCOL,20.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00841,ABMA,42.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00842,ABCOL,24.7,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00843,ABCOL,38,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00844,ABCOL,16.1,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00845,ABMA,33.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00846,PICO,11.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00847,ABCOL,26.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00850,ABCOL,29.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00851,ABCOL,18.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00853,ABMA,4.6,small tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00854,ABMA,2.5,small tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00855,ABMA,6,small tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00856,ABMA,11.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00857,ABMA,25.3,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00858,ABCOL,9,small tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00859,ABMA,26.7,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00860,ABMA,3.9,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00861,ABMA,6.3,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00862,ABMA,7.5,small tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00872,ABMA,3.1,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00873,ABMA,4.7,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00875,ABCOL,6.3,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00881,ABMA,7.5,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00882,ABMA,3.5,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00883,ABMA,13.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00884,ABCOL,37,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00885,ABMA,10.2,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00887,ABMA,28.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00888,ABMA,7.5,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00889,ABMA,10.3,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00890,ABMA,23.2,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00893,ABMA,11.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00894,ABMA,7,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00895,ABMA,25.2,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00896,ABMA,17.2,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00897,ABMA,3,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.00898,PICO,14,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01101,ABCOL,2.3,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01108,PICO,17.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01109,ABCOL,11.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01110,PICO,18.3,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01117,PICO,4.3,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01123,PICO,7.3,small tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01124,PICO,3.2,small tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01127,ABCOL,21.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01128,ABCOL,10.3,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01129,ABCOL,35.2,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01131,PIJE,14.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01132,ABMA,52.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01133,ABCOL,38.3,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01134,ABCOL,8.8,small tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01135,ABCOL,6.2,small tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01136,ABCOL,6.2,small tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01138,ABCOL,32.3,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01144,ABCOL,12.1,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01145,ABCOL,7.1,small tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01146,ABCOL,22.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01147,ABCOL,18.2,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01148,ABCOL,8.5,small tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01149,ABCOL,5.2,small tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01150,ABCOL,16,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01151,PIJE,100.7,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01152,ABCOL,4,small tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01153,PIJE,31,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01154,ABCOL,3.6,small tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01165,PIJE,23.6,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01166,ABCOL,1.6,small tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01167,PIJE,48.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01168,ABCOL,34.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01169,ABCOL,74.8,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01170,ABCOL,51.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01172,ABCOL,19.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_049,NA,NEON.PLA.D17.TEAK.01173,ABCOL,16.1,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01174,PICO,11.2,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01175,ABCOL,15.3,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01176,ABMA,28.7,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01177,ABMA,35,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01186,ABMA,9.2,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01187,ABMA,55.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01188,ABMA,12.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01189,ABMA,11.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01190,ABCOL,10.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01191,PIJE,42.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01192,PIJE,26.8,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01193,PIJE,26.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01194,ABCOL,49.2,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01195,ABCOL,12.7,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01196,ABCOL,58.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01197,ABCOL,28.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01198,ABMA,17.3,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_060,NA,NEON.PLA.D17.TEAK.01199,PICO,70.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01201,ABCOL,8.7,small tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01202,ABCOL,60.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01203,PIJE,3.8,small tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01204,PIJE,11.6,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01205,PIJE,121,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01206,ABCOL,58.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01207,ABCOL,20.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01208,ABCOL,12.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01209,ABCOL,15.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01210,ABCOL,17,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01211,PIJE,119.2,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01212,ABCOL,15,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01214,ABCOL,15.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01215,ABCOL,10.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01216,ABCOL,2.5,small tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01217,PIJE,5.9,small tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01218,ABCOL,26.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01219,ABCOL,36.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01220,ABCOL,11.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_055,NA,NEON.PLA.D17.TEAK.01221,ABMA,175,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01224,PIJE,2.4,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01225,ABMA,19.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01226,ABMA,15,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01227,ABMA,30.7,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01228,ABMA,36.1,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01229,ABCOL,14.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01230,PICO,18.3,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01231,PICO,24,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01232,ABMA,13.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01233,PICO,20.3,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01234,PICO,43,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01235,PICO,24.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01236,ABMA,9.1,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01237,ABMA,8.8,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01239,ABMA,1.4,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01244,PICO,46.7,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01245,PICO,46.7,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01246,ABCOL,52.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01247,PICO,14,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01248,PICO,16.1,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01249,ABMA,8.8,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01250,PICO,17.3,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01251,PICO,40.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01252,PICO,8.4,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01253,PICO,12,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01254,ABMA,6.5,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01255,PICO,26.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01256,ABMA,5,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01258,ABMA,2.1,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01259,PICO,16.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01260,PICO,30.1,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01261,PIJE,22.7,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01262,ABMA,39,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01263,PICO,56.7,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01264,ABMA,4.2,small tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01265,PICO,1.5,small tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01274,ABMA,53.1,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01275,ABMA,46,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01277,ABMA,22.2,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01279,ABMA,72.6,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01280,ABMA,76.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01281,PICO,34.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01283,PICO,19.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01285,PICO,1.8,small tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01286,PICO,2.3,small tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01287,PICO,2,small tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01289,ABMA,39.6,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01293,ABMA,61.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01294,ABMA,45.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01295,ABMA,33.1,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01296,ABMA,53.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01297,ABMA,29.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01298,ABIES,2.1,small tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01299,PICO,28.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_056,NA,NEON.PLA.D17.TEAK.01300,ABMA,44.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01301,PICO,14.5,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01302,ABMA,30.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01303,ABMA,25.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01304,PICO,32,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01305,ABMA,37.8,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01306,ABMA,18.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01307,PICO,35.3,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01308,ABMA,15,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01309,ABMA,12.7,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01310,PICO,44,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01311,ABMA,10.2,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01312,PICO,34.5,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01313,ABCOL,19.1,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01314,PICO,7.4,small tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01315,ABMA,11.7,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01316,ABMA,9.8,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01318,ABMA,26,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01319,PICO,12.6,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01320,ABCOL,7.6,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01322,ABMA,11.3,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01323,ABMA,1.4,small tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01324,PINACE,13,single bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01325,PICO,33.2,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01326,ABCOL,12.5,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01327,ABMA,78.1,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01328,ABMA,36.9,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01329,ABMA,14,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01330,ABMA,27.2,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01331,ABMA,6.5,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01332,ABMA,26.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01333,ABMA,13.4,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01334,ABMA,6.6,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01336,ABMA,3.4,small tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01337,PICO,55.3,multi-bole tree,Standing dead
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01338,ABMA,8.2,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01339,ABMA,11.7,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01340,ABCOL,8.6,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01341,ABMA,1.6,small tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01342,ABMA,43.7,single bole tree,Live
vst_TEAK_2015,TEAK,TEAK_062,NA,NEON.PLA.D17.TEAK.01344,ABCOL,4.3,small tree,Live
