"individualid","pointid","stemdistance","stemazimuth","taxonid"
"NEON.PLA.D10.RMNP.02693",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02458",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02462",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02463",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02464",NA,NA,NA,"ABLAL"
"NEON.PLA.D10.RMNP.02247","41",7.4,123.1,"PICOL2"
"NEON.PLA.D10.RMNP.02465",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02466",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02467",NA,NA,NA,"ABLAL"
"NEON.PLA.D10.RMNP.02468",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02469",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02155","21",14.3,60.6,"POTR5"
"NEON.PLA.D10.RMNP.02470",NA,NA,NA,"PIEN"
"NEON.PLA.D10.RMNP.02471",NA,NA,NA,"PIEN"
"NEON.PLA.D10.RMNP.02563",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02472",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02249","41",7.4,175.7,"POTR5"
"NEON.PLA.D10.RMNP.02473",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02665","41",10.1,235.2,"POTR5"
"NEON.PLA.D10.RMNP.02349",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02574",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02345",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02163","21",12.1,2.6,"PICOL2"
"NEON.PLA.D10.RMNP.02164","21",11.8,41.1,"PICOL2"
"NEON.PLA.D10.RMNP.02165","21",11.7,45.6,"PICOL2"
"NEON.PLA.D10.RMNP.02166","21",9.4,50,"PICOL2"
"NEON.PLA.D10.RMNP.02167","21",8.3,69.1,"PICOL2"
"NEON.PLA.D10.RMNP.02168","21",8.8,79.6,"PICOL2"
"NEON.PLA.D10.RMNP.02169","21",9.6,89.8,"PICOL2"
"NEON.PLA.D10.RMNP.02170","21",10.6,76.5,"PICOL2"
"NEON.PLA.D10.RMNP.02171","21",12.9,81,"PICOL2"
"NEON.PLA.D10.RMNP.02172","21",11.7,65.9,"PICOL2"
"NEON.PLA.D10.RMNP.02173","21",12.9,52.5,"PICOL2"
"NEON.PLA.D10.RMNP.02174","21",14.5,73.7,"PICOL2"
"NEON.PLA.D10.RMNP.02175","21",17.1,83.9,"PICOL2"
"NEON.PLA.D10.RMNP.02176","21",19.7,65.4,"PICOL2"
"NEON.PLA.D10.RMNP.02177","21",21.9,57,"PICOL2"
"NEON.PLA.D10.RMNP.02178","21",22.5,49.1,"PICOL2"
"NEON.PLA.D10.RMNP.02179","21",22,43.8,"PICOL2"
"NEON.PLA.D10.RMNP.02180","21",16.8,47.6,"PICOL2"
"NEON.PLA.D10.RMNP.02181","21",21.3,31.7,"PICOL2"
"NEON.PLA.D10.RMNP.02186",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02187",NA,NA,NA,"JUCOD"
"NEON.PLA.D10.RMNP.02188",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02189",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02190","39",8.3,82.5,"PICOL2"
"NEON.PLA.D10.RMNP.02191","39",13.3,61.4,"PICOL2"
"NEON.PLA.D10.RMNP.02192","39",14,69.2,"PICOL2"
"NEON.PLA.D10.RMNP.02193","39",16.1,74.7,"PICOL2"
"NEON.PLA.D10.RMNP.02194","39",18.5,78.8,"PICOL2"
"NEON.PLA.D10.RMNP.02195","39",19.2,72,"PICOL2"
"NEON.PLA.D10.RMNP.01800","39",20.1,64,"PICOL2"
"NEON.PLA.D10.RMNP.02332","39",18,58.1,"PICOL2"
"NEON.PLA.D10.RMNP.02333","39",15.7,55.9,"PICOL2"
"NEON.PLA.D10.RMNP.02333A",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02334","39",19.5,44.9,"PICOL2"
"NEON.PLA.D10.RMNP.02335","39",21.9,42.3,"PICOL2"
"NEON.PLA.D10.RMNP.02336","39",21.6,28.9,"PICOL2"
"NEON.PLA.D10.RMNP.02337","39",19.6,24.2,"PICOL2"
"NEON.PLA.D10.RMNP.02338","39",17.2,25.7,"POTR5"
"NEON.PLA.D10.RMNP.02339","39",15.4,27.4,"PICOL2"
"NEON.PLA.D10.RMNP.02340","39",12.6,32.3,"PICOL2"
"NEON.PLA.D10.RMNP.02341",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02342",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02343",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02344",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02346",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02347",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02348",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02350",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02351",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02352",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02353",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02354",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02355",NA,NA,NA,"ABLAL"
"NEON.PLA.D10.RMNP.02356",NA,NA,NA,"ABLAL"
"NEON.PLA.D10.RMNP.02357",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02358",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02359",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02360",NA,NA,NA,"JUCOD"
"NEON.PLA.D10.RMNP.02361",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02362",NA,NA,NA,"JUCOD"
"NEON.PLA.D10.RMNP.02363",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02364",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02365",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02366",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02367",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02368",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02369",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02370",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02601",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02602",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02603",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02604",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02605",NA,NA,NA,"JUCOD"
"NEON.PLA.D10.RMNP.02606",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02607",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02608",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02609",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02610",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02611",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02613",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02614",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02615",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02616",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02617",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02618",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02115","21",4.3,87.4,"PICOL2"
"NEON.PLA.D10.RMNP.02481","25",4.3,273.5,"PICOL2"
"NEON.PLA.D10.RMNP.02481A",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02482","25",6.2,290.8,"PICOL2"
"NEON.PLA.D10.RMNP.02483","25",8.2,323.3,"PICOL2"
"NEON.PLA.D10.RMNP.02483A",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02484","25",9,322.7,"PICOL2"
"NEON.PLA.D10.RMNP.02485","25",10.6,325,"PICOL2"
"NEON.PLA.D10.RMNP.02486","25",11.3,302.6,"PICOL2"
"NEON.PLA.D10.RMNP.02487","25",8,287.9,"PICOL2"
"NEON.PLA.D10.RMNP.02488","25",14.8,335.1,"PICOL2"
"NEON.PLA.D10.RMNP.02489","25",16,322.3,"PICOL2"
"NEON.PLA.D10.RMNP.02490","25",12.8,298.8,"PICOL2"
"NEON.PLA.D10.RMNP.02491","25",13.2,315,"PICOL2"
"NEON.PLA.D10.RMNP.02492","25",15.1,283.7,"PICOL2"
"NEON.PLA.D10.RMNP.02493","25",11.5,276.2,"PICOL2"
"NEON.PLA.D10.RMNP.02494","25",11.7,277.8,"PICOL2"
"NEON.PLA.D10.RMNP.02495","25",14.3,275.1,"PICOL2"
"NEON.PLA.D10.RMNP.02496","25",17.6,278.2,"PICOL2"
"NEON.PLA.D10.RMNP.02498","25",18.6,293.7,"PICOL2"
"NEON.PLA.D10.RMNP.02499","25",19.5,295.3,"PICOL2"
"NEON.PLA.D10.RMNP.02500","25",16,301.1,"PICOL2"
"NEON.PLA.D10.RMNP.02501","25",19.4,324.2,"PICOL2"
"NEON.PLA.D10.RMNP.02502","25",22.2,317.2,"PICOL2"
"NEON.PLA.D10.RMNP.02503","25",23.2,318.1,"PICOL2"
"NEON.PLA.D10.RMNP.02504","25",26.1,311.8,"PICOL2"
"NEON.PLA.D10.RMNP.02505","25",20,306.3,"PICOL2"
"NEON.PLA.D10.RMNP.02507","33",6,222.2,"PICOL2"
"NEON.PLA.D10.RMNP.02508","33",10,115.5,"PICOL2"
"NEON.PLA.D10.RMNP.02509",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02510","33",6.1,38.6,"POTR5"
"NEON.PLA.D10.RMNP.02560",NA,NA,NA,"DAFRF"
"NEON.PLA.D10.RMNP.02666","41",10,260.9,"POTR5"
"NEON.PLA.D10.RMNP.02561",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02562",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02564",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02518",NA,NA,NA,"ABLAL"
"NEON.PLA.D10.RMNP.02524",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02565",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02682","41",2.8,0.2,"POTR5"
"NEON.PLA.D10.RMNP.02566",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02567",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02568",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02569",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02570",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02571",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02572",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02573",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02575",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02576",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02156","41",15.2,231.6,"POTR5"
"NEON.PLA.D10.RMNP.02579",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02580",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02512",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02581",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02582",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02157","41",14,208.7,"PIPOS"
"NEON.PLA.D10.RMNP.02583",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02593",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02584",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02585",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02586",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02587",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02588",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02590",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02592",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02667","41",13.7,242.3,"POTR5"
"NEON.PLA.D10.RMNP.02591",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02513",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02523",NA,NA,NA,"PIFL2"
"NEON.PLA.D10.RMNP.02514",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02515",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02516",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02517",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02668","41",13,236.7,"POTR5"
"NEON.PLA.D10.RMNP.02519",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02520",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02521",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02522",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02669","41",16.4,222.4,"POTR5"
"NEON.PLA.D10.RMNP.02526",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02527",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02528",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02529",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02326",NA,NA,NA,"ABLAL"
"NEON.PLA.D10.RMNP.02530",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02578",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02589",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02150",NA,NA,NA,"ABLAL"
"NEON.PLA.D10.RMNP.02322",NA,NA,NA,"ABLAL"
"NEON.PLA.D10.RMNP.02325",NA,NA,NA,"ABLAL"
"NEON.PLA.D10.RMNP.02670","41",16.8,223.8,"POTR5"
"NEON.PLA.D10.RMNP.02330",NA,NA,NA,"ABLAL"
"NEON.PLA.D10.RMNP.02474",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02475",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02249A",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02476",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02479",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02480",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02511",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02477",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02461",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02478",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02621","41",3.4,146,"PICOL2"
"NEON.PLA.D10.RMNP.02622","41",5.1,150.9,"PICOL2"
"NEON.PLA.D10.RMNP.02623","41",7.9,163.8,"PICOL2"
"NEON.PLA.D10.RMNP.02154","21",17.8,57.1,"PICOL2"
"NEON.PLA.D10.RMNP.02625","41",7.8,136.1,"PICOL2"
"NEON.PLA.D10.RMNP.02626","41",8.3,127.1,"PICOL2"
"NEON.PLA.D10.RMNP.02672","41",23.3,222.3,"PICOL2"
"NEON.PLA.D10.RMNP.02628","41",10.4,108,"PICOL2"
"NEON.PLA.D10.RMNP.02629","41",19,138.9,"PICOL2"
"NEON.PLA.D10.RMNP.02630A","41",19.7,117.9,"PICOL2"
"NEON.PLA.D10.RMNP.02631","41",19.9,115.9,"PICOL2"
"NEON.PLA.D10.RMNP.02250","41",10.1,159.3,"PICOL2"
"NEON.PLA.D10.RMNP.02632","41",20.1,105.6,"PICOL2"
"NEON.PLA.D10.RMNP.02633","41",19.9,101.6,"PICOL2"
"NEON.PLA.D10.RMNP.02634","41",20.7,102.3,"PICOL2"
"NEON.PLA.D10.RMNP.02635",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02644",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02654","41",11.9,191.5,"PICOL2"
"NEON.PLA.D10.RMNP.02636",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02637",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02638",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02694",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02639",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02671","41",21.9,221.7,"POTR5"
"NEON.PLA.D10.RMNP.02640",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02641",NA,NA,NA,"DAFRF"
"NEON.PLA.D10.RMNP.02643",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02655","41",19.8,180.5,"PICOL2"
"NEON.PLA.D10.RMNP.02684","41",5.2,13.2,"POTR5"
"NEON.PLA.D10.RMNP.02901","57",0.4,153.4,"PICOL2"
"NEON.PLA.D10.RMNP.02902",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02673","41",16.7,237.6,"POTR5"
"NEON.PLA.D10.RMNP.02904","57",2.9,127.4,"PICOL2"
"NEON.PLA.D10.RMNP.02946",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02905","57",4.4,125.4,"PICOL2"
"NEON.PLA.D10.RMNP.02906","57",5,104.5,"PICOL2"
"NEON.PLA.D10.RMNP.02907","57",6.4,93.7,"PICOL2"
"NEON.PLA.D10.RMNP.02908",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02909",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02910",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02911","57",3.5,153.6,"PICOL2"
"NEON.PLA.D10.RMNP.02912",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02913",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02914",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02915",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02916",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02917",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02918","57",5.5,176.7,"PICOL2"
"NEON.PLA.D10.RMNP.02919",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02920","57",8.1,109.5,"PICOL2"
"NEON.PLA.D10.RMNP.02921",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02922",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02923",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02924",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02925",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02926","57",10.4,114.5,"PICOL2"
"NEON.PLA.D10.RMNP.02927",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02928","57",12.2,119,"PICOL2"
"NEON.PLA.D10.RMNP.02929",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02930",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02932",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02934",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02935","49",1.2,159,"PICOL2"
"NEON.PLA.D10.RMNP.02936","49",1.8,140.8,"PICOL2"
"NEON.PLA.D10.RMNP.02937","49",2.3,134.6,"PICOL2"
"NEON.PLA.D10.RMNP.02938","49",4,173.6,"PICOL2"
"NEON.PLA.D10.RMNP.02939","49",5.6,169.4,"PICOL2"
"NEON.PLA.D10.RMNP.02942","41",14.1,344.9,"PICOL2"
"NEON.PLA.D10.RMNP.02944","41",15.9,351.6,"POTR5"
"NEON.PLA.D10.RMNP.02945","41",20.4,307.8,"PICOL2"
"NEON.PLA.D10.RMNP.02947",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02948",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02251","41",7.8,151,"PICOL2"
"NEON.PLA.D10.RMNP.02949",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02950",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02951",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02952",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02679","41",5.6,84.6,"POTR5"
"NEON.PLA.D10.RMNP.02953",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02954",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02955",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02956",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02957",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02958",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02959",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02960",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02680","41",5.5,72.9,"POTR5"
"NEON.PLA.D10.RMNP.02961",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02962",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02963",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02964",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02969",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02970",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02971",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02965",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02966",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02967",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02968",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02252","41",8.1,150.1,"PICOL2"
"NEON.PLA.D10.RMNP.02972",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02973",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02982",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02159","41",4.7,217.5,"PICOL2"
"NEON.PLA.D10.RMNP.02595","21",11.1,38.3,"PICOL2"
"NEON.PLA.D10.RMNP.02974",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02975",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02976",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02977",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02698",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02182","21",20.1,25.2,"PICOL2"
"NEON.PLA.D10.RMNP.02978",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02979",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02980",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02981",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02983",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02984",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02985",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02986",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02987",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02988",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02594","21",11,81.1,"PIPOS"
"NEON.PLA.D10.RMNP.02597","21",10.4,12.8,"PICOL2"
"NEON.PLA.D10.RMNP.02599","21",14.9,17.1,"PICOL2"
"NEON.PLA.D10.RMNP.02600","21",15.8,32.8,"PICOL2"
"NEON.PLA.D10.RMNP.02152","21",9.6,3.1,"PICOL2"
"NEON.PLA.D10.RMNP.02153","21",11.2,1.6,"PICOL2"
"NEON.PLA.D10.RMNP.02159A",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02598","21",11,11,"PIPOS"
"NEON.PLA.D10.RMNP.02410",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02411",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02650","41",3.1,204.4,"POTR5"
"NEON.PLA.D10.RMNP.01670","21",5,13.2,"PICOL2"
"NEON.PLA.D10.RMNP.02185",NA,NA,NA,"JUCOD"
"NEON.PLA.D10.RMNP.02675","41",15.4,260.2,"PICOL2"
"NEON.PLA.D10.RMNP.02612",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02943","41",9,2.4,"PICOL2"
"NEON.PLA.D10.RMNP.02674","41",13.2,269.3,"PICOL2"
"NEON.PLA.D10.RMNP.02678","41",20.3,254.2,"POTR5"
"NEON.PLA.D10.RMNP.02681","41",4,40.9,"POTR5"
"NEON.PLA.D10.RMNP.02685","41",6.6,4.8,"POTR5"
"NEON.PLA.D10.RMNP.02686","41",9.3,13.1,"POTR5"
"NEON.PLA.D10.RMNP.02687","41",18.4,86.6,"POTR5"
"NEON.PLA.D10.RMNP.02688","41",19.3,87.2,"POTR5"
"NEON.PLA.D10.RMNP.02689","41",19.7,79.3,"POTR5"
"NEON.PLA.D10.RMNP.02695",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02696",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02697",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02701",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02702",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02703",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02704",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02705",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02706",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02707",NA,NA,NA,"PICOL2"
"NEON.PLA.D10.RMNP.02708",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02709",NA,NA,NA,"POTR5"
"NEON.PLA.D10.RMNP.02710",NA,NA,NA,"DAFRF"
"NEON.PLA.D10.RMNP.02711",NA,NA,NA,"DAFRF"
"NEON.PLA.D10.RMNP.02712","41",11.5,63.5,"PIPOS"
"NEON.PLA.D10.RMNP.02713","41",7.7,14.2,"PICOL2"
"NEON.PLA.D10.RMNP.02714","41",25,47.7,"PICOL2"
"NEON.PLA.D10.RMNP.02715","41",14.1,15.1,"PICOL2"
"NEON.PLA.D10.RMNP.02716","41",13.4,12.4,"POTR5"
"NEON.PLA.D10.RMNP.02717","41",13.5,10,"PICOL2"
"NEON.PLA.D10.RMNP.02718","41",17.6,10.9,"PICOL2"
"NEON.PLA.D10.RMNP.02719",NA,NA,NA,"JUCOD"
"NEON.PLA.D10.RMNP.02720",NA,NA,NA,"JUCOD"
"NEON.PLA.D10.RMNP.02721",NA,NA,NA,"JUCOD"
