"_record_id","load_status","date","yearboutbegan","individualid","vstid","taxonid","domainid","siteid","plotid","subplotid","nestedsubplotid","pointid","stemazimuth","stemdistance","recordtype","cfconlytag"
"0407db38-16b2-49de-8a42-3722bbc45432","LOADED",2014-11-17,2014,"NEON.PLA.D01.HARV.05743","VST.HARV.05743.2014","QURU","D01","HARV","HARV_038","23","2","25",317.5,12,"map and tag","N"
"041fa1f3-6fa3-445d-b786-1a1a57f6bc9d","LOADED",2016-11-14,2016,"NEON.PLA.D14.SRER.01425","VST.SRER.01425.2016","OPPH","D14","SRER","SRER_050","39","3",NA,NA,NA,"tag only","N"
"044c2683-9130-4e5a-92ea-61129e634c9d","LOADED",2016-01-09,2015,"NEON.PLA.D14.SRER.00151","VST.SRER.00151.2015","OPEN3","D14","SRER","SRER_046","23",NA,NA,NA,NA,"tag only","N"
"04883b56-ef81-4562-a07a-50c821bdf6b6","LOADED",2014-08-19,2014,"NEON.PLA.D03.JERC.00268","VST.JERC.00268.2014","MORU2","D03","JERC","JERC_003","32",NA,NA,NA,NA,"tag only","N"
"049c01a2-93b2-41fe-a90d-995ce7e770ef","LOADED",2018-12-07,2018,"NEON.PLA.D06.UKFS.03626","VST.UKFS.03626.2018","CEOC","D06","UKFS","UKFS_031","41",NA,NA,NA,NA,"tag only","N"
"04ac31c8-1950-4fb1-9e9e-a642f8feb217","LOADED",2019-01-29,2018,"NEON.PLA.D03.JERC.02546","VST.JERC.02546.2018","QUMA6","D03","JERC","JERC_047","23",NA,"23",270.9,12.7,"map and tag","N"
"04b7bd29-480e-44b4-952a-b5e3c2ff4965","LOADED",2014-08-21,2014,"NEON.PLA.D03.JERC.00310","VST.JERC.00310.2014","QUHE2","D03","JERC","JERC_003","40",NA,"41",301.5,5.4,"map and tag","N"
"04baef12-86b7-4949-a9ac-c35fb9a18844","LOADED",2014-09-03,2014,"NEON.PLA.D05.UNDE.00100","VST.UNDE.00100.2014","FRNI","D05","UNDE","UNDE_003","32",NA,NA,NA,NA,"map and tag","N"
"04ce4498-0305-4610-bf71-873ce19b6bdf","LOADED",2016-06-22,2016,"NEON.PLA.D19.BONA.00785","VST.BONA.00785.2016","PIMA","D19","BONA","BONA_071","21",NA,"23",258,9.2,"map and tag","N"
"04fe5aed-a860-4258-88dd-11f635e5b179","LOADED",2015-09-22,2015,"NEON.PLA.D17.SOAP.00983","VST.SOAP.00983.2015","QUKE","D17","SOAP","SOAP_057","39",NA,"59",194,18.9,"map and tag",NA
"0549914a-f5d4-4d06-9d24-60688c221b0f","LOADED",2015-08-25,2015,"NEON.PLA.D05.STEI.02107","VST.STEI.02107.2015","2PLANT","D05","STEI","STEI_001","32","4",NA,NA,NA,"tag only","N"
"054b3db0-63dd-46c5-830c-2f04a90edce0","LOADED",2016-01-14,2015,"NEON.PLA.D14.SRER.00820","VST.SRER.00820.2015","OPPH","D14","SRER","SRER_051","23","2",NA,NA,NA,"tag only","N"
"05f4b0e4-aecd-4248-95bc-fca0d344b847","LOADED",2016-01-13,2015,"NEON.PLA.D14.SRER.00748","VST.SRER.00748.2015","OPPH","D14","SRER","SRER_059","41","1",NA,NA,NA,"tag only","N"
"06b9ecf4-28cd-4d16-9b30-38ec6f5a278e","LOADED",2014-11-17,2014,"NEON.PLA.D01.HARV.05745","VST.HARV.05745.2014","PIRE","D01","HARV","HARV_038","23","4","43",231,12.2,"map and tag","N"
"06c87d36-b41c-44a0-9534-22bceb8775f7","LOADED",2016-01-12,2015,"NEON.PLA.D14.SRER.00693","VST.SRER.00693.2015","OPEN3","D14","SRER","SRER_053","39","3",NA,NA,NA,"tag only","N"
"06d084a1-693f-4b35-abc7-347c51333472","LOADED",2015-07-23,2015,"NEON.PLA.D05.UNDE.02208","VST.UNDE.02208.2015","POTR5","D05","UNDE","UNDE_043","23","1",NA,NA,NA,"tag only","N"
"06d67ed6-8a79-4aa5-bbd7-a6158211d32c","LOADED",NA,2015,"NEON.PLA.D03.JERC.04190","VST.JERC.04190.2015","QUMA6","D03","JERC","JERC_049","21",NA,NA,NA,NA,"tag only","N"
"07045288-3086-4caf-b0b7-1c78a0930a42","LOADED",2014-11-17,2014,"NEON.PLA.D01.HARV.05716","VST.HARV.05716.2014","BEAL2","D01","HARV","HARV_038","39","3","57",164.6,5.5,"map and tag","N"
"07d9c62c-fbfc-4c36-b8d4-beced202b3af","LOADED",2014-08-19,2014,"NEON.PLA.D03.JERC.00256","VST.JERC.00256.2014","LIST2","D03","JERC","JERC_003","31",NA,NA,NA,NA,"tag only","N"
"07dcdfac-9d8e-4afc-86dd-2fe8a3fdb003","LOADED",2014-07-25,2014,"NEON.PLA.D07.ORNL.01899","VST.ORNL.01899.2014","ACRU","D07","ORNL","ORNL_006","40","2",NA,NA,NA,"tag only",NA
"07dce35e-f45a-4ca7-935c-972915ab3748","LOADED",2014-09-11,2014,"NEON.PLA.D01.BART.00832","VST.BART.00832.2014","TSCA","D01","BART","BART_018","40",NA,"57",124.176520533,23.7549033061,"map and tag","N"
"07fd63ad-fa61-48d5-b50e-113f4ad74ab1","LOADED",2014-07-02,2014,"NEON.PLA.D07.ORNL.00856","VST.ORNL.00856.2014","FAGR","D07","ORNL","ORNL_003","32","3",NA,NA,NA,"tag only",NA
"08527e11-edba-48de-8136-b3f2084898e5","LOADED",2018-09-12,2018,"NEON.PLA.D10.RMNP.04307","VST.RMNP.04307.2018","PSME","D10","RMNP","RMNP_003","31",NA,"31",87.4,7.9,"map and tag","N"
"0880df73-f0fe-445a-a9fd-bc5f09f55eb3","LOADED",2014-09-03,2014,"NEON.PLA.D01.BART.02368","VST.BART.02368.2014","FAGR","D01","BART","BART_006","40","1","39",89,4,"map and tag","N"
"08c2896f-0207-42f0-b805-93c6b5e63bd0","LOADED",2014-11-17,2014,"NEON.PLA.D01.HARV.05744","VST.HARV.05744.2014","PIRE","D01","HARV","HARV_038","23","2","25",316.8,12.6,"map and tag","N"
"08cf4cc1-1ae3-4cc7-acde-3d3ed3ddb50d","LOADED",2016-08-24,2016,"NEON.PLA.D19.DEJU.02031","VST.DEJU.02031.2016","PIMA","D19","DEJU","DEJU_052","23","2","43",222.1,3.1,"map and tag","N"
"092905f1-0de5-4aa1-a385-725c4c07ce94","LOADED",2016-08-22,2016,"NEON.PLA.D19.DEJU.02495","VST.DEJU.02495.2016","PIMA","D19","DEJU","DEJU_053","21",NA,"41",1,5.8,"map and tag","N"
"09b11fb7-9c59-4c6d-9305-aa929452c1de","LOADED",2015-08-05,2015,"NEON.PLA.D01.BART.03330","VST.BART.03330.2015","ACRU","D01","BART","BART_032","23",NA,"43",230.5,10.1,"map and tag",NA
"0a784ba0-b63f-444d-beaa-7ce92a917080","LOADED",2016-11-15,2016,"NEON.PLA.D14.SRER.01752","VST.SRER.01752.2016","OPEN3","D14","SRER","SRER_055","39","3",NA,NA,NA,"tag only","N"
"0abb6f79-457c-431e-be0b-04faf280050d","LOADED",2019-08-06,2019,"NEON.PLA.D03.JERC.01066","VST.JERC.01066.2019","PIPA2","D03","JERC","JERC_010","32",NA,"41",94,8.2,"map and tag","N"
"0ac2a69a-1648-49d1-a8e5-e101680a691c","LOADED",2016-01-14,2015,"NEON.PLA.D14.SRER.01012","VST.SRER.01012.2015","OPEN3","D14","SRER","SRER_049","39","1",NA,NA,NA,"tag only","N"
"0af33d99-6456-420d-beb0-3321816e6931","LOADED",2015-09-14,2015,"NEON.PLA.D17.TEAK.01376","VST.TEAK.01376.2015","ABMA","D17","TEAK","TEAK_062","21",NA,"21",3,13.4,"map and tag",NA
"0b313874-2ef5-43eb-9035-d1ffc54f0d20","LOADED",2019-09-11,2019,"NEON.PLA.D12.YELL.00933","VST.YELL.00933.2019","PSME","D12","YELL","YELL_055","32",NA,"39",77.7,11.4,"map and tag","N"
"0b80c690-ad33-409c-877e-67e16f7f6990","LOADED",2017-10-30,2017,"NEON.PLA.D16.WREF.05171","VST.WREF.05171.2017","TSHE","D16","WREF","WREF_085","41","1",NA,NA,NA,"tag only","N"
"0bfa3edb-acc2-4c50-8406-cfc5b9d89b95","LOADED",2016-01-14,2015,"NEON.PLA.D14.SRER.01011","VST.SRER.01011.2015","OPEN3","D14","SRER","SRER_049","39","1",NA,NA,NA,"tag only","N"
"0c2de6b7-ff5a-4143-9ce7-aae91c1f7110","LOADED",2016-06-23,2016,"NEON.PLA.D19.BONA.01630","VST.BONA.01630.2016","POTR5","D19","BONA","BONA_087","23",NA,"41",41,9.2,"map and tag","N"
"0c3c64ca-67f4-4231-8557-a844590872ff","LOADED",2014-08-15,2014,"NEON.PLA.D05.UNDE.02402","VST.UNDE.02402.2014","ABBA","D05","UNDE","UNDE_008","31",NA,"31",336.7,5.5,"map and tag","N"
"0cb03972-1d78-45ac-a0ea-2193b1a737c0","LOADED",2014-12-08,2014,"NEON.PLA.D02.SCBI.03304","VST.SCBI.03304.2014","ULMUS","D02","SCBI","SCBI_045","21",NA,"21",66.5,12,"map and tag",NA
"0d08a3bb-386b-452d-8d2f-1924b73d03d6","LOADED",2018-11-05,2018,"NEON.PLA.D02.SERC.03450","VST.SERC.03450.2018","ILOP","D02","SERC","SERC_047","21","1",NA,NA,NA,"tag only","N"
"0d4eafdb-d8f6-41a4-a21c-4726bb1e8b04","LOADED",2019-12-31,2019,"NEON.PLA.D07.ORNL.04955","VST.ORNL.04955.2019","ACSA3","D07","ORNL","ORNL_046","39","3",NA,NA,NA,"tag only","N"
"0d5203b1-d76c-48da-944d-15c2e56ddd0a","LOADED",NA,2015,"NEON.PLA.D03.OSBS.02280","VST.OSBS.02280.2015","QULA2","D03","OSBS","OSBS_027","41",NA,NA,NA,NA,"tag only","N"
"0d8d6a44-d79d-49ae-8b19-f0986011c638","LOADED",2016-01-12,2015,"NEON.PLA.D14.SRER.00650","VST.SRER.00650.2015","OPEN3","D14","SRER","SRER_053","41","1",NA,NA,NA,"tag only","N"
"0da8257b-5d19-4448-bf57-d88a551aaa92","LOADED",2016-01-11,2015,"NEON.PLA.D14.SRER.00412","VST.SRER.00412.2015","OPPH","D14","SRER","SRER_042","39","3",NA,NA,NA,"tag only","N"
"0df5e62f-5aac-40ba-80ed-0d48d9dc6516","LOADED",2015-09-22,2015,"NEON.PLA.D17.TEAK.01765","VST.TEAK.01765.2015","ABMA","D17","TEAK","TEAK_057","23",NA,"25",353.4,7.4,"map and tag",NA
"0e27c8cd-5821-4b48-8cdc-b16727ffa624","LOADED",2014-11-17,2014,"NEON.PLA.D01.HARV.04150","VST.HARV.04150.2014","TSCA","D01","HARV","HARV_038","39",NA,"57",120.336715003,17.2781269971,"map and tag","N"
"0e51b719-307d-4f6f-b391-db061909ac20","LOADED",2014-07-24,2014,"NEON.PLA.D03.OSBS.00137","VST.OSBS.00137.2014","PIPA2","D03","OSBS","OSBS_003","32",NA,NA,NA,NA,"tag only","N"
"0edd53bb-1f35-4ab5-bb42-af9a694e5a7e","LOADED",2015-09-25,2015,"NEON.PLA.D02.BLAN.05204","VST.BLAN.05204.2015","RHDA","D02","BLAN","BLAN_032","41","4",NA,NA,NA,"tag only",NA
"0f5ce573-0b05-4309-9345-fb6fceee0985","LOADED",2014-09-11,2014,"NEON.PLA.D01.BART.00818","VST.BART.00818.2014","TSCA","D01","BART","BART_018","31",NA,"21",34.4341301518,22.7278860382,"map and tag","N"
"1040cc9d-82cc-4b2e-9335-cd526132dcce","LOADED",2014-12-17,2014,"NEON.PLA.D02.SCBI.03652","VST.SCBI.03652.2014","2PLANT","D02","SCBI","SCBI_061","39",NA,"57",133,16.9,"map and tag",NA
"107a910c-9e6b-4baf-8fc7-56db660a9b19","LOADED",2015-08-13,2015,"NEON.PLA.D17.TEAK.00417","VST.TEAK.00417.2015","PIJE","D17","TEAK","TEAK_045","23",NA,"43",222.8,12.2,"map and tag",NA
"108bda2e-41f7-408e-9ed6-c1b971fe37ab","LOADED",2014-07-02,2014,"NEON.PLA.D07.ORNL.00882","VST.ORNL.00882.2014","LIST2","D07","ORNL","ORNL_003","32","1",NA,NA,NA,"tag only",NA
"10a18461-1d77-4009-9972-1a1a3d0b9eac","LOADED",2019-11-26,2019,"NEON.PLA.D08.DELA.10903","VST.DELA.10903.2019","QUNI","D08","DELA","DELA_037","21","1",NA,NA,NA,"tag only","N"
"10eed4ad-693a-413e-a0da-8625fc862e39","LOADED",2014-09-03,2014,"NEON.PLA.D01.BART.02369","VST.BART.02369.2014","BEAL2","D01","BART","BART_006","40","1","39",61.8,6.1,"map and tag","N"
"11146210-3cfc-4237-b417-c13e81c47d4b","LOADED",2016-01-11,2015,"NEON.PLA.D14.SRER.00404","VST.SRER.00404.2015","OPEN3","D14","SRER","SRER_042","39","3",NA,NA,NA,"tag only","N"
"1121984c-01dd-4d36-88fe-216d2fccf5c8","LOADED",2014-08-08,2014,"NEON.PLA.D08.TALL.00885","VST.TALL.00885.2014","COFL2","D08","TALL","TALL_002","32","2",NA,NA,NA,"tag only",NA
"114a5ae5-ed9c-4056-b84d-aade9987fdee","LOADED",2015-08-04,2015,"NEON.PLA.D01.BART.04049","VST.BART.04049.2015","BEAL2","D01","BART","BART_051","39",NA,"39",85.6,7,"map and tag",NA
"11daa3c1-9c01-4ea8-992f-e6b04a7818a6","LOADED",2016-09-22,2016,"NEON.PLA.D08.DELA.04946","VST.DELA.04946.2016","CELA","D08","DELA","DELA_037","23","1",NA,NA,NA,"tag only","N"
"12827cae-579c-4bc6-ac25-df367016a166","LOADED",2016-09-13,2016,"NEON.PLA.D05.UNDE.05499","VST.UNDE.05499.2016","COCO6","D05","UNDE","UNDE_037","41",NA,NA,NA,NA,"tag only","N"
"130e707e-7e55-4a57-a0e8-35b07e412faa","LOADED",NA,2015,"NEON.PLA.D03.OSBS.02288","VST.OSBS.02288.2015","QULA2","D03","OSBS","OSBS_027","41",NA,NA,NA,NA,"tag only","N"
"133b1211-d502-4f06-bc5b-2168f0ce9d9d","LOADED",2019-10-17,2019,"NEON.PLA.D10.RMNP.05123","VST.RMNP.05123.2019","PICOL2","D10","RMNP","RMNP_041","21",NA,"41",182.3,5.2,"map and tag","N"
"13605831-5ca7-4ca3-90b8-566eeb1b6c49","LOADED",2014-09-03,2014,"NEON.PLA.D01.BART.02343","VST.BART.02343.2014","FAGR","D01","BART","BART_006","31",NA,"32",306.8,5.7,"map and tag","N"
"13d98707-7aab-41d9-8fc2-7dd460fc062d","LOADED",2015-08-13,2015,"NEON.PLA.D17.TEAK.00406","VST.TEAK.00406.2015","ABCOL","D17","TEAK","TEAK_045","23",NA,"25",346.2,16.5,"map and tag",NA
"1405b6c6-e2e1-4b2a-a399-42084e5f26c5","LOADED",2014-08-19,2014,"NEON.PLA.D03.JERC.00251","VST.JERC.00251.2014","QULA3","D03","JERC","JERC_003","31",NA,NA,NA,NA,"tag only","N"
"145b2fe0-6048-40c0-ac6a-27949ed9cc5d","LOADED",2014-11-25,2014,"NEON.PLA.D02.SCBI.02785","VST.SCBI.02785.2014","SAAL5","D02","SCBI","SCBI_048","41",NA,"43",358.8,13.8,"map and tag","N"
"148ea08a-08bc-4b67-8d6e-c0aba5912604","LOADED",2014-08-20,2014,"NEON.PLA.D05.UNDE.05788","VST.UNDE.05788.2014","ABBA","D05","UNDE","UNDE_012","31","4",NA,NA,NA,"tag only","N"
"14c92b1f-064d-4075-9b5b-eb18ac084783","LOADED",2015-08-25,2015,"NEON.PLA.D05.STEI.01791","VST.STEI.01791.2015","OSVI","D05","STEI","STEI_001","41","4",NA,NA,NA,"tag only","N"
"150d4e6b-efed-4195-b607-49cf8dd981a8","LOADED",2014-08-15,2014,"NEON.PLA.D05.UNDE.02706","VST.UNDE.02706.2014","ABBA","D05","UNDE","UNDE_008","40",NA,"49",182.5,7.3,"map and tag","N"
"150f0347-5657-4fb6-b98e-ee46206561b9","LOADED",2014-08-19,2014,"NEON.PLA.D03.JERC.00266","VST.JERC.00266.2014","QULA3","D03","JERC","JERC_003","32",NA,"33",310.8,1.6,"map and tag","N"
"15830109-727b-4da1-ae0f-a9d6edcfc97e","LOADED",2017-10-26,2017,"NEON.PLA.D16.WREF.02498","VST.WREF.02498.2017","TSHE","D16","WREF","WREF_079","41","4",NA,NA,NA,"tag only","N"
"15ddd08d-3400-418c-a6c4-9c0fa554e421","LOADED",2014-07-08,2014,"NEON.PLA.D07.ORNL.01096","VST.ORNL.01096.2014","OXAR","D07","ORNL","ORNL_008","31","2","41",237,5,"map and tag","N"
"1600e7ba-7561-482a-98cb-44dcf39cb527","LOADED",2019-07-30,2019,"NEON.PLA.D05.UNDE.09092","VST.UNDE.09092.2019","ABBA","D05","UNDE","UNDE_043","39","1",NA,NA,NA,"tag only","N"
"164349b6-3b73-4583-b74e-3767012ecbdf","LOADED",2015-09-08,2015,"NEON.PLA.D17.TEAK.01199","VST.TEAK.01199.2015","PICO","D17","TEAK","TEAK_060","23",NA,"23",57.1,3.4,"map and tag",NA
"164dcdd1-63e8-4be1-80bd-1cd464dcc8f6","LOADED",2014-11-17,2014,"NEON.PLA.D01.HARV.05768","VST.HARV.05768.2014","TSCA","D01","HARV","HARV_038","23",NA,"23",37.7,10.5,"map and tag","N"
"1695f108-ee2d-4803-9c13-539e7008aa54","LOADED",2016-01-11,2015,"NEON.PLA.D14.SRER.00401","VST.SRER.00401.2015","OPEN3","D14","SRER","SRER_042","39","1",NA,NA,NA,"tag only","N"
"16a75c49-1c89-4c9a-b0d7-1ae0dfa9ac39","LOADED",2019-10-03,2019,"NEON.PLA.D05.STEI.00131","VST.STEI.00131.2019","FRAM2/FRPE","D05","STEI","STEI_053","23","4",NA,NA,NA,"tag only","N"
"172803b5-dd8b-4e86-a61d-526037f37012","LOADED",2019-09-16,2019,"NEON.PLA.D12.YELL.01182","VST.YELL.01182.2019","PSME","D12","YELL","YELL_048","23",NA,"41",100.5,7.5,"map and tag","N"
"172bb8cd-78b7-478d-b234-85311e22203c","LOADED",2017-11-01,2017,"NEON.PLA.D16.WREF.02384","VST.WREF.02384.2017","ACCI","D16","WREF","WREF_071","21","1",NA,NA,NA,"tag only","N"
"17396462-f634-4451-8fe6-5f60ed3b8017","LOADED",2015-09-23,2015,"NEON.PLA.D17.TEAK.01884","VST.TEAK.01884.2015","ABCOL","D17","TEAK","TEAK_047","21",NA,"21",19.9,12.9,"map and tag",NA
"184dcdfe-0176-4619-b2cc-bb1315e9097f","LOADED",2014-08-20,2014,"NEON.PLA.D05.UNDE.05790","VST.UNDE.05790.2014","PIMA","D05","UNDE","UNDE_012","31","4",NA,NA,NA,"tag only","N"
"188f98e3-adfe-4e90-ba62-7005f108b5ff","LOADED",2016-01-14,2015,"NEON.PLA.D14.SRER.00793","VST.SRER.00793.2015","OPEN3","D14","SRER","SRER_051","41","4",NA,NA,NA,"tag only","N"
"18ee9469-1086-46b4-a3d7-bda3cf25bc2c","LOADED",2020-08-24,2019,"NEON.PLA.D02.BLAN.02475Z","VST.BLAN.02475Z.2019","PRSES","D02","BLAN","BLAN_005","31",NA,NA,NA,NA,"tag only","Y"
"19bd0837-3eba-4fa3-876f-eeab65473a24","LOADED",2018-09-13,2018,"NEON.PLA.D02.BLAN.13553","VST.BLAN.13553.2018","RHDA","D02","BLAN","BLAN_032","32","2",NA,NA,NA,"tag only","N"
"19dc478f-0b95-4749-931b-7990bdabb89b","LOADED",2016-01-14,2015,"NEON.PLA.D14.SRER.00792","VST.SRER.00792.2015","OPEN3","D14","SRER","SRER_051","41","4",NA,NA,NA,"tag only","N"
"19e58450-66a7-4e40-928c-75d20216d187","LOADED",2016-01-12,2015,"NEON.PLA.D14.SRER.00674","VST.SRER.00674.2015","OPEN3","D14","SRER","SRER_053","41","4",NA,NA,NA,"tag only","N"
"1a202524-a3ca-4e7b-bd31-ef4e7dbb6a47","LOADED",2016-10-26,2016,"NEON.PLA.D14.SRER.00397","VST.SRER.00397.2016","OPEN3","D14","SRER","SRER_048","41",NA,NA,NA,NA,"tag only","N"
"1a445588-c6a1-49e7-ab20-54bd5784b8f8","LOADED",2014-12-08,2014,"NEON.PLA.D02.SCBI.03263","VST.SCBI.03263.2014","ROPS","D02","SCBI","SCBI_045","21",NA,"21",35.9,7.5,"map and tag",NA
"1a82efe0-64b8-434b-bf23-a5e3aa744de7","LOADED",2015-09-10,2015,"NEON.PLA.D17.TEAK.01211","VST.TEAK.01211.2015","PIJE","D17","TEAK","TEAK_055","23",NA,"23",46.5,2,"map and tag",NA
"1a8f141a-ff03-4f33-b010-2d3eb4575f33","LOADED",2015-09-21,2015,"NEON.PLA.D17.TEAK.01568","VST.TEAK.01568.2015","PICO","D17","TEAK","TEAK_044","21",NA,"39",150.7,11.2,"map and tag",NA
"1a9d99ff-7194-44f2-881c-d83f7f0faf88","LOADED",2014-11-17,2014,"NEON.PLA.D01.HARV.05772","VST.HARV.05772.2014","PIRE","D01","HARV","HARV_038","23",NA,"23",74.2,10.1,"map and tag","N"
"1ac47f36-34d6-4dff-bc96-7e5873d76e00","LOADED",2014-07-17,2014,"NEON.PLA.D07.ORNL.01574","VST.ORNL.01574.2014","QUAL","D07","ORNL","ORNL_001","32","2",NA,NA,NA,"tag only",NA
"1b2c7fa5-e219-4cc8-b479-8e240f0b7e38","LOADED",2019-09-18,2019,"NEON.PLA.D12.YELL.01538","VST.YELL.01538.2019","PSME","D12","YELL","YELL_045","21",NA,"41",267.3,12,"map and tag","N"
"1b735688-6d3a-4c18-b38c-90896ec0b6ad","LOADED",2016-01-12,2015,"NEON.PLA.D14.SRER.00680","VST.SRER.00680.2015","OPEN3","D14","SRER","SRER_053","39","3",NA,NA,NA,"tag only","N"
"1bb4daa6-08e1-4fed-bd5a-650fa3b96a3d","LOADED",2016-01-09,2015,"NEON.PLA.D14.SRER.00142","VST.SRER.00142.2015","OPEN3","D14","SRER","SRER_046","23",NA,NA,NA,NA,"tag only","N"
"1c1a7265-a9db-4713-bb6a-9f9c3d4ef836","LOADED",2015-07-23,2015,"NEON.PLA.D05.UNDE.02324","VST.UNDE.02324.2015","ACRU","D05","UNDE","UNDE_043","23",NA,"25",335.5,0.9,"map and tag","N"
"1d9800a0-ca28-4a01-a95a-e91c7823cd06","LOADED",2015-07-26,2015,"NEON.PLA.D02.SERC.09841","VST.SERC.09841.2015","LIST2","D02","SERC","SERC_049","41",NA,"41",72.4,13.6,"map and tag",NA
"1e13d6b2-2d4f-4592-b82f-f95d17474f4d","LOADED",2016-11-14,2016,"NEON.PLA.D14.SRER.01423","VST.SRER.01423.2016","OPEN3","D14","SRER","SRER_050","39","1",NA,NA,NA,"tag only","N"
"1e6c7d9c-90d9-4120-8b32-dab7efb46bcb","LOADED",2016-01-11,2015,"NEON.PLA.D14.SRER.00263","VST.SRER.00263.2015","OPEN3","D14","SRER","SRER_042","39","1",NA,NA,NA,"tag only","N"
"1e89c921-8bbb-4bfb-89d8-31706f4d664a","LOADED",2014-08-14,2014,"NEON.PLA.D08.TALL.01825","VST.TALL.01825.2014","QULA2","D08","TALL","TALL_006","41","1",NA,NA,NA,"tag only",NA
"1e90e576-1cdb-409f-a146-c88281023d57","LOADED",2014-07-30,2014,"NEON.PLA.D03.OSBS.01336","VST.OSBS.01336.2014","QUGE2","D03","OSBS","OSBS_004","31",NA,NA,NA,NA,"tag only","N"
"1e9aa4e5-7df8-4c79-92bf-f8857acdfb26","LOADED",2014-12-08,2014,"NEON.PLA.D02.SCBI.03286","VST.SCBI.03286.2014","FRAM2","D02","SCBI","SCBI_045","39",NA,"59",188.9,4.5,"map and tag",NA
"1eaa5dc2-ef07-4e90-9053-398eb5e563bd","LOADED",2014-09-08,2014,"NEON.PLA.D05.UNDE.04168","VST.UNDE.04168.2014","ACSA3","D05","UNDE","UNDE_006","40",NA,NA,NA,NA,"map and tag","N"
"1f1ac98a-8270-4ea0-b48b-90a7aa53de73","LOADED",2015-08-20,2015,"NEON.PLA.D05.TREE.02290A","VST.TREE.02290A.2015","ACRU","D05","TREE","TREE_019","41",NA,NA,NA,NA,"tag only","N"
"1f2b1bae-b4ef-47ca-a8bf-20271f54ca87","LOADED",2015-08-04,2015,"NEON.PLA.D01.BART.04074","VST.BART.04074.2015","TSCA","D01","BART","BART_051","41","4","61",230.2,8.8,"map and tag","N"
