_record_id,domainid,siteid,taxonid,scientificname,preferredstatus,deletions,accept_change(y/n),botanist_notes
445f0e4a-eeb3-4f97-8b3f-a0ea2b72b994,D12,YELL,LIRU4,Lithospermum ruderale Douglas ex Lehm.,,,,
9e80a3d7-28b3-4043-a132-35f25fb457cd,D12,YELL,LITHO3,Lithospermum sp.,,,,
1b8b7076-5b91-437b-8696-2560a5b1a104,D12,YELL,LUPIN,Lupinus sp.,,,,
dad0619e-ca28-41b1-956e-bf3641b65c1d,D12,YELL,LUPINSPP,Lupinus spp.,,,,
27ba8c98-3c8f-4fca-9baa-7f5f6b50e07c,D12,YELL,MARE11,Mahonia repens (Lindl.) G. Don,,,,
e63a5e07-f646-46dd-a537-bfd13e99cb3d,D12,YELL,MOSS,NA,,,,
e4d3904f-ee7f-404a-9c4e-3e3cdfb6825c,D12,YELL,PHPR3,Phleum pratense L.,,,,
3dee4571-77d3-4ee3-9ae3-3645910ede53,D12,YELL,PHMU3,Phlox multiflora A. Nelson,,,,
715ae2b3-ba4c-4412-ac60-671017ffcc25,D12,YELL,PHLOX,Phlox sp.,,,,
0665f0b5-1761-43e4-b399-d96027d791a4,D12,YELL,PHLOXSPP,Phlox spp.,,,,
7b209073-3cb6-4cc8-abf6-43f97247cffb,D12,YELL,POACEA,Poaceae sp.,,,,
8bf9360e-a17a-46d3-bd5f-48fa2724b982,D12,YELL,PODO4,Polygonum douglasii Greene,,,,
8cbf4ad9-9d9c-4c93-8fc2-5c9c0d064d68,D12,YELL,POTEN,Potentilla sp.,,,,
3ca52919-39c2-4d47-95bc-f25769af6cf1,D12,YELL,POTENSPP,Potentilla spp.,,,,
8e9b345f-e663-44ce-b649-2c838f5122df,D12,YELL,ROSA5SPP,Rosa spp.,,,,
3c926183-6120-4180-afbc-c54e92f1848d,D12,YELL,SYAL,Symphoricarpos albus (L.) S.F. Blake,,,,
606a3b5b-9917-49c3-a6fa-ad5959c72a57,D12,YELL,SYMPH,Symphoricarpos sp.,,,,
84cdd934-a913-4c3e-b6a9-5bb22b1bcc26,D12,YELL,TAOF,Taraxacum officinale F.H. Wigg.,,,,
efc70fea-ca60-4cfd-8b85-faff53a77aee,D12,YELL,2PLANT,Unknown plant,,,,
c201320f-ff0a-4e66-b6ea-18990d6f6866,D12,YELL,VIOLAC,Violaceae sp.,,,,
d915457e-1183-4cd6-8dbc-d7e986a69481,D13,MOAB,ALLIUM,,,,,
014c46f0-062d-4aef-b6a2-17a64386c85c,D13,MOAB,BOUTELOUA,,,,,
ccae84e4-863b-4ab5-acf4-8ddd81298000,D13,MOAB,CRYPTANTHA SPP,,,,,
60d419b5-a5b2-445f-b211-24bc222b169e,D13,MOAB,DESCURAINIA,,,,,
39f52ff7-5668-4646-b839-109ab26def50,D13,MOAB,KRASCHENINNIKOVIA,,,,,
2819d0af-f353-4ae3-8d77-950515c472a3,D13,MOAB,ANBR4,Androstephium breviflorum ,,,,
a1f259cc-9026-4948-900c-263c69408cae,D13,MOAB,ARPU9,Aristida purpurea ,,,,
9a52db4c-7f20-41c6-ba1e-198464d3c9a9,D13,MOAB,ATCA2,Atriplex canescens ,,,,
20ec89c2-8e64-469c-add8-2fa5be30d4fb,D13,MOAB,BOGR2,Bouteloua gracilis ,,,,
b317aca4-c6be-40e0-a5d4-74b65e47f6d3,D13,MOAB,BRTE,Bromus tectorum ,,,,
3f4f8a32-91ee-4e15-b0f5-3d5f601d66af,D13,MOAB,CHER2,Chaetopappa ericoides ,,,,
80f93e65-3c42-44c5-87c6-226146384846,D13,MOAB,CLLU2,Cleome lutea ,,,,
eda82382-af67-4d87-996a-d8307b1c08e9,D13,MOAB,COAU2,Corydalis aurea ,,,,
09336ec4-53fe-470c-849d-a19370f3cc20,D13,MOAB,CRYPT,Cryptantha sp.,,,,
bb6e2f43-e9dd-4327-ba54-beeffc970573,D13,MOAB,CRYPTSPP,Cryptantha spp.,,,,
1df33c4f-59ca-45ed-bcdb-e100353dba6f,D13,MOAB,DESCUSPP,Descurainia spp.,,,,
0533ed3f-82ba-452c-ba6c-28aa36064888,D13,MOAB,ELEL5,Elymus elymoides ,,,,
7459fe88-483f-4c06-a5f4-6949ac0ba33c,D13,MOAB,EPTO,Ephedra torreyana ,,,,
e8f36e0f-dc21-4a46-85a7-0998fadb4363,D13,MOAB,EPVI,Ephedra viridis ,,,,
e86a77ba-493d-4688-8aac-5f9342dcb97f,D13,MOAB,ERCI6,Erodium cicutarium ,,,,
66454638-8451-4be9-8ab9-ec0e0f02bf88,D13,MOAB,GUSA2,Gutierrezia sarothrae ,,,,
b74b1c53-8efc-475f-b4e3-93e47a1e6d9c,D13,MOAB,KRLA2,Krascheninnikovia lanata ,,,,
f582b7a4-2336-45a5-9677-97196ff52711,D13,MOAB,OEAL,Oenothera albicaulis ,,,,
c2a3bbd8-4f6a-4d84-ad06-5e1a795062a1,D13,MOAB,PAMU11,Packera multilobata ,,,,
147a4e78-f98c-4cbc-b37e-c2dcb5ec95d1,D13,MOAB,PHIV,Phacelia ivesiana ,,,,
807334dd-8c08-42fb-b459-00fc2a8bd13e,D13,MOAB,PLPA2,Plantago patagonica ,,,,
de649b2f-391c-4f6a-b123-516f4509812c,D13,MOAB,PLJA,Pleuraphis jamesii ,,,,
d9f6ba6d-1cf9-40d7-aecc-a2aaa7c0988a,D13,MOAB,SPCO,Sphaeralcea coccinea ,,,,
232344b1-8d03-4435-9274-44c9682d7ce2,D13,MOAB,SPCOC,Sphaeralcea coccinea ,,,,
ee36b3c7-f64b-486f-af35-1a43c00d41a8,D13,MOAB,SPPA2,Sphaeralcea parvifolia ,,,,
1143fabd-87ac-41d3-aa1b-3fe10ff8e6db,D13,MOAB,VUOC,Vulpia octoflora ,,,,
d662b21a-6c79-4be1-9e7b-79188f7466f2,D13,NIWO,ABLAL,Abies lasiocarpa ,,,,
82730bbb-226c-4bd2-8ef1-d203ce5ee7a7,D13,NIWO,ACMI2,Achillea millefolium ,,,,
36058b3d-ce93-408f-bf60-6ddb288bee36,D13,NIWO,AGGL,Agoseris glauca ,,,,
6ddaf3bd-2e98-4b4f-9a98-88c358828f03,D13,NIWO,ALGE,Allium geyeri ,,,,
e73a692e-49d6-4ea9-8143-ee26ca5a65f1,D13,NIWO,ANSE4,Androsace septentrionalis ,,,,
38eb06b4-24af-4d19-a981-8241f47585b0,D13,NIWO,ANEMO,Anemone sp.,,,,
8795c1ff-e5bd-46b6-818c-6d6c58c050c6,D13,NIWO,ANME2,Antennaria media ,,,,
7e885fa3-959c-4d68-b607-3f610858fb8b,D13,NIWO,ANTEN,Antennaria sp.,,,,
3025efa2-d3ac-4601-8fae-2fd1684cf012,D13,NIWO,ARFEF3,Arenaria fendleri ,,,,
c34905d4-adbd-4530-ada5-6b0b2c5fb172,D13,NIWO,ARCO9,Arnica cordifolia ,,,,
b5eb2a2a-e37f-4532-9191-e24c093856ce,D13,NIWO,ARRY,Arnica rydbergii ,,,,
c8b515df-412f-4b78-b283-096855412076,D13,NIWO,ARPA18,Artemisia pattersonii ,,,,
bdd7376c-0c64-403c-8bea-24bc8d04a347,D13,NIWO,ARSC,Artemisia scopulorum ,,,,
a79ecefe-7a90-4e9a-a25d-9570db0a6bc6,D13,NIWO,ARTEM,Artemisia sp.,,,,
98944eb3-8ff1-4787-b34d-1844bc7db1d7,D13,NIWO,ASTER,Aster sp.,,,,
1f645297-f36e-40a9-9bbe-d3897a48eac3,D13,NIWO,ASTERA,Asteraceae sp.,,,,
4a63d5fa-8e79-465e-9a26-c6841abee6a4,D13,NIWO,CALEL8,Caltha leptosepala ,,,,
4de3a19d-e2d5-4e21-81e2-375fcab8c205,D13,NIWO,CARO2,Campanula rotundifolia ,,,,
5c7062b0-df61-4c6b-9b97-3b1e95c86085,D13,NIWO,CARUD,Carex rupestris ,,,,
318a9c3a-f7a4-44e9-a0c6-2b3c838db3af,D13,NIWO,CASC12,Carex scopulorum ,,,,
a98b388f-22a3-494f-8f82-09b24f75e24d,D13,NIWO,CAREX,Carex sp.,,,,
f7931e23-874f-4980-807f-9fd93d03438c,D13,NIWO,CAREXSPP,Carex spp.,,,,
01f56405-498c-4e2a-bf72-f567b253296f,D13,NIWO,CAOC4,Castilleja occidentalis ,,,,
355f8596-cfc6-493d-a7d7-1f7b2dbe8c55,D13,NIWO,CAPU19,Castilleja puberula ,,,,
46d35b7c-b42e-45f2-a0e0-72715d510e73,D13,NIWO,CASTI2,Castilleja sp.,,,,
52f0db30-be64-4ef8-9163-dd7f8c3afbe8,D13,NIWO,CASTI2SPP,Castilleja spp.,,,,
bbeaa389-bbf9-4fc3-a6cb-44ea3874c6ad,D13,NIWO,CEARS2,Cerastium arvense ,,,,
c1fcc08f-8b90-481d-8ce1-0f99d8f2c952,D13,NIWO,CHANC,Chamerion angustifolium ,,,,
28fa0b1f-dd13-499d-866f-111c9f7fe2a2,D13,NIWO,CHJA,Chionophila jamesii ,,,,
229e79c8-eef1-407c-ab84-d5d6ed541a3c,D13,NIWO,CYAB2,Cylindropuntia abysii ,,,,
a69162f3-8003-4e33-8ec0-d5838ec20e5c,D13,NIWO,CYPERA,Cyperaceae sp.,,,,
f2b6d59d-2b93-429a-9d05-650a57298487,D13,NIWO,CYPERASPP,Cyperaceae spp.,,,,
67e41e10-22ea-439c-93df-93f52f9583af,D13,NIWO,DAIN,Danthonia intermedia ,,,,
c22aa9df-708d-49d0-afa3-ea841b1507c9,D13,NIWO,DAFRF,Dasiphora fruticosa ,,,,
330ee72d-babc-4167-b38c-c4f27ea5c52a,D13,NIWO,DRST,Draba standleyi ,,,,
166e82ee-9607-4db7-aa3d-f4feb012b133,D13,NIWO,DRST4,Draba streptocarpa ,,,,
f5c2f670-aeed-41fc-804c-3ac925ba8b70,D13,NIWO,ERICAC,Ericaceae sp.,,,,
3c606998-5929-4cda-b480-e897be35f653,D13,NIWO,ERCO4,Erigeron compositus ,,,,
c8db36bf-3439-429a-a123-af2baefb9e35,D13,NIWO,ERSI3,Erigeron simplex ,,,,
ef21285c-5c16-48f4-bfe2-009943b6e24f,D13,NIWO,ERIGE2,Erigeron sp.,,,,
11e32f48-5f01-43d6-87b2-92e92495d343,D13,NIWO,ERNAE,Eritrichium nanum ,,,,
37af7ec0-a092-4487-bc09-55cde8736fed,D13,NIWO,ERCA14,Erysimum capitatum ,,,,
e82fe46e-89a4-483b-9c9e-8e7153337513,D13,NIWO,FEBR,Festuca brachyphylla ,,,,
ce6601f0-8cb2-4bcf-8aae-ecd69fccc3cd,D13,NIWO,GEROT,Geum rossii ,,,,
1311cbe2-a755-4107-b7da-de53f7b46e42,D13,NIWO,HEPA11,Heuchera parvifolia ,,,,
b3cf26ce-dcda-435e-8769-e7bcab9d7d0e,D13,NIWO,HIGRG,Hieracium gracile ,,,,
7b857579-4bc8-430e-a37d-040d6914bba2,D13,NIWO,JUNCAC,Juncaceae sp.,,,,
23c3a464-a8d5-4818-be73-33045ebc1dd8,D13,NIWO,JUDR,Juncus drummondii ,,,,
af75b684-6576-4b02-ac14-345683320f79,D13,NIWO,JUCOD,Juniperus communis ,,,,
2a5f3298-7a14-4bbd-8f45-3491b182f071,D13,NIWO,LEPY2,Lewisia pygmaea ,,,,
ca0444c6-4d95-460a-a00c-1f1e3f9776ec,D13,NIWO,LIFI,Ligusticum filicinum ,,,,
1603a37e-85b7-4c5f-be8e-fff9c9524c6b,D13,NIWO,LLSE,Lloydia serotina ,,,,
78fc582b-9999-454c-a3bf-5569f10e5f82,D13,NIWO,LUSP4,Luzula spicata ,,,,
a0a389ae-f3b7-4d62-86af-ad1a59c0ff84,D13,NIWO,MELA,Mentzelia laciniata ,,,,
41762647-bdd9-421d-a010-4eda6a101c23,D13,NIWO,MELA3,Mertensia lanceolata ,,,,
5c3f22f8-64dc-40b6-bbbb-55ae1ac8136b,D13,NIWO,MIOB2,Minuartia obtusiloba ,,,,
4d96200e-2a33-40b9-9e85-cf1207b34aec,D13,NIWO,MIRU3,Minuartia rubella ,,,,
171b30fc-7f12-4f0c-994e-518434e64f11,D13,NIWO,NOFEG,Noccaea fendleri ,,,,
c89e0b7d-7a3e-47fd-ab27-0ae49de84b49,D13,NIWO,ORAL,Oreoxis alpina ,,,,
65316d46-9478-41ff-b3de-ad0485fe9ca0,D13,NIWO,ORAL,Oreoxis alpina ,,,,
6e32b3f0-1e55-43b9-928b-190d96601083,D13,NIWO,PACA15,Packera cana ,,,,
9f215bc3-4851-47e6-8298-0c5029b6dc88,D13,NIWO,PACHC,Paronychia chartacea ,,,,
306ef595-949a-4f94-85f9-ca018c299811,D13,NIWO,PEBRP2,Pedicularis bracteosa ,,,,
b1e28bc6-8d85-4c36-b5a9-f7e75a39d0f2,D13,NIWO,PEGR2,Pedicularis groenlandica ,,,,
02afd3ab-9b47-4984-afe2-597e849d048c,D13,NIWO,PEPA3,Pedicularis parryi ,,,,
9a712d0d-3fbb-4fd2-b012-37f26b594085,D13,NIWO,PERA,Pedicularis racemosa ,,,,
f515f681-4903-4cdc-9838-1ebcfa2bade5,D13,NIWO,PEDIC,Pedicularis sp.,,,,
3272d83d-782d-4866-b5c1-5550a43a9806,D13,NIWO,PENST,Penstemon sp.,,,,
f4d19437-448d-416f-a1e8-33b674f96f36,D13,NIWO,PEWH,Penstemon whippleanus ,,,,
5d5aa588-4593-41a9-8ea6-4c7b21df7764,D13,NIWO,PHAL2,Phleum alpinum ,,,,
303fe4f2-fdcb-49cf-bd88-2626bf0c1920,D13,NIWO,PHPU5,Phlox pulvinata ,,,,
d77c420f-dff1-41bd-a613-c4e4f75b5850,D13,NIWO,PIEN,Picea engelmannii ,,,,
211d8360-d8fa-45f7-834e-d5a044956320,D13,NIWO,PINACE,Pinaceae sp.,,,,
ca9aeb97-b1e5-4eda-9bd1-ffa577466b25,D13,NIWO,PICOL,Pinus contorta ,,,,
d7e5ecb8-05c1-4fe2-9093-bf675cf454d6,D13,NIWO,PIFL2,Pinus flexilis ,,,,
87c0c742-49d3-4566-99b6-358516caaf93,D13,NIWO,POCUE,Poa cusickii ,,,,
06e3a59c-24b7-472e-ae69-9194c6199a7e,D13,NIWO,POGLR2,Poa glauca ,,,,
8eda0548-a3ba-41c0-9daa-660fd26061bc,D13,NIWO,POLE3,Poa lettermanii ,,,,
05a282f1-3f6b-4745-bbfb-4ab9931adcb9,D13,NIWO,POA,Poa sp.,,,,
24ad1329-7ff6-4461-8ce9-7ff5a704a8b3,D13,NIWO,POASPP,Poa spp.,,,,
270fe789-6bff-408f-ab4e-60ae54a45d56,D13,NIWO,POACEA,Poaceae sp.,,,,
5b70b3ea-cd80-4bac-a1e1-4c878f6e3934,D13,NIWO,POPUD3,Polemonium pulcherrimum ,,,,
dfaac9d0-a83b-4578-82af-c0657f9f8454,D13,NIWO,POVI,Polemonium viscosum ,,,,
8ee628d7-d639-48e3-abc6-2b293b2f7fbd,D13,NIWO,POBI6,Polygonum bistortoides ,,,,
59eaf690-a6e4-4daa-b712-a46f5212b206,D13,NIWO,POVI3,Polygonum viviparum ,,,,
eb416b95-943b-4438-af09-220d6f957826,D13,NIWO,PODI2,Potentilla diversifolia ,,,,
b4a3935b-a2af-4a72-a139-749fcc405a25,D13,NIWO,POOV2,Potentilla ovina ,,,,
fbd27371-9d42-4ff5-870d-78523ef8d3ad,D13,NIWO,PORU3,Potentilla rubricaulis ,,,,
4d53b405-d18e-45b6-8ace-fc2348890800,D13,NIWO,POTEN,Potentilla sp.,,,,
1d52f630-97e0-4d8a-a5cf-5a4fd19455c5,D13,NIWO,POTENSPP,Potentilla spp.,,,,
3e96a254-9578-4a62-b7eb-2fa8328c3886,D13,NIWO,PRAN,Primula angustifolia ,,,,
4e799b28-9e3f-42fe-a94c-5bff3a2a7c7c,D13,NIWO,RAAD,Ranunculus adoneus ,,,,
cb2d369a-23d6-4256-9a43-9a387cdd4cab,D13,NIWO,RIMO2,Ribes montigenum ,,,,
d2dbfc1d-e870-4bb2-90e9-3ebb6d4db89d,D13,NIWO,SALIX,Salix sp.,,,,
0251a878-d4e7-4671-bf30-cad08ada7c17,D13,NIWO,SARH2,Saxifraga rhomboidea ,,,,
0b3694ed-6ce9-4f27-a351-28bd601b1a80,D13,NIWO,SELA,Sedum lanceolatum ,,,,
c87e86ae-2dfe-4f2f-92e5-fa1b0d240d46,D13,NIWO,SEDUM,Sedum sp.,,,,
79888366-9530-4c71-a442-62d9e5456f1e,D13,NIWO,SEDUMSPP,Sedum spp.,,,,
9fa0dd80-5769-4707-83b8-bbb7c03229c9,D13,NIWO,SECR,Senecio crassulus ,,,,
faf2def2-fc78-433e-8b20-53eba74a53c6,D13,NIWO,SIPR,Sibbaldia procumbens ,,,,
cd4e7a28-8140-4a66-977f-ead89fc6e885,D13,NIWO,SIACS2,Silene acaulis ,,,,
55c3ce3b-caf7-424f-bf29-74433b59424c,D13,NIWO,SOSI3,Solidago simplex ,,,,
85ee2c6f-dd56-4a64-b8e4-4122478817de,D13,NIWO,TEACC,Tetraneuris acaulis ,,,,
990cdfba-0e74-490d-8e17-20c8006c5d8d,D13,NIWO,TEGR3,Tetraneuris grandiflora ,,,,
3f6eb23a-e97f-40b9-b37d-51892e75347c,D13,NIWO,TOPY,Tonestus pygmaeus ,,,,
6b51395f-ea1b-45df-9a33-45d517d0c21d,D13,NIWO,TRDA2,Trifolium dasyphyllum ,,,,
65653bea-e739-430d-95e7-d336995954d0,D13,NIWO,TRNA2,Trifolium nanum ,,,,
5e75cd5d-81d5-425c-9546-ac28155e8ba8,D13,NIWO,TRPA5,Trifolium parryi ,,,,
606b5639-4628-4d96-bb7d-fd0bcc807bd8,D13,NIWO,TRIFO,Trifolium sp.,,,,
a5f6b062-9d2f-467e-8107-e7286c5ffbea,D13,NIWO,TRIFOSPP,Trifolium spp.,,,,
adcdcdc6-52ba-41af-9a78-30b8bb46f1c9,D13,NIWO,TRSP2,Trisetum spicatum ,,,,
3894d48e-5cef-4b08-949c-cc2770baa370,D13,NIWO,2PLANT,Unknown plant,,,,
907481e8-69cf-4819-b4de-9caed8c5a9aa,D13,NIWO,VACCI,Vaccinium sp.,,,,
d8d523ac-b7e8-4cf9-8903-2573365fcd18,D13,NIWO,VACCISPP,Vaccinium spp.,,,,
90fe378b-4256-4f12-8a0e-3fc7dab88d2d,D13,NIWO,VAACA,Valeriana acutiloba ,,,,
570b8c63-1ff5-4bb6-a87c-a939f923bdee,D13,NIWO,VILA10,Viola labradorica ,,,,
1bc0e974-c470-4f6c-9179-a9b8025fd9f4,D14,SRER,ASTERACEAE SP.,,,,,
19e24114-c438-42cf-baa2-d4de4c5f6945,D14,SRER,MOSS,,,,,
f911b6cb-a2f4-4461-a0e1-3bd6f86dffa4,D14,SRER,MALVACEAE SP.,,,,,
fe22476a-2ea3-42b0-8ee9-9a1020d9a051,D14,SRER,BRASSICACEAE SP.,,,,,
138e6f89-b493-4582-bcd0-b3ef17a02aac,D14,SRER,APIACEAE SP.,,,,,
a91729e8-793a-46b0-8e96-db4cb910a489,D14,SRER,CRYPTANTHA SP.,,,,,
138525cd-519f-40a5-b22c-530a26f31101,D14,SRER,STIPA SP.,,,,,
a5850748-f4a4-4051-8b7d-cf8a9f40590e,D14,SRER,PLEURAPHIS SP.,,,,,
934f5ff8-1ac3-42b5-b66a-9079d1194927,D14,SRER,SETARIA SP.,,,,,
8df6d44f-2f6d-495f-bdab-d871e113db3a,D14,SRER,GUTIERREZIA SP.,,,,,
00c478b7-046b-465f-8b7b-1986a0e14e7e,D14,SRER,ALLIUM SP.,,,,,
135e81a6-aa5a-42e4-b5b6-e9d3a78bd672,D14,SRER,RANUNCULACEAE SP.,,,,,
489ad9d8-e0cb-44b8-a07e-f1b8b3e2a029,D14,SRER,ACGR,Acacia greggii ,,,,
540c6d01-38ae-4f9f-9ff5-073cb20d4518,D14,SRER,ACNA2,Acourtia nana ,,,,
ceed7af4-777d-48bb-b577-4723f80d2755,D14,SRER,ALWR,Aloysia wrightii ,,,,
21dbb285-20b4-4e82-9986-57aa16afbe63,D14,SRER,ANTU,Anemone tuberosa ,,,,
302e0e05-3c8f-422a-90ac-b06179dfaeda,D14,SRER,APIACE,Apiaceae sp.,,,,
c8f0828b-6e04-421d-a5f0-7e54893c4aa4,D14,SRER,ARPU9,Aristida purpurea ,,,,
43e3a615-7121-4cb6-a1a5-3cc1caa675f6,D14,SRER,ASNU4,Astragalus nuttallianus ,,,,
11251070-10b5-4754-b466-3ddc8888e7ad,D14,SRER,ATCA2,Atriplex canescens ,,,,
a1fe8119-40de-406a-9b5b-2403abf56b6a,D14,SRER,BAAB,Bahia absinthifolia ,,,,
d8161320-a49f-4fb8-b67c-74c1a5aa6c3e,D14,SRER,BOAR,Bouteloua aristidoides ,,,,
989059d2-0eb1-4414-af53-64be277d4360,D14,SRER,BOBA2,Bouteloua barbata ,,,,
55a85ca9-840d-44f4-9ad4-2e1497fb6717,D14,SRER,BOER4,Bouteloua eriopoda ,,,,
05f3eb6b-c0b3-4cbe-9db8-652f785ce5e8,D14,SRER,BOHI2,Bouteloua hirsuta ,,,,
69ab622c-1059-41f6-bbfc-41b42afdfa26,D14,SRER,BORO2,Bouteloua rothrockii ,,,,
f666ad5d-d94d-44e6-ac09-bd780a447dc1,D14,SRER,CABU2,Capsella bursa-pastoris ,,,,
b064a106-b086-465c-92fa-4bd46ee90795,D14,SRER,CEEH,Celtis ehrenbergiana ,,,,
82fbc4eb-0832-4259-a4b5-793fd4acc08b,D14,SRER,CRYPT,Cryptantha sp.,,,,
a71633a4-dbf0-47eb-af0d-7cc819efe5e0,D14,SRER,CYFU10,Cylindropuntia fulgida ,,,,
e0734233-16b0-45e1-8e16-7df6d72261ec,D14,SRER,CYLE8,Cylindropuntia leptocaulis ,,,,
75ce2cd1-dc9b-4980-8dc3-04cb47fd8ba1,D14,SRER,CYSP8,Cylindropuntia spinosior ,,,,
a599076f-342f-491a-ba32-1d30dce823e7,D14,SRER,DAPU7,Dasyochloa pulchella ,,,,
0bde75ec-4c4c-408b-9f9c-bb86237533fc,D14,SRER,ECFA,Echinocereus fasciculatus ,,,,
6fd1010e-d862-40fe-a761-d26cb167a525,D14,SRER,EPTR,Ephedra trifurca ,,,,
57c902bd-a211-4f2a-af2d-db515e15d40b,D14,SRER,ERLE,Eragrostis lehmanniana ,,,,
065f6702-4701-47ee-a583-4202b931f5d8,D14,SRER,FEWI,Ferocactus wislizeni ,,,,
290f5746-4d48-41f3-a275-4dac7285caf4,D14,SRER,FOSP2,Fouquieria splendens ,,,,
aa48778c-0929-47e5-8bab-75c1ec3c1369,D14,SRER,HILAR,Hilaria sp.,,,,
8dec102c-a597-44fd-bd4e-d39016a4b721,D14,SRER,LATR2,Larrea tridentata ,,,,
2c6da89e-c331-445d-8e7f-f907b4a3b300,D14,SRER,LYPA,Lycium pallidum ,,,,
1f2bbb5e-b90b-4e1b-88c5-edbd718f6fca,D14,SRER,MAGR9,Mammillaria grahamii ,,,,
aaefc5b5-6cec-4697-9af1-9e84f0ee3a41,D14,SRER,MUPO2,Muhlenbergia porteri ,,,,
3e0d08f5-1f52-46e3-b8b9-9ce1f9fadc31,D14,SRER,OPEN3,Opuntia engelmannii ,,,,
acd5d531-f04a-469a-bf9e-916e83d24442,D14,SRER,OPMA8,Opuntia macrocentra ,,,,
0a74eb7d-02b8-4b40-a72d-f7e659e29e9b,D14,SRER,OPPH,Opuntia phaeacantha ,,,,
cee713e3-e583-493a-baaa-185855880fc3,D14,SRER,PAFL6,Parkinsonia florida ,,,,
b340cf90-0f1a-4608-8766-b14e6b67fdc5,D17,SJER,AVBA,Avena barbata ,CA-NW,,y,
8491d7fd-7ff2-4c20-9862-6f4bc8e07c23,D14,SRER,PHCA8,Phoradendron californicum ,,,,
60161ed6-8f92-4805-bf17-04d8ed3adaa7,D14,SRER,PLPA2,Plantago patagonica ,,,,
533728c2-08db-4692-a352-13b43c347591,D14,SRER,POFE,Poa fendleriana ,,,,
0af2cecd-91d9-49f8-9332-604f6e81c32f,D14,SRER,POJA5,Pomaria jamesii ,,,,
46951840-8c06-4c23-ac66-fd6a54f2d414,D14,SRER,PROSO,Prosopis sp.,,,,
40b2b59a-8931-4dac-95ef-e2f11889787d,D14,SRER,SELE6,Setaria leucopila ,,,,
39d2d0d2-c2ff-4695-9404-13f9875aafc2,D14,SRER,SOEL,Solanum elaeagnifolium ,,,,
f57b33a3-498b-4cdd-ad33-7cdf69a8d6e2,D14,SRER,SPCR,Sporobolus cryptandrus ,,,,
f2ab3bcd-cd4d-437a-b5dd-d87f181e9a3d,D14,SRER,STCAA,Streptanthus carinatus ,,,,
ea208c63-dd6a-4a42-a93a-1e7b7d947392,D14,SRER,STREP2,Streptanthus sp.,,,,
5c6d721b-0378-4125-92bc-122657d442ae,D14,SRER,2PLANT,Unknown plant,,,,
c3191cd3-7535-4819-9b7a-33c3814311c7,D14,SRER,VUOC,Vulpia octoflora ,,,,
575d5a2b-b041-43f8-8914-a1ccf98ee3ae,D14,SRER,YUEL,Yucca elata ,,,,
9a324dae-fcfc-4382-a665-22b933b7fcd6,D14,SRER,ZIAC,Zinnia acerosa ,,,,
74512b25-6799-4b8b-8eea-268d8ed189e4,D14,JORN,ALIN,Allionia incarnata ,,,,
0e826604-73af-4831-9821-69b0859ca680,D14,JORN,APRA,Aphanostephus ramosissimus ,,,,
c2e49219-8992-42b6-b1d4-24a4a9951fde,D14,JORN,ARPU9,Aristida purpurea ,,,,
cd0c83c3-d644-42e2-9f91-69cb85f3dc49,D14,JORN,ASTERA,Asteraceae sp.,,,,
eba21c01-b297-4b98-ad8e-557225fcf810,D14,JORN,ASTRA,Astragalus sp.,,,,
0aa1b3c0-42e2-4c3e-80ee-0ad886e92bc6,D14,JORN,BAAB,Bahia absinthifolia ,,,,
07ff46a9-d8cb-4bd2-954e-357938086b7e,D14,JORN,BOER4,Bouteloua eriopoda ,,,,
24446396-16e5-4592-b052-1b382a664853,D14,JORN,CHAL11,Chamaesyce albomarginata ,,,,
2bf8ec7a-9909-4e7d-b352-3873bb1c08f4,D14,JORN,CHIN2,Chenopodium incanum ,,,,
5a56efc1-20da-49f4-91b7-9c1a6708d76d,D14,JORN,CRPO5,Croton pottsii ,,,,
dece577c-ffc3-4f96-b7d7-0cbc4d41431f,D14,JORN,CRCR3,Cryptantha crassisepala ,,,,
1b87acd0-2c85-4127-b3b3-9487b4d35326,D14,JORN,DALA3,Dalea lanata ,,,,
ff99a151-981a-4a30-b104-33809a613444,D14,JORN,DANA,Dalea nana ,,,,
aca2ff15-3842-4ed7-9883-e563289ce3ce,D14,JORN,DAPU7,Dasyochloa pulchella ,,,,
2d647d90-7dae-45c7-8cbe-4ca28632388b,D14,JORN,DEPI,Descurainia pinnata ,,,,
fca453cf-b05c-4d00-840c-de43a0b53d7b,D14,JORN,DIWI2,Dimorphocarpa wislizeni ,,,,
c3e257ca-ede8-4ebe-b861-b2a70edb3037,D14,JORN,EPTR,Ephedra trifurca ,,,,
d70b4828-d4b5-4279-8b9f-712dc6d20f5c,D14,JORN,ERIGE2,Erigeron sp.,,,,
d2b6de80-6d66-4597-969a-e7bd246bbdbd,D14,JORN,ERAB2,Eriogonum abertianum ,,,,
0ce044ec-2c71-49ae-9826-a1ff4966f6dd,D14,JORN,ERNE9,Erioneuron nealleyi ,,,,
8c708843-eb3b-4d3d-ae82-d7474d38fc84,D14,JORN,GAPI,Gaillardia pinnatifida ,,,,
3a4fcb46-3efd-43a9-8ad4-af00e477cab3,D14,JORN,GUSA2,Gutierrezia sarothrae ,,,,
eb524285-0435-4ad9-b74e-3fd2f8210e38,D14,JORN,GUTIE,Gutierrezia sp.,,,,
d5863ba2-1d00-4c79-86b5-51130865085a,D14,JORN,HODR,Hoffmannseggia drepanocarpa ,,,,
