"X_status","domainid","siteid","taxonid","scientificname","preferredstatus","remarks"
"unedited","D18","TOOL","MYSI","Myriophyllum spicatum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","PLSP5","Plantago sp.","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","POAN","Poa annua","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","POCO10","Polygonum convolvulus","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","RARA2","Raphanus raphanistrum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","ROAU","Rorippa austriaca","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","SIAR4","Sinapis arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","SOCA3","Solanum carolinense","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","SOAR2","Sonchus arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","VICR","Vicia cracca","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","BARR","ELRE4","Elymus repens","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","AVFA","Avena fatua","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","BRJUJ","Brassica juncea","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","CADR","Cardaria draba, C. pubescens, Lapidium latifolium","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","CIAR4","Cirsium arvense","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","COAR4","Convolvulus arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","EGDE","Egeria densa","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","ELCA7","Elodea Canadensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","ELNU2","Elodea nuttallii","AK-NW","state listed noxious weed added by request of FS"
"unedited","D18","TOOL","ELRE4","Elymus repens","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","EUES","Euphorbia esula","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","GAPA2","Galensoga parviflora","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","GATE2","Galeopsis tetrahit","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","HIAU","Hieracium aurantiacum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","HYDRI","Hydrilla verticullata","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","LAPU","Lactuca pulchella","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","LAECO","Lappula echinata","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","LATAP","Latuca punchella","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","LIVU2","Linaria vulgaris","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","LYSA2","Lythrum salicaria","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","MYSI","Myriophyllum spicatum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","PLSP5","Plantago sp.","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","POAN","Poa annua","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","POCO10","Polygonum convolvulus","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","RARA2","Raphanus raphanistrum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","ROAU","Rorippa austriaca","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","SIAR4","Sinapis arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","SOCA3","Solanum carolinense","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","SOAR2","Sonchus arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","VICR","Vicia cracca","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","BONA","ELRE4","Elymus repens","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","AVFA","Avena fatua","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","BRJUJ","Brassica juncea","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","CADR","Cardaria draba, C. pubescens, Lapidium latifolium","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","CIAR4","Cirsium arvense","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","COAR4","Convolvulus arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","EGDE","Egeria densa","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","ELCA7","Elodea Canadensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","ELNU2","Elodea nuttallii","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","ELRE4","Elymus repens","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","EUES","Euphorbia esula","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","GAPA2","Galensoga parviflora","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","GATE2","Galeopsis tetrahit","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","HIAU","Hieracium aurantiacum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","HYDRI","Hydrilla verticullata","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","LAPU","Lactuca pulchella","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","LAECO","Lappula echinata","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","LATAP","Latuca punchella","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","LIVU2","Linaria vulgaris","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","LYSA2","Lythrum salicaria","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","MYSI","Myriophyllum spicatum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","PLSP5","Plantago sp.","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","POAN","Poa annua","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","POCO10","Polygonum convolvulus","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","RARA2","Raphanus raphanistrum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","ROAU","Rorippa austriaca","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","SIAR4","Sinapis arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","SOCA3","Solanum carolinense","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","SOAR2","Sonchus arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","DEJU","VICR","Vicia cracca","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","ELRE4","Elymus repens","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","AVFA","Avena fatua","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","BRJUJ","Brassica juncea","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","CADR","Cardaria draba, C. pubescens, Lapidium latifolium","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","CIAR4","Cirsium arvense","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","COAR4","Convolvulus arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","EGDE","Egeria densa","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","ELCA7","Elodea Canadensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","ELNU2","Elodea nuttallii","AK-NW","state listed noxious weed added by request of FS"
"unedited","D05","TREE","MEOF","Melilotus officinalis","WI-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","EUES","Euphorbia esula","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","GAPA2","Galensoga parviflora","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","GATE2","Galeopsis tetrahit","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","HIAU","Hieracium aurantiacum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","HYDRI","Hydrilla verticullata","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","LAPU","Lactuca pulchella","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","LAECO","Lappula echinata","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","LATAP","Latuca punchella","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","LIVU2","Linaria vulgaris","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","LYSA2","Lythrum salicaria","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","MYSI","Myriophyllum spicatum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","PLSP5","Plantago sp.","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","POAN","Poa annua","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","POCO10","Polygonum convolvulus","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","RARA2","Raphanus raphanistrum","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","ROAU","Rorippa austriaca","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","SIAR4","Sinapis arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","SOCA3","Solanum carolinense","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","SOAR2","Sonchus arvensis","AK-NW","state listed noxious weed added by request of FS"
"unedited","D19","HEAL","VICR","Vicia cracca","AK-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","ACME80","Acacia mearnsii","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","ACNO4","Acaena novae-zelandica","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","ACRE3","Acroptilon repens","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","AEIN","Aeschynomene indica","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","AGAD2","Ageratina adenophora","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","AGRI2","Ageratina riparia","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","ALVIC3","Allium vineale","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","ANBI","Andropogon bicornis","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","ANVI2","Andropogon virginicus","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","ANCO6","Anredera cordifolia","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","AREL4","Ardisia elliptica","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","BOFR2","Bocconia frutescens","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","BUMA80","Buddleja madagascariensis","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","CAPU6","Cardaria pubescens","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","CEUR","Cereus uruguayanus","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","CHOD","Chromolaena odorata","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","CLHI3","Clidemia hirta","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","COGR9","Coccinia grandis","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","COAR4","Convolvulus arvensis","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","COJU2","Cortaderia jubata","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","COPA14","Cotoneaster pannosus","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","CRGR6","Cryptostegia grandiflora","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","CRMA10","Cryptostegia madagascariensis","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","CYRE","Cymbopogon refractus","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","CYES","Cyperus esculentus","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","CYMO5","Cytisus monspessulanus","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","DICI2","Dichrostachys cinerea","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","DINU6","Dichrostachys nutans","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","ELMO5","Elephantopus mollis","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","ELRE3","Elytrigia repens","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","EMSP","Emex spinosa","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","ERMA16","Eriocereus martinii","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","EUES","Euphorbia esula","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","GRBA","Grevillea banksii","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","HAGL","Halogeton glomeratus","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","HYPE3","Hyptis pectinata","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","HYSU3","Hyptis suaveolens","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","ILCA","Ilex cassine","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","LAMO5","Lagascea mollis","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","LELA2","Lepidium latifolium","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","MAAL4","Malachra alceifolia","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","MALU4","Markhamia lutea","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","MEVE3","Medinilla venosa ","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","MECA9","Melastoma candidum","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","MICA20","Miconia calvescens","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","MIMI5","Mikania micrantha","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","MISC","Mikania scandens","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","MIDI8","Mimosa diplotricha","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","MIIN80","Mimosa invisa","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","MIPI","Mimosa pigra","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","MIFL3","Miscanthus floridulus","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","MOHI","Montanoa hibiscifolia","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","MOFA","Morella faya","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","OXPA3","Oxyspora paniculata","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","PARE3","Panicum repens","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","PAMO5","Passiflora mollissima","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","PAPU13","Passiflora pulchella","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","PESE3","Pennisetum setaceum","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","PHDA5","Photinia davidiana","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","PIAD","Piper aduncum","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","PIUN2","Pittosporum undulatum","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","PRJU3","Prosopis juliflora","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","PUPH2","Pueraria phaseoloides","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","RHTO10","Rhodomyrtus tomentosa","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","RUAR2","Rubus argutus","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","RUEL3","Rubus ellipticus","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","RUNI4","Rubus niveus","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","RUSI4","Rubus sieboldii","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","SAKA","Salsola kali","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","SEMA15","Senecio madagascariensis","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","SOCA3","Solanum carolinense","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","SOEL","Solanum elaeagnifolium","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","SORO3","Solanum robustum","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","SOTO4","Solanum torvum","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","SOAR2","Sonchus arvensis","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","SPJU2","Spartium junceum","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","STTR8","Stipa trichotoma","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","THVI2","Themeda villosa","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","TIHE2","Tibouchina herbacea","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","TIUR","Tibouchina urvilleana","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","TRRH","Triumfetta rhomboidea","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","TRSE4","Triumfetta semitriloba","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","ULEU","Ulex europaeus","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","URLO","Urena lobata","HI-NW","state listed noxious weed added by request of FS"
"unedited","D20","PUUM","VETH","Verbascum thapsus","HI-NW","state listed noxious weed added by request of FS"
